episode,global_step,mean_reward,mean_loss,swap_count,mean_delta,n_decisions,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,mean_cbr,max_cbr
1,400,-0.5797,1.6036,2,7.2078,329,7.3074,35.3,4.0806,0.0833,16.0138,342.8597,61.0209,7.1001,16.4752,0.01904,0.7674,0.2506,288,24,0,0.000806,0.00448
