episode,global_step,mean_reward,mean_loss,swap_count,mean_delta,n_decisions,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,mean_cbr,max_cbr
1,400,-0.1907,0.1987,4,2.6172,979,5.2632,24.3,1.103,0.1531,10.4059,332.4731,16.894,9.121,13.6663,0.033863,0.7783,0.2525,1078,165,0,0.003018,0.0112
