episode,global_step,mean_reward,mean_loss,swap_count,mean_delta,n_decisions,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,mean_cbr,max_cbr
1,400,-0.3753,0.159,4,4.7521,462,5.354,34.9,3.2933,0.1121,10.5838,319.8434,29.4498,6.8474,14.3062,0.016914,0.7209,0.2082,446,50,0,0.001249,0.00784
