episode,global_step,mean_reward,mean_loss,swap_count,mean_delta,n_decisions,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,mean_cbr,max_cbr
1,400,-0.1785,0.1103,5,1.9204,871,3.2956,18.5,1.9642,0.139,2.9143,115.3634,2.434,3.0094,11.9829,0.01826,0.793,0.5655,935,130,0,0.002618,0.02576
