density,seed,cycle,road_seed,steps,cbr_mean_over_channels,cbr_spread_mean,cbr_spread_p99,cbr_spread_max,cbr_spread_over_mean,cbr_var_between_channels_mean,cbr_max_channel_mean,n_observations,frac_onehot_all_zero,rsu_range,n_stopline,frac_stopline_infinite,frac_stopline_at_or_past_rsu_range,stopline_p50,stopline_p90,stopline_p99,stopline_max
5.0,2001,0,970050,600,0.0007447999999999999,0.002381866666666666,0.00896,0.013439999999999999,3.1979949874686713,2.4774399999999996e-06,0.002381866666666666,12646,0.04705045073541041,300.0,12646,0.04705045073541041,0.4193842834619534,231.31756372457505,806.2266444978383,892.5619574077007,899.9485674948658
10.0,2001,0,970100,600,0.0013010666666666666,0.0038079999999999993,0.013439999999999999,0.013439999999999999,2.926829268292683,4.451029333333333e-06,0.0038378666666666656,22721,0.026099203380132916,300.0,22721,0.026099203380132916,0.459734273318872,260.3004186054574,808.0187338982655,891.3448922091985,899.9468564026944
15.0,2001,0,970150,600,0.0020439999999999994,0.005151999999999999,0.013439999999999999,0.022399999999999996,2.5205479452054793,7.081087999999998e-06,0.005211733333333332,34544,0.030453913849004168,300.0,34544,0.030453913849004168,0.4497491938373343,249.80070852861473,809.9097807845228,890.0668684273413,899.9847634512837
20.0,2001,0,970200,600,0.002986666666666666,0.006451199999999999,0.01792,0.01792,2.16,9.554346666666665e-06,0.006727466666666665,50086,0.029409415804815715,300.0,50086,0.029409415804815715,0.3069549297513011,181.7473019663687,792.2447134837265,888.441664094565,899.9634343770215
25.0,2001,0,970250,600,0.004293333333333333,0.0079744,0.01792,0.022399999999999996,1.857391304347826,1.4053461333333332e-05,0.008765866666666665,70950,0.02252290345313601,300.0,70950,0.02252290345313601,0.25503229899642404,163.69371138517772,771.117261147571,886.7897632421691,899.9289400823163
30.0,2001,0,970300,600,0.005094133333333333,0.009236266666666665,0.022399999999999996,0.022399999999999996,1.8131183583730301,1.7392255999999996e-05,0.010221866666666664,83124,0.01650546171984024,300.0,83124,0.01650546171984024,0.19450288677952832,171.9428502112296,737.9408899808132,884.4084580330066,899.9539995724836
35.0,2001,0,970350,600,0.004909333333333333,0.009071999999999998,0.022399999999999996,0.03136,1.847908745247148,1.6884224e-05,0.009990399999999998,78909,0.03274658150527823,300.0,78909,0.03274658150527823,0.18422535211267604,182.08541780617304,729.5606968760103,882.0793265676656,899.9711837486875
