index,feature,meaning,nominal_low,nominal_high,n,min,p01,q1,median,q3,p99,max,mean,std,iqr,iqr_over_range,span_over_range,frac_at_low,frac_at_high,n_unique,delta_critical,sample
0,last_pred_err_norm,normalised squared dead-reckoning error at the last update,0.0,1.0,882,0.0,0.0,3.545083150646722e-11,6.024739832355408e-06,3.473632114037173e-05,0.0859516535699366,0.24450387060642242,0.004101125377913506,0.019468131295028435,3.473628568954022e-05,3.473628568954022e-05,0.24450387060642242,0.373015873015873,0.0,249,False,fixed_d05_s2001
1,vx_norm,velocity x / V_MAX_OBS,-1.0,1.0,882,0.0,0.0,8.725227659843057e-17,0.08126967027783394,0.7080502957105637,0.8612413269281387,0.8668505549430847,0.326451793476445,0.35307108945952925,0.7080502957105635,0.3540251478552818,0.43342527747154236,0.0,0.0,517,False,fixed_d05_s2001
2,vy_norm,velocity y / V_MAX_OBS,-1.0,1.0,882,-0.8699044585227966,-0.8657051461935044,0.0,2.7120690093666394e-18,4.337833897593216e-17,5.2834817359067567e-17,0.7280341386795044,-0.15081207423972007,0.30330143179546826,4.337833897593216e-17,2.168916948796608e-17,0.7989692986011505,0.0,0.0,191,False,fixed_d05_s2001
3,speed_norm,speed / V_MAX_OBS,0.0,1.0,882,0.0,0.0,0.0010014615254476666,0.6678318083286285,0.7782941162586212,0.8666892659664154,0.8699044585227966,0.47830585725922214,0.3421646078495846,0.7772926547331735,0.7772926547331735,0.8699044585227966,0.20634920634920634,0.0,692,True,fixed_d05_s2001
4,accel_norm,acceleration / a_max,-1.0,1.0,882,-0.8999999761581421,-0.6542404085397721,-0.04929282143712044,0.0,0.07839231751859188,0.49278726786375043,0.5199999809265137,0.011381622768634494,0.18845228943618444,0.12768513895571232,0.06384256947785616,0.7099999785423279,0.0,0.0,690,False,fixed_d05_s2001
5,rel_x_norm,(x - x_rsu) / RSU_RANGE,-1.0,1.0,882,-0.9996199011802673,-0.9967397314310074,-0.15666287019848824,-0.0630066990852356,-0.005333333276212215,0.9278889340162275,0.9881473779678345,-0.08759385581980493,0.38270478864274726,0.15132953692227602,0.07566476846113801,0.9938836395740509,0.0,0.0,515,False,fixed_d05_s2001
6,rel_y_norm,(y - y_rsu) / RSU_RANGE,-1.0,1.0,882,-0.9991831183433533,-0.9069392484426498,-0.01600000075995922,-0.01600000075995922,-0.005333333276212215,0.9466556656360623,0.9998598694801331,0.025976035102809592,0.28119652015174285,0.010666667483747005,0.005333333741873503,0.9995214939117432,0.0,0.0,191,False,fixed_d05_s2001
7,dist_norm,distance to RSU / RSU_RANGE,0.0,1.0,882,0.005334872752428055,0.016897907499223947,0.08842995204031467,0.246363066136837,0.640712097287178,0.9975552159547806,0.9998741149902344,0.36741727532062873,0.3142334602693527,0.5522821452468634,0.5522821452468634,0.9945392422378063,0.0,0.0,694,False,fixed_d05_s2001
8,tls_red,traffic light red indicator,0.0,1.0,882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6315192743764172,0.48266636010663466,1.0,1.0,1.0,0.36848072562358275,0.6315192743764172,2,True,fixed_d05_s2001
9,tls_yellow,traffic light yellow indicator,0.0,1.0,882,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.011337868480725623,0.10593415231002905,0.0,0.0,1.0,0.9886621315192744,0.011337868480725623,2,True,fixed_d05_s2001
10,tls_green,traffic light green indicator,0.0,1.0,882,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.35374149659863946,0.4784014398394266,1.0,1.0,1.0,0.6462585034013606,0.35374149659863946,2,True,fixed_d05_s2001
11,phase_remaining_norm,time to the next signal switch / 60 s,0.0,1.0,882,0.0,0.0033333334140479565,0.10291666723787785,0.2849999964237213,0.5395833551883698,0.6949999928474426,1.0,0.3100170071493906,0.22293617708052252,0.4366666879504919,0.4366666879504919,1.0,0.003401360544217687,0.003401360544217687,243,True,fixed_d05_s2001
12,dist_to_stopline_norm,distance to the stop line / RSU_RANGE,0.0,1.0,882,3.278474832768552e-05,0.0033366666175425053,0.07741235755383968,0.44914889335632324,1.0,1.0,1.0,0.4889462745988542,0.40833689308477145,0.9225876424461603,0.9225876424461603,0.9999672152516723,0.0,0.2709750566893424,450,True,fixed_d05_s2001
13,n_active_norm,vehicles in coverage / N_ACTIVE_MAX_OBS,0.0,1.0,882,0.0,0.0,0.1369047611951828,0.1428571492433548,0.1547619104385376,0.1607142835855484,0.1607142835855484,0.13994844199544718,0.02393451602328777,0.017857149243354797,0.017857149243354797,0.1607142835855484,0.022675736961451247,0.0,9,False,fixed_d05_s2001
14,cbr,channel busy ratio,0.0,1.0,882,0.0,0.0,0.002240000059828162,0.006719999946653843,0.013439999893307686,0.023520000278949738,0.023520000278949738,0.009098412669522481,0.007490842905418957,0.011199999833479524,0.011199999833479524,0.023520000278949738,0.02947845804988662,0.0,19,False,fixed_d05_s2001
15,n_queue_norm,vehicles queued ahead in lane / queue_max,0.0,1.0,882,0.0,0.0,0.0,0.05000000074505806,0.20000000298023224,0.44999998807907104,0.5,0.11133787000885491,0.1176125609524487,0.20000000298023224,0.20000000298023224,0.5,0.31065759637188206,0.0,11,True,fixed_d05_s2001
16,heading_cos,cosine of the approach angle to the RSU,-1.0,1.0,882,-0.9999996423721313,-0.9999787718057632,-0.6815632730722427,0.9887068271636963,0.9996482282876968,0.9999842870235444,0.9999857544898987,0.2877028484780198,0.8356382653909691,1.6812115013599396,0.8406057506799698,0.999992698431015,0.0011337868480725624,0.0,553,False,fixed_d05_s2001
