density,seed,delta_requested,delta_actual,transmitted,err_m,r_err,feat0_next,next_obs_present
5.0,2001,2.46174051886872,2.5,1,1.8577685070844154,0.01168515571268943,0.019251031801104546,1
5.0,2001,0.27483421292718674,0.29999999999999716,1,0.0,0.0,0.0,1
5.0,2001,8.995885396359153,9.0,1,59.24902802035655,5.008882514541629,0.952302098274231,1
5.0,2001,19.18233853808106,19.200000000000003,1,4.552656047784484,1.7614769076862782,0.10545014590024948,1
5.0,2001,16.157967800983833,16.200000000000003,1,25.35961557024784,6.841951278072867,0.7852979302406311,1
5.0,2001,4.594206207630895,4.599999999999994,1,0.281656259935545,0.0007498406213057716,0.00045097852125763893,1
5.0,2001,6.0433291552485,6.099999999999994,1,47.70156210377959,2.429911720112078,0.928270697593689,1
5.0,2001,0.30665783452265394,0.4000000000000057,1,0.021846681698946213,5.582001598271783e-07,2.714455604291288e-06,1
5.0,2001,42.082383958127195,42.099999999999994,1,101.04792532395675,7.574559323129203,0.9830715656280518,1
5.0,2001,10.613902115036879,10.700000000000003,1,0.3953696179627286,0.0032326467813223758,0.0008882466936483979,1
5.0,2001,1.439153427126132,1.5,1,0.0,0.0,0.0,1
5.0,2001,0.34479603700013345,0.4000000000000057,1,1.1108845020280569,0.002795277038141097,0.006969687063246965,1
5.0,2001,0.15948443682493788,0.20000000000000284,1,0.002744745344216426,4.3223971773845394e-09,4.2846668435458923e-08,1
5.0,2001,10.737789727460274,10.799999999999997,1,0.8033075513423,2.8859350239449544,0.0036566690541803837,1
5.0,2001,0.5961876814763091,0.6000000000000085,1,0.00149735193119227,8.124266012443783e-08,1.275148342472221e-08,1
5.0,2001,0.177123625072161,0.20000000000000284,1,0.01375207979890547,1.3763482498454342e-07,1.075596173905069e-06,1
5.0,2001,26.55431582469955,26.599999999999994,1,120.2251375740599,8.948009171462633,0.9879816174507141,1
5.0,2001,0.22796431763799585,0.29999999999999716,1,0.0,0.0,0.0,1
5.0,2001,2.1668271491240425,2.200000000000003,1,3.5097918633891307,0.058423185012403914,0.06547374278306961,1
5.0,2001,2.7105467685565174,2.799999999999997,1,0.1353698188599992,0.00011250575297490059,0.00010421047772979364,1
5.0,2001,0.18831177685393652,0.20000000000000284,1,0.024010367073969974,4.674319795714369e-07,3.2787561394798104e-06,1
5.0,2001,0.46321278407466104,0.5,1,0.0,0.0,0.0,1
5.0,2001,1.811839311780516,1.9000000000000057,1,0.08463756913232601,2.141121821606206e-05,4.074005482834764e-05,1
5.0,2001,3.521838306379051,3.6000000000000085,1,0.19942684318061765,0.00031580536029220216,0.00022614237968809903,1
5.0,2001,0.9843169260143418,1.0,1,0.18142967897034623,5.342035758221873e-05,0.00018717520288191736,1
5.0,2001,0.23440700312562116,0.29999999999999716,1,0.0,0.0,0.0,1
