index,feature,meaning,nominal_low,nominal_high,n,min,p01,q1,median,q3,p99,max,mean,std,iqr,iqr_over_range,span_over_range,frac_at_low,frac_at_high,n_unique,delta_critical,sample
0,last_pred_err_norm,normalised squared dead-reckoning error at the last update,0.0,1.0,2421,0.0,0.0,1.0757929658211651e-07,1.13638598122634e-05,0.0003833152004517615,0.05652623549103753,0.4475710690021515,0.0036269799734598976,0.020866569253137096,0.00038320762115517937,0.00038320762115517937,0.4475710690021515,0.3093762907889302,0.0,759,False,fixed_d20_s2002
1,vx_norm,velocity x / V_MAX_OBS,-1.0,1.0,2421,-0.6683090329170227,0.0,8.154052663994168e-17,0.0015848587499931455,0.6411489248275757,0.8566110968589784,0.888340175151825,0.2593049947200001,0.3352553264534881,0.6411489248275756,0.3205744624137878,0.7783246040344238,0.0,0.0,1327,False,fixed_d20_s2002
2,vy_norm,velocity y / V_MAX_OBS,-1.0,1.0,2421,-0.8860040307044983,-0.8300800919532776,-0.4818682074546814,3.565547167008194e-20,3.9282995887322946e-17,5.346682596340334e-17,0.6402749419212341,-0.1904280151701296,0.3092169714943249,0.48186820745468145,0.24093410372734073,0.7631394863128662,0.0,0.0,739,False,fixed_d20_s2002
3,speed_norm,speed / V_MAX_OBS,0.0,1.0,2421,0.0,0.0,0.031042231246829033,0.6267275810241699,0.7106404900550842,0.8602636098861697,0.888340175151825,0.46085934867010764,0.31476474348103467,0.6795982588082552,0.6795982588082552,0.888340175151825,0.1416769929781082,0.0,2026,True,fixed_d20_s2002
4,accel_norm,acceleration / a_max,-1.0,1.0,2421,-0.8999999761581421,-0.6238998889923095,-0.07942608743906021,0.0,0.06341378390789032,0.4694791734218611,0.5199999809265137,-0.011212699711201762,0.1870703046372988,0.14283987134695053,0.07141993567347527,0.7099999785423279,0.0,0.0,2044,False,fixed_d20_s2002
5,rel_x_norm,(x - x_rsu) / RSU_RANGE,-1.0,1.0,2421,-0.9995841383934021,-0.9960897207260132,-0.280927449464798,-0.038003332912921906,-0.005333333276212215,0.9153609037399294,0.9971151947975159,-0.10592399468363287,0.38920632461509613,0.27559411618858576,0.13779705809429288,0.998349666595459,0.0,0.0,1334,False,fixed_d20_s2002
6,rel_y_norm,(y - y_rsu) / RSU_RANGE,-1.0,1.0,2421,-0.9984948039054871,-0.8363068342208863,-0.01600000075995922,-0.005333333276212215,0.038003332912921906,0.9889989852905335,0.999847948551178,0.09269926768578006,0.30671195782414873,0.054003333672881126,0.027001666836440563,0.9991713762283325,0.0,0.0,736,False,fixed_d20_s2002
7,dist_norm,distance to RSU / RSU_RANGE,0.0,1.0,2421,0.005967831239104271,0.019921405240893364,0.16310738027095795,0.3587988615036011,0.6711375117301941,0.9984416484832764,0.9998621344566345,0.42133465581540847,0.2962748268725183,0.5080301314592361,0.5080301314592361,0.9938943032175303,0.0,0.0,2056,False,fixed_d20_s2002
8,tls_red,traffic light red indicator,0.0,1.0,2421,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5836431226765799,0.4930560240316319,1.0,1.0,1.0,0.4163568773234201,0.5836431226765799,2,True,fixed_d20_s2002
9,tls_yellow,traffic light yellow indicator,0.0,1.0,2421,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.021891780256092525,0.1463604398951171,0.0,0.0,1.0,0.9781082197439075,0.021891780256092525,2,True,fixed_d20_s2002
10,tls_green,traffic light green indicator,0.0,1.0,2421,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.38744320528707143,0.4872669069533357,1.0,1.0,1.0,0.6125567947129286,0.38744320528707143,2,True,fixed_d20_s2002
11,phase_remaining_norm,time to the next signal switch / 60 s,0.0,1.0,2421,0.0,0.0016666667070239782,0.10166666656732559,0.2849999964237213,0.5550000071525574,0.6963333249092105,1.0,0.31741704577331975,0.23248594028432285,0.4533333405852318,0.4533333405852318,1.0,0.0037174721189591076,0.007021891780256092,312,True,fixed_d20_s2002
12,dist_to_stopline_norm,distance to the stop line / RSU_RANGE,0.0,1.0,2421,0.00012997725571040064,0.0033366670832037926,0.15650884807109833,0.4911113977432251,0.96422278881073,1.0,1.0,0.527614940889366,0.3719609986493259,0.8077139407396317,0.8077139407396317,0.9998700227442896,0.0,0.24370095002065262,1447,True,fixed_d20_s2002
13,n_active_norm,vehicles in coverage / N_ACTIVE_MAX_OBS,0.0,1.0,2421,0.0,0.0,0.3571428656578064,0.4047619104385376,0.4404761791229248,0.488095223903656,0.488095223903656,0.39007641368294393,0.07663325798441702,0.08333331346511841,0.08333331346511841,0.488095223903656,0.01982651796778191,0.0,34,False,fixed_d20_s2002
14,cbr,channel busy ratio,0.0,1.0,2421,0.0,0.0,0.006719999946653843,0.01568000018596649,0.020160000771284103,0.05375999957323074,0.05375999957323074,0.016460900574819467,0.012030736536584619,0.01344000082463026,0.01344000082463026,0.05375999957323074,0.02271788517141677,0.0,34,False,fixed_d20_s2002
15,n_queue_norm,vehicles queued ahead in lane / queue_max,0.0,1.0,2421,0.0,0.0,0.05000000074505806,0.20000000298023224,0.44999998807907104,0.9899999976158234,1.0,0.2755266433748663,0.2531311791579668,0.399999987334013,0.399999987334013,1.0,0.16026435357290375,0.010326311441553077,21,True,fixed_d20_s2002
16,heading_cos,cosine of the approach angle to the RSU,-1.0,1.0,2421,-0.9999856352806091,-0.9999790668487549,0.0,0.9986975789070129,0.9998425841331482,0.9999856948852539,0.9999857544898987,0.402782950670628,0.8315828412522129,0.9998425841331482,0.4999212920665741,0.9999856948852539,0.0,0.0,1196,False,fixed_d20_s2002
