model,arm,seed,n_steps,wall_s,diverged,divergence_rule,divergence_pseudo_episode,divergence_at_env_step,n_grad_updates,mean_recent_loss,max_consecutive_nonfinite_losses,composite_score,n_update_failures,n_observations,tx_attempts,hparams,divergence_reason,gamma,effective_horizon_s,divergence_threshold,divergence_baseline_loss,divergence_pseudo_episodes_seen,mean_aoi,mean_error,packet_loss_rate,coverage_outage_rate,avg_tx_power_dbm,mean_cbr
I-HAMAPPO,selected,1002,4000,328.7,False,,-1,4000,7994,0.2517,0,7.9791,0,548703,13056,"{""hidden_dim"": 64, ""lr_actor"": 0.0008433020501242809, ""lr_critic"": 0.0005608338145080542, ""gamma"": 0.9986278038774985, ""clip_ratio"": 0.24947883746104182, ""entropy_coef"": 0.004483168971211849, ""value_coef"": 0.5771926186506204}",,0.9986278038774985,728.76,1000.0,0.601,19,5.374,4.9462,0.1577,0.267483,11.984,0.003657
I-HAMAPPO,gamma097,1002,4000,316.3,False,,-1,4000,7988,0.1263,0,8.806,0,548703,8026,"{""hidden_dim"": 64, ""lr_actor"": 0.0008433020501242809, ""lr_critic"": 0.0005608338145080542, ""gamma"": 0.97, ""clip_ratio"": 0.24947883746104182, ""entropy_coef"": 0.004483168971211849, ""value_coef"": 0.5771926186506204}",,0.97,33.33,1252.5,1.2525,19,5.7458,5.6351,0.1319,0.267483,12.2247,0.002248
I-HAMAPPO,gamma099,1002,4000,321.5,False,,-1,4000,7986,0.0913,0,10.2374,0,548703,7620,"{""hidden_dim"": 64, ""lr_actor"": 0.0008433020501242809, ""lr_critic"": 0.0005608338145080542, ""gamma"": 0.99, ""clip_ratio"": 0.24947883746104182, ""entropy_coef"": 0.004483168971211849, ""value_coef"": 0.5771926186506204}",,0.99,100.0,1277.7,1.2777,19,6.0247,6.9373,0.119,0.267483,13.2337,0.002134
