model,arm,seed,n_steps,wall_s,diverged,divergence_rule,divergence_pseudo_episode,divergence_at_env_step,n_grad_updates,mean_recent_loss,max_consecutive_nonfinite_losses,composite_score,n_update_failures,n_observations,tx_attempts,hparams,divergence_reason,gamma,effective_horizon_s,divergence_threshold,divergence_baseline_loss,divergence_pseudo_episodes_seen,mean_aoi,mean_error,packet_loss_rate,coverage_outage_rate,avg_tx_power_dbm,mean_cbr
PPO,selected,1002,4000,402.7,False,,-1,4000,7996,1.8707,0,33.1347,0,548703,7139,"{""hidden_dim"": 64, ""learning_rate"": 0.0010809366764261586, ""gamma"": 0.9975073184286054, ""clip_range"": 0.2361881493638004, ""ent_coef"": 0.02051249550821203, ""vf_coef"": 0.5638821363327259, ""n_epochs"": 4}",,0.9975073184286054,401.17,3153.3,3.1533,19,11.7181,26.8732,0.1852,0.267483,12.0817,0.001999
PPO,gamma097,1002,4000,394.7,False,,-1,4000,7998,0.6084,0,29.5844,0,548703,6465,"{""hidden_dim"": 64, ""learning_rate"": 0.0010809366764261586, ""gamma"": 0.97, ""clip_range"": 0.2361881493638004, ""ent_coef"": 0.02051249550821203, ""vf_coef"": 0.5638821363327259, ""n_epochs"": 4}",,0.97,33.33,2272.8,2.2728,19,10.1747,24.1499,0.1542,0.267483,12.5224,0.001811
PPO,gamma099,1002,4000,383.4,False,,-1,4000,7998,0.849,0,28.9857,0,548703,6932,"{""hidden_dim"": 64, ""learning_rate"": 0.0010809366764261586, ""gamma"": 0.99, ""clip_range"": 0.2361881493638004, ""ent_coef"": 0.02051249550821203, ""vf_coef"": 0.5638821363327259, ""n_epochs"": 4}",,0.99,100.0,2488.7999999999997,2.4888,19,10.2879,23.4618,0.1717,0.267483,12.3762,0.001942
