model,arm,seed,n_steps,wall_s,diverged,divergence_rule,divergence_pseudo_episode,divergence_at_env_step,n_grad_updates,mean_recent_loss,max_consecutive_nonfinite_losses,composite_score,n_update_failures,n_observations,tx_attempts,hparams,divergence_reason,gamma,effective_horizon_s,divergence_threshold,divergence_baseline_loss,divergence_pseudo_episodes_seen,mean_aoi,mean_error,packet_loss_rate,coverage_outage_rate,avg_tx_power_dbm,mean_cbr
I-HAMAPPO,selected,1001,4000,341.4,False,,-1,4000,7992,0.462,0,12.6137,0,674679,8284,"{""hidden_dim"": 64, ""lr_actor"": 0.0008433020501242809, ""lr_critic"": 0.0005608338145080542, ""gamma"": 0.9986278038774985, ""clip_ratio"": 0.24947883746104182, ""entropy_coef"": 0.004483168971211849, ""value_coef"": 0.5771926186506204}",,0.9986278038774985,728.76,2085.9,2.0859,19,7.3505,8.6603,0.1099,0.2628,13.7912,0.002323
I-HAMAPPO,gamma097,1001,4000,333.7,False,,-1,4000,7992,0.1606,0,8.4845,0,674679,9499,"{""hidden_dim"": 64, ""lr_actor"": 0.0008433020501242809, ""lr_critic"": 0.0005608338145080542, ""gamma"": 0.97, ""clip_ratio"": 0.24947883746104182, ""entropy_coef"": 0.004483168971211849, ""value_coef"": 0.5771926186506204}",,0.97,33.33,1000.0,0.9571,19,5.8117,5.2917,0.1242,0.2628,12.5033,0.002661
I-HAMAPPO,gamma099,1001,4000,335.4,False,,-1,4000,7994,0.1457,0,8.8864,0,674679,9778,"{""hidden_dim"": 64, ""lr_actor"": 0.0008433020501242809, ""lr_critic"": 0.0005608338145080542, ""gamma"": 0.99, ""clip_ratio"": 0.24947883746104182, ""entropy_coef"": 0.004483168971211849, ""value_coef"": 0.5771926186506204}",,0.99,100.0,1000.0,0.9306,19,6.0706,5.568,0.1176,0.2628,13.115,0.002739
