model,arm,seed,n_steps,wall_s,diverged,divergence_rule,divergence_pseudo_episode,divergence_at_env_step,n_grad_updates,mean_recent_loss,max_consecutive_nonfinite_losses,composite_score,n_update_failures,n_observations,tx_attempts,hparams,divergence_reason,gamma,effective_horizon_s,divergence_threshold,divergence_baseline_loss,divergence_pseudo_episodes_seen,mean_aoi,mean_error,packet_loss_rate,coverage_outage_rate,avg_tx_power_dbm,mean_cbr
PPO,selected,1001,4000,419.8,False,,-1,4000,7998,2.1392,0,40.8552,0,674679,5273,"{""hidden_dim"": 64, ""learning_rate"": 0.0010809366764261586, ""gamma"": 0.9975073184286054, ""clip_range"": 0.2361881493638004, ""ent_coef"": 0.02051249550821203, ""vf_coef"": 0.5638821363327259, ""n_epochs"": 4}",,0.9975073184286054,401.17,2819.9,2.8199,19,15.0496,32.9682,0.1538,0.2628,13.5469,0.001477
PPO,gamma097,1001,4000,416.0,False,,-1,4000,7998,0.794,0,27.0307,0,674679,6760,"{""hidden_dim"": 64, ""learning_rate"": 0.0010809366764261586, ""gamma"": 0.97, ""clip_range"": 0.2361881493638004, ""ent_coef"": 0.02051249550821203, ""vf_coef"": 0.5638821363327259, ""n_epochs"": 4}",,0.97,33.33,2805.7,2.8057,19,11.0329,21.1637,0.1528,0.2628,12.9223,0.001894
PPO,gamma099,1001,4000,391.0,False,,-1,4000,7998,0.7205,0,30.2707,0,674679,6210,"{""hidden_dim"": 64, ""learning_rate"": 0.0010809366764261586, ""gamma"": 0.99, ""clip_range"": 0.2361881493638004, ""ent_coef"": 0.02051249550821203, ""vf_coef"": 0.5638821363327259, ""n_epochs"": 4}",,0.99,100.0,2870.6,2.8706,19,12.1414,23.8808,0.1275,0.2628,14.1707,0.001741
