Density,REMO-DQN,Fixed 10Hz,ReactDCC,AdaptDCC,MoEDQN,MAPPO,PPO,SAC,DDPG,TD3,DuelingDQN,DoubleDQN,VanillaDQN,QLearning,SARSA,ActorCritic,DecisionTransformer
20,244.20207785145882,365.3442025420302,383.04528221473976,273.0190629735667,110.70571632101701,184.18457553996595,93.46985885366406,250.68033254089357,276.54671357869955,110.62373997172654,94.42687167995047,226.7064806557522,225.19403421797873,313.6310371273573,237.98320764611432,231.14732717660854,40.34268123363611
40,186.88862576993847,258.5937384801755,292.07580459286777,312.5045386410737,101.84243852898004,165.16697103336114,89.20387835126901,220.76789300718698,247.7201558153669,95.25813823156693,89.58573036914184,210.5845266715729,208.508716277655,238.21130209633046,169.77840387327348,212.09717103362365,34.097309237036804
60,220.51616245906658,317.38473250770807,261.2118954020609,222.2817494355993,103.77832568402152,181.3856128517965,85.91578672249376,186.07404562985917,212.749614852478,70.39626441494657,75.98513221246561,212.2864731351226,175.07667712667606,221.82830611512043,141.04807894218547,181.11170580749342,32.78952562338261
80,175.79967868893962,295.4732269052409,277.9089683114271,214.05700634713412,111.37150751956898,177.88011024503325,78.71038127331413,235.1873117550908,232.63082005648005,76.96171996180088,80.2459111317637,171.55945161269844,204.04098756980474,236.74361074595438,169.11308013966172,167.17427718948,41.12789657993861
100,191.35049186741205,268.439451599854,292.2180115215496,320.205083308689,96.36867265327241,182.0710026892049,91.37625376452333,223.35929410867234,241.53425502282508,77.3885010174148,78.04555280509796,239.14104818695944,206.9095426112385,193.56780198954002,137.05156302754799,202.66398387549975,39.05318393531265
120,233.57556790296977,245.30538264904422,288.9897651476877,305.71199963625025,100.08593413629326,200.04827036708025,82.65181065054526,238.31845854729,230.25551271495615,78.84585232624353,72.68886648218871,211.21049092192894,221.45665653753656,238.87399977946538,170.0427623263674,161.5967975756727,38.102197424645325
