Density,REMO-DQN,Fixed 10Hz,ReactDCC,AdaptDCC,MoEDQN,MAPPO,PPO,SAC,DDPG,TD3,DuelingDQN,DoubleDQN,VanillaDQN,QLearning,SARSA,ActorCritic,DecisionTransformer
20,151.87616666666665,138.32433333333333,138.32433333333333,138.32433333333333,239.946,166.163,1075.8123333333333,138.32433333333333,138.26833333333335,492.91633333333334,1075.8123333333333,142.46466666666666,165.073,293.21299999999997,502.93800000000005,138.32433333333333,1124.6593333333333
40,159.63983333333334,145.54466666666667,145.54466666666667,145.54466666666667,245.40966666666668,174.242,1090.1023333333335,145.54466666666667,145.50833333333333,494.79733333333337,1090.1023333333335,148.18533333333335,173.365,318.38533333333334,493.06766666666664,145.54466666666667,1127.4216666666669
60,160.80883333333335,146.64700000000002,146.64700000000002,146.64700000000002,246.24233333333336,175.44766666666666,1092.0023333333331,146.64700000000002,146.59266666666667,494.64799999999997,1092.0023333333331,149.10999999999999,174.60466666666665,318.2556666666667,488.85699999999997,146.64700000000002,1124.8273333333334
80,161.29999999999998,147.19633333333334,147.19633333333334,147.19633333333334,246.59933333333333,175.72033333333334,1092.9406666666666,147.19633333333334,147.10666666666665,493.9363333333333,1092.9406666666666,149.5823333333333,175.04133333333334,325.32199999999995,494.36899999999997,147.19633333333334,1118.7473333333335
100,160.90766666666667,146.72933333333333,146.72933333333333,146.72933333333333,246.73333333333332,175.4,1092.4416666666666,146.72933333333333,146.65233333333333,494.38933333333335,1092.4416666666666,149.17866666666666,174.71266666666665,312.7203333333334,496.13000000000005,146.72933333333333,1123.0673333333334
120,160.71,146.564,146.564,146.564,246.69933333333333,175.46666666666667,1091.9959999999999,146.564,146.52733333333333,493.5926666666667,1091.9959999999999,149.12766666666667,174.48733333333334,315.5996666666667,498.299,146.564,1122.7973333333332
