Density,REMO-DQN,Fixed 10Hz,ReactDCC,AdaptDCC,MoEDQN,MAPPO,PPO,SAC,DDPG,TD3,DuelingDQN,DoubleDQN,VanillaDQN,QLearning,SARSA,ActorCritic,DecisionTransformer
20,-197493.690205015,0.0,0.0,0.0,-421973.6075272641,-395690.6427885764,-394987.38041003,-394987.38041003,-395002.23062418145,-455330.4125483691,-394987.38041003,-396590.16916846647,-394987.38041003,-408590.5788399917,-428181.56488193857,-394987.38041003,-421978.92423987226
40,-240984.8413489462,0.0,0.0,0.0,-519907.02079654305,-482853.47801214625,-481969.6826978924,-481969.6826978924,-481982.49536042305,-565161.1310661816,-481969.6826978924,-483551.6622376872,-481969.6826978924,-499269.82145107567,-541386.4663268653,-481969.6826978924,-519907.8160847691
60,-244447.93201569244,0.0,0.0,0.0,-527471.6808672603,-489733.116712887,-488895.8640313849,-488895.8640313849,-488909.7360719435,-573309.1000550279,-488895.8640313849,-490425.03030373575,-488895.8640313849,-506627.1633093777,-548868.82161604,-488895.8640313849,-527471.953643161
80,-245911.20124570493,0.0,0.0,0.0,-530655.7923779327,-492664.8568600015,-491822.40249140986,-491822.40249140986,-491837.2989104612,-576690.484830127,-491822.40249140986,-493357.3007557145,-491822.40249140986,-509643.6392572101,-552508.7120114823,-491822.40249140986,-530656.1765115936
100,-246388.96882367422,0.0,0.0,0.0,-531775.7924474315,-493657.96493961895,-492777.93764734844,-492777.93764734844,-492787.96381498204,-577958.1304467442,-492777.93764734844,-494338.61920822196,-492777.93764734844,-510433.7789877684,-553999.3056022237,-492777.93764734844,-531775.796744206
120,-246858.27709014458,0.0,0.0,0.0,-532919.5482997821,-494594.3235623182,-493716.55418028915,-493716.55418028915,-493724.1225800494,-579057.6480464236,-493716.55418028915,-495283.84237216413,-493716.55418028915,-511452.35951759975,-555127.359833389,-493716.55418028915,-532920.5132590884
