Model,Step,MAE
FTT,74,46.66302819896922
FTT,75,46.24137631483091
FTT,76,46.3073671869009
FTT,77,46.79539142180671
FTT,78,45.982663762748906
FTT,79,46.10739566425321
FTT,80,45.94743896540541
FTT,81,45.84481116080558
FTT,82,46.076826819155634
FTT,83,45.994591599620406
FTT,84,45.459696109107
FTT,85,45.55728441086629
FTT,86,45.64507753188824
FTT,87,45.51051565175992
FTT,88,45.70648132356983
FTT,89,45.852827655303415
FTT,90,45.61292877786227
FTT,91,45.29218911757752
FTT,92,45.27186625309936
FTT,93,45.43389579765344
FTT,94,45.50764380264116
FTT,95,45.00260899277242
FTT,96,44.98630306253355
FTT,97,45.287431891998544
FTT,98,45.04790128803104
FTT,99,45.267409926893485
FTT,100,45.25678009612804
FTT,101,45.01141745122504
FTT,102,45.17421824076264
FTT,103,44.65919763562089
FTT,104,44.86840682394047
FTT,105,44.499248625258815
FTT,106,44.94159262089095
FTT,107,44.34961950982209
FTT,108,45.04306934934242
FTT,109,45.11393889011816
FTT,110,44.68627917830258
FTT,111,44.61128478989865
FTT,112,44.40258868318806
FTT,113,45.61180458645133
FTT,114,44.52305891696595
FTT,115,44.64363928580558
FTT,116,44.13838300760781
FTT,117,44.700894165897154
FTT,118,44.94886819998371
FTT,119,44.32023881035761
FTT,120,44.856739896331256
FTT,121,44.38651213442749
FTT,122,44.29187546230765
FTT,123,44.30217950597186
FTT,124,44.10178459239443
FTT,125,44.7621786113117
FTT,126,44.37217717745904
FTT,127,43.78454668788023
FTT,128,44.21154688738146
FTT,129,43.64250101547922
FTT,130,44.43726602540036
FTT,131,43.7627510540215
FTT,132,43.90765030290637
FTT,133,43.5221444115293
FTT,134,44.00657350551813
FTT,135,44.4930166582526
FTT,136,44.39272425615398
FTT,137,44.21522113482848
FTT,138,44.262784404076456
FTT,139,43.8024420627668
FTT,140,43.9801854991964
FTT,141,43.97285949561936
FTT,142,43.89425306660745
FTT,143,43.783426740114
FTT,144,44.20341124631752
FTT,145,43.82247770738542
FTT,146,44.19369537181117
FTT,147,43.4552397329759
FTT,148,44.23620720608816
FTT,149,43.89539722811118
FTT,150,43.65078623253815
FTT,151,43.6878742894641
FTT,152,43.33237468567074
FTT,153,43.712949736474656
FTT,154,43.83884636867827
FTT,155,43.79980216627578
FTT,156,43.79196874760359
FTT,157,43.46457864701823
FTT,158,43.62672429269925
FTT,159,43.44538309427801
FTT,160,43.56572157536873
FTT,161,43.75996652413346
FTT,162,43.24654936766698
FTT,163,43.71227532147855
FTT,164,43.45908063084725
FTT,165,43.7150450235727
FTT,166,43.32654261977263
FTT,167,43.409623847326245
FTT,168,43.11480182279019
FTT,169,43.433904584494265
FTT,170,43.12664593504767
FTT,171,43.090904012151405
FTT,172,43.602907535674575
FTT,173,43.29882927328033
FTT,174,43.75518286314416
FTT,175,43.41684548220585
FTT,176,42.89372311027006
FTT,177,43.15224075424644
FTT,178,43.07771583776137
FTT,179,43.37562940739948
FTT,180,43.40866822846105
FTT,181,43.4506443899616
FTT,182,43.37208803595735
FTT,183,43.05776219533627
FTT,184,42.4930636628585
FTT,185,43.210768752715936
FTT,186,42.82101864248102
FTT,187,42.9430035079465
FTT,188,42.66338027170509
FTT,189,43.14859633712552
FTT,190,43.1237444053785
FTT,191,42.770251621172136
FTT,192,42.74029363625035
FTT,193,42.91625746282367
FTT,194,43.33806121951765
FTT,195,42.83545916635247
FTT,196,42.9239951997888
FTT,197,43.2218061730752
FTT,198,42.652947870269486
FTT,199,42.17589687683725
FTT,200,42.826397686824215
