Time,VehicleID,X,Y,Z,State
109.0,V3,2219.9,230.6,165.9,CRUISE
109.0,V4,3489.7,326.9,142.6,CRUISE
110.0,V1,3504.6,289.3,150.2,CRUISE
110.0,V2,3382.3,80.8,150.4,CRUISE
110.0,V3,2209.3,253.1,163.7,CRUISE
110.0,V4,3477.3,315.8,142.0,CRUISE
111.0,V1,3506.0,301.7,150.1,CRUISE
111.0,V2,3404.1,107.5,150.4,CRUISE
111.0,V3,2197.5,278.0,161.3,CRUISE
111.0,V4,3466.8,306.4,141.5,CRUISE
112.0,V1,3505.5,312.5,150.0,CRUISE
112.0,V2,3423.6,133.1,150.5,CRUISE
112.0,V3,2184.7,305.1,158.9,CRUISE
112.0,V4,3458.1,298.6,141.3,CRUISE
113.0,V1,3503.3,321.5,149.9,CRUISE
113.0,V2,3441.0,157.5,150.5,CRUISE
113.0,V3,2170.8,334.4,156.4,CRUISE
113.0,V4,3451.3,292.5,141.3,CRUISE
114.0,V1,3499.3,328.7,149.9,CRUISE
114.0,V2,3456.1,180.7,150.5,CRUISE
114.0,V3,2155.9,366.0,153.8,CRUISE
114.0,V4,3446.3,288.0,141.5,CRUISE
115.0,V1,3493.7,334.1,149.8,CRUISE
115.0,V2,3469.2,202.6,150.5,CRUISE
115.0,V3,2139.9,399.9,151.2,CRUISE
115.0,V4,3443.2,285.2,142.0,CRUISE
116.0,V1,3486.3,337.6,149.8,CRUISE
116.0,V2,3480.2,223.0,150.4,CRUISE
116.0,V3,2122.8,436.0,148.5,CRUISE
116.0,V4,3442.0,284.1,142.6,CRUISE
117.0,V1,3477.3,339.3,149.7,CRUISE
117.0,V2,3489.2,241.9,150.4,CRUISE
117.0,V3,2104.7,474.3,146.4,CRUISE
117.0,V4,3442.6,284.6,143.4,CRUISE
118.0,V1,3466.7,339.0,149.7,CRUISE
118.0,V2,3496.3,259.3,150.3,CRUISE
118.0,V3,2085.6,514.6,145.5,CRUISE
118.0,V4,3445.0,286.8,144.5,CRUISE
119.0,V1,3454.6,336.8,149.7,CRUISE
119.0,V2,3501.4,275.1,150.3,CRUISE
119.0,V3,2066.1,555.7,146.9,CRUISE
119.0,V4,3449.3,290.7,145.7,CRUISE
120.0,V1,3440.9,332.5,149.7,CRUISE
120.0,V2,3504.6,289.3,150.2,CRUISE
120.0,V3,2066.1,555.7,146.9,ARRIVED
120.0,V4,3455.5,296.2,147.2,CRUISE
121.0,V1,3425.8,326.3,149.8,CRUISE
121.0,V2,3506.0,301.7,150.1,CRUISE
121.0,V4,3463.5,303.4,148.7,CRUISE
122.0,V1,3409.2,318.0,149.8,CRUISE
122.0,V2,3505.5,312.5,150.0,CRUISE
122.0,V4,3473.4,312.3,150.2,CRUISE
123.0,V1,3391.3,307.6,149.9,CRUISE
123.0,V2,3503.3,321.5,149.9,CRUISE
123.0,V4,3485.2,322.8,151.6,CRUISE
124.0,V1,3372.1,295.1,149.9,CRUISE
124.0,V2,3499.3,328.7,149.9,CRUISE
124.0,V4,3498.8,335.0,152.7,CRUISE
125.0,V1,3351.6,280.4,150.0,CRUISE
125.0,V2,3493.7,334.1,149.8,CRUISE
125.0,V4,3514.3,348.8,153.6,CRUISE
126.0,V1,3330.0,263.4,150.1,CRUISE
126.0,V2,3486.3,337.6,149.8,CRUISE
126.0,V4,3531.6,364.3,154.1,CRUISE
127.0,V1,3307.4,244.2,150.1,CRUISE
127.0,V2,3477.3,339.3,149.7,CRUISE
127.0,V4,3550.7,381.5,154.4,CRUISE
128.0,V1,3283.9,222.7,150.1,CRUISE
128.0,V2,3466.7,339.0,149.7,CRUISE
128.0,V4,3571.7,400.3,154.2,CRUISE
129.0,V1,3259.6,198.7,150.1,CRUISE
129.0,V2,3454.6,336.8,149.7,CRUISE
129.0,V4,3594.6,420.7,153.8,CRUISE
