episode,global_step,density,reward_per_sec_selected,reward_per_decision,mean_reward,val_reward_per_sec,val_reward_per_decision,val_density,val_n_intervals_closed,val_is_best,best_reward_so_far,mean_loss,median_loss,n_losses_this_episode,grad_updates_total,grad_updates_this_episode,swap_count,mean_delta,mean_delta_actual,n_decisions,n_intervals_closed,run_status,abort_reason,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,coverage_outage_rate,outage_vehicle_steps,total_vehicle_steps,mean_update_error,n_updates_delivered,dynamics_fallbacks,n_observations,n_vehicles_seen,mean_cbr,max_cbr,wiring_updates,wiring_neighbourhood_used,wiring_neighbourhood_used_n,wiring_behaviour_logp_stored,wiring_behaviour_logp_stored_n,wiring_policy_synced,wiring_policy_synced_n
63,126000,35.0,-0.037044,-0.251577,-0.037044,,,,0,False,-0.034135,0.0839,0.06569843697697238,845,35307,845,1765,7.2945,6.7913,4451,4451,ok,,4.6744,25.8,6.8133,0.2223,1.6554,142.5467,0.9405,2.3231,10.4207,0.026016,0.9623,0.6226,5226,1162,14,0.293807,1841839,6268872,4.7651,4064,0,306139,373,0.002929,0.01008,845,1.0,845,1.0,845,0.24970414201183433,845
64,128000,5.0,-0.027121,-0.190897,-0.027121,,,,0,False,-0.034135,0.1021,0.04874956758012977,173,35480,173,1774,8.0303,7.0388,723,722,ok,,5.084,25.0,7.1283,0.0701,1.105,97.2678,0.7057,1.2275,10.7704,0.003675,0.9253,0.5088,670,47,0,0.280478,302844,1079742,4.0571,623,0,51372,100,0.000377,0.00672,173,1.0,173,1.0,173,0.2543352601156069,173
65,130000,10.0,-0.028345,-0.205303,-0.028345,,,,0,False,-0.034135,0.0815,0.06305457542662922,273,35753,273,1787,8.1271,7.2431,1224,1223,ok,,5.1982,23.0,7.1319,0.1014,1.184,83.8693,1.037,1.2194,10.6805,0.006349,0.9319,0.5211,1184,120,2,0.275911,582624,2111634,4.1727,1064,0,89533,158,0.000665,0.00448,273,1.0,273,1.0,273,0.2490842490842491,273
66,132000,15.0,-0.037744,-0.263571,-0.037744,,,,0,False,-0.034135,0.1053,0.06740499004841898,409,36162,409,1808,7.8732,6.983,2001,1999,ok,,4.9993,22.1,6.9566,0.0918,1.9683,165.8338,1.4249,2.1449,10.7111,0.010378,0.9289,0.4901,1906,175,0,0.261706,841931,3217083,6.4379,1731,0,141145,270,0.00107,0.00672,409,1.0,409,1.0,409,0.24938875305623473,409
67,134000,20.0,-0.033943,-0.233183,-0.033943,,,,0,False,-0.034135,0.0918,0.0683350028887375,550,36712,550,1835,7.4914,6.8699,2835,2831,ok,,4.8495,27.0,6.9175,0.1571,1.5721,139.6717,1.0266,1.8882,10.5095,0.015299,0.9469,0.3997,3004,472,2,0.261209,1112888,4260534,4.9302,2532,0,196833,301,0.001683,0.00784,550,1.0,550,1.0,550,0.2509090909090909,550
68,136000,25.0,-0.038185,-0.259286,-0.038185,,,,0,False,-0.034135,0.0913,0.0746442205754444,883,37595,883,1879,7.3254,6.7903,4610,4607,ok,,4.7581,41.7,6.8836,0.218,1.9342,305.3357,1.4299,2.4329,10.4118,0.026651,0.9351,0.1764,5372,1171,12,0.247422,1326758,5362318,5.2355,4201,0,316826,397,0.003011,0.0112,883,1.0,883,1.0,883,0.2491506228765572,883
69,138000,30.0,-0.035777,-0.246739,-0.035777,,,,0,False,-0.034135,0.1155,0.08110989411515845,859,38454,859,1922,7.4839,6.8967,4503,4499,ok,,4.829,32.9,6.9993,0.2124,1.5599,124.7303,0.9576,2.1992,10.4093,0.025867,0.944,0.6164,5207,1106,14,0.284145,1739955,6123469,4.7838,4101,0,314173,388,0.002916,0.0112,859,1.0,859,1.0,859,0.25029103608847497,859
70,140000,35.0,-0.039424,-0.270384,-0.039424,-0.032327,-0.187299,20.0,3575,True,-0.032327,0.0953,0.06683756645815572,841,39295,841,1964,7.3458,6.8584,4450,4446,ok,,4.8435,37.2,6.9266,0.2664,1.8823,124.25,0.9518,2.6519,10.3414,0.026814,0.935,0.6542,5503,1466,31,0.300771,1922195,6390895,5.0829,4037,0,308776,382,0.003082,0.01232,841,1.0,841,1.0,841,0.2497027348394768,841
71,142000,5.0,-0.028703,-0.215795,-0.028703,,,,0,False,-0.032327,0.178,0.09586460823999074,147,39442,147,1972,8.7825,7.5183,618,617,ok,,5.3418,24.4,7.6075,0.0733,1.4594,149.162,0.9186,1.5886,10.6738,0.00298,0.942,0.3423,559,41,0,0.285842,319467,1117635,5.4799,518,0,46832,100,0.000313,0.00336,147,1.0,147,1.0,147,0.25170068027210885,147
72,144000,10.0,-0.031964,-0.224927,-0.031964,,,,0,False,-0.032327,0.1078,0.09670733287560168,343,39785,343,1989,7.9592,7.037,1564,1562,ok,,5.1389,24.0,6.9883,0.0997,1.4508,112.9105,1.1063,1.5324,10.6218,0.007975,0.9357,0.4942,1514,151,0,0.272994,595048,2179711,4.5848,1363,0,111141,201,0.000848,0.0056,343,1.0,343,1.0,343,0.25072886297376096,343
73,146000,15.0,-0.034725,-0.239099,-0.034725,,,,0,False,-0.032327,0.1199,0.08149073101160798,401,40186,401,2009,7.742,6.8855,1941,1939,ok,,5.098,23.3,6.8173,0.0797,1.7436,85.1537,1.2329,1.8901,10.5532,0.009535,0.9453,0.5755,1844,147,0,0.262864,826298,3143442,5.5928,1697,0,135043,244,0.001034,0.00672,401,1.0,401,1.0,401,0.24937655860349128,401
74,148000,20.0,-0.035742,-0.234882,-0.035742,,,,0,False,-0.032327,0.1216,0.08908593141445298,768,40954,768,2047,7.1732,6.5716,4005,4001,ok,,4.7224,24.1,6.5795,0.1738,1.5914,87.1463,1.0647,1.9489,10.3683,0.021389,0.9365,0.6413,4355,757,9,0.250588,1085677,4332521,4.9102,3598,0,266312,398,0.00244,0.01008,768,1.0,768,1.0,768,0.25,768
