episode,global_step,mean_reward,mean_loss,swap_count,mean_delta,n_decisions,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,n_observations,n_vehicles_seen,mean_cbr,max_cbr
1,2000,-0.2042,0.9892,112,0.8919,20443,7.757,45.2,0.6338,0.2192,19.6366,426.4558,24.5515,17.6957,10.9597,0.45434,0.6795,0.3102,25860,5669,0,168751,258,0.014482,0.05936
