Architecture,Train_Acc,Train_Time_s,Complexity_us,AoI_mean,PDR_mean,Energy_mean,CBR_mean,Score
DT_Depth5,0.6984795321637427,0.03267168998718262,101.5771760030475,97.44233333333334,77.46999999999998,0.4451,0.34043333333333337,119.69733333333333
DT_Depth10,0.7741130604288499,0.04642009735107422,96.352181002203,98.58600000000001,77.39999999999999,0.451,0.3519666666666667,121.13600000000001
MLP_16_16,0.6737621832358675,1.5551083087921143,127.78184499120471,99.22500000000001,74.63666666666666,0.46586666666666665,0.3811333333333333,122.51833333333335
MLP_8_8,0.6723586744639376,1.7621712684631348,113.4787620003408,99.22500000000001,74.63666666666666,0.46586666666666665,0.3811333333333333,122.51833333333335
LogReg,0.673866146848603,0.08951115608215332,83.61916399280744,115.91699999999999,74.96333333333332,0.45049999999999996,0.351,138.44199999999998
RF_Small,0.7014684860298895,0.08671164512634277,635.6984840026598,132.05966666666666,74.73333333333333,0.4285666666666667,0.30806666666666666,153.488
