vid,sim_time,cbr_global,n_neighbors,v_norm,dt_since_last_cam,cbr_smoothed,action_idx,T_GenCam_chosen,p_tx_chosen,cost,alpha,beta,gamma
F0_4.0,33.1,0.0,0.26,0.496272,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F0_5.0,33.1,0.0,0.26,0.42967,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F0_7.0,33.1,0.0,0.26,0.469481,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F0_8.0,33.1,0.0,0.26,0.453591,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_0.0,33.1,0.0,0.32,0.499677,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_0.1,33.1,0.0,0.26,0.178609,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_1.0,33.1,0.0,0.32,0.490772,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_14.0,33.1,0.0,0.32,0.449711,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_15.0,33.1,0.0,0.3,0.519865,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_16.0,33.1,0.0,0.26,0.445477,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_17.0,33.1,0.0,0.32,0.483724,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_17.1,33.1,0.0,0.3,0.544119,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_17.2,33.1,0.0,0.26,0.289223,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_19.0,33.1,0.0,0.3,0.562353,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_2.0,33.1,0.0,0.3,0.472133,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_7.0,33.1,0.0,0.24,0.581884,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_7.1,33.1,0.0,0.26,0.079037,0.1,0.333008,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_8.0,33.1,0.0,0.32,0.462745,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_8.1,33.1,0.0,0.28,0.482436,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_9.0,33.1,0.0,0.16,0.591885,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F10_9.1,33.1,0.0,0.32,0.506369,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F11_0.0,33.1,0.0,0.14,0.338048,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F11_12.0,33.1,0.0,0.14,0.367503,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F11_13.0,33.1,0.0,0.14,0.3985,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F11_14.0,33.1,0.0,0.14,0.390956,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F11_15.0,33.1,0.0,0.14,0.418813,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F11_17.0,33.1,0.0,0.14,0.307126,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F11_17.1,33.1,0.0,0.14,0.298068,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F11_5.0,33.1,0.0,0.14,0.294141,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F12_1.0,33.1,0.0,0.06,0.482219,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F12_14.0,33.1,0.0,0.06,0.426302,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F12_15.0,33.1,0.0,0.06,0.432352,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F12_16.0,33.1,0.0,0.06,0.418704,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_14.0,33.1,0.0,0.3,0.400368,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_15.0,33.1,0.0,0.3,0.450958,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_17.0,33.1,0.0,0.22,0.576695,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_17.1,33.1,0.0,0.26,0.464593,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_17.2,33.1,0.0,0.22,0.353581,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_18.0,33.1,0.0,0.26,0.513004,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_18.1,33.1,0.0,0.26,0.534185,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_19.0,33.1,0.0,0.3,0.552074,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_19.1,33.1,0.0,0.3,0.377725,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_19.2,33.1,0.0,0.28,0.46315,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_3.0,33.1,0.0,0.3,0.481688,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_3.1,33.1,0.0,0.3,0.48096,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_4.0,33.1,0.0,0.2,0.549343,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_6.0,33.1,0.0,0.22,0.154301,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_9.0,33.1,0.0,0.26,0.588203,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F13_9.1,33.1,0.0,0.3,0.500768,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_10.0,33.1,0.0,0.18,0.360595,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_12.0,33.1,0.0,0.18,0.352544,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_12.1,33.1,0.0,0.18,0.382318,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_18.0,33.1,0.0,0.18,0.384716,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_18.1,33.1,0.0,0.18,0.339573,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_2.0,33.1,0.0,0.18,0.299312,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_2.1,33.1,0.0,0.18,0.321275,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_4.0,33.1,0.0,0.18,0.409959,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_6.0,33.1,0.0,0.18,0.200127,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F14_8.0,33.1,0.0,0.18,0.203674,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_0.0,33.1,0.0,0.18,0.474444,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_11.0,33.1,0.0,0.18,0.463773,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_11.1,33.1,0.0,0.14,0.270584,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_13.0,33.1,0.0,0.16,0.481106,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_14.0,33.1,0.0,0.18,0.642846,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_17.0,33.1,0.0,0.18,0.532485,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_2.0,33.1,0.0,0.18,0.565143,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_5.0,33.1,0.0,0.16,0.49428,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_7.0,33.1,0.0,0.14,0.569684,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F15_8.0,33.1,0.0,0.18,0.580369,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F16_1.0,33.1,0.0,0.12,0.498405,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F16_13.0,33.1,0.0,0.1,0.412491,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F16_13.1,33.1,0.0,0.1,0.366392,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F16_15.0,33.1,0.0,0.12,0.397037,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F16_15.1,33.1,0.0,0.12,0.45663,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F16_17.0,33.1,0.0,0.12,0.420523,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F16_19.0,33.1,0.0,0.08,0.51307,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_11.0,33.1,0.0,0.16,0.563602,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_11.1,33.1,0.0,0.18,0.548552,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_12.0,33.1,0.0,0.2,0.553094,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_12.1,33.1,0.0,0.14,0.442773,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_13.0,33.1,0.0,0.2,0.556444,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_15.0,33.1,0.0,0.2,0.571987,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_16.0,33.1,0.0,0.2,0.446068,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_19.0,33.1,0.0,0.2,0.524333,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_2.0,33.1,0.0,0.2,0.54845,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_7.0,33.1,0.0,0.16,0.647083,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F17_9.0,33.1,0.0,0.16,0.476287,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F18_1.0,33.1,0.0,0.12,0.435392,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F18_1.1,33.1,0.0,0.12,0.368435,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F18_10.0,33.1,0.0,0.12,0.450918,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F18_12.0,33.1,0.0,0.12,0.49011,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F18_2.0,33.1,0.0,0.12,0.398434,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F18_4.0,33.1,0.0,0.12,0.356346,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F18_6.0,33.1,0.0,0.12,0.390805,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_12.0,33.1,0.0,0.12,0.451592,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_17.0,33.1,0.0,0.16,0.030419,0.1,0.3125,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_18.0,33.1,0.0,0.18,0.42285,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_18.1,33.1,0.0,0.18,0.366875,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_18.2,33.1,0.0,0.18,0.358448,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_18.3,33.1,0.0,0.16,0.383151,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_4.0,33.1,0.0,0.18,0.369479,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_5.0,33.1,0.0,0.18,0.336938,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_5.1,33.1,0.0,0.18,0.347614,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F19_5.2,33.1,0.0,0.16,0.148487,0.1,0.333336,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_10.0,33.1,0.0,0.12,0.432439,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_14.0,33.1,0.0,0.08,0.607231,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_15.0,33.1,0.0,0.14,0.479595,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_18.0,33.1,0.0,0.16,0.489461,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_2.0,33.1,0.0,0.14,0.404009,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_3.0,33.1,0.0,0.14,0.52951,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_9.0,33.1,0.0,0.14,0.493066,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_9.1,33.1,0.0,0.16,0.542502,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F1_9.2,33.1,0.0,0.16,0.568558,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F2_0.0,33.1,0.0,0.14,0.518921,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F2_1.0,33.1,0.0,0.14,0.414759,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F2_12.0,33.1,0.0,0.12,0.429401,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F2_15.0,33.1,0.0,0.12,0.533193,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F2_17.0,33.1,0.0,0.12,0.516873,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F2_19.0,33.1,0.0,0.14,0.424467,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F2_5.0,33.1,0.0,0.14,0.374109,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F2_5.1,33.1,0.0,0.08,0.287386,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F3_11.0,33.1,0.0,0.06,0.062711,0.1,0.332031,1,0.1,15.0,1.989379,0.3,0.6,0.1
F3_4.0,33.1,0.0,0.06,0.424851,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F3_5.0,33.1,0.0,0.06,0.342137,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F3_9.0,33.1,0.0,0.06,0.399685,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F4_0.0,33.1,0.0,0.1,0.311652,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F4_10.0,33.1,0.0,0.1,0.387505,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F4_11.0,33.1,0.0,0.1,0.33123,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F4_12.0,33.1,0.0,0.1,0.305081,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F4_18.0,33.1,0.0,0.1,0.303832,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F4_7.0,33.1,0.0,0.1,0.334076,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F5_10.0,33.1,0.0,0.14,0.369248,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F5_11.0,33.1,0.0,0.14,0.451929,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F5_14.0,33.1,0.0,0.14,0.455343,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F5_15.0,33.1,0.0,0.14,0.413522,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F5_17.0,33.1,0.0,0.14,0.458365,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F5_2.0,33.1,0.0,0.14,0.454454,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F5_4.0,33.1,0.0,0.14,0.372231,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F5_6.0,33.1,0.0,0.14,0.496712,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F6_1.0,33.1,0.0,0.08,0.511134,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F6_11.0,33.1,0.0,0.08,0.31593,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F6_13.0,33.1,0.0,0.08,0.509615,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F6_18.0,33.1,0.0,0.08,0.41475,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F6_8.0,33.1,0.0,0.08,0.546296,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_0.0,33.1,0.0,0.26,0.344605,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_1.0,33.1,0.0,0.26,0.372432,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_10.0,33.1,0.0,0.26,0.396243,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_10.1,33.1,0.0,0.26,0.401904,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_11.0,33.1,0.0,0.26,0.425658,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_11.1,33.1,0.0,0.26,0.340442,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_13.0,33.1,0.0,0.26,0.324642,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_14.0,33.1,0.0,0.26,0.358209,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_15.0,33.1,0.0,0.26,0.347628,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_16.0,33.1,0.0,0.26,0.19522,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_18.0,33.1,0.0,0.26,0.387282,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_8.0,33.1,0.0,0.26,0.41842,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_8.1,33.1,0.0,0.26,0.339105,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F7_9.0,33.1,0.0,0.26,0.394852,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_10.0,33.1,0.0,0.14,0.085116,0.1,0.333011,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_12.0,33.1,0.0,0.14,0.010343,0.1,0.25,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_13.0,33.1,0.0,0.16,0.471538,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_14.0,33.1,0.0,0.16,0.403426,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_14.1,33.1,0.0,0.16,0.506446,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_16.0,33.1,0.0,0.12,0.495641,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_16.1,33.1,0.0,0.16,0.561346,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_16.2,33.1,0.0,0.16,0.317726,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F8_19.0,33.1,0.0,0.16,0.433942,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_0.0,33.1,0.0,0.16,0.413689,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_1.0,33.1,0.0,0.16,0.098919,0.1,0.333256,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_11.0,33.1,0.0,0.16,0.464208,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_16.0,33.1,0.0,0.16,0.397437,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_18.0,33.1,0.0,0.16,0.392271,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_4.0,33.1,0.0,0.16,0.518161,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_5.0,33.1,0.0,0.16,0.432982,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_7.0,33.1,0.0,0.16,0.428994,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F9_8.0,33.1,0.0,0.16,0.475877,0.1,0.333337,1,0.1,15.0,1.989379,0.3,0.6,0.1
F0_1.0,33.2,1.0,0.26,0.532717,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F0_11.0,33.2,1.0,0.22,0.531192,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F0_12.0,33.2,1.0,0.22,0.389289,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F0_13.0,33.2,1.0,0.26,0.503902,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F0_14.0,33.2,1.0,0.22,0.494984,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F0_14.1,33.2,1.0,0.26,0.462322,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F0_14.2,33.2,1.0,0.26,0.509248,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F0_18.0,33.2,1.0,0.26,0.511375,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F0_19.0,33.2,1.0,0.22,0.375728,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F0_3.0,33.2,1.0,0.26,0.50242,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F0_4.0,33.2,1.0,0.26,0.497336,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F0_5.0,33.2,1.0,0.26,0.431695,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F0_7.0,33.2,1.0,0.26,0.47358,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F0_8.0,33.2,1.0,0.26,0.454193,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_0.0,33.2,1.0,0.32,0.500437,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_0.1,33.2,1.0,0.26,0.184116,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F10_1.0,33.2,1.0,0.32,0.491345,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_14.0,33.2,1.0,0.32,0.453881,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F10_15.0,33.2,1.0,0.3,0.519691,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_16.0,33.2,1.0,0.26,0.446413,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F10_17.0,33.2,1.0,0.32,0.486472,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F10_17.1,33.2,1.0,0.3,0.540035,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_17.2,33.2,1.0,0.26,0.297727,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_19.0,33.2,1.0,0.3,0.562055,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F10_2.0,33.2,1.0,0.3,0.474766,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F10_7.0,33.2,1.0,0.24,0.58437,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_7.1,33.2,1.0,0.26,0.087148,0.0,0.666504,7,1.0,15.0,2.609046,0.3,0.6,0.1
F10_8.0,33.2,1.0,0.32,0.460477,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F10_8.1,33.2,1.0,0.28,0.482106,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_9.0,33.2,1.0,0.16,0.588102,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F10_9.1,33.2,1.0,0.32,0.504595,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F11_0.0,33.2,1.0,0.14,0.34194,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F11_12.0,33.2,1.0,0.14,0.377326,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F11_13.0,33.2,1.0,0.14,0.399494,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F11_14.0,33.2,1.0,0.14,0.387084,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F11_15.0,33.2,1.0,0.12,0.421025,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F11_17.0,33.2,1.0,0.14,0.309889,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F11_17.1,33.2,1.0,0.12,0.303926,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F11_5.0,33.2,1.0,0.14,0.296376,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F12_1.0,33.2,1.0,0.06,0.48298,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F12_14.0,33.2,1.0,0.06,0.425902,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F12_15.0,33.2,1.0,0.06,0.434659,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F12_16.0,33.2,1.0,0.06,0.414503,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F13_14.0,33.2,1.0,0.3,0.399534,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F13_15.0,33.2,1.0,0.3,0.446964,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F13_17.0,33.2,1.0,0.22,0.572985,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F13_17.1,33.2,1.0,0.26,0.465874,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F13_17.2,33.2,1.0,0.22,0.362621,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F13_18.0,33.2,1.0,0.26,0.508595,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F13_18.1,33.2,1.0,0.26,0.537797,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F13_19.0,33.2,1.0,0.3,0.556313,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
F13_19.1,33.2,1.0,0.3,0.375736,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F13_19.2,33.2,1.0,0.28,0.464192,0.0,0.666668,7,1.0,15.0,2.609046,0.3,0.6,0.1
F13_3.0,33.2,1.0,0.3,0.483823,0.0,0.666668,1,0.1,15.0,27.189379,0.3,0.6,0.1
F13_3.1,33.2,1.0,0.3,0.482664,0.0,0.666668,4,0.3,15.0,0.556411,0.3,0.6,0.1
