episode,global_step,density,reward_per_sec_selected,reward_per_decision,mean_reward,mean_loss,grad_updates_total,grad_updates_this_episode,swap_count,mean_delta,mean_delta_actual,n_decisions,n_intervals_closed,run_status,abort_reason,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,coverage_outage_rate,outage_vehicle_steps,total_vehicle_steps,mean_update_error,n_updates_delivered,dynamics_fallbacks,n_observations,n_vehicles_seen,mean_cbr,max_cbr
1,60,25.0,-0.057493,-0.126017,-0.057493,0.1372,28,28,1,2.6844,2.1919,339,333,ok,,1.4663,5.3,2.7119,0.0749,0.4692,18.6782,0.122,0.6206,16.1349,0.004223,0.9589,0.3146,227,17,0,0.211375,18646,88213,1.108,210,0,7505,129,0.004237,0.01568
