episode,global_step,density,reward_per_sec_selected,reward_per_decision,mean_reward,mean_loss,grad_updates_total,grad_updates_this_episode,swap_count,mean_delta,mean_delta_actual,n_decisions,n_intervals_closed,run_status,abort_reason,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,coverage_outage_rate,outage_vehicle_steps,total_vehicle_steps,mean_update_error,n_updates_delivered,dynamics_fallbacks,n_observations,n_vehicles_seen,mean_cbr,max_cbr
1,60,25.0,-0.059394,-0.142779,-0.059394,0.5001,25,25,1,7.3069,2.4039,306,305,ok,,2.2717,6.0,1.2672,0.0781,1.0869,50.8547,0.4501,1.3645,16.1931,0.005415,0.8858,0.2197,192,15,0,0.211375,18646,88213,0.5258,177,0,7505,129,0.003584,0.02016
