episode,global_step,density,reward_per_sec_selected,reward_per_decision,mean_reward,mean_loss,grad_updates_total,grad_updates_this_episode,swap_count,mean_delta,mean_delta_actual,n_decisions,n_intervals_closed,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,coverage_outage_rate,outage_vehicle_steps,total_vehicle_steps,mean_update_error,n_updates_delivered,dynamics_fallbacks,n_observations,n_vehicles_seen,mean_cbr,max_cbr
1,2000,5.0,-0.409919,-0.121474,-0.409919,0.2496,636,636,31,0.2401,0.2963,9803,9799,0.7038,9.3,0.3904,0.1592,0.2487,58.9883,0.3299,0.2303,10.9748,0.072588,0.6271,0.1691,11570,1842,0,0.284556,300340,1055468,0.1,9728,0,38707,75,0.006487,0.02128
2,4000,10.0,-0.466807,-0.13009,-0.466807,0.4363,2130,1494,106,0.2599,0.2787,23288,23280,2.585,45.2,0.3521,0.1868,4.7142,302.4824,0.6053,5.7899,10.5112,0.145768,0.3192,0.0846,28413,5308,4,0.27452,606858,2210611,0.1424,23105,0,87856,179,0.015934,0.03696
3,6000,15.0,-0.312764,-0.12514,-0.312764,0.6805,4545,2415,227,0.3509,0.4001,38873,38866,1.0299,23.7,0.4934,0.196,0.477,150.8597,0.505,0.4619,10.5005,0.245441,0.4917,0.0748,47965,9403,10,0.258095,844855,3273429,0.1394,38562,0,193882,301,0.026897,0.06496
4,8000,20.0,-0.057267,-0.135092,-0.057267,0.6987,5082,537,254,2.6162,2.359,8578,8576,2.6815,29.3,2.4039,0.1315,1.42,137.8633,0.9906,1.6725,10.5037,0.048556,0.8558,0.353,9495,1249,2,0.253073,1079899,4267141,1.435,8246,0,210349,330,0.005318,0.02352
5,10000,25.0,-0.056706,-0.166514,-0.056706,0.7404,5631,549,281,3.2297,2.9365,9047,9041,3.565,45.2,2.9529,0.1528,2.2157,232.5769,1.7802,2.5363,10.4998,0.052274,0.8062,0.3574,10229,1563,2,0.248733,1331759,5354165,2.0421,8666,0,273925,378,0.00573,0.02128
6,12000,30.0,-0.046961,-0.139001,-0.046961,0.6944,6186,555,309,3.2516,2.9599,9283,9274,2.9858,39.5,2.9261,0.2153,1.3041,203.9257,0.6598,1.9141,10.5114,0.05834,0.8446,0.3449,11382,2450,12,0.287349,1744107,6069646,1.5387,8932,0,283260,337,0.006375,0.01792
7,14000,35.0,-0.041409,-0.175901,-0.041409,0.6996,6614,428,330,4.6992,4.2479,6596,6595,3.8413,43.4,4.2136,0.2029,1.8071,229.5313,1.1295,2.4542,10.4924,0.040081,0.9098,0.3692,7855,1594,6,0.300652,1913418,6364224,2.6504,6261,0,286222,329,0.004399,0.01344
8,16000,5.0,-0.051332,-0.116363,-0.051332,0.6881,6764,150,338,2.7444,2.2669,1823,1823,2.7968,20.7,2.1741,0.1495,0.7998,41.7208,0.4885,0.8643,10.5077,0.010451,0.8499,0.5419,2040,305,0,0.288268,298852,1036717,1.0378,1735,0,42996,88,0.001144,0.00672
9,18000,10.0,-0.041045,-0.161469,-0.041045,0.6785,6960,196,348,4.682,3.9339,2358,2357,3.6198,34.5,3.8186,0.1264,1.7184,116.6286,1.5009,1.7759,10.5015,0.012772,0.8745,0.4327,2492,315,0,0.275959,585137,2120375,2.8013,2177,0,94763,181,0.001398,0.00672
10,20000,15.0,-0.042517,-0.20082,-0.042517,0.6666,7197,237,359,5.5755,4.7233,3127,3127,4.2072,33.2,4.6786,0.1291,2.3494,173.1696,3.1232,2.0396,10.5141,0.016982,0.8899,0.3185,3307,427,0,0.265247,851753,3211165,3.7052,2880,0,150410,247,0.001854,0.00784
11,22000,20.0,-0.047717,-0.224771,-0.047717,0.6754,7482,285,374,5.6215,4.7105,3923,3921,4.1467,45.4,4.6614,0.1153,3.1307,290.559,2.5438,3.4107,10.5051,0.020919,0.8461,0.2874,4084,471,0,0.255925,1069483,4178887,4.6054,3613,0,188099,310,0.002288,0.01008
12,24000,25.0,-0.043372,-0.184246,-0.043372,0.712,7902,420,395,4.9592,4.248,6137,6133,3.7232,32.8,4.1698,0.1632,2.0988,205.7748,1.2928,2.7202,10.5002,0.035387,0.875,0.3557,6924,1130,1,0.251857,1334865,5300085,3.0798,5794,0,266125,342,0.003879,0.01568
13,26000,30.0,-0.041149,-0.188166,-0.041149,0.6801,8342,440,417,5.2891,4.5728,6528,6526,3.8582,36.2,4.4562,0.1684,2.0181,200.9158,1.4624,2.4783,10.4843,0.037499,0.878,0.4574,7369,1241,1,0.292157,1749001,5986517,3.2942,6128,0,304334,399,0.004127,0.0168
14,28000,35.0,-0.045091,-0.256682,-0.045091,0.6799,8765,423,438,6.4538,5.6926,5944,5942,5.1899,45.5,5.7051,0.174,3.0248,267.1064,2.0463,4.2535,10.5203,0.034561,0.8381,0.3348,6723,1170,2,0.291508,1839035,6308693,4.3176,5553,0,343605,388,0.003765,0.0112
15,30000,5.0,-0.03789,-0.190875,-0.03789,0.6421,8858,93,442,6.5395,5.0376,796,796,4.5954,25.9,4.4162,0.1345,2.0203,130.7387,1.8888,2.0468,10.5421,0.004263,0.849,0.3783,825,111,0,0.288108,305625,1060801,3.7523,714,0,40752,82,0.000462,0.00448
16,32000,10.0,-0.041424,-0.206144,-0.041424,0.6357,9006,148,450,6.361,4.9764,1565,1563,4.5404,33.3,4.5941,0.1428,2.2374,129.3554,2.4646,2.1727,10.5087,0.008398,0.8508,0.3906,1639,234,0,0.279222,583733,2090573,3.861,1405,0,79080,158,0.000918,0.0056
17,34000,15.0,-0.051012,-0.31176,-0.051012,0.6565,9264,258,463,7.1891,6.1115,3110,3108,5.142,45.2,5.9192,0.1225,3.4908,223.8304,2.9629,3.7325,10.51,0.016551,0.8885,0.3933,3232,396,0,0.26183,893414,3412196,5.8061,2836,0,192600,274,0.00181,0.00896
18,36000,20.0,-0.0439,-0.229165,-0.0439,0.6306,9539,275,476,6.2429,5.2201,3747,3745,4.3636,41.8,5.1811,0.1307,2.8156,349.1956,2.5171,2.9766,10.4789,0.02002,0.8932,0.1903,3939,515,1,0.244333,1086540,4446960,4.4137,3424,0,198726,321,0.002206,0.01008
