episode,global_step,mean_reward,mean_loss,swap_count,mean_aoi,peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,mean_cbr,max_cbr
1,400,-0.4101,-0.029,6,1.0015,1.0015,0.2049,7.8814,12.4487,7.8814,7.8814,15.2002,0.296052,0.9992,0.973,4407,903,0.01234,0.03696
