episode,global_step,mean_reward,mean_loss,swap_count,mean_aoi,peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,mean_cbr,max_cbr
1,400,-0.4567,0.0294,21,1.0012,1.0012,0.1756,7.9471,12.4487,7.9471,7.9471,17.7522,0.267356,0.9993,0.9734,4407,774,0.01234,0.03696
