Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
1,2000,-332271.24740818475,553.022,0.0822,63.82,0.05495872701769104,0.95,100
2,4000,-340463.4255833889,553.261,0.0828,64.41,0.002406326490180852,0.9025,100
3,6000,-310439.2561953932,573.99,0.0811,62.83,0.0019931371447893466,0.8573749999999999,100
4,8000,-190272.73807703226,511.031,0.0662,65.6,0.0019576984997769424,0.8145062499999999,30
5,10000,-309873.4140284899,546.379,0.0803,65.78,0.012993282429359987,0.7737809374999999,100
6,12000,-306760.9508742684,568.234,0.0797,64.15,0.006742250158930872,0.7350918906249998,50
