Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
1,2000,-332271.24740818475,553.022,0.0822,63.82,0.08422431615445103,0.95,100
2,4000,-340276.6871294291,557.961,0.0828,64.09,0.0020714498601410248,0.9025,100
3,6000,-310277.76809581823,590.019,0.081,61.65,0.0019679741378919495,0.8573749999999999,100
4,8000,-191026.3180991191,564.723,0.066,61.87,0.0014067034796208249,0.8145062499999999,30
5,10000,-310109.2425862156,570.573,0.0804,64.02,0.004367638903931016,0.7737809374999999,100
6,12000,-307946.88443758583,540.591,0.0797,65.55,0.005701590016644946,0.7350918906249998,50
7,14000,-177854.4276398824,546.619,0.0631,64.26,0.0031649940439433433,0.6983372960937497,30
