Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
1,2000,-332271.24740818475,553.022,0.0822,63.82,0.0038720264744816083,0.95,100
2,4000,-340963.4804610416,576.098,0.0828,62.74,0.0020996668530603043,0.9025,100
3,6000,-308905.6972943942,557.986,0.08,64.44,0.0024801954999424474,0.8573749999999999,100
4,8000,-190032.16388956626,574.014,0.066,61.08,0.002019011478034288,0.8145062499999999,30
5,10000,-309320.7355899841,633.15,0.0803,59.51,0.005158852552361584,0.7737809374999999,100
6,12000,-307034.46853343735,551.837,0.0797,65.06,0.006950877092278738,0.7350918906249998,50
