Density,REMO-DQN,Fixed 10Hz,ReactDCC,AdaptDCC,MoEDQN,MAPPO,PPO,SAC,DDPG,TD3,DuelingDQN,DoubleDQN,VanillaDQN,QLearning,SARSA,ActorCritic,DecisionTransformer
20,10.001666666666667,7.0200000000000005,7.0200000000000005,7.0200000000000005,5.38,12.839999999999998,63.343333333333334,7.040000000000002,7.00333333333333,3.3900000000000006,63.43666666666667,7.046666666666667,12.88666666666667,14.256666666666666,21.983333333333334,7.0200000000000005,59.18666666666667
40,11.223333333333334,8.246666666666664,8.246666666666664,8.246666666666664,6.4033333333333315,14.049999999999997,64.19999999999999,8.266666666666666,8.23666666666667,4.503333333333335,64.28666666666668,8.270000000000001,14.1,16.876666666666665,15.780000000000001,8.246666666666664,59.06666666666666
60,11.278333333333334,8.303333333333333,8.303333333333333,8.303333333333333,6.446666666666668,14.12333333333333,64.15666666666667,8.319999999999999,8.280000000000001,4.593333333333334,64.24333333333334,8.303333333333333,14.156666666666666,16.956666666666667,15.560000000000002,8.303333333333333,58.71
80,11.263333333333334,8.306666666666667,8.306666666666667,8.306666666666667,6.510000000000001,14.080000000000004,64.17333333333333,8.326666666666663,8.293333333333337,4.670000000000002,64.25666666666667,8.339999999999995,14.12333333333333,17.319999999999997,15.923333333333332,8.306666666666667,58.24333333333333
100,11.31666666666667,8.346666666666664,8.346666666666664,8.346666666666664,6.549999999999997,14.123333333333335,64.15333333333332,8.36,8.333333333333334,4.776666666666661,64.23666666666666,8.376666666666665,14.193333333333337,16.80666666666667,15.933333333333332,8.346666666666664,58.47666666666667
120,11.271666666666668,8.299999999999997,8.299999999999997,8.299999999999997,6.560000000000002,14.123333333333335,64.17,8.320000000000002,8.276666666666666,4.856666666666665,64.25333333333333,8.346666666666664,14.146666666666667,17.09,16.073333333333327,8.299999999999997,58.51
