method,n_vehicles,seed,runtime_sec,n_cam_events,CBR_mean,AoI_mean,PDR_mean,energy_efficiency,ETSI_compliance,timestamp
Heuristic,10,42,0.4,2005,0.0075,332.872,100.0,28.0278,100.0,1785735362.654775
Heuristic,36,42,0.4,2005,0.0075,332.872,97.18,28.0278,100.0,1785735362.656803
Heuristic,14,42,0.4,2005,0.0075,332.872,100.0,28.0278,100.0,1785735362.658762
Heuristic,38,42,0.4,2005,0.0075,332.872,95.93,28.0278,100.0,1785735362.660242
Heuristic,26,42,0.4,2005,0.0075,332.872,100.0,28.0278,100.0,1785735362.6604545
Heuristic,40,42,0.4,2005,0.0075,332.872,94.91,28.0278,100.0,1785735362.6607752
Heuristic,24,42,0.41,2005,0.0075,332.872,100.0,28.0278,100.0,1785735362.6617854
Heuristic,16,42,0.41,2005,0.0075,332.872,100.0,28.0278,100.0,1785735362.6628363
Heuristic,18,42,0.41,2005,0.0075,332.872,99.76,28.0278,100.0,1785735362.6681342
Heuristic,30,42,0.41,2005,0.0075,332.872,99.72,28.0278,100.0,1785735362.6682198
Heuristic,32,42,0.41,2005,0.0075,332.872,98.77,28.0278,100.0,1785735362.6689188
Heuristic,42,42,0.42,2005,0.0075,332.872,94.09,28.0278,100.0,1785735362.6726058
Heuristic,34,42,0.42,2005,0.0075,332.872,98.7,28.0278,100.0,1785735362.6728363
Heuristic,20,42,0.43,2005,0.0075,332.872,98.95,28.0278,100.0,1785735362.6839378
Heuristic,12,42,0.43,2005,0.0075,332.872,99.65,28.0278,100.0,1785735362.6849608
Heuristic,28,42,0.43,2005,0.0075,332.872,99.2,28.0278,100.0,1785735362.6854885
Heuristic,46,42,0.44,2005,0.0075,332.872,92.93,28.0278,100.0,1785735362.6976929
Heuristic,44,42,0.47,2005,0.0075,332.872,93.12,28.0278,100.0,1785735362.721202
Heuristic,49,42,0.44,2005,0.0075,332.872,91.59,28.0278,100.0,1785735363.062386
Heuristic,31,42,0.4,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.0699823
Heuristic,37,42,0.43,2005,0.0075,332.872,96.95,28.0278,100.0,1785735363.0836432
Heuristic,43,42,0.42,2005,0.0075,332.872,93.47,28.0278,100.0,1785735363.0903845
Heuristic,13,42,0.41,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.0917678
Heuristic,15,42,0.43,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.091832
Heuristic,25,42,0.44,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.0984406
Heuristic,19,42,0.43,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.0998173
Heuristic,21,42,0.42,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.1018667
Heuristic,33,42,0.43,2005,0.0075,332.872,98.92,28.0278,100.0,1785735363.103859
Heuristic,35,42,0.43,2005,0.0075,332.872,97.31,28.0278,100.0,1785735363.1042712
Heuristic,27,42,0.45,2005,0.0075,332.872,99.36,28.0278,100.0,1785735363.1063678
Heuristic,29,42,0.43,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.1121805
Heuristic,11,42,0.46,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.114946
Heuristic,23,42,0.47,2005,0.0075,332.872,100.0,28.0278,100.0,1785735363.121572
Heuristic,17,42,0.46,2005,0.0075,332.872,99.51,28.0278,100.0,1785735363.1219869
Heuristic,45,42,0.41,2005,0.0075,332.872,92.72,28.0278,100.0,1785735363.1312094
Heuristic,41,42,0.47,2005,0.0075,332.872,95.02,28.0278,100.0,1785735363.132965
Heuristic,39,42,0.49,2005,0.0075,332.872,95.5,28.0278,100.0,1785735363.1468432
Heuristic,47,42,0.47,2005,0.0075,332.872,91.91,28.0278,100.0,1785735363.1709912
Heuristic,70,42,0.39,2005,0.0075,332.872,80.33,28.0278,100.0,1785735363.4992814
Heuristic,54,42,0.44,2005,0.0075,332.872,88.34,28.0278,100.0,1785735363.5284896
Heuristic,72,42,0.42,2005,0.0075,332.872,79.92,28.0278,100.0,1785735363.5306184
Heuristic,62,42,0.43,2005,0.0075,332.872,84.32,28.0278,100.0,1785735363.5307248
Heuristic,58,42,0.44,2005,0.0075,332.872,86.65,28.0278,100.0,1785735363.53472
Heuristic,50,42,0.48,2005,0.0075,332.872,90.16,28.0278,100.0,1785735363.5397491
Heuristic,80,42,0.43,2005,0.0075,332.872,76.68,28.0278,100.0,1785735363.5537062
Heuristic,78,42,0.43,2005,0.0075,332.872,77.01,28.0278,100.0,1785735363.5537968
Heuristic,64,42,0.46,2005,0.0075,332.872,83.93,28.0278,100.0,1785735363.557033
Heuristic,56,42,0.47,2005,0.0075,332.872,87.58,28.0278,100.0,1785735363.563486
Heuristic,74,42,0.45,2005,0.0075,332.872,78.57,28.0278,100.0,1785735363.5667176
Heuristic,60,42,0.47,2005,0.0075,332.872,86.29,28.0278,100.0,1785735363.567219
Heuristic,52,42,0.5,2005,0.0075,332.872,89.58,28.0278,100.0,1785735363.569452
Heuristic,66,42,0.47,2005,0.0075,332.872,82.65,28.0278,100.0,1785735363.57309
Heuristic,82,42,0.44,2005,0.0075,332.872,74.75,28.0278,100.0,1785735363.57604
Heuristic,68,42,0.48,2005,0.0075,332.872,81.56,28.0278,100.0,1785735363.5850303
Heuristic,84,42,0.46,2005,0.0075,332.872,74.16,28.0278,100.0,1785735363.5941489
Heuristic,86,42,0.46,2005,0.0075,332.872,72.71,28.0278,100.0,1785735363.6092134
Heuristic,76,42,0.5,2005,0.0075,332.872,77.5,28.0278,100.0,1785735363.6187449
Heuristic,88,42,0.45,2005,0.0075,332.872,72.59,28.0278,100.0,1785735363.6207385
Heuristic,73,42,0.43,2005,0.0075,332.872,79.56,28.0278,100.0,1785735363.9665062
Heuristic,71,42,0.48,2005,0.0075,332.872,80.94,28.0278,100.0,1785735363.976682
Heuristic,81,42,0.43,2005,0.0075,332.872,75.6,28.0278,100.0,1785735363.989084
Heuristic,63,42,0.46,2005,0.0075,332.872,83.87,28.0278,100.0,1785735363.989194
Heuristic,59,42,0.46,2005,0.0075,332.872,85.17,28.0278,100.0,1785735363.997751
Heuristic,61,42,0.45,2005,0.0075,332.872,85.05,28.0278,100.0,1785735364.0230331
Heuristic,79,42,0.47,2005,0.0075,332.872,76.79,28.0278,100.0,1785735364.0248036
Heuristic,83,42,0.45,2005,0.0075,332.872,74.09,28.0278,100.0,1785735364.0277483
Heuristic,67,42,0.46,2005,0.0075,332.872,82.41,28.0278,100.0,1785735364.031661
Heuristic,85,42,0.44,2005,0.0075,332.872,73.41,28.0278,100.0,1785735364.0350811
Heuristic,53,42,0.47,2005,0.0075,332.872,88.55,28.0278,100.0,1785735364.0423698
Heuristic,55,42,0.52,2005,0.0075,332.872,87.83,28.0278,100.0,1785735364.0463498
Heuristic,57,42,0.49,2005,0.0075,332.872,86.41,28.0278,100.0,1785735364.0507915
Heuristic,69,42,0.47,2005,0.0075,332.872,82.29,28.0278,100.0,1785735364.0524352
Heuristic,65,42,0.5,2005,0.0075,332.872,83.19,28.0278,100.0,1785735364.0563424
Heuristic,51,42,0.52,2005,0.0075,332.872,89.87,28.0278,100.0,1785735364.062334
Heuristic,75,42,0.5,2005,0.0075,332.872,78.47,28.0278,100.0,1785735364.0721936
Heuristic,89,42,0.46,2005,0.0075,332.872,71.72,28.0278,100.0,1785735364.076906
Heuristic,77,42,0.47,2005,0.0075,332.872,76.81,28.0278,100.0,1785735364.0861645
Heuristic,87,42,0.48,2005,0.0075,332.872,72.46,28.0278,100.0,1785735364.0902407
Heuristic,92,42,0.28,2005,0.0075,332.872,68.5,28.0278,100.0,1785735364.2584536
Heuristic,94,42,0.27,2005,0.0075,332.872,69.54,28.0278,100.0,1785735364.2591736
Heuristic,90,42,0.29,2005,0.0075,332.872,71.39,28.0278,100.0,1785735364.262604
Heuristic,96,42,0.28,2005,0.0075,332.872,68.15,28.0278,100.0,1785735364.274467
Heuristic,100,42,0.25,2005,0.0075,332.872,66.97,28.0278,100.0,1785735364.2753289
Heuristic,98,42,0.28,2005,0.0075,332.872,67.27,28.0278,100.0,1785735364.283238
Heuristic,93,42,0.25,2005,0.0075,332.872,69.73,28.0278,100.0,1785735364.505643
Heuristic,95,42,0.25,2005,0.0075,332.872,68.14,28.0278,100.0,1785735364.505668
Heuristic,91,42,0.24,2005,0.0075,332.872,71.07,28.0278,100.0,1785735364.5078924
Heuristic,97,42,0.24,2005,0.0075,332.872,67.84,28.0278,100.0,1785735364.5179002
Heuristic,99,42,0.23,2005,0.0075,332.872,66.77,28.0278,100.0,1785735364.5189822
QLearning,12,42,0.41,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735364.9800687
QLearning,40,42,0.41,2005,0.0075,1934.94,94.52,0.2803,100.0,1785735364.9881022
QLearning,24,42,0.43,2005,0.0075,1934.94,99.49,0.2803,100.0,1785735365.0011568
QLearning,30,42,0.43,2005,0.0075,1934.94,99.53,0.2803,100.0,1785735365.0011563
QLearning,28,42,0.43,2005,0.0075,1934.94,99.41,0.2803,100.0,1785735365.0022206
QLearning,46,42,0.43,2005,0.0075,1934.94,92.06,0.2803,100.0,1785735365.002656
QLearning,44,42,0.43,2005,0.0075,1934.94,93.69,0.2803,100.0,1785735365.0047004
QLearning,36,42,0.43,2005,0.0075,1934.94,96.61,0.2803,100.0,1785735365.0049553
QLearning,26,42,0.44,2005,0.0075,1934.94,99.79,0.2803,100.0,1785735365.0081294
QLearning,14,42,0.44,2005,0.0075,1934.94,99.59,0.2803,100.0,1785735365.0088072
QLearning,20,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735365.0122051
QLearning,18,42,0.44,2005,0.0075,1934.94,99.05,0.2803,100.0,1785735365.0147543
QLearning,42,42,0.44,2005,0.0075,1934.94,94.29,0.2803,100.0,1785735365.0155778
QLearning,32,42,0.45,2005,0.0075,1934.94,98.59,0.2803,100.0,1785735365.0208373
QLearning,22,42,0.45,2005,0.0075,1934.94,99.85,0.2803,100.0,1785735365.0238402
QLearning,16,42,0.46,2005,0.0075,1934.94,99.66,0.2803,100.0,1785735365.0387204
QLearning,10,42,0.47,2005,0.0075,1934.94,99.88,0.2803,100.0,1785735365.0453775
QLearning,38,42,0.49,2005,0.0075,1934.94,95.83,0.2803,100.0,1785735365.0581894
QLearning,34,42,0.5,2005,0.0075,1934.94,98.08,0.2803,100.0,1785735365.0696893
QLearning,48,42,0.5,2005,0.0075,1934.94,91.9,0.2803,100.0,1785735365.074366
QLearning,37,42,0.42,2005,0.0075,1934.94,97.08,0.2803,100.0,1785735365.4293854
QLearning,47,42,0.43,2005,0.0075,1934.94,91.89,0.2803,100.0,1785735365.4348176
QLearning,25,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735365.438853
QLearning,27,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735365.4483092
QLearning,41,42,0.47,2005,0.0075,1934.94,94.52,0.2803,100.0,1785735365.4543102
QLearning,13,42,0.47,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735365.4551592
QLearning,21,42,0.45,2005,0.0075,1934.94,99.37,0.2803,100.0,1785735365.460611
QLearning,31,42,0.47,2005,0.0075,1934.94,99.32,0.2803,100.0,1785735365.4703906
QLearning,45,42,0.47,2005,0.0075,1934.94,92.45,0.2803,100.0,1785735365.4800732
QLearning,29,42,0.48,2005,0.0075,1934.94,99.64,0.2803,100.0,1785735365.485072
QLearning,43,42,0.48,2005,0.0075,1934.94,94.02,0.2803,100.0,1785735365.4944527
QLearning,11,42,0.45,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735365.5010872
QLearning,15,42,0.5,2005,0.0075,1934.94,99.41,0.2803,100.0,1785735365.5086756
QLearning,39,42,0.45,2005,0.0075,1934.94,94.66,0.2803,100.0,1785735365.5091448
QLearning,17,42,0.47,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735365.5103102
QLearning,23,42,0.5,2005,0.0075,1934.94,99.8,0.2803,100.0,1785735365.5294344
QLearning,33,42,0.51,2005,0.0075,1934.94,98.14,0.2803,100.0,1785735365.5302951
QLearning,49,42,0.48,2005,0.0075,1934.94,90.08,0.2803,100.0,1785735365.5503666
QLearning,19,42,0.56,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735365.5787406
QLearning,35,42,0.53,2005,0.0075,1934.94,97.65,0.2803,100.0,1785735365.5977464
QLearning,60,42,0.45,2005,0.0075,1934.94,85.44,0.2803,100.0,1785735365.9055316
QLearning,56,42,0.46,2005,0.0075,1934.94,86.93,0.2803,100.0,1785735365.9082336
QLearning,70,42,0.42,2005,0.0075,1934.94,80.49,0.2803,100.0,1785735365.918875
QLearning,62,42,0.46,2005,0.0075,1934.94,83.59,0.2803,100.0,1785735365.9233456
QLearning,74,42,0.43,2005,0.0075,1934.94,78.5,0.2803,100.0,1785735365.9384742
QLearning,66,42,0.46,2005,0.0075,1934.94,83.04,0.2803,100.0,1785735365.9434328
QLearning,64,42,0.48,2005,0.0075,1934.94,83.9,0.2803,100.0,1785735365.9563625
QLearning,78,42,0.46,2005,0.0075,1934.94,76.85,0.2803,100.0,1785735365.973333
QLearning,54,42,0.54,2005,0.0075,1934.94,87.88,0.2803,100.0,1785735365.983863
QLearning,58,42,0.53,2005,0.0075,1934.94,87.13,0.2803,100.0,1785735365.9863296
QLearning,68,42,0.5,2005,0.0075,1934.94,82.11,0.2803,100.0,1785735365.9923072
QLearning,52,42,0.56,2005,0.0075,1934.94,89.9,0.2803,100.0,1785735365.995356
QLearning,50,42,0.57,2005,0.0075,1934.94,90.49,0.2803,100.0,1785735365.9998746
QLearning,80,42,0.47,2005,0.0075,1934.94,75.35,0.2803,100.0,1785735366.0035894
QLearning,72,42,0.51,2005,0.0075,1934.94,80.15,0.2803,100.0,1785735366.0083883
QLearning,82,42,0.5,2005,0.0075,1934.94,75.18,0.2803,100.0,1785735366.035704
QLearning,84,42,0.5,2005,0.0075,1934.94,74.19,0.2803,100.0,1785735366.0498405
QLearning,76,42,0.55,2005,0.0075,1934.94,78.33,0.2803,100.0,1785735366.0617666
QLearning,88,42,0.48,2005,0.0075,1934.94,71.42,0.2803,100.0,1785735366.083411
QLearning,86,42,0.53,2005,0.0075,1934.94,72.65,0.2803,100.0,1785735366.1106937
QLearning,63,42,0.44,2005,0.0075,1934.94,83.65,0.2803,100.0,1785735366.367605
QLearning,61,42,0.47,2005,0.0075,1934.94,85.19,0.2803,100.0,1785735366.3744953
QLearning,57,42,0.47,2005,0.0075,1934.94,87.62,0.2803,100.0,1785735366.377946
QLearning,67,42,0.44,2005,0.0075,1934.94,82.27,0.2803,100.0,1785735366.388832
QLearning,71,42,0.48,2005,0.0075,1934.94,80.22,0.2803,100.0,1785735366.3965707
QLearning,75,42,0.51,2005,0.0075,1934.94,79.51,0.2803,100.0,1785735366.4525435
QLearning,73,42,0.45,2005,0.0075,1934.94,79.18,0.2803,100.0,1785735366.4628265
QLearning,79,42,0.49,2005,0.0075,1934.94,75.95,0.2803,100.0,1785735366.4656324
QLearning,65,42,0.51,2005,0.0075,1934.94,82.79,0.2803,100.0,1785735366.4708183
QLearning,53,42,0.47,2005,0.0075,1934.94,89.29,0.2803,100.0,1785735366.4712925
QLearning,55,42,0.5,2005,0.0075,1934.94,89.3,0.2803,100.0,1785735366.4838457
QLearning,85,42,0.44,2005,0.0075,1934.94,72.9,0.2803,100.0,1785735366.4894996
QLearning,59,42,0.51,2005,0.0075,1934.94,86.13,0.2803,100.0,1785735366.4947412
QLearning,51,42,0.49,2005,0.0075,1934.94,89.99,0.2803,100.0,1785735366.4949934
QLearning,69,42,0.53,2005,0.0075,1934.94,80.49,0.2803,100.0,1785735366.5279033
QLearning,81,42,0.52,2005,0.0075,1934.94,74.48,0.2803,100.0,1785735366.5287197
QLearning,87,42,0.44,2005,0.0075,1934.94,73.32,0.2803,100.0,1785735366.554357
QLearning,83,42,0.52,2005,0.0075,1934.94,74.42,0.2803,100.0,1785735366.554983
QLearning,89,42,0.48,2005,0.0075,1934.94,72.0,0.2803,100.0,1785735366.5652192
QLearning,77,42,0.5,2005,0.0075,1934.94,78.38,0.2803,100.0,1785735366.5669334
QLearning,96,42,0.3,2005,0.0075,1934.94,67.72,0.2803,100.0,1785735366.6931553
QLearning,98,42,0.3,2005,0.0075,1934.94,67.38,0.2803,100.0,1785735366.6935124
QLearning,92,42,0.32,2005,0.0075,1934.94,69.15,0.2803,100.0,1785735366.6940072
QLearning,94,42,0.32,2005,0.0075,1934.94,69.25,0.2803,100.0,1785735366.6984782
QLearning,90,42,0.33,2005,0.0075,1934.94,71.35,0.2803,100.0,1785735366.7023473
QLearning,100,42,0.29,2005,0.0075,1934.94,66.47,0.2803,100.0,1785735366.7478704
QLearning,97,42,0.25,2005,0.0075,1934.94,67.6,0.2803,100.0,1785735366.946045
QLearning,99,42,0.25,2005,0.0075,1934.94,67.31,0.2803,100.0,1785735366.947108
QLearning,95,42,0.25,2005,0.0075,1934.94,69.01,0.2803,100.0,1785735366.947965
QLearning,93,42,0.25,2005,0.0075,1934.94,68.7,0.2803,100.0,1785735366.9497664
QLearning,91,42,0.25,2005,0.0075,1934.94,70.5,0.2803,100.0,1785735366.9571912
SARSA,48,42,0.4,2005,0.0075,1934.94,91.39,0.2803,100.0,1785735367.419412
SARSA,14,42,0.42,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.4311635
SARSA,24,42,0.42,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.4344032
SARSA,28,42,0.42,2005,0.0075,1934.94,99.59,0.2803,100.0,1785735367.4348764
SARSA,42,42,0.43,2005,0.0075,1934.94,94.18,0.2803,100.0,1785735367.4384675
SARSA,44,42,0.43,2005,0.0075,1934.94,94.03,0.2803,100.0,1785735367.4428475
SARSA,18,42,0.43,2005,0.0075,1934.94,99.8,0.2803,100.0,1785735367.4441612
SARSA,20,42,0.43,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.4454336
SARSA,38,42,0.44,2005,0.0075,1934.94,96.71,0.2803,100.0,1785735367.4465804
SARSA,46,42,0.43,2005,0.0075,1934.94,91.91,0.2803,100.0,1785735367.4466274
SARSA,26,42,0.45,2005,0.0075,1934.94,99.94,0.2803,100.0,1785735367.459408
SARSA,10,42,0.45,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.4604068
SARSA,12,42,0.46,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.4665265
SARSA,34,42,0.46,2005,0.0075,1934.94,98.11,0.2803,100.0,1785735367.4695668
SARSA,16,42,0.46,2005,0.0075,1934.94,99.97,0.2803,100.0,1785735367.473492
SARSA,22,42,0.46,2005,0.0075,1934.94,99.98,0.2803,100.0,1785735367.4735446
SARSA,32,42,0.48,2005,0.0075,1934.94,99.82,0.2803,100.0,1785735367.4881015
SARSA,30,42,0.48,2005,0.0075,1934.94,99.9,0.2803,100.0,1785735367.4908564
SARSA,36,42,0.48,2005,0.0075,1934.94,96.89,0.2803,100.0,1785735367.491007
SARSA,40,42,0.53,2005,0.0075,1934.94,94.15,0.2803,100.0,1785735367.5383494
SARSA,35,42,0.4,2005,0.0075,1934.94,96.97,0.2803,100.0,1785735367.8707223
SARSA,43,42,0.44,2005,0.0075,1934.94,93.77,0.2803,100.0,1785735367.875835
SARSA,19,42,0.45,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.8937972
SARSA,39,42,0.45,2005,0.0075,1934.94,96.29,0.2803,100.0,1785735367.8954546
SARSA,25,42,0.46,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.895818
SARSA,49,42,0.48,2005,0.0075,1934.94,90.84,0.2803,100.0,1785735367.8961654
SARSA,13,42,0.45,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.9126232
SARSA,45,42,0.47,2005,0.0075,1934.94,92.44,0.2803,100.0,1785735367.9146693
SARSA,37,42,0.42,2005,0.0075,1934.94,97.31,0.2803,100.0,1785735367.9148972
SARSA,47,42,0.48,2005,0.0075,1934.94,91.17,0.2803,100.0,1785735367.9252467
SARSA,15,42,0.5,2005,0.0075,1934.94,99.97,0.2803,100.0,1785735367.9314818
SARSA,23,42,0.47,2005,0.0075,1934.94,99.27,0.2803,100.0,1785735367.9421437
SARSA,21,42,0.5,2005,0.0075,1934.94,99.92,0.2803,100.0,1785735367.945214
SARSA,27,42,0.49,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.9523852
SARSA,29,42,0.52,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.9560242
SARSA,11,42,0.5,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.9660237
SARSA,17,42,0.5,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735367.9726925
SARSA,41,42,0.44,2005,0.0075,1934.94,95.41,0.2803,100.0,1785735367.9837313
SARSA,33,42,0.54,2005,0.0075,1934.94,99.38,0.2803,100.0,1785735368.031494
SARSA,31,42,0.56,2005,0.0075,1934.94,98.57,0.2803,100.0,1785735368.0548334
SARSA,56,42,0.43,2005,0.0075,1934.94,86.79,0.2803,100.0,1785735368.323069
SARSA,52,42,0.48,2005,0.0075,1934.94,89.56,0.2803,100.0,1785735368.356804
SARSA,58,42,0.48,2005,0.0075,1934.94,86.35,0.2803,100.0,1785735368.374113
SARSA,66,42,0.46,2005,0.0075,1934.94,83.03,0.2803,100.0,1785735368.3742454
SARSA,72,42,0.46,2005,0.0075,1934.94,79.47,0.2803,100.0,1785735368.4073596
SARSA,60,42,0.51,2005,0.0075,1934.94,86.12,0.2803,100.0,1785735368.4092357
SARSA,76,42,0.47,2005,0.0075,1934.94,77.89,0.2803,100.0,1785735368.425953
SARSA,68,42,0.5,2005,0.0075,1934.94,81.83,0.2803,100.0,1785735368.428231
SARSA,80,42,0.46,2005,0.0075,1934.94,76.0,0.2803,100.0,1785735368.4325256
SARSA,82,42,0.46,2005,0.0075,1934.94,74.79,0.2803,100.0,1785735368.432842
SARSA,54,42,0.54,2005,0.0075,1934.94,88.86,0.2803,100.0,1785735368.4330552
SARSA,50,42,0.57,2005,0.0075,1934.94,90.09,0.2803,100.0,1785735368.4381208
SARSA,62,42,0.53,2005,0.0075,1934.94,84.38,0.2803,100.0,1785735368.4412875
SARSA,74,42,0.5,2005,0.0075,1934.94,80.03,0.2803,100.0,1785735368.4431503
SARSA,70,42,0.52,2005,0.0075,1934.94,80.5,0.2803,100.0,1785735368.457244
SARSA,78,42,0.52,2005,0.0075,1934.94,76.48,0.2803,100.0,1785735368.4733052
SARSA,86,42,0.45,2005,0.0075,1934.94,72.74,0.2803,100.0,1785735368.4872737
SARSA,64,42,0.57,2005,0.0075,1934.94,82.9,0.2803,100.0,1785735368.491681
SARSA,84,42,0.51,2005,0.0075,1934.94,74.27,0.2803,100.0,1785735368.4971185
SARSA,88,42,0.49,2005,0.0075,1934.94,73.01,0.2803,100.0,1785735368.5467892
SARSA,67,42,0.43,2005,0.0075,1934.94,83.07,0.2803,100.0,1785735368.8007069
SARSA,57,42,0.51,2005,0.0075,1934.94,87.0,0.2803,100.0,1785735368.8321538
SARSA,53,42,0.48,2005,0.0075,1934.94,88.54,0.2803,100.0,1785735368.83863
SARSA,59,42,0.48,2005,0.0075,1934.94,86.64,0.2803,100.0,1785735368.8557742
SARSA,83,42,0.44,2005,0.0075,1934.94,75.08,0.2803,100.0,1785735368.8782508
SARSA,61,42,0.49,2005,0.0075,1934.94,86.3,0.2803,100.0,1785735368.9033227
SARSA,55,42,0.48,2005,0.0075,1934.94,88.49,0.2803,100.0,1785735368.913235
SARSA,77,42,0.49,2005,0.0075,1934.94,77.26,0.2803,100.0,1785735368.9134111
SARSA,69,42,0.49,2005,0.0075,1934.94,80.21,0.2803,100.0,1785735368.915939
SARSA,71,42,0.46,2005,0.0075,1934.94,80.52,0.2803,100.0,1785735368.91603
SARSA,87,42,0.43,2005,0.0075,1934.94,73.63,0.2803,100.0,1785735368.9230285
SARSA,73,42,0.52,2005,0.0075,1934.94,79.64,0.2803,100.0,1785735368.9241712
SARSA,63,42,0.49,2005,0.0075,1934.94,83.41,0.2803,100.0,1785735368.9305782
SARSA,51,42,0.5,2005,0.0075,1934.94,89.76,0.2803,100.0,1785735368.9350543
SARSA,75,42,0.5,2005,0.0075,1934.94,78.26,0.2803,100.0,1785735368.9473164
SARSA,81,42,0.52,2005,0.0075,1934.94,75.86,0.2803,100.0,1785735368.9513934
SARSA,79,42,0.48,2005,0.0075,1934.94,76.89,0.2803,100.0,1785735368.958865
SARSA,65,42,0.48,2005,0.0075,1934.94,83.76,0.2803,100.0,1785735368.9679656
SARSA,89,42,0.44,2005,0.0075,1934.94,71.38,0.2803,100.0,1785735368.9870234
SARSA,85,42,0.51,2005,0.0075,1934.94,73.8,0.2803,100.0,1785735369.0051675
SARSA,90,42,0.33,2005,0.0075,1934.94,71.71,0.2803,100.0,1785735369.133702
SARSA,94,42,0.31,2005,0.0075,1934.94,69.75,0.2803,100.0,1785735369.1478884
SARSA,96,42,0.3,2005,0.0075,1934.94,67.39,0.2803,100.0,1785735369.153226
SARSA,92,42,0.32,2005,0.0075,1934.94,70.66,0.2803,100.0,1785735369.1557436
SARSA,98,42,0.31,2005,0.0075,1934.94,67.48,0.2803,100.0,1785735369.1846588
SARSA,100,42,0.28,2005,0.0075,1934.94,66.05,0.2803,100.0,1785735369.1869977
SARSA,91,42,0.26,2005,0.0075,1934.94,70.13,0.2803,100.0,1785735369.393754
SARSA,97,42,0.25,2005,0.0075,1934.94,68.0,0.2803,100.0,1785735369.4021077
SARSA,93,42,0.25,2005,0.0075,1934.94,69.16,0.2803,100.0,1785735369.4051094
SARSA,95,42,0.26,2005,0.0075,1934.94,68.76,0.2803,100.0,1785735369.4111445
SARSA,99,42,0.26,2005,0.0075,1934.94,66.66,0.2803,100.0,1785735369.446442
DecTree,38,42,2.81,2005,0.0075,284.603,95.44,2.8028,100.0,1785735372.3113737
DecTree,42,42,2.9,2005,0.0075,284.603,95.3,2.8028,100.0,1785735372.4025536
DecTree,22,42,2.91,2005,0.0075,284.603,99.31,2.8028,100.0,1785735372.411256
DecTree,20,42,2.94,2005,0.0075,284.603,100.0,2.8028,100.0,1785735372.4336915
DecTree,16,42,2.94,2005,0.0075,284.603,99.51,2.8028,100.0,1785735372.4367096
DecTree,28,42,2.95,2005,0.0075,284.603,100.0,2.8028,100.0,1785735372.4432282
DecTree,12,42,2.95,2005,0.0075,284.603,99.19,2.8028,100.0,1785735372.445943
DecTree,30,42,2.96,2005,0.0075,284.603,99.05,2.8028,100.0,1785735372.4594
DecTree,14,42,2.99,2005,0.0075,284.603,99.64,2.8028,100.0,1785735372.4834778
DecTree,36,42,2.99,2005,0.0075,284.603,96.43,2.8028,100.0,1785735372.488451
DecTree,44,42,3.0,2005,0.0075,284.603,93.53,2.8028,100.0,1785735372.497241
DecTree,26,42,3.03,2005,0.0075,284.603,100.0,2.8028,100.0,1785735372.523415
DecTree,40,42,3.03,2005,0.0075,284.603,94.51,2.8028,100.0,1785735372.5329664
DecTree,18,42,3.07,2005,0.0075,284.603,99.16,2.8028,100.0,1785735372.568818
DecTree,32,42,3.08,2005,0.0075,284.603,97.82,2.8028,100.0,1785735372.578991
DecTree,48,42,3.09,2005,0.0075,284.603,90.57,2.8028,100.0,1785735372.58775
DecTree,34,42,3.1,2005,0.0075,284.603,97.96,2.8028,100.0,1785735372.5948775
DecTree,46,42,3.13,2005,0.0075,284.603,93.07,2.8028,100.0,1785735372.6283844
DecTree,10,42,3.15,2005,0.0075,284.603,99.26,2.8028,100.0,1785735372.6455894
DecTree,24,42,3.23,2005,0.0075,284.603,99.98,2.8028,100.0,1785735372.724428
DecTree,13,42,1.17,2005,0.0075,284.603,98.94,2.8028,100.0,1785735373.6189282
