method,n_vehicles,seed,runtime_sec,n_cam_events,CBR_mean,AoI_mean,PDR_mean,energy_efficiency,ETSI_compliance,timestamp
DecTree,43,42,1.22,2005,0.0075,284.603,93.96,2.8028,100.0,1785735373.6238108
DecTree,17,42,1.2,2005,0.0075,284.603,100.0,2.8028,100.0,1785735373.6360755
DecTree,39,42,1.34,2005,0.0075,284.603,95.94,2.8028,100.0,1785735373.65092
DecTree,31,42,1.21,2005,0.0075,284.603,99.18,2.8028,100.0,1785735373.6655345
DecTree,23,42,1.26,2005,0.0075,284.603,99.39,2.8028,100.0,1785735373.6694753
DecTree,21,42,1.25,2005,0.0075,284.603,100.0,2.8028,100.0,1785735373.683999
DecTree,15,42,1.22,2005,0.0075,284.603,99.24,2.8028,100.0,1785735373.7018611
DecTree,29,42,1.28,2005,0.0075,284.603,100.0,2.8028,100.0,1785735373.7200406
DecTree,37,42,1.26,2005,0.0075,284.603,96.5,2.8028,100.0,1785735373.7543223
DecTree,35,42,1.2,2005,0.0075,284.603,97.4,2.8028,100.0,1785735373.8004603
DecTree,41,42,1.28,2005,0.0075,284.603,94.52,2.8028,100.0,1785735373.817658
DecTree,45,42,1.32,2005,0.0075,284.603,92.67,2.8028,100.0,1785735373.821941
DecTree,27,42,1.3,2005,0.0075,284.603,99.35,2.8028,100.0,1785735373.822075
DecTree,49,42,1.24,2005,0.0075,284.603,90.74,2.8028,100.0,1785735373.830413
DecTree,33,42,1.26,2005,0.0075,284.603,98.77,2.8028,100.0,1785735373.8396404
DecTree,47,42,1.25,2005,0.0075,284.603,92.31,2.8028,100.0,1785735373.8764164
DecTree,19,42,1.33,2005,0.0075,284.603,100.0,2.8028,100.0,1785735373.8994708
DecTree,25,42,1.21,2005,0.0075,284.603,100.0,2.8028,100.0,1785735373.9407969
DecTree,11,42,1.34,2005,0.0075,284.603,99.93,2.8028,100.0,1785735373.988311
DecTree,52,42,1.19,2005,0.0075,284.603,89.59,2.8028,100.0,1785735374.8126018
DecTree,54,42,1.21,2005,0.0075,284.603,89.12,2.8028,100.0,1785735374.849634
DecTree,56,42,1.2,2005,0.0075,284.603,87.85,2.8028,100.0,1785735374.857772
DecTree,62,42,1.21,2005,0.0075,284.603,83.8,2.8028,100.0,1785735374.903417
DecTree,60,42,1.24,2005,0.0075,284.603,86.03,2.8028,100.0,1785735374.9116523
DecTree,64,42,1.21,2005,0.0075,284.603,83.65,2.8028,100.0,1785735374.9126818
DecTree,58,42,1.24,2005,0.0075,284.603,86.78,2.8028,100.0,1785735374.914696
DecTree,50,42,1.31,2005,0.0075,284.603,89.26,2.8028,100.0,1785735374.934852
DecTree,78,42,1.15,2005,0.0075,284.603,77.17,2.8028,100.0,1785735374.9770849
DecTree,66,42,1.29,2005,0.0075,284.603,81.97,2.8028,100.0,1785735375.0171883
DecTree,70,42,1.23,2005,0.0075,284.603,80.31,2.8028,100.0,1785735375.0296638
DecTree,74,42,1.23,2005,0.0075,284.603,78.09,2.8028,100.0,1785735375.0599415
DecTree,72,42,1.26,2005,0.0075,284.603,79.97,2.8028,100.0,1785735375.07943
DecTree,68,42,1.34,2005,0.0075,284.603,81.75,2.8028,100.0,1785735375.099233
DecTree,76,42,1.28,2005,0.0075,284.603,77.97,2.8028,100.0,1785735375.1094644
DecTree,82,42,1.3,2005,0.0075,284.603,76.14,2.8028,100.0,1785735375.1747096
DecTree,86,42,1.23,2005,0.0075,284.603,72.67,2.8028,100.0,1785735375.1769292
DecTree,80,42,1.36,2005,0.0075,284.603,75.3,2.8028,100.0,1785735375.1989074
DecTree,84,42,1.33,2005,0.0075,284.603,74.14,2.8028,100.0,1785735375.2358966
DecTree,88,42,1.29,2005,0.0075,284.603,72.36,2.8028,100.0,1785735375.2767515
DecTree,59,42,1.19,2005,0.0075,284.603,85.36,2.8028,100.0,1785735376.10265
DecTree,57,42,1.25,2005,0.0075,284.603,86.63,2.8028,100.0,1785735376.10647
DecTree,55,42,1.27,2005,0.0075,284.603,87.87,2.8028,100.0,1785735376.1163423
DecTree,53,42,1.37,2005,0.0075,284.603,88.7,2.8028,100.0,1785735376.1869612
DecTree,65,42,1.27,2005,0.0075,284.603,82.59,2.8028,100.0,1785735376.189229
DecTree,51,42,1.26,2005,0.0075,284.603,89.78,2.8028,100.0,1785735376.199937
DecTree,79,42,1.23,2005,0.0075,284.603,76.32,2.8028,100.0,1785735376.2039838
DecTree,63,42,1.33,2005,0.0075,284.603,84.34,2.8028,100.0,1785735376.2343135
DecTree,61,42,1.35,2005,0.0075,284.603,85.36,2.8028,100.0,1785735376.2680812
DecTree,71,42,1.24,2005,0.0075,284.603,80.39,2.8028,100.0,1785735376.2728865
DecTree,67,42,1.27,2005,0.0075,284.603,81.8,2.8028,100.0,1785735376.285451
DecTree,75,42,1.23,2005,0.0075,284.603,78.84,2.8028,100.0,1785735376.2961664
DecTree,73,42,1.24,2005,0.0075,284.603,79.75,2.8028,100.0,1785735376.320279
DecTree,69,42,1.24,2005,0.0075,284.603,81.88,2.8028,100.0,1785735376.3460836
DecTree,83,42,1.18,2005,0.0075,284.603,74.35,2.8028,100.0,1785735376.3557143
DecTree,87,42,1.18,2005,0.0075,284.603,72.37,2.8028,100.0,1785735376.3621533
DecTree,77,42,1.27,2005,0.0075,284.603,77.46,2.8028,100.0,1785735376.3759954
DecTree,81,42,1.23,2005,0.0075,284.603,75.76,2.8028,100.0,1785735376.4323597
DecTree,89,42,1.2,2005,0.0075,284.603,71.73,2.8028,100.0,1785735376.480407
DecTree,85,42,1.25,2005,0.0075,284.603,74.0,2.8028,100.0,1785735376.486378
DecTree,90,42,0.8,2005,0.0075,284.603,71.08,2.8028,100.0,1785735376.9080727
DecTree,92,42,0.85,2005,0.0075,284.603,69.68,2.8028,100.0,1785735376.9570837
DecTree,94,42,0.84,2005,0.0075,284.603,69.06,2.8028,100.0,1785735376.9572015
DecTree,98,42,0.78,2005,0.0075,284.603,67.17,2.8028,100.0,1785735376.9689164
DecTree,96,42,0.79,2005,0.0075,284.603,67.82,2.8028,100.0,1785735376.9782286
DecTree,100,42,0.8,2005,0.0075,284.603,66.02,2.8028,100.0,1785735376.9994173
DecTree,91,42,0.74,2005,0.0075,284.603,70.63,2.8028,100.0,1785735377.6471162
DecTree,95,42,0.72,2005,0.0075,284.603,68.41,2.8028,100.0,1785735377.6804364
DecTree,99,42,0.72,2005,0.0075,284.603,68.23,2.8028,100.0,1785735377.688001
DecTree,93,42,0.74,2005,0.0075,284.603,69.6,2.8028,100.0,1785735377.7032046
DecTree,97,42,0.72,2005,0.0075,284.603,67.3,2.8028,100.0,1785735377.703306
StdMLP,16,42,3.13,1805,0.0068,509.432,99.79,12.2106,100.0,1785735380.9801817
StdMLP,10,42,3.26,1805,0.0068,509.432,99.97,12.2106,100.0,1785735381.1068969
StdMLP,48,42,3.29,1805,0.0068,509.432,91.68,12.2106,100.0,1785735381.142602
StdMLP,34,42,3.39,1805,0.0068,509.432,98.25,12.2106,100.0,1785735381.2397666
StdMLP,26,42,3.4,1805,0.0068,509.432,99.76,12.2106,100.0,1785735381.244889
StdMLP,30,42,3.4,1805,0.0068,509.432,100.0,12.2106,100.0,1785735381.2452564
StdMLP,24,42,3.41,1805,0.0068,509.432,100.0,12.2106,100.0,1785735381.2578454
StdMLP,44,42,3.41,1805,0.0068,509.432,93.87,12.2106,100.0,1785735381.2609706
StdMLP,18,42,3.42,1805,0.0068,509.432,99.84,12.2106,100.0,1785735381.2717035
StdMLP,38,42,3.43,1805,0.0068,509.432,96.19,12.2106,100.0,1785735381.2789896
StdMLP,22,42,3.44,1805,0.0068,509.432,99.96,12.2106,100.0,1785735381.2850015
StdMLP,14,42,3.44,1805,0.0068,509.432,100.0,12.2106,100.0,1785735381.2897725
StdMLP,40,42,3.46,1805,0.0068,509.432,95.24,12.2106,100.0,1785735381.3047855
StdMLP,32,42,3.46,1805,0.0068,509.432,98.81,12.2106,100.0,1785735381.308205
StdMLP,28,42,3.49,1805,0.0068,509.432,100.0,12.2106,100.0,1785735381.3385627
StdMLP,36,42,3.49,1805,0.0068,509.432,97.64,12.2106,100.0,1785735381.339406
StdMLP,46,42,3.5,1805,0.0068,509.432,92.14,12.2106,100.0,1785735381.3528705
StdMLP,20,42,3.52,1805,0.0068,509.432,99.73,12.2106,100.0,1785735381.3655035
StdMLP,12,42,3.52,1805,0.0068,509.432,99.85,12.2106,100.0,1785735381.3661358
StdMLP,42,42,3.52,1805,0.0068,509.432,93.8,12.2106,100.0,1785735381.3738592
StdMLP,17,42,1.7,1805,0.0068,509.432,100.0,12.2106,100.0,1785735382.6828392
StdMLP,45,42,1.55,1805,0.0068,509.432,91.98,12.2106,100.0,1785735382.8109932
StdMLP,49,42,1.67,1805,0.0068,509.432,90.97,12.2106,100.0,1785735382.8150234
StdMLP,11,42,1.74,1805,0.0068,509.432,100.0,12.2106,100.0,1785735382.8507357
StdMLP,31,42,1.67,1805,0.0068,509.432,99.44,12.2106,100.0,1785735382.9124694
StdMLP,25,42,1.67,1805,0.0068,509.432,99.79,12.2106,100.0,1785735382.9320707
StdMLP,39,42,1.66,1805,0.0068,509.432,95.37,12.2106,100.0,1785735382.9356315
StdMLP,35,42,1.71,1805,0.0068,509.432,97.97,12.2106,100.0,1785735382.949226
StdMLP,41,42,1.64,1805,0.0068,509.432,95.3,12.2106,100.0,1785735382.949544
StdMLP,19,42,1.69,1805,0.0068,509.432,100.0,12.2106,100.0,1785735382.9660444
StdMLP,27,42,1.76,1805,0.0068,509.432,100.0,12.2106,100.0,1785735383.0085528
StdMLP,15,42,1.72,1805,0.0068,509.432,99.79,12.2106,100.0,1785735383.013217
StdMLP,33,42,1.71,1805,0.0068,509.432,98.95,12.2106,100.0,1785735383.0191507
StdMLP,23,42,1.74,1805,0.0068,509.432,100.0,12.2106,100.0,1785735383.0216346
StdMLP,37,42,1.73,1805,0.0068,509.432,96.65,12.2106,100.0,1785735383.06652
StdMLP,21,42,1.72,1805,0.0068,509.432,99.97,12.2106,100.0,1785735383.084155
StdMLP,13,42,1.75,1805,0.0068,509.432,100.0,12.2106,100.0,1785735383.1181746
StdMLP,43,42,1.74,1805,0.0068,509.432,93.5,12.2106,100.0,1785735383.1224265
StdMLP,29,42,1.79,1805,0.0068,509.432,100.0,12.2106,100.0,1785735383.1328063
StdMLP,47,42,1.83,1805,0.0068,509.432,91.38,12.2106,100.0,1785735383.1862197
StdMLP,50,42,1.75,1805,0.0068,509.432,90.08,12.2106,100.0,1785735384.4401908
StdMLP,54,42,1.67,1805,0.0068,509.432,87.45,12.2106,100.0,1785735384.4868484
StdMLP,52,42,1.72,1805,0.0068,509.432,89.79,12.2106,100.0,1785735384.5366015
StdMLP,62,42,1.64,1805,0.0068,509.432,84.84,12.2106,100.0,1785735384.582134
StdMLP,56,42,1.74,1805,0.0068,509.432,87.51,12.2106,100.0,1785735384.5896754
StdMLP,68,42,1.63,1805,0.0068,509.432,81.02,12.2106,100.0,1785735384.595854
StdMLP,72,42,1.59,1805,0.0068,509.432,79.73,12.2106,100.0,1785735384.6084924
StdMLP,58,42,1.71,1805,0.0068,509.432,85.9,12.2106,100.0,1785735384.6261077
StdMLP,70,42,1.65,1805,0.0068,509.432,81.49,12.2106,100.0,1785735384.6641526
StdMLP,60,42,1.74,1805,0.0068,509.432,86.35,12.2106,100.0,1785735384.676461
StdMLP,64,42,1.74,1805,0.0068,509.432,83.56,12.2106,100.0,1785735384.6866322
StdMLP,76,42,1.7,1805,0.0068,509.432,78.33,12.2106,100.0,1785735384.7251997
StdMLP,66,42,1.79,1805,0.0068,509.432,83.47,12.2106,100.0,1785735384.7379036
StdMLP,74,42,1.73,1805,0.0068,509.432,78.81,12.2106,100.0,1785735384.75221
StdMLP,80,42,1.67,1805,0.0068,509.432,75.94,12.2106,100.0,1785735384.7617953
StdMLP,86,42,1.66,1805,0.0068,509.432,72.9,12.2106,100.0,1785735384.7971916
StdMLP,78,42,1.75,1805,0.0068,509.432,77.7,12.2106,100.0,1785735384.8145788
StdMLP,84,42,1.77,1805,0.0068,509.432,74.56,12.2106,100.0,1785735384.897195
StdMLP,82,42,1.83,1805,0.0068,509.432,74.41,12.2106,100.0,1785735384.9549177
StdMLP,88,42,1.78,1805,0.0068,509.432,72.22,12.2106,100.0,1785735384.974795
StdMLP,51,42,1.68,1805,0.0068,509.432,89.82,12.2106,100.0,1785735386.1176665
StdMLP,53,42,1.63,1805,0.0068,509.432,89.22,12.2106,100.0,1785735386.1693077
StdMLP,73,42,1.66,1805,0.0068,509.432,79.53,12.2106,100.0,1785735386.270148
StdMLP,61,42,1.6,1805,0.0068,509.432,85.06,12.2106,100.0,1785735386.2775998
StdMLP,55,42,1.81,1805,0.0068,509.432,87.69,12.2106,100.0,1785735386.2957315
StdMLP,71,42,1.64,1805,0.0068,509.432,80.61,12.2106,100.0,1785735386.3028944
StdMLP,57,42,1.75,1805,0.0068,509.432,87.2,12.2106,100.0,1785735386.3450236
StdMLP,59,42,1.73,1805,0.0068,509.432,85.97,12.2106,100.0,1785735386.35692
StdMLP,69,42,1.76,1805,0.0068,509.432,81.05,12.2106,100.0,1785735386.362252
StdMLP,81,42,1.6,1805,0.0068,509.432,75.52,12.2106,100.0,1785735386.3682752
StdMLP,65,42,1.69,1805,0.0068,509.432,83.99,12.2106,100.0,1785735386.3760118
StdMLP,63,42,1.79,1805,0.0068,509.432,84.65,12.2106,100.0,1785735386.3767736
StdMLP,75,42,1.67,1805,0.0068,509.432,78.6,12.2106,100.0,1785735386.421069
StdMLP,67,42,1.69,1805,0.0068,509.432,83.05,12.2106,100.0,1785735386.4281518
StdMLP,77,42,1.78,1805,0.0068,509.432,78.05,12.2106,100.0,1785735386.503276
StdMLP,79,42,1.69,1805,0.0068,509.432,76.14,12.2106,100.0,1785735386.508444
StdMLP,83,42,1.56,1805,0.0068,509.432,75.31,12.2106,100.0,1785735386.5211952
StdMLP,87,42,1.74,1805,0.0068,509.432,73.21,12.2106,100.0,1785735386.5380049
StdMLP,85,42,1.65,1805,0.0068,509.432,73.31,12.2106,100.0,1785735386.5461752
StdMLP,89,42,1.67,1805,0.0068,509.432,71.56,12.2106,100.0,1785735386.640931
StdMLP,90,42,1.15,1805,0.0068,509.432,70.86,12.2106,100.0,1785735387.2644763
StdMLP,92,42,1.13,1805,0.0068,509.432,69.98,12.2106,100.0,1785735387.305171
StdMLP,96,42,1.05,1805,0.0068,509.432,68.14,12.2106,100.0,1785735387.3317506
StdMLP,98,42,1.07,1805,0.0068,509.432,66.93,12.2106,100.0,1785735387.367592
StdMLP,94,42,1.14,1805,0.0068,509.432,69.03,12.2106,100.0,1785735387.410964
StdMLP,100,42,1.13,1805,0.0068,509.432,66.36,12.2106,100.0,1785735387.432477
StdMLP,91,42,1.01,1805,0.0068,509.432,70.59,12.2106,100.0,1785735388.2758367
StdMLP,93,42,1.01,1805,0.0068,509.432,69.8,12.2106,100.0,1785735388.3130157
StdMLP,97,42,0.99,1805,0.0068,509.432,67.16,12.2106,100.0,1785735388.3256466
StdMLP,99,42,1.01,1805,0.0068,509.432,67.0,12.2106,100.0,1785735388.374402
StdMLP,95,42,1.01,1805,0.0068,509.432,68.8,12.2106,100.0,1785735388.423354
ActorCritic,16,42,0.41,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735388.9653018
ActorCritic,30,42,0.42,2005,0.0075,1934.94,99.66,0.2803,100.0,1785735388.9754865
ActorCritic,20,42,0.43,2005,0.0075,1934.94,99.97,0.2803,100.0,1785735388.9790802
ActorCritic,42,42,0.43,2005,0.0075,1934.94,97.32,0.2803,100.0,1785735388.9797263
ActorCritic,14,42,0.43,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735388.9818358
ActorCritic,26,42,0.43,2005,0.0075,1934.94,99.87,0.2803,100.0,1785735388.9837005
ActorCritic,24,42,0.43,2005,0.0075,1934.94,98.94,0.2803,100.0,1785735388.9867618
ActorCritic,46,42,0.43,2005,0.0075,1934.94,97.14,0.2803,100.0,1785735388.988312
ActorCritic,18,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735388.9931324
ActorCritic,28,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735388.9932537
ActorCritic,22,42,0.44,2005,0.0075,1934.94,99.77,0.2803,100.0,1785735388.9958456
ActorCritic,36,42,0.45,2005,0.0075,1934.94,98.87,0.2803,100.0,1785735389.0015688
ActorCritic,44,42,0.45,2005,0.0075,1934.94,96.85,0.2803,100.0,1785735389.0035698
ActorCritic,34,42,0.45,2005,0.0075,1934.94,99.42,0.2803,100.0,1785735389.0048287
ActorCritic,48,42,0.45,2005,0.0075,1934.94,95.07,0.2803,100.0,1785735389.0131087
ActorCritic,10,42,0.46,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735389.0155244
ActorCritic,12,42,0.46,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735389.0155568
ActorCritic,38,42,0.48,2005,0.0075,1934.94,98.48,0.2803,100.0,1785735389.0287745
ActorCritic,40,42,0.51,2005,0.0075,1934.94,98.46,0.2803,100.0,1785735389.0648878
ActorCritic,32,42,0.52,2005,0.0075,1934.94,99.61,0.2803,100.0,1785735389.0734422
ActorCritic,17,42,0.43,2005,0.0075,1934.94,99.51,0.2803,100.0,1785735389.3965552
ActorCritic,45,42,0.4,2005,0.0075,1934.94,95.75,0.2803,100.0,1785735389.4054832
ActorCritic,23,42,0.41,2005,0.0075,1934.94,99.38,0.2803,100.0,1785735389.4080646
ActorCritic,31,42,0.43,2005,0.0075,1934.94,99.75,0.2803,100.0,1785735389.4089088
ActorCritic,43,42,0.43,2005,0.0075,1934.94,95.62,0.2803,100.0,1785735389.412408
ActorCritic,15,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735389.4232564
ActorCritic,19,42,0.43,2005,0.0075,1934.94,99.91,0.2803,100.0,1785735389.4279263
ActorCritic,21,42,0.45,2005,0.0075,1934.94,99.94,0.2803,100.0,1785735389.434417
ActorCritic,25,42,0.45,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735389.4375207
ActorCritic,27,42,0.46,2005,0.0075,1934.94,99.6,0.2803,100.0,1785735389.444887
ActorCritic,29,42,0.45,2005,0.0075,1934.94,99.54,0.2803,100.0,1785735389.4459274
ActorCritic,11,42,0.43,2005,0.0075,1934.94,99.87,0.2803,100.0,1785735389.4497273
ActorCritic,49,42,0.44,2005,0.0075,1934.94,95.03,0.2803,100.0,1785735389.4558802
ActorCritic,13,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735389.457638
ActorCritic,39,42,0.43,2005,0.0075,1934.94,98.33,0.2803,100.0,1785735389.459792
ActorCritic,47,42,0.49,2005,0.0075,1934.94,96.63,0.2803,100.0,1785735389.4770904
ActorCritic,37,42,0.49,2005,0.0075,1934.94,98.74,0.2803,100.0,1785735389.4895568
ActorCritic,35,42,0.52,2005,0.0075,1934.94,98.5,0.2803,100.0,1785735389.5261002
ActorCritic,33,42,0.47,2005,0.0075,1934.94,99.31,0.2803,100.0,1785735389.5415442
ActorCritic,41,42,0.48,2005,0.0075,1934.94,97.34,0.2803,100.0,1785735389.5441494
ActorCritic,58,42,0.43,2005,0.0075,1934.94,92.64,0.2803,100.0,1785735389.8446786
ActorCritic,60,42,0.44,2005,0.0075,1934.94,92.95,0.2803,100.0,1785735389.865876
ActorCritic,66,42,0.43,2005,0.0075,1934.94,91.42,0.2803,100.0,1785735389.8675892
ActorCritic,70,42,0.42,2005,0.0075,1934.94,90.59,0.2803,100.0,1785735389.8684037
ActorCritic,50,42,0.47,2005,0.0075,1934.94,95.27,0.2803,100.0,1785735389.8734918
ActorCritic,54,42,0.47,2005,0.0075,1934.94,93.91,0.2803,100.0,1785735389.8750377
ActorCritic,72,42,0.44,2005,0.0075,1934.94,89.53,0.2803,100.0,1785735389.8860312
ActorCritic,68,42,0.44,2005,0.0075,1934.94,90.48,0.2803,100.0,1785735389.891179
ActorCritic,78,42,0.45,2005,0.0075,1934.94,88.78,0.2803,100.0,1785735389.9072273
ActorCritic,56,42,0.5,2005,0.0075,1934.94,93.19,0.2803,100.0,1785735389.9114723
ActorCritic,64,42,0.48,2005,0.0075,1934.94,91.39,0.2803,100.0,1785735389.9157488
ActorCritic,62,42,0.49,2005,0.0075,1934.94,92.78,0.2803,100.0,1785735389.9239788
ActorCritic,76,42,0.47,2005,0.0075,1934.94,88.36,0.2803,100.0,1785735389.9240708
ActorCritic,52,42,0.52,2005,0.0075,1934.94,95.36,0.2803,100.0,1785735389.9278948
ActorCritic,74,42,0.48,2005,0.0075,1934.94,89.47,0.2803,100.0,1785735389.93847
ActorCritic,80,42,0.46,2005,0.0075,1934.94,87.56,0.2803,100.0,1785735389.9390926
ActorCritic,82,42,0.45,2005,0.0075,1934.94,87.09,0.2803,100.0,1785735389.9458044
ActorCritic,88,42,0.48,2005,0.0075,1934.94,85.77,0.2803,100.0,1785735390.0254674
ActorCritic,86,42,0.48,2005,0.0075,1934.94,86.59,0.2803,100.0,1785735390.0261662
ActorCritic,84,42,0.5,2005,0.0075,1934.94,87.42,0.2803,100.0,1785735390.027414
ActorCritic,71,42,0.45,2005,0.0075,1934.94,90.31,0.2803,100.0,1785735390.3211613
ActorCritic,59,42,0.49,2005,0.0075,1934.94,93.54,0.2803,100.0,1785735390.3406324
ActorCritic,51,42,0.47,2005,0.0075,1934.94,96.11,0.2803,100.0,1785735390.341582
ActorCritic,69,42,0.45,2005,0.0075,1934.94,90.08,0.2803,100.0,1785735390.3468711
ActorCritic,75,42,0.42,2005,0.0075,1934.94,88.6,0.2803,100.0,1785735390.3615663
ActorCritic,67,42,0.5,2005,0.0075,1934.94,90.65,0.2803,100.0,1785735390.3667402
ActorCritic,57,42,0.46,2005,0.0075,1934.94,93.5,0.2803,100.0,1785735390.3691034
ActorCritic,73,42,0.48,2005,0.0075,1934.94,89.6,0.2803,100.0,1785735390.3693376
ActorCritic,55,42,0.49,2005,0.0075,1934.94,93.98,0.2803,100.0,1785735390.369609
ActorCritic,65,42,0.47,2005,0.0075,1934.94,91.31,0.2803,100.0,1785735390.3838034
ActorCritic,63,42,0.46,2005,0.0075,1934.94,92.61,0.2803,100.0,1785735390.3847406
ActorCritic,81,42,0.45,2005,0.0075,1934.94,87.78,0.2803,100.0,1785735390.387945
ActorCritic,61,42,0.52,2005,0.0075,1934.94,91.95,0.2803,100.0,1785735390.388025
ActorCritic,77,42,0.46,2005,0.0075,1934.94,89.03,0.2803,100.0,1785735390.39026
ActorCritic,79,42,0.49,2005,0.0075,1934.94,88.48,0.2803,100.0,1785735390.3972895
ActorCritic,83,42,0.46,2005,0.0075,1934.94,87.85,0.2803,100.0,1785735390.4080892
ActorCritic,53,42,0.49,2005,0.0075,1934.94,94.14,0.2803,100.0,1785735390.4224334
ActorCritic,89,42,0.44,2005,0.0075,1934.94,85.01,0.2803,100.0,1785735390.4707952
ActorCritic,87,42,0.46,2005,0.0075,1934.94,86.35,0.2803,100.0,1785735390.48565
ActorCritic,85,42,0.46,2005,0.0075,1934.94,87.2,0.2803,100.0,1785735390.4899528
ActorCritic,90,42,0.29,2005,0.0075,1934.94,85.1,0.2803,100.0,1785735390.6203773
ActorCritic,100,42,0.26,2005,0.0075,1934.94,82.59,0.2803,100.0,1785735390.634721
ActorCritic,96,42,0.29,2005,0.0075,1934.94,83.37,0.2803,100.0,1785735390.6351357
ActorCritic,94,42,0.29,2005,0.0075,1934.94,84.54,0.2803,100.0,1785735390.636943
ActorCritic,92,42,0.3,2005,0.0075,1934.94,85.43,0.2803,100.0,1785735390.6411266
ActorCritic,98,42,0.28,2005,0.0075,1934.94,84.49,0.2803,100.0,1785735390.6445558
ActorCritic,91,42,0.26,2005,0.0075,1934.94,84.59,0.2803,100.0,1785735390.8854578
ActorCritic,97,42,0.25,2005,0.0075,1934.94,83.87,0.2803,100.0,1785735390.88601
ActorCritic,99,42,0.25,2005,0.0075,1934.94,83.46,0.2803,100.0,1785735390.8907251
ActorCritic,93,42,0.25,2005,0.0075,1934.94,85.57,0.2803,100.0,1785735390.8950336
ActorCritic,95,42,0.26,2005,0.0075,1934.94,84.77,0.2803,100.0,1785735390.895103
PPO,14,42,0.38,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.332248
PPO,20,42,0.41,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.3571887
PPO,12,42,0.42,2005,0.0075,1934.94,99.35,0.2803,100.0,1785735391.3682723
PPO,22,42,0.42,2005,0.0075,1934.94,99.06,0.2803,100.0,1785735391.372165
PPO,18,42,0.43,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.3733506
PPO,34,42,0.43,2005,0.0075,1934.94,99.72,0.2803,100.0,1785735391.3747945
PPO,44,42,0.43,2005,0.0075,1934.94,96.54,0.2803,100.0,1785735391.375837
PPO,36,42,0.43,2005,0.0075,1934.94,98.9,0.2803,100.0,1785735391.3761356
PPO,24,42,0.43,2005,0.0075,1934.94,99.2,0.2803,100.0,1785735391.3762531
PPO,40,42,0.43,2005,0.0075,1934.94,97.86,0.2803,100.0,1785735391.377362
PPO,30,42,0.43,2005,0.0075,1934.94,99.11,0.2803,100.0,1785735391.3776596
PPO,28,42,0.43,2005,0.0075,1934.94,99.72,0.2803,100.0,1785735391.3786125
PPO,16,42,0.43,2005,0.0075,1934.94,99.95,0.2803,100.0,1785735391.3793807
PPO,26,42,0.44,2005,0.0075,1934.94,98.83,0.2803,100.0,1785735391.3904958
PPO,32,42,0.46,2005,0.0075,1934.94,99.5,0.2803,100.0,1785735391.4059105
PPO,10,42,0.46,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.4083078
PPO,42,42,0.47,2005,0.0075,1934.94,97.03,0.2803,100.0,1785735391.424177
PPO,48,42,0.5,2005,0.0075,1934.94,95.66,0.2803,100.0,1785735391.4490678
PPO,38,42,0.51,2005,0.0075,1934.94,96.8,0.2803,100.0,1785735391.4592762
PPO,46,42,0.54,2005,0.0075,1934.94,96.54,0.2803,100.0,1785735391.4912002
PPO,13,42,0.42,2005,0.0075,1934.94,99.65,0.2803,100.0,1785735391.7871938
PPO,15,42,0.49,2005,0.0075,1934.94,99.24,0.2803,100.0,1785735391.819321
PPO,29,42,0.44,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.820717
PPO,21,42,0.47,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.82767
PPO,19,42,0.46,2005,0.0075,1934.94,99.91,0.2803,100.0,1785735391.829783
PPO,45,42,0.46,2005,0.0075,1934.94,96.53,0.2803,100.0,1785735391.8341007
PPO,23,42,0.46,2005,0.0075,1934.94,99.43,0.2803,100.0,1785735391.8344953
PPO,35,42,0.46,2005,0.0075,1934.94,98.75,0.2803,100.0,1785735391.840438
PPO,27,42,0.45,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.845794
PPO,25,42,0.47,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.847159
PPO,17,42,0.47,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.848818
PPO,37,42,0.48,2005,0.0075,1934.94,99.18,0.2803,100.0,1785735391.854125
PPO,41,42,0.48,2005,0.0075,1934.94,97.79,0.2803,100.0,1785735391.8562355
PPO,33,42,0.45,2005,0.0075,1934.94,99.43,0.2803,100.0,1785735391.859103
PPO,31,42,0.49,2005,0.0075,1934.94,98.82,0.2803,100.0,1785735391.867549
PPO,43,42,0.46,2005,0.0075,1934.94,96.7,0.2803,100.0,1785735391.8852298
PPO,11,42,0.5,2005,0.0075,1934.94,100.0,0.2803,100.0,1785735391.9078891
PPO,49,42,0.48,2005,0.0075,1934.94,95.75,0.2803,100.0,1785735391.9322371
