episode,global_step,mean_reward,mean_loss,swap_count,mean_aoi,peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails
1,600,-0.3513,0.0,83,2.9771,2.9771,0.9215,4.2405,48.5931,2.4516,4.4128,11.682,0.239232,0.7916,0.6987,12532,11548
1,600,25.0,-0.171896,-0.460356,-0.171896,1.0092,335,335,16,2.9167,2.6781,2748,2723,ok,,8.2961,40.3,2.0964,0.2098,19.375,365.2861,23.1184,17.0868,10.9483,0.020384,0.7151,0.3174,3231,678,0,0.257098,276028,1073630,4.1042,2553,0,75416,195,0.006037,0.04704
1,600,25.0,-0.132628,-0.742704,-0.132628,,,,0,False,,1.1002,0.5810237675905228,209,209,209,10,6.9286,5.5999,1209,1207,ok,,6.8073,38.2,5.0917,0.0937,14.9641,335.8523,10.6199,17.6915,15.5639,0.023537,0.7777,0.2844,1131,106,0,0.275102,296307,1077079,11.2587,1025,0,68562,184,0.002111,0.00896,209,1.0,209,1.0,209,0.24880382775119617,209
