episode,global_step,density,reward_per_sec_selected,reward_per_decision,mean_reward,val_reward_per_sec,val_reward_per_decision,val_density,val_n_intervals_closed,val_is_best,best_reward_so_far,mean_loss,median_loss,n_losses_this_episode,grad_updates_total,grad_updates_this_episode,swap_count,mean_delta,mean_delta_actual,n_decisions,n_intervals_closed,run_status,abort_reason,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,coverage_outage_rate,outage_vehicle_steps,total_vehicle_steps,mean_update_error,n_updates_delivered,dynamics_fallbacks,n_observations,n_vehicles_seen,mean_cbr,max_cbr,wiring_updates,wiring_neighbourhood_used,wiring_neighbourhood_used_n,wiring_behaviour_logp_stored,wiring_behaviour_logp_stored_n,wiring_policy_synced,wiring_policy_synced_n
1,600,25.0,-0.144135,-0.898932,-0.144135,,,,0,False,,1.0705,0.18256589770317078,201,201,201,10,7.7096,6.2367,1073,1070,ok,,7.9371,39.5,5.7355,0.0972,18.9035,381.3528,17.1594,19.8478,15.2937,0.019634,0.7544,0.2831,977,95,0,0.275556,310983,1128567,12.689,882,0,67547,191,0.001826,0.01232,201,1.0,201,1.0,201,0.24875621890547264,201
