episode,global_step,mean_reward,mean_loss,swap_count,mean_aoi,peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails
1,600,-0.3463,0.0,81,2.9839,2.9839,0.9079,4.4902,58.5193,2.3767,4.6938,11.291,0.247067,0.7672,0.7284,12532,11378
1,600,25.0,-0.210626,-0.129628,-0.210626,0.0357,1384,1384,69,0.6372,0.6154,10590,10575,ok,,1.8744,25.5,0.6527,0.2187,1.3055,177.4737,0.1339,2.0216,10.4381,0.068796,0.5904,0.0844,13299,2909,5,0.257098,276028,1073630,0.2626,10390,0,75416,195,0.02483,0.05936
