episode,global_step,mean_reward,mean_loss,swap_count,mean_aoi,peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails
1,200,-0.4119,0.0017,3,1.0066,1.0066,0.5607,7.5277,12.4487,7.5277,7.5277,15.9388,0.021822,0.9998,0.9809,305,171
