episode,global_step,mean_reward,mean_loss,swap_count,mean_aoi,peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails
1,200,-0.4355,-0.0132,1,1.0164,1.0164,0.5311,7.7919,12.4487,7.7919,7.7919,16.2438,0.021958,0.9991,0.9768,305,162
