episode,global_step,mean_reward,mean_loss,swap_count,mean_delta,n_decisions,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,n_observations,n_vehicles_seen,mean_cbr,max_cbr
1,500,-1.0633,0.0907,1,12.1582,305,11.8874,45.2,4.5897,0.1067,39.4014,516.1842,104.6451,24.1089,16.241,0.008196,0.7174,0.3114,253,27,0,24120,79,0.000567,0.00336
