vid,reward,delta_actual,interval_steps,done,transmitted,r_err,r_power,cbr,i_redundant,error,term_err,term_pow,term_cong,term_red,bucket
F18_12.0,-0.21042472590304928,3.0,30,False,True,8.108727472907343e-05,0.5474409113284238,0.00448,1.0,0.14379530638461802,4.054363736453671e-05,0.10948818226568476,0.000896,0.1,"[2.0, 10.0)"
F18_5.1,-0.27079357574759566,2.5,25,False,True,7.654206442944424e-07,0.8494859651863672,0.00448,1.0,0.008153466951625887,3.827103221472212e-07,0.16989719303727346,0.000896,0.1,"[2.0, 10.0)"
F18_12.2,-0.26162368934641134,3.299999999999997,33,False,True,0.00011735703434181853,0.8033450541462022,0.00448,1.0,0.13454515134526446,5.8678517170909264e-05,0.16066901082924046,0.000896,0.1,"[2.0, 10.0)"
F18_10.1,-0.24546482791107965,0.20000000000000284,2,False,True,0.0018923252384225393,0.7181133264593418,0.00448,1.0,1.3000962458090726,0.0009461626192112697,0.14362266529186837,0.000896,0.1,"[0.1, 0.5)"
F18_12.2,-0.22501612702152543,0.20000000000000284,2,False,True,2.6565194883708304e-07,0.620599970977755,0.00448,1.0,0.01676635513194924,1.3282597441854152e-07,0.124119994195551,0.000896,0.1,"[0.1, 0.5)"
F19_18.1,-0.1643365066263446,3.8999999999999986,39,False,True,6.227414945837091e-05,0.3170468477580771,0.00448,1.0,0.10767715543352097,3.1137074729185456e-05,0.06340936955161543,0.000896,0.1,"[2.0, 10.0)"
F19_4.0,-0.5097736637830567,4.0,40,False,True,0.8397597170559069,0.4449890262755161,0.00448,0.0,22.742675185155804,0.41987985852795345,0.08899780525510323,0.000896,0.0,"[2.0, 10.0)"
F18_12.0,-0.020516716492836554,1.0,10,False,True,0.024684617941078804,0.03639203761148575,0.00448,0.0,4.725857427002105,0.012342308970539402,0.007278407522297151,0.000896,0.0,"[0.5, 2.0)"
F19_18.1,-0.10877174494731973,0.20000000000000284,2,False,True,7.060762472882372e-09,0.039378707084692405,0.00448,1.0,0.0033158348414872307,3.530381236441186e-09,0.00787574141693848,0.000896,0.1,"[0.1, 0.5)"
F19_4.0,-0.14076715809355317,0.19999999999999574,2,False,True,2.811617959041306e-13,0.19935579046706295,0.00448,1.0,1.8583690234663663e-05,1.405808979520653e-13,0.039871158093412594,0.000896,0.1,"[0.1, 0.5)"
