episode,global_step,density,reward_per_sec_selected,reward_per_decision,mean_reward,mean_loss,grad_updates_total,grad_updates_this_episode,swap_count,mean_delta,mean_delta_actual,n_decisions,n_intervals_closed,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,coverage_outage_rate,outage_vehicle_steps,total_vehicle_steps,mean_update_error,n_updates_delivered,dynamics_fallbacks,n_observations,n_vehicles_seen,mean_cbr,max_cbr
83,166000,30.0,-0.592454,-0.273469,-0.592454,285247.4644,746,0,37,0.5552,0.4616,58776,58762,11.3114,46.0,0.4737,0.1442,44.5415,515.7224,47.0325,42.1979,19.6831,3.863838,0.6207,0.46,68174,9831,1,0.283472,1718514,6062387,1.0965,58343,0,329355,432,0.038179,0.12992
84,168000,35.0,-0.542487,-0.270397,-0.542487,285247.4644,746,0,37,0.6095,0.4984,51256,51245,12.2023,45.6,0.5086,0.1264,47.6813,539.6623,52.5624,43.3268,19.7462,3.361171,0.6817,0.4784,58230,7358,0,0.294227,1872960,6365698,1.3642,50872,0,306077,384,0.032612,0.09744
85,170000,5.0,-0.004379,-0.110902,-0.004379,285247.4644,746,0,37,39.161,25.3273,154,154,19.3227,45.5,30.3717,0.2736,36.7944,463.1308,45.3825,34.5051,10.5324,0.000604,0.8493,0.4381,106,29,0,0.287138,313710,1092542,131.0878,77,0,39029,77,5.9e-05,0.01232
86,172000,10.0,-0.042633,-0.183836,-0.042633,285247.4644,746,0,37,6.3169,4.3121,1991,1991,18.0303,45.6,2.8533,0.2198,53.4004,427.0729,91.7745,45.4515,14.5919,0.0544,0.8714,0.5225,2343,515,1,0.275419,562444,2042137,12.7287,1828,0,87566,162,0.001312,0.01456
87,174000,15.0,-0.083271,-0.209168,-0.083271,285247.4644,746,0,37,3.4904,2.5119,5642,5639,17.3905,45.3,1.7583,0.1595,71.7245,517.2628,94.3393,62.206,16.0211,0.194826,0.7987,0.5583,6414,1023,0,0.267535,861221,3219099,9.0484,5391,0,146881,251,0.003592,0.028
88,176000,20.0,-0.274938,-0.236216,-0.274938,285247.4644,746,0,37,1.1481,0.8592,22290,22286,14.4431,45.7,0.7685,0.1266,57.4858,499.0152,79.388,47.2445,17.7439,1.05492,0.7337,0.472,25141,3184,1,0.261672,1108143,4234859,2.3536,21957,0,213239,332,0.014081,0.056
89,178000,25.0,-0.561434,-0.269695,-0.561434,285247.4644,746,0,37,0.5904,0.4804,50696,50685,11.8811,45.7,0.4912,0.1297,46.0464,466.6081,51.6096,41.935,19.6478,3.296681,0.6564,0.4613,57839,7503,1,0.256379,1386034,5406183,1.2107,50336,0,293612,359,0.032396,0.08736
90,180000,30.0,-0.538081,-0.269156,-0.538081,285247.4644,746,0,37,0.6003,0.5002,58827,58813,11.9959,45.7,0.4902,0.1427,47.4842,535.2048,50.3734,44.5119,19.4754,3.740314,0.6632,0.4762,68112,9719,2,0.283101,1726747,6099397,1.1621,58393,0,352355,432,0.038144,0.10528
91,182000,35.0,-0.624438,-0.275772,-0.624438,285247.4644,746,0,37,0.5357,0.4416,60875,60861,11.2927,45.7,0.4608,0.1351,44.7519,527.7876,46.3445,43.0694,19.9135,4.152099,0.6377,0.4799,69920,9445,2,0.291904,1827976,6262247,1.0964,60475,0,329055,396,0.039157,0.11648
92,184000,5.0,-0.006574,-0.154887,-0.006574,285247.4644,746,0,37,37.7014,23.561,146,146,19.8166,45.9,31.4589,0.3271,59.8477,430.2298,90.2528,51.0504,11.1256,0.000873,0.8327,0.5426,107,35,0,0.282705,306813,1085275,145.5427,72,0,34415,74,6e-05,0.00896
93,186000,10.0,-0.009786,-0.149245,-0.009786,285247.4644,746,0,37,22.232,15.2502,629,629,19.0482,45.5,10.5071,0.3406,56.3846,534.6823,90.0662,47.0542,11.3629,0.005752,0.8809,0.5445,687,234,0,0.273028,606230,2220393,61.7622,453,0,96254,176,0.000386,0.02688
94,188000,15.0,-0.108581,-0.219899,-0.108581,285247.4644,746,0,37,2.8625,2.0252,7143,7143,17.0179,45.9,1.5441,0.1649,65.7509,485.0011,100.0651,53.8342,16.626,0.312409,0.7993,0.5463,8237,1358,0,0.260026,849808,3268168,6.528,6879,0,151355,264,0.004614,0.03136
95,190000,20.0,-0.124802,-0.21845,-0.124802,285247.4644,746,0,37,2.3967,1.7504,10486,10485,16.5625,45.5,1.2401,0.1435,67.5148,492.7707,101.7557,53.0508,16.6047,0.434186,0.8211,0.6024,11851,1701,2,0.256958,1082292,4211939,5.268,10150,0,193446,334,0.006637,0.04256
96,192000,25.0,-0.392887,-0.26359,-0.392887,285247.4644,746,0,37,0.8726,0.6709,32294,32288,13.4923,45.4,0.6018,0.0999,62.6897,508.5856,84.756,48.5522,19.5934,2.041045,0.6999,0.5203,35472,3542,0,0.262223,1360406,5187976,2.0549,31930,0,248339,364,0.019864,0.06496
97,194000,30.0,-0.639636,-0.28146,-0.639636,285247.4644,746,0,37,0.5539,0.44,55843,55838,10.8752,45.6,0.425,0.1174,45.9107,534.8128,53.8687,40.2087,20.4496,4.068526,0.6566,0.4461,62828,7379,1,0.286302,1762559,6156287,0.9787,55449,0,300935,393,0.035184,0.09968
98,196000,35.0,-0.66277,-0.273572,-0.66277,285247.4644,746,0,37,0.5047,0.4128,54856,54850,10.8056,45.6,0.4411,0.1345,45.292,506.5726,40.9449,49.8984,19.8701,3.688739,0.6447,0.4419,63008,8474,2,0.289696,1847025,6375738,0.9484,54534,0,280753,320,0.035285,0.09744
99,198000,5.0,-0.009533,-0.150643,-0.009533,285247.4644,746,0,37,23.8319,15.8019,270,270,19.3785,45.5,12.8226,0.2792,53.6286,530.1213,68.1178,49.9815,11.7537,0.002467,0.8913,0.5138,265,74,0,0.29095,308731,1061115,69.0456,191,0,42791,79,0.000148,0.01008
100,200000,10.0,-0.064854,-0.199712,-0.064854,285247.4644,746,0,37,4.5032,3.0794,3144,3144,17.597,45.5,2.2792,0.1697,54.5327,453.0611,81.5792,46.37,15.6937,0.104837,0.7999,0.5559,3565,605,0,0.274483,558555,2034938,9.3925,2960,0,99665,184,0.001997,0.02352
