Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
1,50,-77.37641006548336,0.0,0.0,100.0,0.002737402679560212,0.995,100
2,100,-81.1906297001119,0.0,0.0,100.0,0.0003797260171119646,0.990025,100
