trial_id,state,objective_value,total_equity,total_return_pct,sharpe_ratio,max_drawdown_pct,total_trades,win_rate,param_sl_lr,param_sl_hidden_dim,param_sl_batch_size,param_rl_lr,param_rl_gamma,param_rl_clip_range,param_rl_ent_coef,param_rl_hidden_dim,duration_seconds,datetime_start,datetime_complete
0,COMPLETE,0.9464,12001263.0,20.0126,0.9464,-42.3307,6,0.0,0.00042679058013626766,128,64,0.00014131447807723,0.9882408734769141,0.14184042442343792,0.00035973662732008367,256,1.3286,2026-09-02T06:50:16.111412+00:00,2026-09-02T06:50:17.439980+00:00
1,COMPLETE,0.0,10000000.0,0.0,0.0,0.0,0,0.0,0.00272301132308235,64,16,5.5675495721600404e-05,0.9005631622279048,0.15048527068896808,0.02437740796227254,256,0.5793,2026-09-02T06:50:17.454426+00:00,2026-09-02T06:50:18.033728+00:00
2,COMPLETE,0.9483,12009774.0,20.0977,0.9483,-42.3098,6,0.0,2.0674882795042683e-05,256,32,0.00018212429051954688,0.957602377047479,0.10408782640538464,0.0004266578426038001,128,0.5094,2026-09-02T06:50:18.048130+00:00,2026-09-02T06:50:18.557538+00:00
3,PRUNED,0.0,10000000.0,0.0,0.0,0.0,0,0.0,7.205880758407113e-05,64,16,2.9880538312977183e-05,0.9044413659636168,0.20108628592715783,0.00134510864185965,128,0.5016,2026-09-02T06:50:18.571664+00:00,2026-09-02T06:50:19.073231+00:00
