trial_id,state,objective_value,total_equity,total_return_pct,sharpe_ratio,max_drawdown_pct,total_trades,win_rate,param_sl_lr,param_sl_hidden_dim,param_sl_batch_size,param_rl_lr,param_rl_gamma,param_rl_clip_range,param_rl_ent_coef,param_rl_hidden_dim,duration_seconds,datetime_start,datetime_complete
0,COMPLETE,0.0,10000000.0,0.0,0.0,0.0,0,0.0,0.0001329291894316,32,64,0.000260702475837,0.9020378649352844,0.2939819704323988,0.0314288089084011,64,1.49,2026-09-02T02:35:59.143554+00:00,2026-09-02T02:36:00.633594+00:00
1,COMPLETE,0.9776,12139024.0,21.3902,0.9776,-42.3098,6,0.0,8.17949947521167e-05,256,128,0.0003718364180573,0.9197677044336776,0.2028468876827223,0.0059874749104614,128,0.7411,2026-09-02T02:36:00.637436+00:00,2026-09-02T02:36:01.378495+00:00
2,PRUNED,0.0,10000000.0,0.0,0.0,0.0,0,0.0,1.5673095467235405e-05,64,32,9.7803370166594e-05,0.9034044635904066,0.2818640804157564,0.000597502799996,64,0.6028,2026-09-02T02:36:01.383876+00:00,2026-09-02T02:36:01.986670+00:00
3,PRUNED,0.0,10000000.0,0.0,0.0,0.0,0,0.0,0.0004366473592979,64,64,2.465844721448737e-05,0.9044775016021432,0.1650660661526528,0.0014656553886225,128,1.1774,2026-09-02T02:36:01.991056+00:00,2026-09-02T02:36:03.168470+00:00
4,COMPLETE,0.9694,12095017.0,20.9502,0.9694,-41.7803,8,0.0,6.963114377829287e-05,128,16,0.0004274869455295214,0.9699788770409141,0.24580143360819745,0.020597335357437203,128,0.699,2026-09-02T02:36:03.172623+00:00,2026-09-02T02:36:03.871626+00:00
