veh_id,cur_rsu,next_rsu,r_cov,dirct,d_rsu,d_e_n,n_t_0,n_t_1,n_t_2,n_t_3,d_l_c,d_l_n,v_c_a,v_n_a,tls_c,tls_n,tlt_c,tlt_n,n_cur,n_nxt,v_ahead_avg,dist_leader,v_leader,est_travel_time,route_lane_changes,q_len_cur,q_len_nxt,n_ahead_cur,n_ahead_nxt,n_merge_nxt,occ_cur,occ_nxt,dwell_cur,dwell_nxt
F13_18.1,N35,N36,800.0,-1,2400.0,1480.7038882678357,16,16,0,20,680.6023138925743,3080.7038882678357,32.85281921620525,33.99219090600415,-2,-1,19.0,19.0,55,39,9.097578783639985,59.230867885601725,9.62617937323451,264.91130532331806,0,0,0,10,7,36,0.023117014122394083,0.011558507061197041,98.0,238.0
F14_17.2,N35,N36,800.0,-1,2400.0,1292.580082759373,21,21,1,28,492.5753074247099,2892.580082759373,31.93852900575924,33.09041277620892,-2,1,7.0,7.0,75,45,9.386992913919695,280.20045851567426,8.76578356645815,269.26031936206095,0,0,0,4,4,50,0.012609280430396773,0.025218560860793545,47.99999999999994,209.0
F14_19.4,N35,N36,800.0,-1,2400.0,1077.5203447932527,17,17,1,29,277.51721319564354,2677.5203447932527,32.09206467594129,33.21566609013669,-2,-1,21.0,21.0,72,46,9.270100976530333,98.37947519359147,9.834935592592695,274.1495127728737,0,1,1,5,4,47,0.014710827168796235,0.02942165433759247,30.0,192.0
F14_17.1,N35,N36,800.0,-1,2400.0,1497.8570262363974,20,20,1,21,697.7392974994846,3097.8570262363974,32.197458125900546,32.6575173654615,-2,1,29.0,29.0,71,47,8.750276888987399,251.92878987994447,8.860578375492244,266.22599295921873,0,0,0,16,11,42,0.04151425546386558,0.024960221208731714,69.99999999999994,209.0
F14_18.0,N35,N36,800.0,-1,2400.0,1570.19744492075,21,21,0,19,769.8085771262463,3170.19744492075,32.17268026097002,32.33672444597861,-2,1,32.0,32.0,71,46,8.827704042525852,34.02020397483768,9.686911324373447,268.20019164772805,0,0,0,17,12,40,0.037827841291190316,0.023117014122394083,82.0,197.0
F13_17.3,N35,N36,800.0,1,2400.0,1641.6824413788568,17,17,1,30,758.3175586211432,3241.6824413788568,31.489355690724373,33.55700271078804,-1,1,7.0,7.0,76,52,0.0,0.00105691861563173,0.0,144.95893466356137,0,6,0,4,3,48,0.07985877605917956,0.025218560860793545,96.0,156.0
F13_17.4,N35,N36,800.0,-1,2400.0,953.2200521272844,22,22,3,29,153.19567046156055,2553.2200521272844,31.723133222367604,33.24982120626679,-2,-1,34.0,34.0,80,70,8.583775984148986,91.4571844420999,8.839160020972601,281.1043878318921,0,1,1,19,10,54,0.05253866845998655,0.027320107599193007,16.0,200.0
F14_17.6,N35,N36,800.0,-1,2400.0,848.9117344075653,32,32,3,42,48.88941052130008,2448.9117344075653,31.773131270872387,33.37822010506234,-2,-1,0.0,0.0,88,76,6.766778996746056,32.07018048075804,9.648874232211151,350.3975817701073,0,7,7,16,6,77,0.04203093476798924,0.02837088096839274,6.0,191.0
F14_17.5,N35,N36,800.0,-1,2400.0,1063.3128476140723,24,24,3,39,263.2852007244959,2663.3128476140723,31.696698032830017,33.18813326994474,-2,-1,23.0,23.0,84,76,7.6310370193322985,11.201215253434157,8.845204214836471,325.16056147015604,0,4,4,20,10,66,0.05043712172158709,0.027320107599193007,29.0,196.0
F14_17.4,N35,N36,800.0,1,2400.0,2394.500841895682,16,16,1,27,5.499158104318099,3994.500841895682,31.990694286187935,33.144035987136,-1,-1,4.0,4.0,76,41,6.855676325718688,19.433995217080792,8.686129298932075,165.4426365156258,0,6,2,5,1,44,0.054640215198386015,0.02942165433759247,189.0,198.0
