episode,global_step,density,reward_per_sec_selected,reward_per_decision,mean_reward,mean_loss,grad_updates_total,grad_updates_this_episode,swap_count,mean_delta,mean_delta_actual,n_decisions,n_intervals_closed,mean_aoi,peak_aoi,mean_peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails,tx_abandoned,coverage_outage_rate,outage_vehicle_steps,total_vehicle_steps,mean_update_error,n_updates_delivered,dynamics_fallbacks,n_observations,n_vehicles_seen,mean_cbr,max_cbr
11,22000,20.0,-0.006859,-0.189865,-0.006859,0.2337,2458,124,122,37.5284,27.6795,679,679,17.6948,45.6,36.0225,0.1277,56.9988,525.9776,62.5505,54.3501,10.5954,0.002217,0.8981,0.5531,423,54,0,0.255925,1069483,4178887,160.5344,369,0,188099,310,0.000237,0.02576
12,24000,25.0,-0.007163,-0.208034,-0.007163,0.2437,2597,139,129,36.4676,29.0438,915,915,18.0709,45.8,35.1724,0.1265,56.4083,471.0467,57.7284,55.3906,10.5309,0.003384,0.9162,0.5705,656,83,0,0.251857,1334865,5300085,141.3028,573,0,266125,342,0.000368,0.03248
13,26000,30.0,-0.006726,-0.195967,-0.006726,0.2358,2751,154,137,37.3682,29.138,1043,1043,18.2891,45.5,35.7927,0.1571,45.895,410.6845,46.3568,45.5125,10.5426,0.003941,0.8972,0.5967,764,120,0,0.292157,1749001,5986517,121.6105,644,0,304334,399,0.000428,0.0392
14,28000,35.0,-0.006378,-0.193463,-0.006378,0.2274,2920,169,146,37.2724,30.3329,1131,1131,18.4388,45.7,35.9049,0.1792,41.5278,431.148,38.6761,45.1084,10.4738,0.004592,0.9167,0.6092,904,162,0,0.291508,1839035,6308693,103.6838,742,0,343605,388,0.000507,0.05488
15,30000,5.0,-0.005165,-0.133172,-0.005165,0.2278,2973,53,148,37.2181,25.7829,158,158,16.6984,45.3,34.2536,0.0952,43.3959,454.4903,56.0764,40.8396,10.5436,0.000434,0.8536,0.4357,84,8,0,0.288108,305625,1060801,128.5194,76,0,40752,82,4.7e-05,0.0056
16,32000,10.0,-0.005035,-0.131347,-0.005035,0.2299,3040,67,152,37.0033,26.0855,307,303,17.1447,45.3,34.2831,0.1145,38.4916,446.6318,52.6181,34.473,10.4616,0.000838,0.8767,0.41,166,19,0,0.279222,583733,2090573,113.6446,147,0,79080,158,9.3e-05,0.0112
17,34000,15.0,-0.006317,-0.18304,-0.006317,0.2221,3145,105,157,37.049,28.9745,664,664,18.084,45.4,35.9553,0.1055,50.5138,434.3967,59.5493,46.3764,10.5164,0.002238,0.9161,0.5677,436,46,0,0.26183,893414,3412196,132.7061,390,0,192600,274,0.000244,0.02464
18,36000,20.0,-0.005963,-0.164654,-0.005963,0.2333,3271,126,163,37.4815,27.6107,720,719,17.7613,45.5,35.6738,0.1096,47.2519,475.1116,60.6903,40.0047,10.5487,0.002322,0.8831,0.4838,447,49,0,0.244333,1086540,4446960,134.0556,398,0,198726,321,0.000251,0.028
19,38000,25.0,-0.006838,-0.199571,-0.006838,0.2201,3420,149,171,36.8485,29.1872,976,976,18.1239,45.5,34.9281,0.157,52.5608,535.1089,58.1467,48.2359,10.4913,0.003772,0.9123,0.5892,739,116,0,0.250556,1324500,5286233,134.3394,623,0,285288,353,0.000414,0.03472
20,40000,30.0,-0.007208,-0.214944,-0.007208,0.2216,3589,169,179,37.5224,29.8222,1032,1032,18.3956,45.6,36.2094,0.1781,49.9102,458.5144,49.3165,50.3756,10.5088,0.004027,0.9224,0.6153,786,140,0,0.280871,1712675,6097722,122.831,646,0,308196,386,0.00044,0.05936
