veh_id,cur_rsu,next_rsu,r_cov,dirct,d_rsu,d_e_n,n_t_0,n_t_1,n_t_2,n_t_3,d_l_c,d_l_n,v_c_a,v_n_a,tls_c,tls_n,tlt_c,tlt_n,n_cur,n_nxt,v_ahead_avg,dist_leader,v_leader,est_travel_time,route_lane_changes,q_len_cur,q_len_nxt,n_ahead_cur,n_ahead_nxt,n_merge_nxt,occ_cur,occ_nxt,dwell_cur,dwell_nxt
F10_15.5,N25,N24,800.0,-1,2400.0,871.2255251572728,39,0,0,39,71.22300288279143,2471.225525157273,35.00844841015613,0.0,-2,1,40.0,40.0,137,8,11.642322854974585,20.36493933145198,11.758872775926722,214.47207846998887,0,0,0,7,3,39,0.018913920645595158,0.02101546738399462,7.0,183.00000000000006
F10_15.6,N25,N24,800.0,-1,2400.0,1142.4631599108652,42,0,3,42,342.4320520060896,2742.463159910865,34.029757965938714,0.0,-2,0,2.0,2.0,152,11,10.687617416430847,668.8701349351419,10.278339866699183,214.5396636380622,0,0,0,8,5,45,0.02942165433759247,0.026269334229993276,28.0,132.99999999999994
F10_14.3,N25,N24,800.0,-1,2400.0,1102.5213500758193,42,0,4,42,302.49213899169666,2702.521350075819,34.029757965938714,0.0,-2,-1,34.0,34.0,160,11,11.056805880831892,18.30355170606589,12.614784172742075,210.19800213511093,0,0,0,11,8,46,0.037827841291190316,0.028370880968392735,26.0,137.0
F10_9.2,N25,N24,800.0,-1,2400.0,1113.925080295335,42,0,4,42,313.89536206249295,2713.9250802953347,34.029757965938714,0.0,-2,-1,37.0,37.0,159,11,11.052430824986315,50.87597183878256,12.894499474323055,211.4489914544725,0,0,0,10,7,46,0.035726294552790853,0.027320107599193004,26.0,148.0
F10_11.5,N25,N24,800.0,-1,2400.0,1440.6047781567627,42,0,3,42,640.5273822063714,3040.6047781567627,34.029757965938714,0.0,-2,0,0.0,0.0,153,11,10.749322491728591,62.983042040039834,10.204533363397882,214.17587614390746,0,0,0,12,9,45,0.02942165433759247,0.026269334229993276,57.0,178.00000000000006
F10_9.3,N25,N24,800.0,1,2400.0,1715.8371280148763,36,0,2,36,684.1628719851236,3315.8371280148763,34.198315487030605,0.0,1,1,25.0,25.0,135,11,6.201652582962698,1.8031199545821437,1.6475895482848995,232.49039083033912,0,45,0,6,2,38,0.26442274374487523,0.023117014122394083,88.0,186.0
F10_13.7,N25,N24,800.0,-1,2400.0,1515.3381274507005,38,0,2,38,715.3224570977247,3115.3381274507005,34.10722883894537,0.0,-2,1,11.0,11.0,144,11,11.266685046486009,43.46010462097625,9.965441296280218,216.27259435170552,0,0,0,9,6,40,0.02101546738399462,0.024167787491593814,68.0,186.0
F10_14.7,N25,N24,800.0,-1,2400.0,1506.4323607760248,47,0,6,47,706.4181269439873,3106.432360776025,31.981998995401245,42.735913899698744,-2,1,0.0,0.0,192,16,10.165802401791328,82.67471064272144,13.544651647238998,217.79706129967872,0,0,0,13,7,53,0.031523201075991936,0.03257397444519167,55.0,127.0
F10_11.3,N25,N24,800.0,-1,2400.0,1053.4501632077308,47,0,4,47,253.42287073256523,2653.450163207731,33.63607734441564,0.0,-2,-1,13.0,13.0,178,13,11.438178429048039,25.860018678714823,10.295719373396455,232.60483460644144,0,3,3,11,9,51,0.03992938802958978,0.030472427706792198,27.0,196.0
F10_9.5,N25,N24,800.0,1,2400.0,1761.5775834606375,36,0,0,36,638.4224165393624,3361.5775834606375,36.302666295646844,0.0,-1,-1,10.0,10.0,135,8,0.0031789213252770205,0.08097807738681695,0.02727697102401408,208.1704828160551,0,39,0,20,10,36,0.24798251513113653,0.021015467383994624,182.0,161.0
F8_15.1,N25,N24,800.0,1,2400.0,1988.5975771007597,45,0,4,45,411.4024228992401,3588.5975771007597,33.93490636439909,0.0,1,-1,21.0,21.0,173,13,14.146811325418033,157.88013808338223,14.146811325418033,190.48043370184214,0,0,3,1,0,49,0.05674176193678548,0.030472427706792198,138.00000000000006,167.0
F10_11.6,N25,N24,800.0,1,2400.0,1609.1310355712976,45,0,4,45,790.8689644287023,3209.1310355712976,31.704957897806942,43.349962304693356,1,1,26.0,26.0,186,16,8.21903211786485,654.6874418575273,12.341545964890122,2.064615300459815,0,0,0,0,0,49,0.06779993115376197,0.0,74.0,189.0
F10_14.6,N25,N24,800.0,1,2400.0,2006.9886319630778,38,0,0,38,393.01136803692225,3606.9886319630778,35.469914162391994,0.0,-1,-1,3.0,3.0,138,8,2.590062511568373,10.997294986393626,9.169676110137987,222.95006813493438,0,46,0,34,16,38,0.26479488903833226,0.02101546738399462,205.99999999999994,173.0
F8_14.1,N25,N24,800.0,-1,2400.0,1266.1370764087978,62,0,6,62,466.0969979588184,2866.137076408798,31.540507279157783,40.88798685780756,-2,-1,9.0,9.0,222,19,10.600902238913754,27.022719841866547,11.539459781149484,246.0500206288399,0,6,6,18,13,68,0.0441324815063887,0.03782784129119032,40.00000000000006,169.0
F8_14.2,N25,N24,800.0,1,2400.0,2032.9072580263364,47,0,4,47,367.09274197366346,3632.9072580263364,32.122399930975206,44.08566402530543,-1,1,33.0,33.0,186,17,9.111074452159315,12.788870486635915,11.324777959710254,194.74929114288395,0,1,0,5,2,51,0.0672494956287828,0.02833739290031052,115.99999999999994,165.0
F8_13.2,N25,N24,800.0,1,2400.0,2398.279835942075,48,0,4,48,1.720164057925217,3998.279835942075,32.57051328946194,44.310314219776316,1,-1,2.0,2.0,182,17,12.00669476339222,70.97306342270213,11.796527398982658,190.44063114082823,0,0,4,8,3,52,0.06514794889038333,0.030472427706792198,135.00000000000006,165.0
F10_13.9,N25,N24,800.0,1,2400.0,1725.4664617933076,44,0,4,44,674.5335382066921,3325.4664617933076,31.66256112495572,42.735913899698744,1,1,13.0,13.0,189,15,7.838901487682919,9.008755765335763,7.0306918622869565,274.175395719252,0,48,0,6,2,48,0.30563081853837354,0.029546632386261366,134.0,139.0
F8_15.2,N25,N24,800.0,1,2400.0,2044.5115588701601,49,0,4,49,355.48844112983977,3644.51155887016,32.38000490176342,44.08566402530543,-1,1,37.0,37.0,189,17,11.325365663382732,200.0,11.325365663382732,190.06517793185296,0,0,0,0,0,53,0.031523201075991936,0.027679252063986887,126.0,167.0
F10_13.11,N25,N24,800.0,-1,2400.0,1040.275784002235,86,2,7,86,240.27280162120417,2640.275784002235,31.170684769466856,37.114230271897185,-2,-1,15.0,15.0,262,30,5.705504514165171,603.254159905651,11.508383170106054,246.48603749889995,0,5,5,13,3,95,0.0441324815063887,0.05043712172158709,21.0,185.0
F10_13.10,N25,N24,800.0,1,2400.0,1851.594184495305,42,0,4,42,548.4058155046953,3451.594184495305,34.029757965938714,0.0,-1,-1,33.0,33.0,161,11,3.757352632363928,10.277729246003787,8.801144290545649,226.8612632142273,0,32,0,20,9,46,0.26059179556153333,0.028370880968392735,209.00000000000006,194.0
F10_9.10,N25,N24,800.0,1,2400.0,1669.4024271278804,73,0,6,73,730.5975728721194,3269.4024271278804,30.076305000641025,36.76007778214809,1,1,18.0,18.0,241,23,10.59574389659277,11.788607078677842,10.063492585568303,306.7242901293001,0,49,0,2,0,79,0.3402181299744744,0.03285119015287484,74.0,189.0
F10_13.12,N25,N24,800.0,-1,2400.0,903.8113842819334,97,2,6,97,103.78807607422902,2503.8113842819334,29.73945330547913,36.13926973715284,-2,1,30.0,30.0,270,27,11.008812653799215,14.202204441368167,11.218441319088875,218.79398639070243,0,0,0,15,9,105,0.05043712172158709,0.04816561613269113,10.0,171.0
F10_14.10,N25,N24,800.0,1,2400.0,1961.7470033568811,46,0,4,46,438.25299664311905,3561.747003356881,33.63607734441564,0.0,-1,-1,16.0,16.0,177,13,2.1295740755565213,11.709143256834409,9.690494795489677,243.07776518222792,0,41,3,34,14,50,0.2942165433759247,0.030472427706792198,220.00000000000006,172.0
F8_13.6,N25,N24,800.0,1,2400.0,2303.5021071037663,57,0,6,57,96.4978928962338,3903.5021071037663,32.17005723101754,42.735913899698744,1,-1,27.0,27.0,208,19,12.068549261952926,117.75208483478855,13.660706618337686,188.25313991450136,0,0,1,5,0,63,0.07145258910558171,0.036777067921990585,147.0,171.0
F10_9.11,N25,N24,800.0,1,2400.0,1836.5016302474373,49,0,6,49,563.4983697525627,3436.5016302474373,32.035835439960955,42.735913899698744,-1,-1,38.0,38.0,198,17,4.78681883878262,8.382762592576682,7.638256817924062,271.597430013091,0,48,0,17,7,55,0.3026227303295225,0.03362474781439139,154.0,172.0
F10_9.8,N25,N24,800.0,1,2400.0,1986.6468066081297,42,0,3,42,413.3531933918705,3586.6468066081297,34.029757965938714,0.0,1,1,0.0,0.0,152,11,3.190176302076851,0.12844908413717349,0.054356978417728796,204.90039544636483,0,29,0,32,12,45,0.26143895390764044,0.026269334229993276,241.00000000000006,189.0
F8_15.4,N25,N24,800.0,1,2400.0,1634.2422216196073,73,2,7,73,765.7577783803928,3234.2422216196073,30.619885627846344,37.114230271897185,-1,1,5.0,5.0,235,21,0.0,0.0010044757977993868,0.0,217.99343007781158,0,8,0,3,1,82,0.10087424344317418,0.034014699433444213,82.0,173.0
F10_11.8,N25,N24,800.0,1,2400.0,1945.2948017020067,36,0,2,36,454.7051982979934,3545.2948017020067,34.198315487030605,0.0,1,1,24.0,24.0,136,11,1.6936993644713367,8.03475158481092,4.584428450050677,230.81627884632712,0,46,0,34,13,38,0.26479488903833226,0.024167787491593814,257.0,187.0
F6_13.1,N25,N24,800.0,1,2400.0,1929.5175166516833,73,2,7,73,470.48248334831663,3529.5175166516833,30.533031052721885,37.114230271897185,-1,1,7.0,7.0,236,21,4.614344133520934,96.64650774824804,13.014783257909833,214.78600131180136,0,7,0,10,8,82,0.09877269670477472,0.03362474781439139,95.0,171.0
F10_14.9,N25,N24,800.0,1,2400.0,1660.0579774200673,68,0,5,68,739.9420225799325,3260.0579774200673,30.407443542683254,36.76007778214809,1,1,27.0,27.0,234,22,7.65494942117142,8.326878311291694,7.124727716750498,319.6121004378634,0,56,0,2,0,73,0.36007659852971774,0.03255300895013571,86.99999999999994,185.0
F8_15.6,N25,N24,800.0,1,2400.0,2396.1618115496276,59,0,6,59,3.838188450372172,3996.1618115496276,32.10056974621852,42.735913899698744,1,-1,23.0,23.0,214,19,13.990866185475213,94.64947987630194,13.974635508383923,186.47448416677318,0,0,3,2,1,65,0.03992938802958978,0.037827841291190316,151.99999999999994,172.0
F6_15.0,N25,N24,800.0,1,2400.0,2388.0582505823995,67,0,5,67,11.941749417600363,3988.0582505823995,30.705425718327998,37.355871656619584,-1,1,34.0,34.0,232,23,11.687368183515904,23.010918639565944,12.703677047843232,193.39546920152375,0,0,0,15,9,72,0.0882649630127774,0.03448443923688601,130.0,162.0
F8_13.4,N25,N24,800.0,-1,2400.0,1499.6511143196863,86,2,7,86,699.6378030968735,3099.6511143196863,31.170684769466856,37.114230271897185,-2,-1,16.0,16.0,262,30,8.102537882080771,46.026877458589226,12.444259149239107,240.2587843026165,0,4,4,19,9,95,0.0441324815063887,0.04938634835238736,60.0,169.0
F10_9.7,N25,N24,800.0,1,2400.0,1671.5705211235204,63,0,5,63,728.4294788764796,3271.5705211235204,30.755022939906134,37.76383400443112,1,1,39.0,39.0,225,22,0.7616928268561415,0.0010480633416136698,0.0,360.7469385781222,0,73,3,7,0,68,0.35726294552790855,0.035726294552790853,93.0,200.0
F5_14.0,N25,N24,800.0,1,2400.0,2395.953882600642,71,0,6,71,4.046117399357968,3995.953882600642,30.07907889954614,36.76007778214809,-1,1,22.0,22.0,238,23,10.91280054335912,15.360691701574979,13.416688443355799,199.33204215858566,0,3,0,5,1,77,0.05884330867518494,0.03257397444519166,121.0,164.0
F10_9.9,N25,N24,800.0,-1,2400.0,1083.7057692502149,92,2,6,92,283.6773415236444,2683.705769250215,30.609642002538965,36.35215780171126,-2,-1,3.0,3.0,266,27,10.661467743153727,52.96174594703001,11.409010438878461,251.28355652571736,0,8,8,17,10,100,0.05674176193678548,0.053589441829186284,26.0,189.0
F6_15.1,N25,N24,800.0,1,2400.0,2389.7513943898766,68,0,5,68,10.248605610123263,3989.7513943898766,30.578376799717134,36.76007778214809,-1,1,29.0,29.0,233,22,11.328070993573183,62.259632054537406,12.800249713802103,198.65556775853798,0,2,0,16,10,73,0.0882649630127774,0.03326375299159393,127.0,165.0
