Model,Step,MAE
GRU,152,72.00580949969326
GRU,153,69.83843915352368
GRU,154,75.67194848994146
GRU,155,70.97469864131477
GRU,156,69.77661489153843
GRU,157,69.14976548620785
GRU,158,70.83443165515324
GRU,159,69.4757968965677
GRU,160,70.72145167896558
GRU,161,70.61901576199483
GRU,162,68.69687855467652
GRU,163,68.51643835691668
GRU,164,69.98395413029448
GRU,165,73.07869354854171
GRU,166,68.35465025078443
GRU,167,69.40672319134863
GRU,168,69.34015049062523
GRU,169,69.38772773893817
GRU,170,69.84377346485903
GRU,171,70.99177531728483
GRU,172,69.00265355104196
GRU,173,69.15699738072263
GRU,174,69.00748596402029
GRU,175,70.38939294512538
GRU,176,70.38741882656534
GRU,177,68.91906455891656
GRU,178,69.52211380736209
GRU,179,69.27422382240357
GRU,180,69.17916702945669
GRU,181,72.71782660787206
GRU,182,68.47509614601174
GRU,183,69.18410628243143
GRU,184,69.48726826704328
GRU,185,69.1970061136442
GRU,186,70.10956177029281
GRU,187,71.10981751229359
GRU,188,70.53602285217659
GRU,189,70.30014120852611
GRU,190,69.82521373491059
GRU,191,69.46294374544682
GRU,192,70.14673507455235
GRU,193,70.84510090188932
GRU,194,70.2484686433597
GRU,195,70.02542926712955
GRU,196,69.84142186162003
GRU,197,70.3806171876997
GRU,198,69.62957694556631
GRU,199,70.172778496923
GRU,200,70.55710128511541
