episode,global_step,mean_reward,mean_loss,swap_count,mean_aoi,peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails
1,300,-0.3381,0.1513,11,1.4093,1.4093,0.8937,4.4146,12.2605,4.4146,4.4146,15.1998,0.07575,0.9414,0.8331,2220,1984
2,600,-0.3391,0.1613,21,1.4078,1.4078,0.8783,4.7487,12.1138,4.7487,4.7487,14.6297,0.061346,0.9548,0.9054,2071,1819
