episode,global_step,mean_reward,mean_loss,swap_count,mean_aoi,peak_aoi,packet_loss_rate,mean_error,max_error,low_speed_error,high_speed_error,avg_tx_power_dbm,total_energy_joules,jains_fairness_aoi,jains_fairness_err,tx_attempts,tx_fails
1,300,-0.3996,0.0011,21,1.162,1.162,0.7793,5.4848,12.3095,5.4848,5.4848,16.3341,0.165999,0.9494,0.866,2220,1730
2,600,-0.3906,0.0034,41,1.1863,1.1863,0.7755,5.463,12.1138,5.463,5.463,16.296,0.15713,0.943,0.8671,2071,1606
