[run_scenario] Resume: 4331 runs already in /home/imnyj/papers/paper3/paper/experiment/data/A_full.csv; will skip those.
  [4874/6400] d=4 eps=30 g=0.0 tau=5 algo=Random-K    seed=45 | CHR=0.998 AoI=0.000 | run=101.5s tot=67828s eta=3177m
  [4875/6400] d=4 eps=30 g=0.0 tau=5 algo=Random-K    seed=46 | CHR=0.998 AoI=0.000 | run=99.5s tot=67928s eta=3174m
  [4876/6400] d=4 eps=30 g=0.0 tau=5 algo=Random-K    seed=47 | CHR=0.998 AoI=0.000 | run=99.8s tot=68027s eta=3170m
  [4877/6400] d=4 eps=30 g=0.0 tau=5 algo=Random-K    seed=48 | CHR=0.998 AoI=0.000 | run=101.7s tot=68129s eta=3167m
  [4878/6400] d=4 eps=30 g=0.0 tau=5 algo=Random-K    seed=49 | CHR=0.998 AoI=0.000 | run=98.6s tot=68228s eta=3164m
  [4879/6400] d=4 eps=30 g=0.0 tau=5 algo=Random-K    seed=50 | CHR=0.998 AoI=0.000 | run=99.6s tot=68327s eta=3161m
  [4880/6400] d=4 eps=30 g=0.0 tau=5 algo=Random-K    seed=51 | CHR=0.998 AoI=0.000 | run=98.1s tot=68425s eta=3157m
  [4881/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=42 | CHR=0.438 AoI=0.034 | run=130.5s tot=68556s eta=3156m
  [4882/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=43 | CHR=0.438 AoI=0.034 | run=129.6s tot=68686s eta=3154m
  [4883/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=44 | CHR=0.438 AoI=0.034 | run=132.7s tot=68818s eta=3152m
  [4884/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=45 | CHR=0.438 AoI=0.034 | run=132.3s tot=68951s eta=3150m
  [4885/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=46 | CHR=0.438 AoI=0.034 | run=129.5s tot=69080s eta=3149m
  [4886/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=47 | CHR=0.438 AoI=0.034 | run=129.0s tot=69209s eta=3147m
  [4887/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=48 | CHR=0.438 AoI=0.034 | run=133.7s tot=69343s eta=3145m
  [4888/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=49 | CHR=0.439 AoI=0.034 | run=128.0s tot=69471s eta=3143m
  [4889/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=50 | CHR=0.438 AoI=0.034 | run=131.7s tot=69602s eta=3141m
  [4890/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP        seed=51 | CHR=0.438 AoI=0.034 | run=128.2s tot=69731s eta=3139m
  [4891/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=42 | CHR=0.438 AoI=0.034 | run=129.7s tot=69860s eta=3137m
  [4892/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=43 | CHR=0.438 AoI=0.034 | run=129.1s tot=69989s eta=3136m
[HEARTBEAT] 2026-05-19 07:44:35 | 경과=19h 26m 29s | 진행=4892/6400 (76.4%) | 평균=124.8s/run | ETA=52h 15m | 최근완료: algo=RILP-Greedy d=4 eps=30 g=1.0 tau=5 seed=43
  [4893/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=44 | CHR=0.438 AoI=0.034 | run=133.6s tot=70123s eta=3134m
  [4894/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=45 | CHR=0.438 AoI=0.034 | run=132.9s tot=70256s eta=3132m
  [4895/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=46 | CHR=0.438 AoI=0.034 | run=130.1s tot=70386s eta=3130m
  [4896/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=47 | CHR=0.438 AoI=0.034 | run=129.8s tot=70516s eta=3128m
  [4897/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=48 | CHR=0.438 AoI=0.034 | run=133.6s tot=70650s eta=3127m
  [4898/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=49 | CHR=0.439 AoI=0.034 | run=128.2s tot=70778s eta=3125m
  [4899/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=50 | CHR=0.438 AoI=0.034 | run=131.3s tot=70909s eta=3123m
  [4900/6400] d=4 eps=30 g=1.0 tau=5 algo=RILP-Greedy seed=51 | CHR=0.438 AoI=0.034 | run=127.2s tot=71036s eta=3121m
  [4901/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=42 | CHR=0.292 AoI=0.198 | run=142.8s tot=71179s eta=3120m
  [4902/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=43 | CHR=0.291 AoI=0.198 | run=141.8s tot=71321s eta=3118m
  [4903/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=44 | CHR=0.291 AoI=0.198 | run=146.0s tot=71467s eta=3117m
  [4904/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=45 | CHR=0.291 AoI=0.198 | run=145.6s tot=71612s eta=3116m
  [4905/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=46 | CHR=0.291 AoI=0.198 | run=142.5s tot=71755s eta=3115m
  [4906/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=47 | CHR=0.292 AoI=0.197 | run=142.0s tot=71897s eta=3113m
  [4907/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=48 | CHR=0.291 AoI=0.198 | run=146.8s tot=72044s eta=3112m
  [4908/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=49 | CHR=0.291 AoI=0.198 | run=140.3s tot=72184s eta=3111m
  [4909/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=50 | CHR=0.291 AoI=0.198 | run=143.3s tot=72327s eta=3110m
  [4910/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2023b    seed=51 | CHR=0.291 AoI=0.198 | run=139.9s tot=72467s eta=3108m
  [4911/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=42 | CHR=0.438 AoI=0.034 | run=132.8s tot=72600s eta=3106m
  [4912/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=43 | CHR=0.438 AoI=0.034 | run=131.9s tot=72732s eta=3105m
  [4913/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=44 | CHR=0.438 AoI=0.034 | run=135.9s tot=72868s eta=3103m
  [4914/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=45 | CHR=0.438 AoI=0.034 | run=134.4s tot=73002s eta=3101m
  [4915/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=46 | CHR=0.438 AoI=0.034 | run=131.9s tot=73134s eta=3099m
  [4916/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=47 | CHR=0.438 AoI=0.034 | run=132.1s tot=73266s eta=3098m
  [4917/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=48 | CHR=0.438 AoI=0.034 | run=135.5s tot=73401s eta=3096m
  [4918/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=49 | CHR=0.439 AoI=0.034 | run=129.8s tot=73531s eta=3094m
  [4919/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=50 | CHR=0.438 AoI=0.034 | run=132.7s tot=73664s eta=3092m
[HEARTBEAT] 2026-05-19 08:45:50 | 경과=20h 27m 43s | 진행=4919/6400 (76.9%) | 평균=125.3s/run | ETA=51h 32m | 최근완료: algo=Nam2025 d=4 eps=30 g=1.0 tau=5 seed=50
  [4920/6400] d=4 eps=30 g=1.0 tau=5 algo=Nam2025     seed=51 | CHR=0.438 AoI=0.034 | run=129.7s tot=73794s eta=3090m
  [4921/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=42 | CHR=0.438 AoI=0.034 | run=137.5s tot=73931s eta=3089m
  [4922/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=43 | CHR=0.438 AoI=0.034 | run=137.3s tot=74069s eta=3087m
  [4923/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=44 | CHR=0.438 AoI=0.034 | run=140.6s tot=74209s eta=3086m
  [4924/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=45 | CHR=0.438 AoI=0.034 | run=139.8s tot=74349s eta=3084m
  [4925/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=46 | CHR=0.438 AoI=0.034 | run=136.8s tot=74486s eta=3083m
  [4926/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=47 | CHR=0.438 AoI=0.034 | run=137.1s tot=74623s eta=3081m
  [4927/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=48 | CHR=0.438 AoI=0.034 | run=140.7s tot=74764s eta=3080m
  [4928/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=49 | CHR=0.439 AoI=0.034 | run=135.1s tot=74899s eta=3078m
  [4929/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=50 | CHR=0.438 AoI=0.034 | run=137.6s tot=75036s eta=3076m
  [4930/6400] d=4 eps=30 g=1.0 tau=5 algo=Youn2026    seed=51 | CHR=0.438 AoI=0.034 | run=134.9s tot=75171s eta=3075m
  [4931/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=42 | CHR=0.438 AoI=0.034 | run=127.5s tot=75299s eta=3073m
  [4932/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=43 | CHR=0.438 AoI=0.034 | run=126.8s tot=75425s eta=3071m
  [4933/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=44 | CHR=0.438 AoI=0.034 | run=130.6s tot=75556s eta=3069m
  [4934/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=45 | CHR=0.438 AoI=0.034 | run=129.6s tot=75686s eta=3067m
  [4935/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=46 | CHR=0.438 AoI=0.034 | run=127.1s tot=75813s eta=3065m
  [4936/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=47 | CHR=0.438 AoI=0.034 | run=127.2s tot=75940s eta=3063m
  [4937/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=48 | CHR=0.438 AoI=0.034 | run=131.6s tot=76072s eta=3061m
  [4938/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=49 | CHR=0.439 AoI=0.034 | run=125.5s tot=76197s eta=3059m
  [4939/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=50 | CHR=0.438 AoI=0.034 | run=129.0s tot=76326s eta=3057m
  [4940/6400] d=4 eps=30 g=1.0 tau=5 algo=V2I-Base    seed=51 | CHR=0.438 AoI=0.034 | run=124.8s tot=76451s eta=3055m
  [4941/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=42 | CHR=0.998 AoI=0.000 | run=103.7s tot=76555s eta=3052m
  [4942/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=43 | CHR=0.998 AoI=0.000 | run=103.5s tot=76658s eta=3049m
  [4943/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=44 | CHR=0.998 AoI=0.000 | run=105.3s tot=76763s eta=3046m
  [4944/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=45 | CHR=0.998 AoI=0.000 | run=106.0s tot=76869s eta=3043m
  [4945/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=46 | CHR=0.998 AoI=0.000 | run=104.5s tot=76974s eta=3040m
  [4946/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=47 | CHR=0.998 AoI=0.000 | run=104.2s tot=77078s eta=3037m
  [4947/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=48 | CHR=0.998 AoI=0.000 | run=105.8s tot=77184s eta=3034m
  [4948/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=49 | CHR=0.998 AoI=0.000 | run=102.8s tot=77287s eta=3031m
[HEARTBEAT] 2026-05-19 09:46:13 | 경과=21h 28m 06s | 진행=4948/6400 (77.3%) | 평균=125.3s/run | ETA=50h 31m | 최근완료: algo=V2V-Base d=4 eps=30 g=1.0 tau=5 seed=49
  [4949/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=50 | CHR=0.998 AoI=0.000 | run=104.4s tot=77391s eta=3028m
  [4950/6400] d=4 eps=30 g=1.0 tau=5 algo=V2V-Base    seed=51 | CHR=0.998 AoI=0.000 | run=102.3s tot=77493s eta=3025m
  [4951/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=42 | CHR=0.998 AoI=0.000 | run=100.2s tot=77594s eta=3022m
  [4952/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=43 | CHR=0.998 AoI=0.000 | run=99.9s tot=77693s eta=3019m
  [4953/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=44 | CHR=0.998 AoI=0.000 | run=101.5s tot=77795s eta=3016m
  [4954/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=45 | CHR=0.998 AoI=0.000 | run=101.4s tot=77896s eta=3013m
  [4955/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=46 | CHR=0.998 AoI=0.000 | run=100.0s tot=77996s eta=3010m
  [4956/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=47 | CHR=0.998 AoI=0.000 | run=99.8s tot=78096s eta=3007m
  [4957/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=48 | CHR=0.998 AoI=0.000 | run=101.5s tot=78198s eta=3004m
  [4958/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=49 | CHR=0.998 AoI=0.000 | run=98.9s tot=78297s eta=3001m
  [4959/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=50 | CHR=0.998 AoI=0.000 | run=100.3s tot=78397s eta=2998m
  [4960/6400] d=4 eps=30 g=1.0 tau=5 algo=Random-K    seed=51 | CHR=0.998 AoI=0.000 | run=98.5s tot=78495s eta=2995m
  [4961/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=42 | CHR=0.438 AoI=0.034 | run=131.0s tot=78626s eta=2993m
  [4962/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=43 | CHR=0.438 AoI=0.034 | run=129.6s tot=78756s eta=2991m
  [4963/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=44 | CHR=0.438 AoI=0.034 | run=133.4s tot=78889s eta=2990m
  [4964/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=45 | CHR=0.438 AoI=0.034 | run=133.2s tot=79022s eta=2988m
  [4965/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=46 | CHR=0.438 AoI=0.034 | run=130.4s tot=79153s eta=2986m
  [4966/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=47 | CHR=0.438 AoI=0.034 | run=129.9s tot=79283s eta=2984m
  [4967/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=48 | CHR=0.438 AoI=0.034 | run=133.6s tot=79416s eta=2982m
  [4968/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=49 | CHR=0.439 AoI=0.034 | run=129.2s tot=79545s eta=2980m
  [4969/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=50 | CHR=0.438 AoI=0.034 | run=131.5s tot=79677s eta=2979m
  [4970/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP        seed=51 | CHR=0.438 AoI=0.034 | run=128.6s tot=79806s eta=2977m
  [4971/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=42 | CHR=0.438 AoI=0.034 | run=130.0s tot=79936s eta=2975m
  [4972/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=43 | CHR=0.438 AoI=0.034 | run=129.5s tot=80065s eta=2973m
  [4973/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=44 | CHR=0.438 AoI=0.034 | run=132.7s tot=80198s eta=2971m
  [4974/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=45 | CHR=0.438 AoI=0.034 | run=133.5s tot=80331s eta=2969m
  [4975/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=46 | CHR=0.438 AoI=0.034 | run=130.0s tot=80461s eta=2967m
  [4976/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=47 | CHR=0.438 AoI=0.034 | run=129.5s tot=80591s eta=2965m
  [4977/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=48 | CHR=0.438 AoI=0.034 | run=133.4s tot=80724s eta=2964m
  [4978/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=49 | CHR=0.439 AoI=0.034 | run=128.6s tot=80853s eta=2962m
  [4979/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=50 | CHR=0.438 AoI=0.034 | run=131.0s tot=80984s eta=2960m
[HEARTBEAT] 2026-05-19 10:47:50 | 경과=22h 29m 43s | 진행=4979/6400 (77.8%) | 평균=125.0s/run | ETA=49h 19m | 최근완료: algo=RILP-Greedy d=4 eps=30 g=2.0 tau=5 seed=50
  [4980/6400] d=4 eps=30 g=2.0 tau=5 algo=RILP-Greedy seed=51 | CHR=0.438 AoI=0.034 | run=127.7s tot=81112s eta=2958m
  [4981/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=42 | CHR=0.292 AoI=0.198 | run=142.8s tot=81254s eta=2956m
  [4982/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=43 | CHR=0.291 AoI=0.198 | run=142.0s tot=81396s eta=2955m
  [4983/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=44 | CHR=0.291 AoI=0.198 | run=146.3s tot=81543s eta=2954m
  [4984/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=45 | CHR=0.291 AoI=0.198 | run=145.5s tot=81688s eta=2952m
  [4985/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=46 | CHR=0.291 AoI=0.198 | run=142.0s tot=81830s eta=2951m
  [4986/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=47 | CHR=0.292 AoI=0.197 | run=142.5s tot=81973s eta=2949m
  [4987/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=48 | CHR=0.291 AoI=0.198 | run=146.8s tot=82120s eta=2948m
  [4988/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=49 | CHR=0.291 AoI=0.198 | run=141.1s tot=82261s eta=2947m
  [4989/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=50 | CHR=0.291 AoI=0.198 | run=143.8s tot=82405s eta=2945m
  [4990/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2023b    seed=51 | CHR=0.291 AoI=0.198 | run=140.3s tot=82545s eta=2944m
  [4991/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=42 | CHR=0.438 AoI=0.034 | run=133.1s tot=82678s eta=2942m
  [4992/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=43 | CHR=0.438 AoI=0.034 | run=131.8s tot=82810s eta=2940m
  [4993/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=44 | CHR=0.438 AoI=0.034 | run=135.3s tot=82945s eta=2938m
  [4994/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=45 | CHR=0.438 AoI=0.034 | run=135.1s tot=83080s eta=2936m
  [4995/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=46 | CHR=0.438 AoI=0.034 | run=132.6s tot=83213s eta=2935m
  [4996/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=47 | CHR=0.438 AoI=0.034 | run=132.8s tot=83345s eta=2933m
  [4997/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=48 | CHR=0.438 AoI=0.034 | run=136.1s tot=83482s eta=2931m
  [4998/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=49 | CHR=0.439 AoI=0.034 | run=128.4s tot=83610s eta=2929m
  [4999/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=50 | CHR=0.438 AoI=0.034 | run=128.7s tot=83739s eta=2927m
  [5000/6400] d=4 eps=30 g=2.0 tau=5 algo=Nam2025     seed=51 | CHR=0.438 AoI=0.034 | run=125.6s tot=83864s eta=2925m
  [5001/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=42 | CHR=0.438 AoI=0.034 | run=132.5s tot=83997s eta=2923m
  [5002/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=43 | CHR=0.438 AoI=0.034 | run=132.5s tot=84129s eta=2921m
  [5003/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=44 | CHR=0.438 AoI=0.034 | run=135.2s tot=84265s eta=2920m
  [5004/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=45 | CHR=0.438 AoI=0.034 | run=134.8s tot=84399s eta=2918m
  [5005/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=46 | CHR=0.438 AoI=0.034 | run=132.2s tot=84532s eta=2916m
  [5006/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=47 | CHR=0.438 AoI=0.034 | run=131.9s tot=84663s eta=2914m
[HEARTBEAT] 2026-05-19 11:49:09 | 경과=23h 31m 03s | 진행=5006/6400 (78.2%) | 평균=125.4s/run | ETA=48h 34m | 최근완료: algo=Youn2026 d=4 eps=30 g=2.0 tau=5 seed=47
  [5007/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=48 | CHR=0.438 AoI=0.034 | run=136.2s tot=84800s eta=2912m
  [5008/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=49 | CHR=0.439 AoI=0.034 | run=130.8s tot=84930s eta=2910m
  [5009/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=50 | CHR=0.438 AoI=0.034 | run=133.5s tot=85064s eta=2909m
  [5010/6400] d=4 eps=30 g=2.0 tau=5 algo=Youn2026    seed=51 | CHR=0.438 AoI=0.034 | run=130.8s tot=85195s eta=2907m
  [5011/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=42 | CHR=0.438 AoI=0.034 | run=123.5s tot=85318s eta=2905m
  [5012/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=43 | CHR=0.438 AoI=0.034 | run=122.5s tot=85441s eta=2902m
  [5013/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=44 | CHR=0.438 AoI=0.034 | run=126.3s tot=85567s eta=2900m
  [5014/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=45 | CHR=0.438 AoI=0.034 | run=125.8s tot=85693s eta=2898m
  [5015/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=46 | CHR=0.438 AoI=0.034 | run=122.9s tot=85816s eta=2896m
  [5016/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=47 | CHR=0.438 AoI=0.034 | run=123.0s tot=85939s eta=2894m
  [5017/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=48 | CHR=0.438 AoI=0.034 | run=126.7s tot=86065s eta=2892m
  [5018/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=49 | CHR=0.439 AoI=0.034 | run=121.1s tot=86186s eta=2890m
  [5019/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=50 | CHR=0.438 AoI=0.034 | run=123.9s tot=86310s eta=2887m
  [5020/6400] d=4 eps=30 g=2.0 tau=5 algo=V2I-Base    seed=51 | CHR=0.438 AoI=0.034 | run=120.5s tot=86431s eta=2885m
  [5021/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=42 | CHR=0.998 AoI=0.000 | run=99.3s tot=86530s eta=2882m
  [5022/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=43 | CHR=0.998 AoI=0.000 | run=99.3s tot=86629s eta=2879m
  [5023/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=44 | CHR=0.998 AoI=0.000 | run=101.2s tot=86731s eta=2876m
  [5024/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=45 | CHR=0.998 AoI=0.000 | run=101.1s tot=86832s eta=2874m
  [5025/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=46 | CHR=0.998 AoI=0.000 | run=99.7s tot=86931s eta=2871m
  [5026/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=47 | CHR=0.998 AoI=0.000 | run=99.4s tot=87031s eta=2868m
  [5027/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=48 | CHR=0.998 AoI=0.000 | run=101.1s tot=87132s eta=2865m
  [5028/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=49 | CHR=0.998 AoI=0.000 | run=98.1s tot=87230s eta=2862m
  [5029/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=50 | CHR=0.998 AoI=0.000 | run=99.8s tot=87330s eta=2859m
  [5030/6400] d=4 eps=30 g=2.0 tau=5 algo=V2V-Base    seed=51 | CHR=0.998 AoI=0.000 | run=98.0s tot=87428s eta=2856m
  [5031/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=42 | CHR=0.998 AoI=0.000 | run=96.0s tot=87524s eta=2853m
  [5032/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=43 | CHR=0.998 AoI=0.000 | run=95.3s tot=87619s eta=2850m
  [5033/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=44 | CHR=0.998 AoI=0.000 | run=97.1s tot=87716s eta=2847m
  [5034/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=45 | CHR=0.998 AoI=0.000 | run=97.8s tot=87814s eta=2844m
  [5035/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=46 | CHR=0.998 AoI=0.000 | run=95.2s tot=87909s eta=2841m
  [5036/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=47 | CHR=0.998 AoI=0.000 | run=95.5s tot=88005s eta=2838m
  [5037/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=48 | CHR=0.998 AoI=0.000 | run=97.0s tot=88102s eta=2835m
  [5038/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=49 | CHR=0.998 AoI=0.000 | run=94.7s tot=88196s eta=2832m
  [5039/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=50 | CHR=0.998 AoI=0.000 | run=96.0s tot=88292s eta=2829m
[HEARTBEAT] 2026-05-19 12:49:38 | 경과=24h 31m 32s | 진행=5039/6400 (78.7%) | 평균=124.7s/run | ETA=47h 08m | 최근완료: algo=Random-K d=4 eps=30 g=2.0 tau=5 seed=50
  [5040/6400] d=4 eps=30 g=2.0 tau=5 algo=Random-K    seed=51 | CHR=0.998 AoI=0.000 | run=94.0s tot=88386s eta=2826m
