scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,PCO
A,Nam2023b,2,0,3.0,5,43,6.488707
A,Nam2023b,2,0,3.0,5,44,6.50314
A,Nam2023b,2,0,3.0,5,45,6.494659
A,Nam2023b,2,0,3.0,5,46,6.462577
A,Nam2023b,2,0,3.0,5,47,6.482836
A,Nam2023b,2,0,3.0,5,48,6.383904
A,Nam2023b,2,0,3.0,5,49,6.518833
A,Nam2023b,2,0,3.0,5,50,6.47687
A,Nam2023b,2,0,3.0,5,51,6.497098
A,Nam2025,2,0,3.0,5,42,0.168658
A,Nam2025,2,0,3.0,5,43,0.168912
A,Nam2025,2,0,3.0,5,44,0.16984
A,Nam2025,2,0,3.0,5,45,0.16851
A,Nam2025,2,0,3.0,5,46,0.169529
A,Nam2025,2,0,3.0,5,47,0.168623
A,Nam2025,2,0,3.0,5,48,0.167001
A,Nam2025,2,0,3.0,5,49,0.170684
A,Nam2025,2,0,3.0,5,50,0.168753
A,Nam2025,2,0,3.0,5,51,0.170503
A,Youn2026,2,0,3.0,5,42,0.168658
A,Youn2026,2,0,3.0,5,43,0.168912
A,Youn2026,2,0,3.0,5,44,0.16984
A,Youn2026,2,0,3.0,5,45,0.16851
A,Youn2026,2,0,3.0,5,46,0.169529
A,Youn2026,2,0,3.0,5,47,0.168623
A,Youn2026,2,0,3.0,5,48,0.167001
A,Youn2026,2,0,3.0,5,49,0.170684
A,Youn2026,2,0,3.0,5,50,0.168753
A,Youn2026,2,0,3.0,5,51,0.170503
A,V2I-Base,2,0,3.0,5,42,0.168658
A,V2I-Base,2,0,3.0,5,43,0.168912
A,V2I-Base,2,0,3.0,5,44,0.16984
A,V2I-Base,2,0,3.0,5,45,0.16851
A,V2I-Base,2,0,3.0,5,46,0.169529
A,V2I-Base,2,0,3.0,5,47,0.168623
A,V2I-Base,2,0,3.0,5,48,0.167001
A,V2I-Base,2,0,3.0,5,49,0.170684
A,V2I-Base,2,0,3.0,5,50,0.168753
A,V2I-Base,2,0,3.0,5,51,0.170503
A,V2V-Base,2,0,3.0,5,42,4.468916
A,V2V-Base,2,0,3.0,5,43,4.521968
A,V2V-Base,2,0,3.0,5,44,4.540718
A,V2V-Base,2,0,3.0,5,45,4.53039
A,V2V-Base,2,0,3.0,5,46,4.506897
A,V2V-Base,2,0,3.0,5,47,4.51868
A,V2V-Base,2,0,3.0,5,48,4.452697
A,V2V-Base,2,0,3.0,5,49,4.529532
A,V2V-Base,2,0,3.0,5,50,4.510963
A,V2V-Base,2,0,3.0,5,51,4.524207
A,Random-K,2,0,3.0,5,42,5.7941
A,Random-K,2,0,3.0,5,43,5.856208
A,Random-K,2,0,3.0,5,44,5.868316
A,Random-K,2,0,3.0,5,45,5.861636
A,Random-K,2,0,3.0,5,46,5.832787
A,Random-K,2,0,3.0,5,47,5.851289
A,Random-K,2,0,3.0,5,48,5.762089
A,Random-K,2,0,3.0,5,49,5.883796
A,Random-K,2,0,3.0,5,50,5.84519
A,Random-K,2,0,3.0,5,51,5.864803
A,RILP,2,10,0.0,5,42,0.168658
A,RILP,2,10,0.0,5,43,0.168912
A,RILP,2,10,0.0,5,44,0.16984
A,RILP,2,10,0.0,5,45,0.16851
A,RILP,2,10,0.0,5,46,0.169529
A,RILP,2,10,0.0,5,47,0.168623
A,RILP,2,10,0.0,5,48,0.167001
A,RILP,2,10,0.0,5,49,0.170684
A,RILP,2,10,0.0,5,50,0.168753
A,RILP,2,10,0.0,5,51,0.170503
A,RILP-Greedy,2,10,0.0,5,42,0.168658
A,RILP-Greedy,2,10,0.0,5,43,0.168912
A,RILP-Greedy,2,10,0.0,5,44,0.16984
A,RILP-Greedy,2,10,0.0,5,45,0.16851
A,RILP-Greedy,2,10,0.0,5,46,0.169529
A,RILP-Greedy,2,10,0.0,5,47,0.168623
A,RILP-Greedy,2,10,0.0,5,48,0.167001
A,RILP-Greedy,2,10,0.0,5,49,0.170684
A,RILP-Greedy,2,10,0.0,5,50,0.168753
A,RILP-Greedy,2,10,0.0,5,51,0.170503
A,Nam2023b,2,10,0.0,5,42,6.41916
A,Nam2023b,2,10,0.0,5,43,6.488707
A,Nam2023b,2,10,0.0,5,44,6.50314
A,Nam2023b,2,10,0.0,5,45,6.494659
A,Nam2023b,2,10,0.0,5,46,6.462577
A,Nam2023b,2,10,0.0,5,47,6.482836
A,Nam2023b,2,10,0.0,5,48,6.383904
A,Nam2023b,2,10,0.0,5,49,6.518833
A,Nam2023b,2,10,0.0,5,50,6.47687
A,Nam2023b,2,10,0.0,5,51,6.497098
A,Nam2025,2,10,0.0,5,42,0.168658
A,Nam2025,2,10,0.0,5,43,0.168912
A,Nam2025,2,10,0.0,5,44,0.16984
A,Nam2025,2,10,0.0,5,45,0.16851
A,Nam2025,2,10,0.0,5,46,0.169529
A,Nam2025,2,10,0.0,5,47,0.168623
A,Nam2025,2,10,0.0,5,48,0.167001
A,Nam2025,2,10,0.0,5,49,0.170684
A,Nam2025,2,10,0.0,5,50,0.168753
A,Nam2025,2,10,0.0,5,51,0.170503
A,Youn2026,2,10,0.0,5,42,0.168658
A,Youn2026,2,10,0.0,5,43,0.168912
A,Youn2026,2,10,0.0,5,44,0.16984
A,Youn2026,2,10,0.0,5,45,0.16851
A,Youn2026,2,10,0.0,5,46,0.169529
A,Youn2026,2,10,0.0,5,47,0.168623
A,Youn2026,2,10,0.0,5,48,0.167001
A,Youn2026,2,10,0.0,5,49,0.170684
A,Youn2026,2,10,0.0,5,50,0.168753
A,Youn2026,2,10,0.0,5,51,0.170503
A,V2I-Base,2,10,0.0,5,42,0.168658
A,V2I-Base,2,10,0.0,5,43,0.168912
A,V2I-Base,2,10,0.0,5,44,0.16984
A,V2I-Base,2,10,0.0,5,45,0.16851
A,V2I-Base,2,10,0.0,5,46,0.169529
A,V2I-Base,2,10,0.0,5,47,0.168623
A,V2I-Base,2,10,0.0,5,48,0.167001
A,V2I-Base,2,10,0.0,5,49,0.170684
A,V2I-Base,2,10,0.0,5,50,0.168753
A,V2I-Base,2,10,0.0,5,51,0.170503
A,V2V-Base,2,10,0.0,5,42,4.468916
A,V2V-Base,2,10,0.0,5,43,4.521968
A,V2V-Base,2,10,0.0,5,44,4.540718
A,V2V-Base,2,10,0.0,5,45,4.53039
A,V2V-Base,2,10,0.0,5,46,4.506897
A,V2V-Base,2,10,0.0,5,47,4.51868
A,V2V-Base,2,10,0.0,5,48,4.452697
A,V2V-Base,2,10,0.0,5,49,4.529532
A,V2V-Base,2,10,0.0,5,50,4.510963
A,V2V-Base,2,10,0.0,5,51,4.524207
A,Random-K,2,10,0.0,5,42,5.7941
A,Random-K,2,10,0.0,5,43,5.856208
A,Random-K,2,10,0.0,5,44,5.868316
A,Random-K,2,10,0.0,5,45,5.861636
A,Random-K,2,10,0.0,5,46,5.832787
A,Random-K,2,10,0.0,5,47,5.851289
A,Random-K,2,10,0.0,5,48,5.762089
A,Random-K,2,10,0.0,5,49,5.883796
A,Random-K,2,10,0.0,5,50,5.84519
A,Random-K,2,10,0.0,5,51,5.864803
A,RILP,2,10,1.0,5,42,0.168658
A,RILP,2,10,1.0,5,43,0.168912
A,RILP,2,10,1.0,5,44,0.16984
A,RILP,2,10,1.0,5,45,0.16851
A,RILP,2,10,1.0,5,46,0.169529
A,RILP,2,10,1.0,5,47,0.168623
A,RILP,2,10,1.0,5,48,0.167001
A,RILP,2,10,1.0,5,49,0.170684
A,RILP,2,10,1.0,5,50,0.168753
A,RILP,2,10,1.0,5,51,0.170503
A,RILP-Greedy,2,10,1.0,5,42,0.168658
A,RILP-Greedy,2,10,1.0,5,43,0.168912
A,RILP-Greedy,2,10,1.0,5,44,0.16984
A,RILP-Greedy,2,10,1.0,5,45,0.16851
A,RILP-Greedy,2,10,1.0,5,46,0.169529
A,RILP-Greedy,2,10,1.0,5,47,0.168623
A,RILP-Greedy,2,10,1.0,5,48,0.167001
A,RILP-Greedy,2,10,1.0,5,49,0.170684
A,RILP-Greedy,2,10,1.0,5,50,0.168753
A,RILP-Greedy,2,10,1.0,5,51,0.170503
A,Nam2023b,2,10,1.0,5,42,6.41916
A,Nam2023b,2,10,1.0,5,43,6.488707
A,Nam2023b,2,10,1.0,5,44,6.50314
A,Nam2023b,2,10,1.0,5,45,6.494659
A,Nam2023b,2,10,1.0,5,46,6.462577
A,Nam2023b,2,10,1.0,5,47,6.482836
A,Nam2023b,2,10,1.0,5,48,6.383904
A,Nam2023b,2,10,1.0,5,49,6.518833
A,Nam2023b,2,10,1.0,5,50,6.47687
A,Nam2023b,2,10,1.0,5,51,6.497098
A,Nam2025,2,10,1.0,5,42,0.168658
A,Nam2025,2,10,1.0,5,43,0.168912
A,Nam2025,2,10,1.0,5,44,0.16984
A,Nam2025,2,10,1.0,5,45,0.16851
A,Nam2025,2,10,1.0,5,46,0.169529
A,Nam2025,2,10,1.0,5,47,0.168623
A,Nam2025,2,10,1.0,5,48,0.167001
A,Nam2025,2,10,1.0,5,49,0.170684
A,Nam2025,2,10,1.0,5,50,0.168753
A,Nam2025,2,10,1.0,5,51,0.170503
A,Youn2026,2,10,1.0,5,42,0.168658
A,Youn2026,2,10,1.0,5,43,0.168912
A,Youn2026,2,10,1.0,5,44,0.16984
A,Youn2026,2,10,1.0,5,45,0.16851
A,Youn2026,2,10,1.0,5,46,0.169529
A,Youn2026,2,10,1.0,5,47,0.168623
A,Youn2026,2,10,1.0,5,48,0.167001
A,Youn2026,2,10,1.0,5,49,0.170684
A,Youn2026,2,10,1.0,5,50,0.168753
A,Youn2026,2,10,1.0,5,51,0.170503
A,V2I-Base,2,10,1.0,5,42,0.168658
A,V2I-Base,2,10,1.0,5,43,0.168912
A,V2I-Base,2,10,1.0,5,44,0.16984
A,V2I-Base,2,10,1.0,5,45,0.16851
A,V2I-Base,2,10,1.0,5,46,0.169529
A,V2I-Base,2,10,1.0,5,47,0.168623
A,V2I-Base,2,10,1.0,5,48,0.167001
A,V2I-Base,2,10,1.0,5,49,0.170684
A,V2I-Base,2,10,1.0,5,50,0.168753
A,V2I-Base,2,10,1.0,5,51,0.170503
A,V2V-Base,2,10,1.0,5,42,4.468916
A,V2V-Base,2,10,1.0,5,43,4.521968
A,V2V-Base,2,10,1.0,5,44,4.540718
A,V2V-Base,2,10,1.0,5,45,4.53039
A,V2V-Base,2,10,1.0,5,46,4.506897
A,V2V-Base,2,10,1.0,5,47,4.51868
A,V2V-Base,2,10,1.0,5,48,4.452697
A,V2V-Base,2,10,1.0,5,49,4.529532
A,V2V-Base,2,10,1.0,5,50,4.510963
A,V2V-Base,2,10,1.0,5,51,4.524207
A,Random-K,2,10,1.0,5,42,5.7941
A,Random-K,2,10,1.0,5,43,5.856208
A,Random-K,2,10,1.0,5,44,5.868316
A,Random-K,2,10,1.0,5,45,5.861636
A,Random-K,2,10,1.0,5,46,5.832787
A,Random-K,2,10,1.0,5,47,5.851289
A,Random-K,2,10,1.0,5,48,5.762089
A,Random-K,2,10,1.0,5,49,5.883796
A,Random-K,2,10,1.0,5,50,5.84519
A,Random-K,2,10,1.0,5,51,5.864803
A,RILP,2,10,2.0,5,42,0.168658
A,RILP,2,10,2.0,5,43,0.168912
A,RILP,2,10,2.0,5,44,0.16984
A,RILP,2,10,2.0,5,45,0.16851
A,RILP,2,10,2.0,5,46,0.169529
A,RILP,2,10,2.0,5,47,0.168623
A,RILP,2,10,2.0,5,48,0.167001
A,RILP,2,10,2.0,5,49,0.170684
A,RILP,2,10,2.0,5,50,0.168753
A,RILP,2,10,2.0,5,51,0.170503
A,RILP-Greedy,2,10,2.0,5,42,0.168658
A,RILP-Greedy,2,10,2.0,5,43,0.168912
A,RILP-Greedy,2,10,2.0,5,44,0.16984
A,RILP-Greedy,2,10,2.0,5,45,0.16851
A,RILP-Greedy,2,10,2.0,5,46,0.169529
A,RILP-Greedy,2,10,2.0,5,47,0.168623
A,RILP-Greedy,2,10,2.0,5,48,0.167001
A,RILP-Greedy,2,10,2.0,5,49,0.170684
A,RILP-Greedy,2,10,2.0,5,50,0.168753
A,RILP-Greedy,2,10,2.0,5,51,0.170503
A,Nam2023b,2,10,2.0,5,42,6.41916
A,Nam2023b,2,10,2.0,5,43,6.488707
A,Nam2023b,2,10,2.0,5,44,6.50314
A,Nam2023b,2,10,2.0,5,45,6.494659
A,Nam2023b,2,10,2.0,5,46,6.462577
A,Nam2023b,2,10,2.0,5,47,6.482836
A,Nam2023b,2,10,2.0,5,48,6.383904
A,Nam2023b,2,10,2.0,5,49,6.518833
A,Nam2023b,2,10,2.0,5,50,6.47687
A,Nam2023b,2,10,2.0,5,51,6.497098
A,Nam2025,2,10,2.0,5,42,0.168658
A,Nam2025,2,10,2.0,5,43,0.168912
A,Nam2025,2,10,2.0,5,44,0.16984
A,Nam2025,2,10,2.0,5,45,0.16851
A,Nam2025,2,10,2.0,5,46,0.169529
A,Nam2025,2,10,2.0,5,47,0.168623
A,Nam2025,2,10,2.0,5,48,0.167001
A,Nam2025,2,10,2.0,5,49,0.170684
A,Nam2025,2,10,2.0,5,50,0.168753
A,Nam2025,2,10,2.0,5,51,0.170503
A,Youn2026,2,10,2.0,5,42,0.168658
A,Youn2026,2,10,2.0,5,43,0.168912
A,Youn2026,2,10,2.0,5,44,0.16984
A,Youn2026,2,10,2.0,5,45,0.16851
A,Youn2026,2,10,2.0,5,46,0.169529
A,Youn2026,2,10,2.0,5,47,0.168623
A,Youn2026,2,10,2.0,5,48,0.167001
A,Youn2026,2,10,2.0,5,49,0.170684
A,Youn2026,2,10,2.0,5,50,0.168753
A,Youn2026,2,10,2.0,5,51,0.170503
A,V2I-Base,2,10,2.0,5,42,0.168658
A,V2I-Base,2,10,2.0,5,43,0.168912
A,V2I-Base,2,10,2.0,5,44,0.16984
A,V2I-Base,2,10,2.0,5,45,0.16851
A,V2I-Base,2,10,2.0,5,46,0.169529
A,V2I-Base,2,10,2.0,5,47,0.168623
A,V2I-Base,2,10,2.0,5,48,0.167001
A,V2I-Base,2,10,2.0,5,49,0.170684
A,V2I-Base,2,10,2.0,5,50,0.168753
A,V2I-Base,2,10,2.0,5,51,0.170503
A,V2V-Base,2,10,2.0,5,42,4.468916
A,V2V-Base,2,10,2.0,5,43,4.521968
A,V2V-Base,2,10,2.0,5,44,4.540718
A,V2V-Base,2,10,2.0,5,45,4.53039
A,V2V-Base,2,10,2.0,5,46,4.506897
A,V2V-Base,2,10,2.0,5,47,4.51868
A,V2V-Base,2,10,2.0,5,48,4.452697
A,V2V-Base,2,10,2.0,5,49,4.529532
A,V2V-Base,2,10,2.0,5,50,4.510963
A,V2V-Base,2,10,2.0,5,51,4.524207
A,Random-K,2,10,2.0,5,42,5.7941
A,Random-K,2,10,2.0,5,43,5.856208
A,Random-K,2,10,2.0,5,44,5.868316
A,Random-K,2,10,2.0,5,45,5.861636
A,Random-K,2,10,2.0,5,46,5.832787
A,Random-K,2,10,2.0,5,47,5.851289
A,Random-K,2,10,2.0,5,48,5.762089
A,Random-K,2,10,2.0,5,49,5.883796
A,Random-K,2,10,2.0,5,50,5.84519
A,Random-K,2,10,2.0,5,51,5.864803
A,RILP,2,10,3.0,5,42,0.168658
A,RILP,2,10,3.0,5,43,0.168912
A,RILP,2,10,3.0,5,44,0.16984
A,RILP,2,10,3.0,5,45,0.16851
A,RILP,2,10,3.0,5,46,0.169529
A,RILP,2,10,3.0,5,47,0.168623
A,RILP,2,10,3.0,5,48,0.167001
A,RILP,2,10,3.0,5,49,0.170684
A,RILP,2,10,3.0,5,50,0.168753
A,RILP,2,10,3.0,5,51,0.170503
A,RILP-Greedy,2,10,3.0,5,42,0.168658
A,RILP-Greedy,2,10,3.0,5,43,0.168912
A,RILP-Greedy,2,10,3.0,5,44,0.16984
A,RILP-Greedy,2,10,3.0,5,45,0.16851
A,RILP-Greedy,2,10,3.0,5,46,0.169529
A,RILP-Greedy,2,10,3.0,5,47,0.168623
A,RILP-Greedy,2,10,3.0,5,48,0.167001
A,RILP-Greedy,2,10,3.0,5,49,0.170684
A,RILP-Greedy,2,10,3.0,5,50,0.168753
A,RILP-Greedy,2,10,3.0,5,51,0.170503
A,Nam2023b,2,10,3.0,5,42,6.41916
A,Nam2023b,2,10,3.0,5,43,6.488707
A,Nam2023b,2,10,3.0,5,44,6.50314
A,Nam2023b,2,10,3.0,5,45,6.494659
A,Nam2023b,2,10,3.0,5,46,6.462577
A,Nam2023b,2,10,3.0,5,47,6.482836
A,Nam2023b,2,10,3.0,5,48,6.383904
A,Nam2023b,2,10,3.0,5,49,6.518833
A,Nam2023b,2,10,3.0,5,50,6.47687
A,Nam2023b,2,10,3.0,5,51,6.497098
A,Nam2025,2,10,3.0,5,42,0.168658
A,Nam2025,2,10,3.0,5,43,0.168912
A,Nam2025,2,10,3.0,5,44,0.16984
A,Nam2025,2,10,3.0,5,45,0.16851
A,Nam2025,2,10,3.0,5,46,0.169529
A,Nam2025,2,10,3.0,5,47,0.168623
A,Nam2025,2,10,3.0,5,48,0.167001
A,Nam2025,2,10,3.0,5,49,0.170684
A,Nam2025,2,10,3.0,5,50,0.168753
A,Nam2025,2,10,3.0,5,51,0.170503
A,Youn2026,2,10,3.0,5,42,0.168658
A,Youn2026,2,10,3.0,5,43,0.168912
A,Youn2026,2,10,3.0,5,44,0.16984
A,Youn2026,2,10,3.0,5,45,0.16851
A,Youn2026,2,10,3.0,5,46,0.169529
A,Youn2026,2,10,3.0,5,47,0.168623
A,Youn2026,2,10,3.0,5,48,0.167001
A,Youn2026,2,10,3.0,5,49,0.170684
A,Youn2026,2,10,3.0,5,50,0.168753
A,Youn2026,2,10,3.0,5,51,0.170503
A,V2I-Base,2,10,3.0,5,42,0.168658
A,V2I-Base,2,10,3.0,5,43,0.168912
A,V2I-Base,2,10,3.0,5,44,0.16984
A,V2I-Base,2,10,3.0,5,45,0.16851
A,V2I-Base,2,10,3.0,5,46,0.169529
A,V2I-Base,2,10,3.0,5,47,0.168623
A,V2I-Base,2,10,3.0,5,48,0.167001
A,V2I-Base,2,10,3.0,5,49,0.170684
A,V2I-Base,2,10,3.0,5,50,0.168753
A,V2I-Base,2,10,3.0,5,51,0.170503
A,V2V-Base,2,10,3.0,5,42,4.468916
A,V2V-Base,2,10,3.0,5,43,4.521968
A,V2V-Base,2,10,3.0,5,44,4.540718
A,V2V-Base,2,10,3.0,5,45,4.53039
A,V2V-Base,2,10,3.0,5,46,4.506897
A,V2V-Base,2,10,3.0,5,47,4.51868
A,V2V-Base,2,10,3.0,5,48,4.452697
A,V2V-Base,2,10,3.0,5,49,4.529532
A,V2V-Base,2,10,3.0,5,50,4.510963
A,V2V-Base,2,10,3.0,5,51,4.524207
A,Random-K,2,10,3.0,5,42,5.7941
A,Random-K,2,10,3.0,5,43,5.856208
A,Random-K,2,10,3.0,5,44,5.868316
A,Random-K,2,10,3.0,5,45,5.861636
A,Random-K,2,10,3.0,5,46,5.832787
A,Random-K,2,10,3.0,5,47,5.851289
A,Random-K,2,10,3.0,5,48,5.762089
A,Random-K,2,10,3.0,5,49,5.883796
A,Random-K,2,10,3.0,5,50,5.84519
A,Random-K,2,10,3.0,5,51,5.864803
A,RILP,2,20,0.0,5,42,0.168658
A,RILP,2,20,0.0,5,43,0.168912
A,RILP,2,20,0.0,5,44,0.16984
A,RILP,2,20,0.0,5,45,0.16851
A,RILP,2,20,0.0,5,46,0.169529
A,RILP,2,20,0.0,5,47,0.168623
A,RILP,2,20,0.0,5,48,0.167001
A,RILP,2,20,0.0,5,49,0.170684
A,RILP,2,20,0.0,5,50,0.168753
A,RILP,2,20,0.0,5,51,0.170503
A,RILP-Greedy,2,20,0.0,5,42,0.168658
A,RILP-Greedy,2,20,0.0,5,43,0.168912
A,RILP-Greedy,2,20,0.0,5,44,0.16984
A,RILP-Greedy,2,20,0.0,5,45,0.16851
A,RILP-Greedy,2,20,0.0,5,46,0.169529
A,RILP-Greedy,2,20,0.0,5,47,0.168623
A,RILP-Greedy,2,20,0.0,5,48,0.167001
A,RILP-Greedy,2,20,0.0,5,49,0.170684
A,RILP-Greedy,2,20,0.0,5,50,0.168753
A,RILP-Greedy,2,20,0.0,5,51,0.170503
A,Nam2023b,2,20,0.0,5,42,6.41916
A,Nam2023b,2,20,0.0,5,43,6.488707
A,Nam2023b,2,20,0.0,5,44,6.50314
A,Nam2023b,2,20,0.0,5,45,6.494659
A,Nam2023b,2,20,0.0,5,46,6.462577
A,Nam2023b,2,20,0.0,5,47,6.482836
A,Nam2023b,2,20,0.0,5,48,6.383904
A,Nam2023b,2,20,0.0,5,49,6.518833
A,Nam2023b,2,20,0.0,5,50,6.47687
A,Nam2023b,2,20,0.0,5,51,6.497098
A,Nam2025,2,20,0.0,5,42,0.168658
A,Nam2025,2,20,0.0,5,43,0.168912
A,Nam2025,2,20,0.0,5,44,0.16984
A,Nam2025,2,20,0.0,5,45,0.16851
A,Nam2025,2,20,0.0,5,46,0.169529
A,Nam2025,2,20,0.0,5,47,0.168623
A,Nam2025,2,20,0.0,5,48,0.167001
A,Nam2025,2,20,0.0,5,49,0.170684
A,Nam2025,2,20,0.0,5,50,0.168753
A,Nam2025,2,20,0.0,5,51,0.170503
A,Youn2026,2,20,0.0,5,42,0.168658
A,Youn2026,2,20,0.0,5,43,0.168912
A,Youn2026,2,20,0.0,5,44,0.16984
A,Youn2026,2,20,0.0,5,45,0.16851
A,Youn2026,2,20,0.0,5,46,0.169529
A,Youn2026,2,20,0.0,5,47,0.168623
A,Youn2026,2,20,0.0,5,48,0.167001
A,Youn2026,2,20,0.0,5,49,0.170684
A,Youn2026,2,20,0.0,5,50,0.168753
A,Youn2026,2,20,0.0,5,51,0.170503
A,V2I-Base,2,20,0.0,5,42,0.168658
A,V2I-Base,2,20,0.0,5,43,0.168912
A,V2I-Base,2,20,0.0,5,44,0.16984
A,V2I-Base,2,20,0.0,5,45,0.16851
A,V2I-Base,2,20,0.0,5,46,0.169529
A,V2I-Base,2,20,0.0,5,47,0.168623
A,V2I-Base,2,20,0.0,5,48,0.167001
A,V2I-Base,2,20,0.0,5,49,0.170684
A,V2I-Base,2,20,0.0,5,50,0.168753
A,V2I-Base,2,20,0.0,5,51,0.170503
A,V2V-Base,2,20,0.0,5,42,4.468916
A,V2V-Base,2,20,0.0,5,43,4.521968
A,V2V-Base,2,20,0.0,5,44,4.540718
A,V2V-Base,2,20,0.0,5,45,4.53039
A,V2V-Base,2,20,0.0,5,46,4.506897
A,V2V-Base,2,20,0.0,5,47,4.51868
A,V2V-Base,2,20,0.0,5,48,4.452697
A,V2V-Base,2,20,0.0,5,49,4.529532
A,V2V-Base,2,20,0.0,5,50,4.510963
A,V2V-Base,2,20,0.0,5,51,4.524207
A,Random-K,2,20,0.0,5,42,5.7941
A,Random-K,2,20,0.0,5,43,5.856208
A,Random-K,2,20,0.0,5,44,5.868316
A,Random-K,2,20,0.0,5,45,5.861636
A,Random-K,2,20,0.0,5,46,6.536771
A,Random-K,2,20,0.0,5,47,6.499412
A,Random-K,2,20,0.0,5,48,6.426765
A,Random-K,2,20,0.0,5,49,6.506992
A,Random-K,2,20,0.0,5,50,6.372947
A,Random-K,2,20,0.0,5,51,6.291797
A,RILP,2,20,1.0,5,42,0.200032
A,RILP,2,20,1.0,5,43,0.194063
A,RILP,2,20,1.0,5,44,0.198171
A,RILP,2,20,1.0,5,45,0.19769
A,RILP,2,20,1.0,5,46,0.202522
A,RILP,2,20,1.0,5,47,0.199654
A,RILP,2,20,1.0,5,48,0.196653
A,RILP,2,20,1.0,5,49,0.201691
A,RILP,2,20,1.0,5,50,0.193722
A,RILP,2,20,1.0,5,51,0.198279
A,RILP-Greedy,2,20,1.0,5,42,0.200032
A,RILP-Greedy,2,20,1.0,5,43,0.194063
A,RILP-Greedy,2,20,1.0,5,44,0.198171
A,RILP-Greedy,2,20,1.0,5,45,0.19769
A,RILP-Greedy,2,20,1.0,5,46,0.202522
A,RILP-Greedy,2,20,1.0,5,47,0.199654
A,RILP-Greedy,2,20,1.0,5,48,0.196653
A,RILP-Greedy,2,20,1.0,5,49,0.201691
A,RILP-Greedy,2,20,1.0,5,50,0.193722
A,RILP-Greedy,2,20,1.0,5,51,0.198279
A,Nam2023b,2,20,1.0,5,42,7.144129
A,Nam2023b,2,20,1.0,5,43,6.974459
A,Nam2023b,2,20,1.0,5,44,7.199814
A,Nam2023b,2,20,1.0,5,45,7.252622
A,Nam2023b,2,20,1.0,5,46,7.240168
A,Nam2023b,2,20,1.0,5,47,7.198806
A,Nam2023b,2,20,1.0,5,48,7.116045
A,Nam2023b,2,20,1.0,5,49,7.212829
A,Nam2023b,2,20,1.0,5,50,7.0565
A,Nam2023b,2,20,1.0,5,51,6.968133
A,Nam2025,2,20,1.0,5,42,0.200032
A,Nam2025,2,20,1.0,5,43,0.194063
A,Nam2025,2,20,1.0,5,44,0.198171
A,Nam2025,2,20,1.0,5,45,0.19769
A,Nam2025,2,20,1.0,5,46,0.202522
A,Nam2025,2,20,1.0,5,47,0.199654
A,Nam2025,2,20,1.0,5,48,0.196653
A,Nam2025,2,20,1.0,5,49,0.201691
A,Nam2025,2,20,1.0,5,50,0.193722
A,Nam2025,2,20,1.0,5,51,0.198279
A,Youn2026,2,20,1.0,5,42,0.200032
A,Youn2026,2,20,1.0,5,43,0.194063
A,Youn2026,2,20,1.0,5,44,0.198171
A,Youn2026,2,20,1.0,5,45,0.19769
A,Youn2026,2,20,1.0,5,46,0.202522
A,Youn2026,2,20,1.0,5,47,0.199654
A,Youn2026,2,20,1.0,5,48,0.196653
A,Youn2026,2,20,1.0,5,49,0.201691
A,Youn2026,2,20,1.0,5,50,0.193722
A,Youn2026,2,20,1.0,5,51,0.198279
A,V2I-Base,2,20,1.0,5,42,0.200032
A,V2I-Base,2,20,1.0,5,43,0.194063
A,V2I-Base,2,20,1.0,5,44,0.198171
A,V2I-Base,2,20,1.0,5,45,0.19769
A,V2I-Base,2,20,1.0,5,46,0.202522
A,V2I-Base,2,20,1.0,5,47,0.199654
A,V2I-Base,2,20,1.0,5,48,0.196653
A,V2I-Base,2,20,1.0,5,49,0.201691
A,V2I-Base,2,20,1.0,5,50,0.193722
A,V2I-Base,2,20,1.0,5,51,0.198279
A,V2V-Base,2,20,1.0,5,42,4.698011
A,V2V-Base,2,20,1.0,5,43,4.574174
A,V2V-Base,2,20,1.0,5,44,4.719479
A,V2V-Base,2,20,1.0,5,45,4.79422
A,V2V-Base,2,20,1.0,5,46,4.767255
A,V2V-Base,2,20,1.0,5,47,4.703806
A,V2V-Base,2,20,1.0,5,48,4.670131
A,V2V-Base,2,20,1.0,5,49,4.737974
A,V2V-Base,2,20,1.0,5,50,4.659176
A,V2V-Base,2,20,1.0,5,51,4.531702
A,Random-K,2,20,1.0,5,42,6.450745
A,Random-K,2,20,1.0,5,43,6.296914
A,Random-K,2,20,1.0,5,44,6.498342
A,Random-K,2,20,1.0,5,45,6.54804
A,Random-K,2,20,1.0,5,46,6.536771
A,Random-K,2,20,1.0,5,47,6.499412
A,Random-K,2,20,1.0,5,48,6.426765
A,Random-K,2,20,1.0,5,49,6.506992
A,Random-K,2,20,1.0,5,50,6.372947
A,Random-K,2,20,1.0,5,51,6.291797
A,RILP,2,20,2.0,5,42,0.200032
A,RILP,2,20,2.0,5,43,0.194063
A,RILP,2,20,2.0,5,44,0.198171
A,RILP,2,20,2.0,5,45,0.19769
A,RILP,2,20,2.0,5,46,0.202522
A,RILP,2,20,2.0,5,47,0.199654
A,RILP,2,20,2.0,5,48,0.196653
A,RILP,2,20,2.0,5,49,0.201691
A,RILP,2,20,2.0,5,50,0.193722
A,RILP,2,20,2.0,5,51,0.198279
A,RILP-Greedy,2,20,2.0,5,42,0.200032
A,RILP-Greedy,2,20,2.0,5,43,0.194063
