scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,AoI_violation_rate
A,V2I-Base,2,10,0.0,5,49,0.034222
A,V2I-Base,2,10,0.0,5,50,0.034202
A,V2I-Base,2,10,0.0,5,51,0.034244
A,V2V-Base,2,10,0.0,5,42,6e-06
A,V2V-Base,2,10,0.0,5,43,5e-06
A,V2V-Base,2,10,0.0,5,44,5e-06
A,V2V-Base,2,10,0.0,5,45,7e-06
A,V2V-Base,2,10,0.0,5,46,5e-06
A,V2V-Base,2,10,0.0,5,47,7e-06
A,V2V-Base,2,10,0.0,5,48,5e-06
A,V2V-Base,2,10,0.0,5,49,4e-06
A,V2V-Base,2,10,0.0,5,50,3e-06
A,V2V-Base,2,10,0.0,5,51,6e-06
A,Random-K,2,10,0.0,5,42,0.000111
A,Random-K,2,10,0.0,5,43,0.000109
A,Random-K,2,10,0.0,5,44,0.000129
A,Random-K,2,10,0.0,5,45,0.000119
A,Random-K,2,10,0.0,5,46,8.8e-05
A,Random-K,2,10,0.0,5,47,7.5e-05
A,Random-K,2,10,0.0,5,48,0.000106
A,Random-K,2,10,0.0,5,49,9e-05
A,Random-K,2,10,0.0,5,50,0.000104
A,Random-K,2,10,0.0,5,51,0.000137
A,RILP,2,10,1.0,5,42,0.034037
A,RILP,2,10,1.0,5,43,0.034272
A,RILP,2,10,1.0,5,44,0.034296
A,RILP,2,10,1.0,5,45,0.034166
A,RILP,2,10,1.0,5,46,0.034208
A,RILP,2,10,1.0,5,47,0.034278
A,RILP,2,10,1.0,5,48,0.034035
A,RILP,2,10,1.0,5,49,0.034222
A,RILP,2,10,1.0,5,50,0.034202
A,RILP,2,10,1.0,5,51,0.034244
A,RILP-Greedy,2,10,1.0,5,42,0.034037
A,RILP-Greedy,2,10,1.0,5,43,0.034272
A,RILP-Greedy,2,10,1.0,5,44,0.034296
A,RILP-Greedy,2,10,1.0,5,45,0.034166
A,RILP-Greedy,2,10,1.0,5,46,0.034208
A,RILP-Greedy,2,10,1.0,5,47,0.034278
A,RILP-Greedy,2,10,1.0,5,48,0.034035
A,RILP-Greedy,2,10,1.0,5,49,0.034222
A,RILP-Greedy,2,10,1.0,5,50,0.034202
A,RILP-Greedy,2,10,1.0,5,51,0.034244
A,Nam2023b,2,10,1.0,5,42,0.197731
A,Nam2023b,2,10,1.0,5,43,0.197839
A,Nam2023b,2,10,1.0,5,44,0.198032
A,Nam2023b,2,10,1.0,5,45,0.197664
A,Nam2023b,2,10,1.0,5,46,0.197725
A,Nam2023b,2,10,1.0,5,47,0.197666
A,Nam2023b,2,10,1.0,5,48,0.197701
A,Nam2023b,2,10,1.0,5,49,0.197907
A,Nam2023b,2,10,1.0,5,50,0.198186
A,Nam2023b,2,10,1.0,5,51,0.198304
A,Nam2025,2,10,1.0,5,42,0.034037
A,Nam2025,2,10,1.0,5,43,0.034272
A,Nam2025,2,10,1.0,5,44,0.034296
A,Nam2025,2,10,1.0,5,45,0.034166
A,Nam2025,2,10,1.0,5,46,0.034208
A,Nam2025,2,10,1.0,5,47,0.034278
A,Nam2025,2,10,1.0,5,48,0.034035
A,Nam2025,2,10,1.0,5,49,0.034222
A,Nam2025,2,10,1.0,5,50,0.034202
A,Nam2025,2,10,1.0,5,51,0.034244
A,Youn2026,2,10,1.0,5,42,0.034037
A,Youn2026,2,10,1.0,5,43,0.034272
A,Youn2026,2,10,1.0,5,44,0.034296
A,Youn2026,2,10,1.0,5,45,0.034166
A,Youn2026,2,10,1.0,5,46,0.034208
A,Youn2026,2,10,1.0,5,47,0.034278
A,Youn2026,2,10,1.0,5,48,0.034035
A,Youn2026,2,10,1.0,5,49,0.034222
A,Youn2026,2,10,1.0,5,50,0.034202
A,Youn2026,2,10,1.0,5,51,0.034244
A,V2I-Base,2,10,1.0,5,42,0.034037
A,V2I-Base,2,10,1.0,5,43,0.034272
A,V2I-Base,2,10,1.0,5,44,0.034296
A,V2I-Base,2,10,1.0,5,45,0.034166
A,V2I-Base,2,10,1.0,5,46,0.034208
A,V2I-Base,2,10,1.0,5,47,0.034278
A,V2I-Base,2,10,1.0,5,48,0.034035
A,V2I-Base,2,10,1.0,5,49,0.034222
A,V2I-Base,2,10,1.0,5,50,0.034202
A,V2I-Base,2,10,1.0,5,51,0.034244
A,V2V-Base,2,10,1.0,5,42,6e-06
A,V2V-Base,2,10,1.0,5,43,5e-06
A,V2V-Base,2,10,1.0,5,44,5e-06
A,V2V-Base,2,10,1.0,5,45,7e-06
A,V2V-Base,2,10,1.0,5,46,5e-06
A,V2V-Base,2,10,1.0,5,47,7e-06
A,V2V-Base,2,10,1.0,5,48,5e-06
A,V2V-Base,2,10,1.0,5,49,4e-06
A,V2V-Base,2,10,1.0,5,50,3e-06
A,V2V-Base,2,10,1.0,5,51,6e-06
A,Random-K,2,10,1.0,5,42,0.000111
A,Random-K,2,10,1.0,5,43,0.000109
A,Random-K,2,10,1.0,5,44,0.000129
A,Random-K,2,10,1.0,5,45,0.000119
A,Random-K,2,10,1.0,5,46,8.8e-05
A,Random-K,2,10,1.0,5,47,7.5e-05
A,Random-K,2,10,1.0,5,48,0.000106
A,Random-K,2,10,1.0,5,49,9e-05
A,Random-K,2,10,1.0,5,50,0.000104
A,Random-K,2,10,1.0,5,51,0.000137
A,RILP,2,10,2.0,5,42,0.034037
A,RILP,2,10,2.0,5,43,0.034272
A,RILP,2,10,2.0,5,44,0.034296
A,RILP,2,10,2.0,5,45,0.034166
A,RILP,2,10,2.0,5,46,0.034208
A,RILP,2,10,2.0,5,47,0.034278
A,RILP,2,10,2.0,5,48,0.034035
A,RILP,2,10,2.0,5,49,0.034222
A,RILP,2,10,2.0,5,50,0.034202
A,RILP,2,10,2.0,5,51,0.034244
A,RILP-Greedy,2,10,2.0,5,42,0.034037
A,RILP-Greedy,2,10,2.0,5,43,0.034272
A,RILP-Greedy,2,10,2.0,5,44,0.034296
A,RILP-Greedy,2,10,2.0,5,45,0.034166
A,RILP-Greedy,2,10,2.0,5,46,0.034208
A,RILP-Greedy,2,10,2.0,5,47,0.034278
A,RILP-Greedy,2,10,2.0,5,48,0.034035
A,RILP-Greedy,2,10,2.0,5,49,0.034222
A,RILP-Greedy,2,10,2.0,5,50,0.034202
A,RILP-Greedy,2,10,2.0,5,51,0.034244
A,Nam2023b,2,10,2.0,5,42,0.197731
A,Nam2023b,2,10,2.0,5,43,0.197839
A,Nam2023b,2,10,2.0,5,44,0.198032
A,Nam2023b,2,10,2.0,5,45,0.197664
A,Nam2023b,2,10,2.0,5,46,0.197725
A,Nam2023b,2,10,2.0,5,47,0.197666
A,Nam2023b,2,10,2.0,5,48,0.197701
A,Nam2023b,2,10,2.0,5,49,0.197907
A,Nam2023b,2,10,2.0,5,50,0.198186
A,Nam2023b,2,10,2.0,5,51,0.198304
A,Nam2025,2,10,2.0,5,42,0.034037
A,Nam2025,2,10,2.0,5,43,0.034272
A,Nam2025,2,10,2.0,5,44,0.034296
A,Nam2025,2,10,2.0,5,45,0.034166
A,Nam2025,2,10,2.0,5,46,0.034208
A,Nam2025,2,10,2.0,5,47,0.034278
A,Nam2025,2,10,2.0,5,48,0.034035
A,Nam2025,2,10,2.0,5,49,0.034222
A,Nam2025,2,10,2.0,5,50,0.034202
A,Nam2025,2,10,2.0,5,51,0.034244
A,Youn2026,2,10,2.0,5,42,0.034037
A,Youn2026,2,10,2.0,5,43,0.034272
A,Youn2026,2,10,2.0,5,44,0.034296
A,Youn2026,2,10,2.0,5,45,0.034166
A,Youn2026,2,10,2.0,5,46,0.034208
A,Youn2026,2,10,2.0,5,47,0.034278
A,Youn2026,2,10,2.0,5,48,0.034035
A,Youn2026,2,10,2.0,5,49,0.034222
A,Youn2026,2,10,2.0,5,50,0.034202
A,Youn2026,2,10,2.0,5,51,0.034244
A,V2I-Base,2,10,2.0,5,42,0.034037
A,V2I-Base,2,10,2.0,5,43,0.034272
A,V2I-Base,2,10,2.0,5,44,0.034296
A,V2I-Base,2,10,2.0,5,45,0.034166
A,V2I-Base,2,10,2.0,5,46,0.034208
A,V2I-Base,2,10,2.0,5,47,0.034278
A,V2I-Base,2,10,2.0,5,48,0.034035
A,V2I-Base,2,10,2.0,5,49,0.034222
A,V2I-Base,2,10,2.0,5,50,0.034202
A,V2I-Base,2,10,2.0,5,51,0.034244
A,V2V-Base,2,10,2.0,5,42,6e-06
A,V2V-Base,2,10,2.0,5,43,5e-06
A,V2V-Base,2,10,2.0,5,44,5e-06
A,V2V-Base,2,10,2.0,5,45,7e-06
A,V2V-Base,2,10,2.0,5,46,5e-06
A,V2V-Base,2,10,2.0,5,47,7e-06
A,V2V-Base,2,10,2.0,5,48,5e-06
A,V2V-Base,2,10,2.0,5,49,4e-06
A,V2V-Base,2,10,2.0,5,50,3e-06
A,V2V-Base,2,10,2.0,5,51,6e-06
A,Random-K,2,10,2.0,5,42,0.000111
A,Random-K,2,10,2.0,5,43,0.000109
A,Random-K,2,10,2.0,5,44,0.000129
A,Random-K,2,10,2.0,5,45,0.000119
A,Random-K,2,10,2.0,5,46,8.8e-05
A,Random-K,2,10,2.0,5,47,7.5e-05
A,Random-K,2,10,2.0,5,48,0.000106
A,Random-K,2,10,2.0,5,49,9e-05
A,Random-K,2,10,2.0,5,50,0.000104
A,Random-K,2,10,2.0,5,51,0.000137
A,RILP,2,10,3.0,5,42,0.034037
A,RILP,2,10,3.0,5,43,0.034272
A,RILP,2,10,3.0,5,44,0.034296
A,RILP,2,10,3.0,5,45,0.034166
A,RILP,2,10,3.0,5,46,0.034208
A,RILP,2,10,3.0,5,47,0.034278
A,RILP,2,10,3.0,5,48,0.034035
A,RILP,2,10,3.0,5,49,0.034222
A,RILP,2,10,3.0,5,50,0.034202
A,RILP,2,10,3.0,5,51,0.034244
A,RILP-Greedy,2,10,3.0,5,42,0.034037
A,RILP-Greedy,2,10,3.0,5,43,0.034272
A,RILP-Greedy,2,10,3.0,5,44,0.034296
A,RILP-Greedy,2,10,3.0,5,45,0.034166
A,RILP-Greedy,2,10,3.0,5,46,0.034208
A,RILP-Greedy,2,10,3.0,5,47,0.034278
A,RILP-Greedy,2,10,3.0,5,48,0.034035
A,RILP-Greedy,2,10,3.0,5,49,0.034222
A,RILP-Greedy,2,10,3.0,5,50,0.034202
A,RILP-Greedy,2,10,3.0,5,51,0.034244
A,Nam2023b,2,10,3.0,5,42,0.197731
A,Nam2023b,2,10,3.0,5,43,0.197839
A,Nam2023b,2,10,3.0,5,44,0.198032
A,Nam2023b,2,10,3.0,5,45,0.197664
A,Nam2023b,2,10,3.0,5,46,0.197725
A,Nam2023b,2,10,3.0,5,47,0.197666
A,Nam2023b,2,10,3.0,5,48,0.197701
A,Nam2023b,2,10,3.0,5,49,0.197907
A,Nam2023b,2,10,3.0,5,50,0.198186
A,Nam2023b,2,10,3.0,5,51,0.198304
A,Nam2025,2,10,3.0,5,42,0.034037
A,Nam2025,2,10,3.0,5,43,0.034272
A,Nam2025,2,10,3.0,5,44,0.034296
A,Nam2025,2,10,3.0,5,45,0.034166
A,Nam2025,2,10,3.0,5,46,0.034208
A,Nam2025,2,10,3.0,5,47,0.034278
A,Nam2025,2,10,3.0,5,48,0.034035
A,Nam2025,2,10,3.0,5,49,0.034222
A,Nam2025,2,10,3.0,5,50,0.034202
A,Nam2025,2,10,3.0,5,51,0.034244
A,Youn2026,2,10,3.0,5,42,0.034037
A,Youn2026,2,10,3.0,5,43,0.034272
A,Youn2026,2,10,3.0,5,44,0.034296
A,Youn2026,2,10,3.0,5,45,0.034166
A,Youn2026,2,10,3.0,5,46,0.034208
A,Youn2026,2,10,3.0,5,47,0.034278
A,Youn2026,2,10,3.0,5,48,0.034035
A,Youn2026,2,10,3.0,5,49,0.034222
A,Youn2026,2,10,3.0,5,50,0.034202
A,Youn2026,2,10,3.0,5,51,0.034244
A,V2I-Base,2,10,3.0,5,42,0.034037
A,V2I-Base,2,10,3.0,5,43,0.034272
A,V2I-Base,2,10,3.0,5,44,0.034296
A,V2I-Base,2,10,3.0,5,45,0.034166
A,V2I-Base,2,10,3.0,5,46,0.034208
A,V2I-Base,2,10,3.0,5,47,0.034278
A,V2I-Base,2,10,3.0,5,48,0.034035
A,V2I-Base,2,10,3.0,5,49,0.034222
A,V2I-Base,2,10,3.0,5,50,0.034202
A,V2I-Base,2,10,3.0,5,51,0.034244
A,V2V-Base,2,10,3.0,5,42,6e-06
A,V2V-Base,2,10,3.0,5,43,5e-06
A,V2V-Base,2,10,3.0,5,44,5e-06
A,V2V-Base,2,10,3.0,5,45,7e-06
A,V2V-Base,2,10,3.0,5,46,5e-06
A,V2V-Base,2,10,3.0,5,47,7e-06
A,V2V-Base,2,10,3.0,5,48,5e-06
A,V2V-Base,2,10,3.0,5,49,4e-06
A,V2V-Base,2,10,3.0,5,50,3e-06
A,V2V-Base,2,10,3.0,5,51,6e-06
A,Random-K,2,10,3.0,5,42,0.000111
A,Random-K,2,10,3.0,5,43,0.000109
A,Random-K,2,10,3.0,5,44,0.000129
A,Random-K,2,10,3.0,5,45,0.000119
A,Random-K,2,10,3.0,5,46,8.8e-05
A,Random-K,2,10,3.0,5,47,7.5e-05
A,Random-K,2,10,3.0,5,48,0.000106
A,Random-K,2,10,3.0,5,49,9e-05
A,Random-K,2,10,3.0,5,50,0.000104
A,Random-K,2,10,3.0,5,51,0.000137
A,RILP,2,20,0.0,5,42,0.034037
A,RILP,2,20,0.0,5,43,0.034272
A,RILP,2,20,0.0,5,44,0.034296
A,RILP,2,20,0.0,5,45,0.034166
A,RILP,2,20,0.0,5,46,0.034208
A,RILP,2,20,0.0,5,47,0.034278
A,RILP,2,20,0.0,5,48,0.034035
A,RILP,2,20,0.0,5,49,0.034222
A,RILP,2,20,0.0,5,50,0.034202
A,RILP,2,20,0.0,5,51,0.034244
A,RILP-Greedy,2,20,0.0,5,42,0.034037
A,RILP-Greedy,2,20,0.0,5,43,0.034272
A,RILP-Greedy,2,20,0.0,5,44,0.034296
A,RILP-Greedy,2,20,0.0,5,45,0.034166
A,RILP-Greedy,2,20,0.0,5,46,0.034208
A,RILP-Greedy,2,20,0.0,5,47,0.034278
A,RILP-Greedy,2,20,0.0,5,48,0.034035
A,RILP-Greedy,2,20,0.0,5,49,0.034222
A,RILP-Greedy,2,20,0.0,5,50,0.034202
A,RILP-Greedy,2,20,0.0,5,51,0.034244
A,Nam2023b,2,20,0.0,5,42,0.197731
A,Nam2023b,2,20,0.0,5,43,0.197839
A,Nam2023b,2,20,0.0,5,44,0.198032
A,Nam2023b,2,20,0.0,5,45,0.197664
A,Nam2023b,2,20,0.0,5,46,0.197725
A,Nam2023b,2,20,0.0,5,47,0.197666
A,Nam2023b,2,20,0.0,5,48,0.197701
A,Nam2023b,2,20,0.0,5,49,0.197907
A,Nam2023b,2,20,0.0,5,50,0.198186
A,Nam2023b,2,20,0.0,5,51,0.198304
A,Nam2025,2,20,0.0,5,42,0.034037
A,Nam2025,2,20,0.0,5,43,0.034272
A,Nam2025,2,20,0.0,5,44,0.034296
A,Nam2025,2,20,0.0,5,45,0.034166
A,Nam2025,2,20,0.0,5,46,0.034208
A,Nam2025,2,20,0.0,5,47,0.034278
A,Nam2025,2,20,0.0,5,48,0.034035
A,Nam2025,2,20,0.0,5,49,0.034222
A,Nam2025,2,20,0.0,5,50,0.034202
A,Nam2025,2,20,0.0,5,51,0.034244
A,Youn2026,2,20,0.0,5,42,0.034037
A,Youn2026,2,20,0.0,5,43,0.034272
A,Youn2026,2,20,0.0,5,44,0.034296
A,Youn2026,2,20,0.0,5,45,0.034166
A,Youn2026,2,20,0.0,5,46,0.034208
A,Youn2026,2,20,0.0,5,47,0.034278
A,Youn2026,2,20,0.0,5,48,0.034035
A,Youn2026,2,20,0.0,5,49,0.034222
A,Youn2026,2,20,0.0,5,50,0.034202
A,Youn2026,2,20,0.0,5,51,0.034244
A,V2I-Base,2,20,0.0,5,42,0.034037
A,V2I-Base,2,20,0.0,5,43,0.034272
A,V2I-Base,2,20,0.0,5,44,0.034296
A,V2I-Base,2,20,0.0,5,45,0.034166
A,V2I-Base,2,20,0.0,5,46,0.034208
A,V2I-Base,2,20,0.0,5,47,0.034278
A,V2I-Base,2,20,0.0,5,48,0.034035
A,V2I-Base,2,20,0.0,5,49,0.034222
A,V2I-Base,2,20,0.0,5,50,0.034202
A,V2I-Base,2,20,0.0,5,51,0.034244
A,V2V-Base,2,20,0.0,5,42,6e-06
A,V2V-Base,2,20,0.0,5,43,5e-06
A,V2V-Base,2,20,0.0,5,44,5e-06
A,V2V-Base,2,20,0.0,5,45,7e-06
A,V2V-Base,2,20,0.0,5,46,5e-06
A,V2V-Base,2,20,0.0,5,47,7e-06
A,V2V-Base,2,20,0.0,5,48,5e-06
A,V2V-Base,2,20,0.0,5,49,4e-06
A,V2V-Base,2,20,0.0,5,50,3e-06
A,V2V-Base,2,20,0.0,5,51,6e-06
A,Random-K,2,20,0.0,5,42,0.000111
A,Random-K,2,20,0.0,5,43,0.000109
A,Random-K,2,20,0.0,5,44,0.000129
A,Random-K,2,20,0.0,5,45,0.000119
A,Random-K,2,20,0.0,5,46,0.001028
A,Random-K,2,20,0.0,5,47,0.001088
A,Random-K,2,20,0.0,5,48,0.001148
A,Random-K,2,20,0.0,5,49,0.001327
A,Random-K,2,20,0.0,5,50,0.001162
A,Random-K,2,20,0.0,5,51,0.001243
A,RILP,2,20,1.0,5,42,0.033911
A,RILP,2,20,1.0,5,43,0.034236
A,RILP,2,20,1.0,5,44,0.034269
A,RILP,2,20,1.0,5,45,0.03428
A,RILP,2,20,1.0,5,46,0.034427
A,RILP,2,20,1.0,5,47,0.034959
A,RILP,2,20,1.0,5,48,0.034183
A,RILP,2,20,1.0,5,49,0.034266
A,RILP,2,20,1.0,5,50,0.034051
A,RILP,2,20,1.0,5,51,0.034328
A,RILP-Greedy,2,20,1.0,5,42,0.033911
A,RILP-Greedy,2,20,1.0,5,43,0.034236
A,RILP-Greedy,2,20,1.0,5,44,0.034269
A,RILP-Greedy,2,20,1.0,5,45,0.03428
A,RILP-Greedy,2,20,1.0,5,46,0.034427
A,RILP-Greedy,2,20,1.0,5,47,0.034959
A,RILP-Greedy,2,20,1.0,5,48,0.034183
A,RILP-Greedy,2,20,1.0,5,49,0.034266
A,RILP-Greedy,2,20,1.0,5,50,0.034051
A,RILP-Greedy,2,20,1.0,5,51,0.034328
A,Nam2023b,2,20,1.0,5,42,0.198093
A,Nam2023b,2,20,1.0,5,43,0.198256
A,Nam2023b,2,20,1.0,5,44,0.198248
A,Nam2023b,2,20,1.0,5,45,0.197388
A,Nam2023b,2,20,1.0,5,46,0.198368
A,Nam2023b,2,20,1.0,5,47,0.198268
A,Nam2023b,2,20,1.0,5,48,0.198362
A,Nam2023b,2,20,1.0,5,49,0.197851
A,Nam2023b,2,20,1.0,5,50,0.198689
A,Nam2023b,2,20,1.0,5,51,0.198199
A,Nam2025,2,20,1.0,5,42,0.033911
A,Nam2025,2,20,1.0,5,43,0.034236
A,Nam2025,2,20,1.0,5,44,0.034269
A,Nam2025,2,20,1.0,5,45,0.03428
A,Nam2025,2,20,1.0,5,46,0.034427
A,Nam2025,2,20,1.0,5,47,0.034959
A,Nam2025,2,20,1.0,5,48,0.034183
A,Nam2025,2,20,1.0,5,49,0.034266
A,Nam2025,2,20,1.0,5,50,0.034051
A,Nam2025,2,20,1.0,5,51,0.034328
A,Youn2026,2,20,1.0,5,42,0.033911
A,Youn2026,2,20,1.0,5,43,0.034236
A,Youn2026,2,20,1.0,5,44,0.034269
A,Youn2026,2,20,1.0,5,45,0.03428
A,Youn2026,2,20,1.0,5,46,0.034427
A,Youn2026,2,20,1.0,5,47,0.034959
A,Youn2026,2,20,1.0,5,48,0.034183
A,Youn2026,2,20,1.0,5,49,0.034266
A,Youn2026,2,20,1.0,5,50,0.034051
A,Youn2026,2,20,1.0,5,51,0.034328
A,V2I-Base,2,20,1.0,5,42,0.033911
A,V2I-Base,2,20,1.0,5,43,0.034236
A,V2I-Base,2,20,1.0,5,44,0.034269
A,V2I-Base,2,20,1.0,5,45,0.03428
A,V2I-Base,2,20,1.0,5,46,0.034427
A,V2I-Base,2,20,1.0,5,47,0.034959
A,V2I-Base,2,20,1.0,5,48,0.034183
A,V2I-Base,2,20,1.0,5,49,0.034266
A,V2I-Base,2,20,1.0,5,50,0.034051
A,V2I-Base,2,20,1.0,5,51,0.034328
A,V2V-Base,2,20,1.0,5,42,5.3e-05
A,V2V-Base,2,20,1.0,5,43,5.4e-05
A,V2V-Base,2,20,1.0,5,44,4.1e-05
A,V2V-Base,2,20,1.0,5,45,6.1e-05
A,V2V-Base,2,20,1.0,5,46,4.1e-05
A,V2V-Base,2,20,1.0,5,47,3.9e-05
A,V2V-Base,2,20,1.0,5,48,4.5e-05
A,V2V-Base,2,20,1.0,5,49,4.3e-05
A,V2V-Base,2,20,1.0,5,50,4.7e-05
A,V2V-Base,2,20,1.0,5,51,5.1e-05
A,Random-K,2,20,1.0,5,42,0.001237
A,Random-K,2,20,1.0,5,43,0.001307
A,Random-K,2,20,1.0,5,44,0.001013
A,Random-K,2,20,1.0,5,45,0.001165
A,Random-K,2,20,1.0,5,46,0.001028
A,Random-K,2,20,1.0,5,47,0.001088
A,Random-K,2,20,1.0,5,48,0.001148
A,Random-K,2,20,1.0,5,49,0.001327
A,Random-K,2,20,1.0,5,50,0.001162
A,Random-K,2,20,1.0,5,51,0.001243
A,RILP,2,20,2.0,5,42,0.033911
A,RILP,2,20,2.0,5,43,0.034236
A,RILP,2,20,2.0,5,44,0.034269
A,RILP,2,20,2.0,5,45,0.03428
A,RILP,2,20,2.0,5,46,0.034427
A,RILP,2,20,2.0,5,47,0.034959
A,RILP,2,20,2.0,5,48,0.034183
A,RILP,2,20,2.0,5,49,0.034266
A,RILP,2,20,2.0,5,50,0.034051
A,RILP,2,20,2.0,5,51,0.034328
A,RILP-Greedy,2,20,2.0,5,42,0.033911
A,RILP-Greedy,2,20,2.0,5,43,0.034236
A,RILP-Greedy,2,20,2.0,5,44,0.034269
A,RILP-Greedy,2,20,2.0,5,45,0.03428
A,RILP-Greedy,2,20,2.0,5,46,0.034427
A,RILP-Greedy,2,20,2.0,5,47,0.034959
A,RILP-Greedy,2,20,2.0,5,48,0.034183
A,RILP-Greedy,2,20,2.0,5,49,0.034266
A,RILP-Greedy,2,20,2.0,5,50,0.034051
A,RILP-Greedy,2,20,2.0,5,51,0.034328
A,Nam2023b,2,20,2.0,5,42,0.198093
A,Nam2023b,2,20,2.0,5,43,0.198256
A,Nam2023b,2,20,2.0,5,44,0.198248
A,Nam2023b,2,20,2.0,5,45,0.197388
A,Nam2023b,2,20,2.0,5,46,0.198368
A,Nam2023b,2,20,2.0,5,47,0.198268
A,Nam2023b,2,20,2.0,5,48,0.198362
A,Nam2023b,2,20,2.0,5,49,0.197851
A,Nam2023b,2,20,2.0,5,50,0.198689
A,Nam2023b,2,20,2.0,5,51,0.198199
A,Nam2025,2,20,2.0,5,42,0.033911
A,Nam2025,2,20,2.0,5,43,0.034236
A,Nam2025,2,20,2.0,5,44,0.034269
A,Nam2025,2,20,2.0,5,45,0.03428
A,Nam2025,2,20,2.0,5,46,0.034427
A,Nam2025,2,20,2.0,5,47,0.034959
A,Nam2025,2,20,2.0,5,48,0.034183
A,Nam2025,2,20,2.0,5,49,0.034266
A,Nam2025,2,20,2.0,5,50,0.034051
A,Nam2025,2,20,2.0,5,51,0.034328
A,Youn2026,2,20,2.0,5,42,0.033911
A,Youn2026,2,20,2.0,5,43,0.034236
A,Youn2026,2,20,2.0,5,44,0.034269
A,Youn2026,2,20,2.0,5,45,0.03428
A,Youn2026,2,20,2.0,5,46,0.034427
A,Youn2026,2,20,2.0,5,47,0.034959
A,Youn2026,2,20,2.0,5,48,0.034183
A,Youn2026,2,20,2.0,5,49,0.034266
A,Youn2026,2,20,2.0,5,50,0.034051
A,Youn2026,2,20,2.0,5,51,0.034328
A,V2I-Base,2,20,2.0,5,42,0.033911
A,V2I-Base,2,20,2.0,5,43,0.034236
A,V2I-Base,2,20,2.0,5,44,0.034269
A,V2I-Base,2,20,2.0,5,45,0.03428
A,V2I-Base,2,20,2.0,5,46,0.034427
A,V2I-Base,2,20,2.0,5,47,0.034959
A,V2I-Base,2,20,2.0,5,48,0.034183
A,V2I-Base,2,20,2.0,5,49,0.034266
A,V2I-Base,2,20,2.0,5,50,0.034051
A,V2I-Base,2,20,2.0,5,51,0.034328
A,V2V-Base,2,20,2.0,5,42,5.3e-05
A,V2V-Base,2,20,2.0,5,43,5.4e-05
A,V2V-Base,2,20,2.0,5,44,4.1e-05
A,V2V-Base,2,20,2.0,5,45,6.1e-05
A,V2V-Base,2,20,2.0,5,46,4.1e-05
A,V2V-Base,2,20,2.0,5,47,3.9e-05
A,V2V-Base,2,20,2.0,5,48,4.5e-05
A,V2V-Base,2,20,2.0,5,49,4.3e-05
A,V2V-Base,2,20,2.0,5,50,4.7e-05
A,V2V-Base,2,20,2.0,5,51,5.1e-05
A,Random-K,2,20,2.0,5,42,0.001237
A,Random-K,2,20,2.0,5,43,0.001307
A,Random-K,2,20,2.0,5,44,0.001013
A,Random-K,2,20,2.0,5,45,0.001165
A,Random-K,2,20,2.0,5,46,0.001028
A,Random-K,2,20,2.0,5,47,0.001088
A,Random-K,2,20,2.0,5,48,0.001148
A,Random-K,2,20,2.0,5,49,0.001327
A,Random-K,2,20,2.0,5,50,0.001162
A,Random-K,2,20,2.0,5,51,0.001243
A,RILP,2,20,3.0,5,42,0.033911
A,RILP,2,20,3.0,5,43,0.034236
A,RILP,2,20,3.0,5,44,0.034269
A,RILP,2,20,3.0,5,45,0.03428
A,RILP,2,20,3.0,5,46,0.034427
A,RILP,2,20,3.0,5,47,0.034959
A,RILP,2,20,3.0,5,48,0.034183
A,RILP,2,20,3.0,5,49,0.034266
A,RILP,2,20,3.0,5,50,0.034051
A,RILP,2,20,3.0,5,51,0.034328
A,RILP-Greedy,2,20,3.0,5,42,0.033911
A,RILP-Greedy,2,20,3.0,5,43,0.034236
A,RILP-Greedy,2,20,3.0,5,44,0.034269
A,RILP-Greedy,2,20,3.0,5,45,0.03428
A,RILP-Greedy,2,20,3.0,5,46,0.034427
A,RILP-Greedy,2,20,3.0,5,47,0.034959
A,RILP-Greedy,2,20,3.0,5,48,0.034183
A,RILP-Greedy,2,20,3.0,5,49,0.034266
A,RILP-Greedy,2,20,3.0,5,50,0.034051
A,RILP-Greedy,2,20,3.0,5,51,0.034328
A,Nam2023b,2,20,3.0,5,42,0.198093
A,Nam2023b,2,20,3.0,5,43,0.198256
A,Nam2023b,2,20,3.0,5,44,0.198248
A,Nam2023b,2,20,3.0,5,45,0.197388
A,Nam2023b,2,20,3.0,5,46,0.198368
A,Nam2023b,2,20,3.0,5,47,0.198268
A,Nam2023b,2,20,3.0,5,48,0.198362
A,Nam2023b,2,20,3.0,5,49,0.197851
A,Nam2023b,2,20,3.0,5,50,0.198689
A,Nam2023b,2,20,3.0,5,51,0.198199
A,Nam2025,2,20,3.0,5,42,0.033911
A,Nam2025,2,20,3.0,5,43,0.034236
A,Nam2025,2,20,3.0,5,44,0.034269
A,Nam2025,2,20,3.0,5,45,0.03428
A,Nam2025,2,20,3.0,5,46,0.034427
A,Nam2025,2,20,3.0,5,47,0.034959
A,Nam2025,2,20,3.0,5,48,0.034183
A,Nam2025,2,20,3.0,5,49,0.034266
A,Nam2025,2,20,3.0,5,50,0.034051
A,Nam2025,2,20,3.0,5,51,0.034328
A,Youn2026,2,20,3.0,5,42,0.033911
A,Youn2026,2,20,3.0,5,43,0.034236
A,Youn2026,2,20,3.0,5,44,0.034269
A,Youn2026,2,20,3.0,5,45,0.03428
A,Youn2026,2,20,3.0,5,46,0.034427
