scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,CDSR
A,Nam2023b,2,0,3.0,5,46,0.00305
A,Nam2023b,2,0,3.0,5,47,0.003047
A,Nam2023b,2,0,3.0,5,48,0.003082
A,Nam2023b,2,0,3.0,5,49,0.003004
A,Nam2023b,2,0,3.0,5,50,0.003024
A,Nam2023b,2,0,3.0,5,51,0.003027
A,Nam2025,2,0,3.0,5,42,0.004589
A,Nam2025,2,0,3.0,5,43,0.004547
A,Nam2025,2,0,3.0,5,44,0.004571
A,Nam2025,2,0,3.0,5,45,0.00453
A,Nam2025,2,0,3.0,5,46,0.004557
A,Nam2025,2,0,3.0,5,47,0.00458
A,Nam2025,2,0,3.0,5,48,0.004573
A,Nam2025,2,0,3.0,5,49,0.004498
A,Nam2025,2,0,3.0,5,50,0.004545
A,Nam2025,2,0,3.0,5,51,0.004497
A,Youn2026,2,0,3.0,5,42,0.004589
A,Youn2026,2,0,3.0,5,43,0.004547
A,Youn2026,2,0,3.0,5,44,0.004571
A,Youn2026,2,0,3.0,5,45,0.00453
A,Youn2026,2,0,3.0,5,46,0.004557
A,Youn2026,2,0,3.0,5,47,0.00458
A,Youn2026,2,0,3.0,5,48,0.004573
A,Youn2026,2,0,3.0,5,49,0.004498
A,Youn2026,2,0,3.0,5,50,0.004545
A,Youn2026,2,0,3.0,5,51,0.004497
A,V2I-Base,2,0,3.0,5,42,0.004589
A,V2I-Base,2,0,3.0,5,43,0.004547
A,V2I-Base,2,0,3.0,5,44,0.004571
A,V2I-Base,2,0,3.0,5,45,0.00453
A,V2I-Base,2,0,3.0,5,46,0.004557
A,V2I-Base,2,0,3.0,5,47,0.00458
A,V2I-Base,2,0,3.0,5,48,0.004573
A,V2I-Base,2,0,3.0,5,49,0.004498
A,V2I-Base,2,0,3.0,5,50,0.004545
A,V2I-Base,2,0,3.0,5,51,0.004497
A,V2V-Base,2,0,3.0,5,42,0.694425
A,V2V-Base,2,0,3.0,5,43,0.69455
A,V2V-Base,2,0,3.0,5,44,0.694412
A,V2V-Base,2,0,3.0,5,45,0.694261
A,V2V-Base,2,0,3.0,5,46,0.694488
A,V2V-Base,2,0,3.0,5,47,0.694647
A,V2V-Base,2,0,3.0,5,48,0.694536
A,V2V-Base,2,0,3.0,5,49,0.694407
A,V2V-Base,2,0,3.0,5,50,0.694401
A,V2V-Base,2,0,3.0,5,51,0.694306
A,Random-K,2,0,3.0,5,42,0.900173
A,Random-K,2,0,3.0,5,43,0.900534
A,Random-K,2,0,3.0,5,44,0.900373
A,Random-K,2,0,3.0,5,45,0.90037
A,Random-K,2,0,3.0,5,46,0.900446
A,Random-K,2,0,3.0,5,47,0.900389
A,Random-K,2,0,3.0,5,48,0.900105
A,Random-K,2,0,3.0,5,49,0.900351
A,Random-K,2,0,3.0,5,50,0.900363
A,Random-K,2,0,3.0,5,51,0.900246
A,RILP,2,10,0.0,5,42,0.004589
A,RILP,2,10,0.0,5,43,0.004547
A,RILP,2,10,0.0,5,44,0.004571
A,RILP,2,10,0.0,5,45,0.00453
A,RILP,2,10,0.0,5,46,0.004557
A,RILP,2,10,0.0,5,47,0.00458
A,RILP,2,10,0.0,5,48,0.004573
A,RILP,2,10,0.0,5,49,0.004498
A,RILP,2,10,0.0,5,50,0.004545
A,RILP,2,10,0.0,5,51,0.004497
A,RILP-Greedy,2,10,0.0,5,42,0.004589
A,RILP-Greedy,2,10,0.0,5,43,0.004547
A,RILP-Greedy,2,10,0.0,5,44,0.004571
A,RILP-Greedy,2,10,0.0,5,45,0.00453
A,RILP-Greedy,2,10,0.0,5,46,0.004557
A,RILP-Greedy,2,10,0.0,5,47,0.00458
A,RILP-Greedy,2,10,0.0,5,48,0.004573
A,RILP-Greedy,2,10,0.0,5,49,0.004498
A,RILP-Greedy,2,10,0.0,5,50,0.004545
A,RILP-Greedy,2,10,0.0,5,51,0.004497
A,Nam2023b,2,10,0.0,5,42,0.003009
A,Nam2023b,2,10,0.0,5,43,0.00304
A,Nam2023b,2,10,0.0,5,44,0.003072
A,Nam2023b,2,10,0.0,5,45,0.002996
A,Nam2023b,2,10,0.0,5,46,0.00305
A,Nam2023b,2,10,0.0,5,47,0.003047
A,Nam2023b,2,10,0.0,5,48,0.003082
A,Nam2023b,2,10,0.0,5,49,0.003004
A,Nam2023b,2,10,0.0,5,50,0.003024
A,Nam2023b,2,10,0.0,5,51,0.003027
A,Nam2025,2,10,0.0,5,42,0.004589
A,Nam2025,2,10,0.0,5,43,0.004547
A,Nam2025,2,10,0.0,5,44,0.004571
A,Nam2025,2,10,0.0,5,45,0.00453
A,Nam2025,2,10,0.0,5,46,0.004557
A,Nam2025,2,10,0.0,5,47,0.00458
A,Nam2025,2,10,0.0,5,48,0.004573
A,Nam2025,2,10,0.0,5,49,0.004498
A,Nam2025,2,10,0.0,5,50,0.004545
A,Nam2025,2,10,0.0,5,51,0.004497
A,Youn2026,2,10,0.0,5,42,0.004589
A,Youn2026,2,10,0.0,5,43,0.004547
A,Youn2026,2,10,0.0,5,44,0.004571
A,Youn2026,2,10,0.0,5,45,0.00453
A,Youn2026,2,10,0.0,5,46,0.004557
A,Youn2026,2,10,0.0,5,47,0.00458
A,Youn2026,2,10,0.0,5,48,0.004573
A,Youn2026,2,10,0.0,5,49,0.004498
A,Youn2026,2,10,0.0,5,50,0.004545
A,Youn2026,2,10,0.0,5,51,0.004497
A,V2I-Base,2,10,0.0,5,42,0.004589
A,V2I-Base,2,10,0.0,5,43,0.004547
A,V2I-Base,2,10,0.0,5,44,0.004571
A,V2I-Base,2,10,0.0,5,45,0.00453
A,V2I-Base,2,10,0.0,5,46,0.004557
A,V2I-Base,2,10,0.0,5,47,0.00458
A,V2I-Base,2,10,0.0,5,48,0.004573
A,V2I-Base,2,10,0.0,5,49,0.004498
A,V2I-Base,2,10,0.0,5,50,0.004545
A,V2I-Base,2,10,0.0,5,51,0.004497
A,V2V-Base,2,10,0.0,5,42,0.694425
A,V2V-Base,2,10,0.0,5,43,0.69455
A,V2V-Base,2,10,0.0,5,44,0.694412
A,V2V-Base,2,10,0.0,5,45,0.694261
A,V2V-Base,2,10,0.0,5,46,0.694488
A,V2V-Base,2,10,0.0,5,47,0.694647
A,V2V-Base,2,10,0.0,5,48,0.694536
A,V2V-Base,2,10,0.0,5,49,0.694407
A,V2V-Base,2,10,0.0,5,50,0.694401
A,V2V-Base,2,10,0.0,5,51,0.694306
A,Random-K,2,10,0.0,5,42,0.900173
A,Random-K,2,10,0.0,5,43,0.900534
A,Random-K,2,10,0.0,5,44,0.900373
A,Random-K,2,10,0.0,5,45,0.90037
A,Random-K,2,10,0.0,5,46,0.900446
A,Random-K,2,10,0.0,5,47,0.900389
A,Random-K,2,10,0.0,5,48,0.900105
A,Random-K,2,10,0.0,5,49,0.900351
A,Random-K,2,10,0.0,5,50,0.900363
A,Random-K,2,10,0.0,5,51,0.900246
A,RILP,2,10,1.0,5,42,0.004589
A,RILP,2,10,1.0,5,43,0.004547
A,RILP,2,10,1.0,5,44,0.004571
A,RILP,2,10,1.0,5,45,0.00453
A,RILP,2,10,1.0,5,46,0.004557
A,RILP,2,10,1.0,5,47,0.00458
A,RILP,2,10,1.0,5,48,0.004573
A,RILP,2,10,1.0,5,49,0.004498
A,RILP,2,10,1.0,5,50,0.004545
A,RILP,2,10,1.0,5,51,0.004497
A,RILP-Greedy,2,10,1.0,5,42,0.004589
A,RILP-Greedy,2,10,1.0,5,43,0.004547
A,RILP-Greedy,2,10,1.0,5,44,0.004571
A,RILP-Greedy,2,10,1.0,5,45,0.00453
A,RILP-Greedy,2,10,1.0,5,46,0.004557
A,RILP-Greedy,2,10,1.0,5,47,0.00458
A,RILP-Greedy,2,10,1.0,5,48,0.004573
A,RILP-Greedy,2,10,1.0,5,49,0.004498
A,RILP-Greedy,2,10,1.0,5,50,0.004545
A,RILP-Greedy,2,10,1.0,5,51,0.004497
A,Nam2023b,2,10,1.0,5,42,0.003009
A,Nam2023b,2,10,1.0,5,43,0.00304
A,Nam2023b,2,10,1.0,5,44,0.003072
A,Nam2023b,2,10,1.0,5,45,0.002996
A,Nam2023b,2,10,1.0,5,46,0.00305
A,Nam2023b,2,10,1.0,5,47,0.003047
A,Nam2023b,2,10,1.0,5,48,0.003082
A,Nam2023b,2,10,1.0,5,49,0.003004
A,Nam2023b,2,10,1.0,5,50,0.003024
A,Nam2023b,2,10,1.0,5,51,0.003027
A,Nam2025,2,10,1.0,5,42,0.004589
A,Nam2025,2,10,1.0,5,43,0.004547
A,Nam2025,2,10,1.0,5,44,0.004571
A,Nam2025,2,10,1.0,5,45,0.00453
A,Nam2025,2,10,1.0,5,46,0.004557
A,Nam2025,2,10,1.0,5,47,0.00458
A,Nam2025,2,10,1.0,5,48,0.004573
A,Nam2025,2,10,1.0,5,49,0.004498
A,Nam2025,2,10,1.0,5,50,0.004545
A,Nam2025,2,10,1.0,5,51,0.004497
A,Youn2026,2,10,1.0,5,42,0.004589
A,Youn2026,2,10,1.0,5,43,0.004547
A,Youn2026,2,10,1.0,5,44,0.004571
A,Youn2026,2,10,1.0,5,45,0.00453
A,Youn2026,2,10,1.0,5,46,0.004557
A,Youn2026,2,10,1.0,5,47,0.00458
A,Youn2026,2,10,1.0,5,48,0.004573
A,Youn2026,2,10,1.0,5,49,0.004498
A,Youn2026,2,10,1.0,5,50,0.004545
A,Youn2026,2,10,1.0,5,51,0.004497
A,V2I-Base,2,10,1.0,5,42,0.004589
A,V2I-Base,2,10,1.0,5,43,0.004547
A,V2I-Base,2,10,1.0,5,44,0.004571
A,V2I-Base,2,10,1.0,5,45,0.00453
A,V2I-Base,2,10,1.0,5,46,0.004557
A,V2I-Base,2,10,1.0,5,47,0.00458
A,V2I-Base,2,10,1.0,5,48,0.004573
A,V2I-Base,2,10,1.0,5,49,0.004498
A,V2I-Base,2,10,1.0,5,50,0.004545
A,V2I-Base,2,10,1.0,5,51,0.004497
A,V2V-Base,2,10,1.0,5,42,0.694425
A,V2V-Base,2,10,1.0,5,43,0.69455
A,V2V-Base,2,10,1.0,5,44,0.694412
A,V2V-Base,2,10,1.0,5,45,0.694261
A,V2V-Base,2,10,1.0,5,46,0.694488
A,V2V-Base,2,10,1.0,5,47,0.694647
A,V2V-Base,2,10,1.0,5,48,0.694536
A,V2V-Base,2,10,1.0,5,49,0.694407
A,V2V-Base,2,10,1.0,5,50,0.694401
A,V2V-Base,2,10,1.0,5,51,0.694306
A,Random-K,2,10,1.0,5,42,0.900173
A,Random-K,2,10,1.0,5,43,0.900534
A,Random-K,2,10,1.0,5,44,0.900373
A,Random-K,2,10,1.0,5,45,0.90037
A,Random-K,2,10,1.0,5,46,0.900446
A,Random-K,2,10,1.0,5,47,0.900389
A,Random-K,2,10,1.0,5,48,0.900105
A,Random-K,2,10,1.0,5,49,0.900351
A,Random-K,2,10,1.0,5,50,0.900363
A,Random-K,2,10,1.0,5,51,0.900246
A,RILP,2,10,2.0,5,42,0.004589
A,RILP,2,10,2.0,5,43,0.004547
A,RILP,2,10,2.0,5,44,0.004571
A,RILP,2,10,2.0,5,45,0.00453
A,RILP,2,10,2.0,5,46,0.004557
A,RILP,2,10,2.0,5,47,0.00458
A,RILP,2,10,2.0,5,48,0.004573
A,RILP,2,10,2.0,5,49,0.004498
A,RILP,2,10,2.0,5,50,0.004545
A,RILP,2,10,2.0,5,51,0.004497
A,RILP-Greedy,2,10,2.0,5,42,0.004589
A,RILP-Greedy,2,10,2.0,5,43,0.004547
A,RILP-Greedy,2,10,2.0,5,44,0.004571
A,RILP-Greedy,2,10,2.0,5,45,0.00453
A,RILP-Greedy,2,10,2.0,5,46,0.004557
A,RILP-Greedy,2,10,2.0,5,47,0.00458
A,RILP-Greedy,2,10,2.0,5,48,0.004573
A,RILP-Greedy,2,10,2.0,5,49,0.004498
A,RILP-Greedy,2,10,2.0,5,50,0.004545
A,RILP-Greedy,2,10,2.0,5,51,0.004497
A,Nam2023b,2,10,2.0,5,42,0.003009
A,Nam2023b,2,10,2.0,5,43,0.00304
A,Nam2023b,2,10,2.0,5,44,0.003072
A,Nam2023b,2,10,2.0,5,45,0.002996
A,Nam2023b,2,10,2.0,5,46,0.00305
A,Nam2023b,2,10,2.0,5,47,0.003047
A,Nam2023b,2,10,2.0,5,48,0.003082
A,Nam2023b,2,10,2.0,5,49,0.003004
A,Nam2023b,2,10,2.0,5,50,0.003024
A,Nam2023b,2,10,2.0,5,51,0.003027
A,Nam2025,2,10,2.0,5,42,0.004589
A,Nam2025,2,10,2.0,5,43,0.004547
A,Nam2025,2,10,2.0,5,44,0.004571
A,Nam2025,2,10,2.0,5,45,0.00453
A,Nam2025,2,10,2.0,5,46,0.004557
A,Nam2025,2,10,2.0,5,47,0.00458
A,Nam2025,2,10,2.0,5,48,0.004573
A,Nam2025,2,10,2.0,5,49,0.004498
A,Nam2025,2,10,2.0,5,50,0.004545
A,Nam2025,2,10,2.0,5,51,0.004497
A,Youn2026,2,10,2.0,5,42,0.004589
A,Youn2026,2,10,2.0,5,43,0.004547
A,Youn2026,2,10,2.0,5,44,0.004571
A,Youn2026,2,10,2.0,5,45,0.00453
A,Youn2026,2,10,2.0,5,46,0.004557
A,Youn2026,2,10,2.0,5,47,0.00458
A,Youn2026,2,10,2.0,5,48,0.004573
A,Youn2026,2,10,2.0,5,49,0.004498
A,Youn2026,2,10,2.0,5,50,0.004545
A,Youn2026,2,10,2.0,5,51,0.004497
A,V2I-Base,2,10,2.0,5,42,0.004589
A,V2I-Base,2,10,2.0,5,43,0.004547
A,V2I-Base,2,10,2.0,5,44,0.004571
A,V2I-Base,2,10,2.0,5,45,0.00453
A,V2I-Base,2,10,2.0,5,46,0.004557
A,V2I-Base,2,10,2.0,5,47,0.00458
A,V2I-Base,2,10,2.0,5,48,0.004573
A,V2I-Base,2,10,2.0,5,49,0.004498
A,V2I-Base,2,10,2.0,5,50,0.004545
A,V2I-Base,2,10,2.0,5,51,0.004497
A,V2V-Base,2,10,2.0,5,42,0.694425
A,V2V-Base,2,10,2.0,5,43,0.69455
A,V2V-Base,2,10,2.0,5,44,0.694412
A,V2V-Base,2,10,2.0,5,45,0.694261
A,V2V-Base,2,10,2.0,5,46,0.694488
A,V2V-Base,2,10,2.0,5,47,0.694647
A,V2V-Base,2,10,2.0,5,48,0.694536
A,V2V-Base,2,10,2.0,5,49,0.694407
A,V2V-Base,2,10,2.0,5,50,0.694401
A,V2V-Base,2,10,2.0,5,51,0.694306
A,Random-K,2,10,2.0,5,42,0.900173
A,Random-K,2,10,2.0,5,43,0.900534
A,Random-K,2,10,2.0,5,44,0.900373
A,Random-K,2,10,2.0,5,45,0.90037
A,Random-K,2,10,2.0,5,46,0.900446
A,Random-K,2,10,2.0,5,47,0.900389
A,Random-K,2,10,2.0,5,48,0.900105
A,Random-K,2,10,2.0,5,49,0.900351
A,Random-K,2,10,2.0,5,50,0.900363
A,Random-K,2,10,2.0,5,51,0.900246
A,RILP,2,10,3.0,5,42,0.004589
A,RILP,2,10,3.0,5,43,0.004547
A,RILP,2,10,3.0,5,44,0.004571
A,RILP,2,10,3.0,5,45,0.00453
A,RILP,2,10,3.0,5,46,0.004557
A,RILP,2,10,3.0,5,47,0.00458
A,RILP,2,10,3.0,5,48,0.004573
A,RILP,2,10,3.0,5,49,0.004498
A,RILP,2,10,3.0,5,50,0.004545
A,RILP,2,10,3.0,5,51,0.004497
A,RILP-Greedy,2,10,3.0,5,42,0.004589
A,RILP-Greedy,2,10,3.0,5,43,0.004547
A,RILP-Greedy,2,10,3.0,5,44,0.004571
A,RILP-Greedy,2,10,3.0,5,45,0.00453
A,RILP-Greedy,2,10,3.0,5,46,0.004557
A,RILP-Greedy,2,10,3.0,5,47,0.00458
A,RILP-Greedy,2,10,3.0,5,48,0.004573
A,RILP-Greedy,2,10,3.0,5,49,0.004498
A,RILP-Greedy,2,10,3.0,5,50,0.004545
A,RILP-Greedy,2,10,3.0,5,51,0.004497
A,Nam2023b,2,10,3.0,5,42,0.003009
A,Nam2023b,2,10,3.0,5,43,0.00304
A,Nam2023b,2,10,3.0,5,44,0.003072
A,Nam2023b,2,10,3.0,5,45,0.002996
A,Nam2023b,2,10,3.0,5,46,0.00305
A,Nam2023b,2,10,3.0,5,47,0.003047
A,Nam2023b,2,10,3.0,5,48,0.003082
A,Nam2023b,2,10,3.0,5,49,0.003004
A,Nam2023b,2,10,3.0,5,50,0.003024
A,Nam2023b,2,10,3.0,5,51,0.003027
A,Nam2025,2,10,3.0,5,42,0.004589
A,Nam2025,2,10,3.0,5,43,0.004547
A,Nam2025,2,10,3.0,5,44,0.004571
A,Nam2025,2,10,3.0,5,45,0.00453
A,Nam2025,2,10,3.0,5,46,0.004557
A,Nam2025,2,10,3.0,5,47,0.00458
A,Nam2025,2,10,3.0,5,48,0.004573
A,Nam2025,2,10,3.0,5,49,0.004498
A,Nam2025,2,10,3.0,5,50,0.004545
A,Nam2025,2,10,3.0,5,51,0.004497
A,Youn2026,2,10,3.0,5,42,0.004589
A,Youn2026,2,10,3.0,5,43,0.004547
A,Youn2026,2,10,3.0,5,44,0.004571
A,Youn2026,2,10,3.0,5,45,0.00453
A,Youn2026,2,10,3.0,5,46,0.004557
A,Youn2026,2,10,3.0,5,47,0.00458
A,Youn2026,2,10,3.0,5,48,0.004573
A,Youn2026,2,10,3.0,5,49,0.004498
A,Youn2026,2,10,3.0,5,50,0.004545
A,Youn2026,2,10,3.0,5,51,0.004497
A,V2I-Base,2,10,3.0,5,42,0.004589
A,V2I-Base,2,10,3.0,5,43,0.004547
A,V2I-Base,2,10,3.0,5,44,0.004571
A,V2I-Base,2,10,3.0,5,45,0.00453
A,V2I-Base,2,10,3.0,5,46,0.004557
A,V2I-Base,2,10,3.0,5,47,0.00458
A,V2I-Base,2,10,3.0,5,48,0.004573
A,V2I-Base,2,10,3.0,5,49,0.004498
A,V2I-Base,2,10,3.0,5,50,0.004545
A,V2I-Base,2,10,3.0,5,51,0.004497
A,V2V-Base,2,10,3.0,5,42,0.694425
A,V2V-Base,2,10,3.0,5,43,0.69455
A,V2V-Base,2,10,3.0,5,44,0.694412
A,V2V-Base,2,10,3.0,5,45,0.694261
A,V2V-Base,2,10,3.0,5,46,0.694488
A,V2V-Base,2,10,3.0,5,47,0.694647
A,V2V-Base,2,10,3.0,5,48,0.694536
A,V2V-Base,2,10,3.0,5,49,0.694407
A,V2V-Base,2,10,3.0,5,50,0.694401
A,V2V-Base,2,10,3.0,5,51,0.694306
A,Random-K,2,10,3.0,5,42,0.900173
A,Random-K,2,10,3.0,5,43,0.900534
A,Random-K,2,10,3.0,5,44,0.900373
A,Random-K,2,10,3.0,5,45,0.90037
A,Random-K,2,10,3.0,5,46,0.900446
A,Random-K,2,10,3.0,5,47,0.900389
A,Random-K,2,10,3.0,5,48,0.900105
A,Random-K,2,10,3.0,5,49,0.900351
A,Random-K,2,10,3.0,5,50,0.900363
A,Random-K,2,10,3.0,5,51,0.900246
A,RILP,2,20,0.0,5,42,0.004589
A,RILP,2,20,0.0,5,43,0.004547
A,RILP,2,20,0.0,5,44,0.004571
A,RILP,2,20,0.0,5,45,0.00453
A,RILP,2,20,0.0,5,46,0.004557
A,RILP,2,20,0.0,5,47,0.00458
A,RILP,2,20,0.0,5,48,0.004573
A,RILP,2,20,0.0,5,49,0.004498
A,RILP,2,20,0.0,5,50,0.004545
A,RILP,2,20,0.0,5,51,0.004497
A,RILP-Greedy,2,20,0.0,5,42,0.004589
A,RILP-Greedy,2,20,0.0,5,43,0.004547
A,RILP-Greedy,2,20,0.0,5,44,0.004571
A,RILP-Greedy,2,20,0.0,5,45,0.00453
A,RILP-Greedy,2,20,0.0,5,46,0.004557
A,RILP-Greedy,2,20,0.0,5,47,0.00458
A,RILP-Greedy,2,20,0.0,5,48,0.004573
A,RILP-Greedy,2,20,0.0,5,49,0.004498
A,RILP-Greedy,2,20,0.0,5,50,0.004545
A,RILP-Greedy,2,20,0.0,5,51,0.004497
A,Nam2023b,2,20,0.0,5,42,0.003009
A,Nam2023b,2,20,0.0,5,43,0.00304
A,Nam2023b,2,20,0.0,5,44,0.003072
A,Nam2023b,2,20,0.0,5,45,0.002996
A,Nam2023b,2,20,0.0,5,46,0.00305
A,Nam2023b,2,20,0.0,5,47,0.003047
A,Nam2023b,2,20,0.0,5,48,0.003082
A,Nam2023b,2,20,0.0,5,49,0.003004
A,Nam2023b,2,20,0.0,5,50,0.003024
A,Nam2023b,2,20,0.0,5,51,0.003027
A,Nam2025,2,20,0.0,5,42,0.004589
A,Nam2025,2,20,0.0,5,43,0.004547
A,Nam2025,2,20,0.0,5,44,0.004571
A,Nam2025,2,20,0.0,5,45,0.00453
A,Nam2025,2,20,0.0,5,46,0.004557
A,Nam2025,2,20,0.0,5,47,0.00458
A,Nam2025,2,20,0.0,5,48,0.004573
A,Nam2025,2,20,0.0,5,49,0.004498
A,Nam2025,2,20,0.0,5,50,0.004545
A,Nam2025,2,20,0.0,5,51,0.004497
A,Youn2026,2,20,0.0,5,42,0.004589
A,Youn2026,2,20,0.0,5,43,0.004547
A,Youn2026,2,20,0.0,5,44,0.004571
A,Youn2026,2,20,0.0,5,45,0.00453
A,Youn2026,2,20,0.0,5,46,0.004557
A,Youn2026,2,20,0.0,5,47,0.00458
A,Youn2026,2,20,0.0,5,48,0.004573
A,Youn2026,2,20,0.0,5,49,0.004498
A,Youn2026,2,20,0.0,5,50,0.004545
A,Youn2026,2,20,0.0,5,51,0.004497
A,V2I-Base,2,20,0.0,5,42,0.004589
A,V2I-Base,2,20,0.0,5,43,0.004547
A,V2I-Base,2,20,0.0,5,44,0.004571
A,V2I-Base,2,20,0.0,5,45,0.00453
A,V2I-Base,2,20,0.0,5,46,0.004557
A,V2I-Base,2,20,0.0,5,47,0.00458
A,V2I-Base,2,20,0.0,5,48,0.004573
A,V2I-Base,2,20,0.0,5,49,0.004498
A,V2I-Base,2,20,0.0,5,50,0.004545
A,V2I-Base,2,20,0.0,5,51,0.004497
A,V2V-Base,2,20,0.0,5,42,0.694425
A,V2V-Base,2,20,0.0,5,43,0.69455
A,V2V-Base,2,20,0.0,5,44,0.694412
A,V2V-Base,2,20,0.0,5,45,0.694261
A,V2V-Base,2,20,0.0,5,46,0.694488
A,V2V-Base,2,20,0.0,5,47,0.694647
A,V2V-Base,2,20,0.0,5,48,0.694536
A,V2V-Base,2,20,0.0,5,49,0.694407
A,V2V-Base,2,20,0.0,5,50,0.694401
A,V2V-Base,2,20,0.0,5,51,0.694306
A,Random-K,2,20,0.0,5,42,0.900173
A,Random-K,2,20,0.0,5,43,0.900534
A,Random-K,2,20,0.0,5,44,0.900373
A,Random-K,2,20,0.0,5,45,0.90037
A,Random-K,2,20,0.0,5,46,0.881011
A,Random-K,2,20,0.0,5,47,0.882376
A,Random-K,2,20,0.0,5,48,0.882326
A,Random-K,2,20,0.0,5,49,0.880826
A,Random-K,2,20,0.0,5,50,0.881586
A,Random-K,2,20,0.0,5,51,0.877888
A,RILP,2,20,1.0,5,42,0.004935
A,RILP,2,20,1.0,5,43,0.00481
A,RILP,2,20,1.0,5,44,0.004777
A,RILP,2,20,1.0,5,45,0.004806
A,RILP,2,20,1.0,5,46,0.004762
A,RILP,2,20,1.0,5,47,0.004862
A,RILP,2,20,1.0,5,48,0.004885
A,RILP,2,20,1.0,5,49,0.004802
A,RILP,2,20,1.0,5,50,0.004888
A,RILP,2,20,1.0,5,51,0.004842
A,RILP-Greedy,2,20,1.0,5,42,0.004935
A,RILP-Greedy,2,20,1.0,5,43,0.00481
A,RILP-Greedy,2,20,1.0,5,44,0.004777
A,RILP-Greedy,2,20,1.0,5,45,0.004806
A,RILP-Greedy,2,20,1.0,5,46,0.004762
A,RILP-Greedy,2,20,1.0,5,47,0.004862
A,RILP-Greedy,2,20,1.0,5,48,0.004885
A,RILP-Greedy,2,20,1.0,5,49,0.004802
A,RILP-Greedy,2,20,1.0,5,50,0.004888
A,RILP-Greedy,2,20,1.0,5,51,0.004842
A,Nam2023b,2,20,1.0,5,42,0.003288
A,Nam2023b,2,20,1.0,5,43,0.003218
A,Nam2023b,2,20,1.0,5,44,0.003171
A,Nam2023b,2,20,1.0,5,45,0.003203
A,Nam2023b,2,20,1.0,5,46,0.003114
A,Nam2023b,2,20,1.0,5,47,0.003199
A,Nam2023b,2,20,1.0,5,48,0.00328
A,Nam2023b,2,20,1.0,5,49,0.003269
A,Nam2023b,2,20,1.0,5,50,0.00329
A,Nam2023b,2,20,1.0,5,51,0.003242
A,Nam2025,2,20,1.0,5,42,0.004935
A,Nam2025,2,20,1.0,5,43,0.00481
A,Nam2025,2,20,1.0,5,44,0.004777
A,Nam2025,2,20,1.0,5,45,0.004806
A,Nam2025,2,20,1.0,5,46,0.004762
A,Nam2025,2,20,1.0,5,47,0.004862
A,Nam2025,2,20,1.0,5,48,0.004885
A,Nam2025,2,20,1.0,5,49,0.004802
A,Nam2025,2,20,1.0,5,50,0.004888
A,Nam2025,2,20,1.0,5,51,0.004842
A,Youn2026,2,20,1.0,5,42,0.004935
A,Youn2026,2,20,1.0,5,43,0.00481
A,Youn2026,2,20,1.0,5,44,0.004777
A,Youn2026,2,20,1.0,5,45,0.004806
A,Youn2026,2,20,1.0,5,46,0.004762
A,Youn2026,2,20,1.0,5,47,0.004862
A,Youn2026,2,20,1.0,5,48,0.004885
A,Youn2026,2,20,1.0,5,49,0.004802
A,Youn2026,2,20,1.0,5,50,0.004888
A,Youn2026,2,20,1.0,5,51,0.004842
A,V2I-Base,2,20,1.0,5,42,0.004935
A,V2I-Base,2,20,1.0,5,43,0.00481
A,V2I-Base,2,20,1.0,5,44,0.004777
A,V2I-Base,2,20,1.0,5,45,0.004806
A,V2I-Base,2,20,1.0,5,46,0.004762
A,V2I-Base,2,20,1.0,5,47,0.004862
A,V2I-Base,2,20,1.0,5,48,0.004885
A,V2I-Base,2,20,1.0,5,49,0.004802
A,V2I-Base,2,20,1.0,5,50,0.004888
A,V2I-Base,2,20,1.0,5,51,0.004842
A,V2V-Base,2,20,1.0,5,42,0.666792
A,V2V-Base,2,20,1.0,5,43,0.668225
A,V2V-Base,2,20,1.0,5,44,0.669987
A,V2V-Base,2,20,1.0,5,45,0.669257
A,V2V-Base,2,20,1.0,5,46,0.669498
A,V2V-Base,2,20,1.0,5,47,0.669075
A,V2V-Base,2,20,1.0,5,48,0.669251
A,V2V-Base,2,20,1.0,5,49,0.667716
A,V2V-Base,2,20,1.0,5,50,0.668776
A,V2V-Base,2,20,1.0,5,51,0.665842
A,Random-K,2,20,1.0,5,42,0.879929
A,Random-K,2,20,1.0,5,43,0.88009
A,Random-K,2,20,1.0,5,44,0.881571
A,Random-K,2,20,1.0,5,45,0.881447
A,Random-K,2,20,1.0,5,46,0.881011
A,Random-K,2,20,1.0,5,47,0.882376
A,Random-K,2,20,1.0,5,48,0.882326
A,Random-K,2,20,1.0,5,49,0.880826
A,Random-K,2,20,1.0,5,50,0.881586
A,Random-K,2,20,1.0,5,51,0.877888
A,RILP,2,20,2.0,5,42,0.004935
A,RILP,2,20,2.0,5,43,0.00481
A,RILP,2,20,2.0,5,44,0.004777
A,RILP,2,20,2.0,5,45,0.004806
A,RILP,2,20,2.0,5,46,0.004762
A,RILP,2,20,2.0,5,47,0.004862
A,RILP,2,20,2.0,5,48,0.004885
A,RILP,2,20,2.0,5,49,0.004802
A,RILP,2,20,2.0,5,50,0.004888
A,RILP,2,20,2.0,5,51,0.004842
A,RILP-Greedy,2,20,2.0,5,42,0.004935
A,RILP-Greedy,2,20,2.0,5,43,0.00481
A,RILP-Greedy,2,20,2.0,5,44,0.004777
A,RILP-Greedy,2,20,2.0,5,45,0.004806
