scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,CDSR
A,Youn2026,1,0,3.0,5,45,0.004431
A,Youn2026,1,0,3.0,5,46,0.004476
A,Youn2026,1,0,3.0,5,47,0.004496
A,Youn2026,1,0,3.0,5,48,0.004518
A,Youn2026,1,0,3.0,5,49,0.004418
A,Youn2026,1,0,3.0,5,50,0.00442
A,Youn2026,1,0,3.0,5,51,0.004438
A,V2I-Base,1,0,3.0,5,42,0.004478
A,V2I-Base,1,0,3.0,5,43,0.004466
A,V2I-Base,1,0,3.0,5,44,0.004465
A,V2I-Base,1,0,3.0,5,45,0.004431
A,V2I-Base,1,0,3.0,5,46,0.004476
A,V2I-Base,1,0,3.0,5,47,0.004496
A,V2I-Base,1,0,3.0,5,48,0.004518
A,V2I-Base,1,0,3.0,5,49,0.004418
A,V2I-Base,1,0,3.0,5,50,0.00442
A,V2I-Base,1,0,3.0,5,51,0.004438
A,V2V-Base,1,0,3.0,5,42,0.694545
A,V2V-Base,1,0,3.0,5,43,0.694744
A,V2V-Base,1,0,3.0,5,44,0.694716
A,V2V-Base,1,0,3.0,5,45,0.694756
A,V2V-Base,1,0,3.0,5,46,0.69449
A,V2V-Base,1,0,3.0,5,47,0.694652
A,V2V-Base,1,0,3.0,5,48,0.69486
A,V2V-Base,1,0,3.0,5,49,0.694779
A,V2V-Base,1,0,3.0,5,50,0.6946
A,V2V-Base,1,0,3.0,5,51,0.694754
A,Random-K,1,0,3.0,5,42,0.900226
A,Random-K,1,0,3.0,5,43,0.900373
A,Random-K,1,0,3.0,5,44,0.900255
A,Random-K,1,0,3.0,5,45,0.900265
A,Random-K,1,0,3.0,5,46,0.900217
A,Random-K,1,0,3.0,5,47,0.900244
A,Random-K,1,0,3.0,5,48,0.900209
A,Random-K,1,0,3.0,5,49,0.900366
A,Random-K,1,0,3.0,5,50,0.900219
A,Random-K,1,0,3.0,5,51,0.900294
A,RILP,1,10,0.0,5,42,0.004478
A,RILP,1,10,0.0,5,43,0.004466
A,RILP,1,10,0.0,5,44,0.004465
A,RILP,1,10,0.0,5,45,0.004431
A,RILP,1,10,0.0,5,46,0.004476
A,RILP,1,10,0.0,5,47,0.004496
A,RILP,1,10,0.0,5,48,0.004518
A,RILP,1,10,0.0,5,49,0.004418
A,RILP,1,10,0.0,5,50,0.00442
A,RILP,1,10,0.0,5,51,0.004438
A,RILP-Greedy,1,10,0.0,5,42,0.004478
A,RILP-Greedy,1,10,0.0,5,43,0.004466
A,RILP-Greedy,1,10,0.0,5,44,0.004465
A,RILP-Greedy,1,10,0.0,5,45,0.004431
A,RILP-Greedy,1,10,0.0,5,46,0.004476
A,RILP-Greedy,1,10,0.0,5,47,0.004496
A,RILP-Greedy,1,10,0.0,5,48,0.004518
A,RILP-Greedy,1,10,0.0,5,49,0.004418
A,RILP-Greedy,1,10,0.0,5,50,0.00442
A,RILP-Greedy,1,10,0.0,5,51,0.004438
A,Nam2023b,1,10,0.0,5,42,0.002964
A,Nam2023b,1,10,0.0,5,43,0.00298
A,Nam2023b,1,10,0.0,5,44,0.002965
A,Nam2023b,1,10,0.0,5,45,0.002952
A,Nam2023b,1,10,0.0,5,46,0.002984
A,Nam2023b,1,10,0.0,5,47,0.002992
A,Nam2023b,1,10,0.0,5,48,0.003027
A,Nam2023b,1,10,0.0,5,49,0.002921
A,Nam2023b,1,10,0.0,5,50,0.002932
A,Nam2023b,1,10,0.0,5,51,0.002942
A,Nam2025,1,10,0.0,5,42,0.004478
A,Nam2025,1,10,0.0,5,43,0.004466
A,Nam2025,1,10,0.0,5,44,0.004465
A,Nam2025,1,10,0.0,5,45,0.004431
A,Nam2025,1,10,0.0,5,46,0.004476
A,Nam2025,1,10,0.0,5,47,0.004496
A,Nam2025,1,10,0.0,5,48,0.004518
A,Nam2025,1,10,0.0,5,49,0.004418
A,Nam2025,1,10,0.0,5,50,0.00442
A,Nam2025,1,10,0.0,5,51,0.004438
A,Youn2026,1,10,0.0,5,42,0.004478
A,Youn2026,1,10,0.0,5,43,0.004466
A,Youn2026,1,10,0.0,5,44,0.004465
A,Youn2026,1,10,0.0,5,45,0.004431
A,Youn2026,1,10,0.0,5,46,0.004476
A,Youn2026,1,10,0.0,5,47,0.004496
A,Youn2026,1,10,0.0,5,48,0.004518
A,Youn2026,1,10,0.0,5,49,0.004418
A,Youn2026,1,10,0.0,5,50,0.00442
A,Youn2026,1,10,0.0,5,51,0.004438
A,V2I-Base,1,10,0.0,5,42,0.004478
A,V2I-Base,1,10,0.0,5,43,0.004466
A,V2I-Base,1,10,0.0,5,44,0.004465
A,V2I-Base,1,10,0.0,5,45,0.004431
A,V2I-Base,1,10,0.0,5,46,0.004476
A,V2I-Base,1,10,0.0,5,47,0.004496
A,V2I-Base,1,10,0.0,5,48,0.004518
A,V2I-Base,1,10,0.0,5,49,0.004418
A,V2I-Base,1,10,0.0,5,50,0.00442
A,V2I-Base,1,10,0.0,5,51,0.004438
A,V2V-Base,1,10,0.0,5,42,0.694545
A,V2V-Base,1,10,0.0,5,43,0.694744
A,V2V-Base,1,10,0.0,5,44,0.694716
A,V2V-Base,1,10,0.0,5,45,0.694756
A,V2V-Base,1,10,0.0,5,46,0.69449
A,V2V-Base,1,10,0.0,5,47,0.694652
A,V2V-Base,1,10,0.0,5,48,0.69486
A,V2V-Base,1,10,0.0,5,49,0.694779
A,V2V-Base,1,10,0.0,5,50,0.6946
A,V2V-Base,1,10,0.0,5,51,0.694754
A,Random-K,1,10,0.0,5,42,0.900226
A,Random-K,1,10,0.0,5,43,0.900373
A,Random-K,1,10,0.0,5,44,0.900255
A,Random-K,1,10,0.0,5,45,0.900265
A,Random-K,1,10,0.0,5,46,0.900217
A,Random-K,1,10,0.0,5,47,0.900244
A,Random-K,1,10,0.0,5,48,0.900209
A,Random-K,1,10,0.0,5,49,0.900366
A,Random-K,1,10,0.0,5,50,0.900219
A,Random-K,1,10,0.0,5,51,0.900294
A,RILP,1,10,1.0,5,42,0.004478
A,RILP,1,10,1.0,5,43,0.004466
A,RILP,1,10,1.0,5,44,0.004465
A,RILP,1,10,1.0,5,45,0.004431
A,RILP,1,10,1.0,5,46,0.004476
A,RILP,1,10,1.0,5,47,0.004496
A,RILP,1,10,1.0,5,48,0.004518
A,RILP,1,10,1.0,5,49,0.004418
A,RILP,1,10,1.0,5,50,0.00442
A,RILP,1,10,1.0,5,51,0.004438
A,RILP-Greedy,1,10,1.0,5,42,0.004478
A,RILP-Greedy,1,10,1.0,5,43,0.004466
A,RILP-Greedy,1,10,1.0,5,44,0.004465
A,RILP-Greedy,1,10,1.0,5,45,0.004431
A,RILP-Greedy,1,10,1.0,5,46,0.004476
A,RILP-Greedy,1,10,1.0,5,47,0.004496
A,RILP-Greedy,1,10,1.0,5,48,0.004518
A,RILP-Greedy,1,10,1.0,5,49,0.004418
A,RILP-Greedy,1,10,1.0,5,50,0.00442
A,RILP-Greedy,1,10,1.0,5,51,0.004438
A,Nam2023b,1,10,1.0,5,42,0.002964
A,Nam2023b,1,10,1.0,5,43,0.00298
A,Nam2023b,1,10,1.0,5,44,0.002965
A,Nam2023b,1,10,1.0,5,45,0.002952
A,Nam2023b,1,10,1.0,5,46,0.002984
A,Nam2023b,1,10,1.0,5,47,0.002992
A,Nam2023b,1,10,1.0,5,48,0.003027
A,Nam2023b,1,10,1.0,5,49,0.002921
A,Nam2023b,1,10,1.0,5,50,0.002932
A,Nam2023b,1,10,1.0,5,51,0.002942
A,Nam2025,1,10,1.0,5,42,0.004478
A,Nam2025,1,10,1.0,5,43,0.004466
A,Nam2025,1,10,1.0,5,44,0.004465
A,Nam2025,1,10,1.0,5,45,0.004431
A,Nam2025,1,10,1.0,5,46,0.004476
A,Nam2025,1,10,1.0,5,47,0.004496
A,Nam2025,1,10,1.0,5,48,0.004518
A,Nam2025,1,10,1.0,5,49,0.004418
A,Nam2025,1,10,1.0,5,50,0.00442
A,Nam2025,1,10,1.0,5,51,0.004438
A,Youn2026,1,10,1.0,5,42,0.004478
A,Youn2026,1,10,1.0,5,43,0.004466
A,Youn2026,1,10,1.0,5,44,0.004465
A,Youn2026,1,10,1.0,5,45,0.004431
A,Youn2026,1,10,1.0,5,46,0.004476
A,Youn2026,1,10,1.0,5,47,0.004496
A,Youn2026,1,10,1.0,5,48,0.004518
A,Youn2026,1,10,1.0,5,49,0.004418
A,Youn2026,1,10,1.0,5,50,0.00442
A,Youn2026,1,10,1.0,5,51,0.004438
A,V2I-Base,1,10,1.0,5,42,0.004478
A,V2I-Base,1,10,1.0,5,43,0.004466
A,V2I-Base,1,10,1.0,5,44,0.004465
A,V2I-Base,1,10,1.0,5,45,0.004431
A,V2I-Base,1,10,1.0,5,46,0.004476
A,V2I-Base,1,10,1.0,5,47,0.004496
A,V2I-Base,1,10,1.0,5,48,0.004518
A,V2I-Base,1,10,1.0,5,49,0.004418
A,V2I-Base,1,10,1.0,5,50,0.00442
A,V2I-Base,1,10,1.0,5,51,0.004438
A,V2V-Base,1,10,1.0,5,42,0.694545
A,V2V-Base,1,10,1.0,5,43,0.694744
A,V2V-Base,1,10,1.0,5,44,0.694716
A,V2V-Base,1,10,1.0,5,45,0.694756
A,V2V-Base,1,10,1.0,5,46,0.69449
A,V2V-Base,1,10,1.0,5,47,0.694652
A,V2V-Base,1,10,1.0,5,48,0.69486
A,V2V-Base,1,10,1.0,5,49,0.694779
A,V2V-Base,1,10,1.0,5,50,0.6946
A,V2V-Base,1,10,1.0,5,51,0.694754
A,Random-K,1,10,1.0,5,42,0.900226
A,Random-K,1,10,1.0,5,43,0.900373
A,Random-K,1,10,1.0,5,44,0.900255
A,Random-K,1,10,1.0,5,45,0.900265
A,Random-K,1,10,1.0,5,46,0.900217
A,Random-K,1,10,1.0,5,47,0.900244
A,Random-K,1,10,1.0,5,48,0.900209
A,Random-K,1,10,1.0,5,49,0.900366
A,Random-K,1,10,1.0,5,50,0.900219
A,Random-K,1,10,1.0,5,51,0.900294
A,RILP,1,10,2.0,5,42,0.004478
A,RILP,1,10,2.0,5,43,0.004466
A,RILP,1,10,2.0,5,44,0.004465
A,RILP,1,10,2.0,5,45,0.004431
A,RILP,1,10,2.0,5,46,0.004476
A,RILP,1,10,2.0,5,47,0.004605
A,RILP,1,10,2.0,5,48,0.004657
A,RILP,1,10,2.0,5,49,0.004638
A,RILP,1,10,2.0,5,50,0.00462
A,RILP,1,10,2.0,5,51,0.004611
A,RILP-Greedy,1,10,2.0,5,42,0.004679
A,RILP-Greedy,1,10,2.0,5,43,0.004643
A,RILP-Greedy,1,10,2.0,5,44,0.004653
A,RILP-Greedy,1,10,2.0,5,45,0.004634
A,RILP-Greedy,1,10,2.0,5,46,0.004613
A,RILP-Greedy,1,10,2.0,5,47,0.004605
A,RILP-Greedy,1,10,2.0,5,48,0.004657
A,RILP-Greedy,1,10,2.0,5,49,0.004638
A,RILP-Greedy,1,10,2.0,5,50,0.00462
A,RILP-Greedy,1,10,2.0,5,51,0.004611
A,Nam2023b,1,10,2.0,5,42,0.003114
A,Nam2023b,1,10,2.0,5,43,0.003089
A,Nam2023b,1,10,2.0,5,44,0.003122
A,Nam2023b,1,10,2.0,5,45,0.003084
A,Nam2023b,1,10,2.0,5,46,0.003049
A,Nam2023b,1,10,2.0,5,47,0.003093
A,Nam2023b,1,10,2.0,5,48,0.003104
A,Nam2023b,1,10,2.0,5,49,0.003064
A,Nam2023b,1,10,2.0,5,50,0.003079
A,Nam2023b,1,10,2.0,5,51,0.003067
A,Nam2025,1,10,2.0,5,42,0.004679
A,Nam2025,1,10,2.0,5,43,0.004643
A,Nam2025,1,10,2.0,5,44,0.004653
A,Nam2025,1,10,2.0,5,45,0.004634
A,Nam2025,1,10,2.0,5,46,0.004613
A,Nam2025,1,10,2.0,5,47,0.004605
A,Nam2025,1,10,2.0,5,48,0.004657
A,Nam2025,1,10,2.0,5,49,0.004638
A,Nam2025,1,10,2.0,5,50,0.00462
A,Nam2025,1,10,2.0,5,51,0.004611
A,Youn2026,1,10,2.0,5,42,0.004679
A,Youn2026,1,10,2.0,5,43,0.004643
A,Youn2026,1,10,2.0,5,44,0.004653
A,Youn2026,1,10,2.0,5,45,0.004634
A,Youn2026,1,10,2.0,5,46,0.004613
A,Youn2026,1,10,2.0,5,47,0.004605
A,Youn2026,1,10,2.0,5,48,0.004657
A,Youn2026,1,10,2.0,5,49,0.004638
A,Youn2026,1,10,2.0,5,50,0.00462
A,Youn2026,1,10,2.0,5,51,0.004611
A,V2I-Base,1,10,2.0,5,42,0.004679
A,V2I-Base,1,10,2.0,5,43,0.004643
A,V2I-Base,1,10,2.0,5,44,0.004653
A,V2I-Base,1,10,2.0,5,45,0.004634
A,V2I-Base,1,10,2.0,5,46,0.004613
A,V2I-Base,1,10,2.0,5,47,0.004605
A,V2I-Base,1,10,2.0,5,48,0.004657
A,V2I-Base,1,10,2.0,5,49,0.004638
A,V2I-Base,1,10,2.0,5,50,0.00462
A,V2I-Base,1,10,2.0,5,51,0.004611
A,V2V-Base,1,10,2.0,5,42,0.69341
A,V2V-Base,1,10,2.0,5,43,0.693633
A,V2V-Base,1,10,2.0,5,44,0.693746
A,V2V-Base,1,10,2.0,5,45,0.693686
A,V2V-Base,1,10,2.0,5,46,0.693484
