scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,CHR
A,V2V-Base,2,0,3.0,5,42,0.999446
A,V2V-Base,2,0,3.0,5,43,0.999435
A,V2V-Base,2,0,3.0,5,44,0.99943
A,V2V-Base,2,0,3.0,5,45,0.999391
A,V2V-Base,2,0,3.0,5,46,0.999419
A,V2V-Base,2,0,3.0,5,47,0.999388
A,V2V-Base,2,0,3.0,5,48,0.999399
A,V2V-Base,2,0,3.0,5,49,0.999443
A,V2V-Base,2,0,3.0,5,50,0.999397
A,V2V-Base,2,0,3.0,5,51,0.999442
A,Random-K,2,0,3.0,5,42,0.999313
A,Random-K,2,0,3.0,5,43,0.999273
A,Random-K,2,0,3.0,5,44,0.999326
A,Random-K,2,0,3.0,5,45,0.999333
A,Random-K,2,0,3.0,5,46,0.999339
A,Random-K,2,0,3.0,5,47,0.999294
A,Random-K,2,0,3.0,5,48,0.999271
A,Random-K,2,0,3.0,5,49,0.999342
A,Random-K,2,0,3.0,5,50,0.999301
A,Random-K,2,0,3.0,5,51,0.999348
A,RILP,2,10,0.0,5,42,0.438391
A,RILP,2,10,0.0,5,43,0.438274
A,RILP,2,10,0.0,5,44,0.4381
A,RILP,2,10,0.0,5,45,0.438247
A,RILP,2,10,0.0,5,46,0.438195
A,RILP,2,10,0.0,5,47,0.438199
A,RILP,2,10,0.0,5,48,0.438404
A,RILP,2,10,0.0,5,49,0.438367
A,RILP,2,10,0.0,5,50,0.438288
A,RILP,2,10,0.0,5,51,0.438235
A,RILP-Greedy,2,10,0.0,5,42,0.438391
A,RILP-Greedy,2,10,0.0,5,43,0.438274
A,RILP-Greedy,2,10,0.0,5,44,0.4381
A,RILP-Greedy,2,10,0.0,5,45,0.438247
A,RILP-Greedy,2,10,0.0,5,46,0.438195
A,RILP-Greedy,2,10,0.0,5,47,0.438199
A,RILP-Greedy,2,10,0.0,5,48,0.438404
A,RILP-Greedy,2,10,0.0,5,49,0.438367
A,RILP-Greedy,2,10,0.0,5,50,0.438288
A,RILP-Greedy,2,10,0.0,5,51,0.438235
A,Nam2023b,2,10,0.0,5,42,0.291445
A,Nam2023b,2,10,0.0,5,43,0.291402
A,Nam2023b,2,10,0.0,5,44,0.291288
A,Nam2023b,2,10,0.0,5,45,0.291153
A,Nam2023b,2,10,0.0,5,46,0.291536
A,Nam2023b,2,10,0.0,5,47,0.291384
A,Nam2023b,2,10,0.0,5,48,0.2915
A,Nam2023b,2,10,0.0,5,49,0.291436
A,Nam2023b,2,10,0.0,5,50,0.291341
A,Nam2023b,2,10,0.0,5,51,0.291282
A,Nam2025,2,10,0.0,5,42,0.438391
A,Nam2025,2,10,0.0,5,43,0.438274
A,Nam2025,2,10,0.0,5,44,0.4381
A,Nam2025,2,10,0.0,5,45,0.438247
A,Nam2025,2,10,0.0,5,46,0.438195
A,Nam2025,2,10,0.0,5,47,0.438199
A,Nam2025,2,10,0.0,5,48,0.438404
A,Nam2025,2,10,0.0,5,49,0.438367
A,Nam2025,2,10,0.0,5,50,0.438288
A,Nam2025,2,10,0.0,5,51,0.438235
A,Youn2026,2,10,0.0,5,42,0.438391
A,Youn2026,2,10,0.0,5,43,0.438274
A,Youn2026,2,10,0.0,5,44,0.4381
A,Youn2026,2,10,0.0,5,45,0.438247
A,Youn2026,2,10,0.0,5,46,0.438195
A,Youn2026,2,10,0.0,5,47,0.438199
A,Youn2026,2,10,0.0,5,48,0.438404
A,Youn2026,2,10,0.0,5,49,0.438367
A,Youn2026,2,10,0.0,5,50,0.438288
A,Youn2026,2,10,0.0,5,51,0.438235
A,V2I-Base,2,10,0.0,5,42,0.438391
A,V2I-Base,2,10,0.0,5,43,0.438274
A,V2I-Base,2,10,0.0,5,44,0.4381
A,V2I-Base,2,10,0.0,5,45,0.438247
A,V2I-Base,2,10,0.0,5,46,0.438195
A,V2I-Base,2,10,0.0,5,47,0.438199
A,V2I-Base,2,10,0.0,5,48,0.438404
A,V2I-Base,2,10,0.0,5,49,0.438367
A,V2I-Base,2,10,0.0,5,50,0.438288
A,V2I-Base,2,10,0.0,5,51,0.438235
A,V2V-Base,2,10,0.0,5,42,0.999446
A,V2V-Base,2,10,0.0,5,43,0.999435
A,V2V-Base,2,10,0.0,5,44,0.99943
A,V2V-Base,2,10,0.0,5,45,0.999391
A,V2V-Base,2,10,0.0,5,46,0.999419
A,V2V-Base,2,10,0.0,5,47,0.999388
A,V2V-Base,2,10,0.0,5,48,0.999399
A,V2V-Base,2,10,0.0,5,49,0.999443
A,V2V-Base,2,10,0.0,5,50,0.999397
A,V2V-Base,2,10,0.0,5,51,0.999442
A,Random-K,2,10,0.0,5,42,0.999313
A,Random-K,2,10,0.0,5,43,0.999273
A,Random-K,2,10,0.0,5,44,0.999326
A,Random-K,2,10,0.0,5,45,0.999333
A,Random-K,2,10,0.0,5,46,0.999339
A,Random-K,2,10,0.0,5,47,0.999294
A,Random-K,2,10,0.0,5,48,0.999271
A,Random-K,2,10,0.0,5,49,0.999342
A,Random-K,2,10,0.0,5,50,0.999301
A,Random-K,2,10,0.0,5,51,0.999348
A,RILP,2,10,1.0,5,42,0.438391
A,RILP,2,10,1.0,5,43,0.438274
A,RILP,2,10,1.0,5,44,0.4381
A,RILP,2,10,1.0,5,45,0.438247
A,RILP,2,10,1.0,5,46,0.438195
A,RILP,2,10,1.0,5,47,0.438199
A,RILP,2,10,1.0,5,48,0.438404
A,RILP,2,10,1.0,5,49,0.438367
A,RILP,2,10,1.0,5,50,0.438288
A,RILP,2,10,1.0,5,51,0.438235
A,RILP-Greedy,2,10,1.0,5,42,0.438391
A,RILP-Greedy,2,10,1.0,5,43,0.438274
A,RILP-Greedy,2,10,1.0,5,44,0.4381
A,RILP-Greedy,2,10,1.0,5,45,0.438247
A,RILP-Greedy,2,10,1.0,5,46,0.438195
A,RILP-Greedy,2,10,1.0,5,47,0.438199
A,RILP-Greedy,2,10,1.0,5,48,0.438404
A,RILP-Greedy,2,10,1.0,5,49,0.438367
A,RILP-Greedy,2,10,1.0,5,50,0.438288
A,RILP-Greedy,2,10,1.0,5,51,0.438235
A,Nam2023b,2,10,1.0,5,42,0.291445
A,Nam2023b,2,10,1.0,5,43,0.291402
A,Nam2023b,2,10,1.0,5,44,0.291288
A,Nam2023b,2,10,1.0,5,45,0.291153
A,Nam2023b,2,10,1.0,5,46,0.291536
A,Nam2023b,2,10,1.0,5,47,0.291384
A,Nam2023b,2,10,1.0,5,48,0.2915
A,Nam2023b,2,10,1.0,5,49,0.291436
A,Nam2023b,2,10,1.0,5,50,0.291341
A,Nam2023b,2,10,1.0,5,51,0.291282
A,Nam2025,2,10,1.0,5,42,0.438391
A,Nam2025,2,10,1.0,5,43,0.438274
A,Nam2025,2,10,1.0,5,44,0.4381
A,Nam2025,2,10,1.0,5,45,0.438247
A,Nam2025,2,10,1.0,5,46,0.438195
A,Nam2025,2,10,1.0,5,47,0.438199
A,Nam2025,2,10,1.0,5,48,0.438404
A,Nam2025,2,10,1.0,5,49,0.438367
A,Nam2025,2,10,1.0,5,50,0.438288
A,Nam2025,2,10,1.0,5,51,0.438235
A,Youn2026,2,10,1.0,5,42,0.438391
A,Youn2026,2,10,1.0,5,43,0.438274
A,Youn2026,2,10,1.0,5,44,0.4381
A,Youn2026,2,10,1.0,5,45,0.438247
A,Youn2026,2,10,1.0,5,46,0.438195
A,Youn2026,2,10,1.0,5,47,0.438199
A,Youn2026,2,10,1.0,5,48,0.438404
A,Youn2026,2,10,1.0,5,49,0.438367
A,Youn2026,2,10,1.0,5,50,0.438288
A,Youn2026,2,10,1.0,5,51,0.438235
A,V2I-Base,2,10,1.0,5,42,0.438391
A,V2I-Base,2,10,1.0,5,43,0.438274
A,V2I-Base,2,10,1.0,5,44,0.4381
A,V2I-Base,2,10,1.0,5,45,0.438247
A,V2I-Base,2,10,1.0,5,46,0.438195
A,V2I-Base,2,10,1.0,5,47,0.438199
A,V2I-Base,2,10,1.0,5,48,0.438404
A,V2I-Base,2,10,1.0,5,49,0.438367
A,V2I-Base,2,10,1.0,5,50,0.438288
A,V2I-Base,2,10,1.0,5,51,0.438235
A,V2V-Base,2,10,1.0,5,42,0.999446
A,V2V-Base,2,10,1.0,5,43,0.999435
A,V2V-Base,2,10,1.0,5,44,0.99943
A,V2V-Base,2,10,1.0,5,45,0.999391
A,V2V-Base,2,10,1.0,5,46,0.999419
A,V2V-Base,2,10,1.0,5,47,0.999388
A,V2V-Base,2,10,1.0,5,48,0.999399
A,V2V-Base,2,10,1.0,5,49,0.999443
A,V2V-Base,2,10,1.0,5,50,0.999397
A,V2V-Base,2,10,1.0,5,51,0.999442
A,Random-K,2,10,1.0,5,42,0.999313
A,Random-K,2,10,1.0,5,43,0.999273
A,Random-K,2,10,1.0,5,44,0.999326
A,Random-K,2,10,1.0,5,45,0.999333
A,Random-K,2,10,1.0,5,46,0.999339
A,Random-K,2,10,1.0,5,47,0.999294
A,Random-K,2,10,1.0,5,48,0.999271
A,Random-K,2,10,1.0,5,49,0.999342
A,Random-K,2,10,1.0,5,50,0.999301
A,Random-K,2,10,1.0,5,51,0.999348
A,RILP,2,10,2.0,5,42,0.438391
A,RILP,2,10,2.0,5,43,0.438274
A,RILP,2,10,2.0,5,44,0.4381
A,RILP,2,10,2.0,5,45,0.438247
A,RILP,2,10,2.0,5,46,0.438195
A,RILP,2,10,2.0,5,47,0.438199
A,RILP,2,10,2.0,5,48,0.438404
A,RILP,2,10,2.0,5,49,0.438367
A,RILP,2,10,2.0,5,50,0.438288
A,RILP,2,10,2.0,5,51,0.438235
A,RILP-Greedy,2,10,2.0,5,42,0.438391
A,RILP-Greedy,2,10,2.0,5,43,0.438274
A,RILP-Greedy,2,10,2.0,5,44,0.4381
A,RILP-Greedy,2,10,2.0,5,45,0.438247
A,RILP-Greedy,2,10,2.0,5,46,0.438195
A,RILP-Greedy,2,10,2.0,5,47,0.438199
A,RILP-Greedy,2,10,2.0,5,48,0.438404
A,RILP-Greedy,2,10,2.0,5,49,0.438367
A,RILP-Greedy,2,10,2.0,5,50,0.438288
A,RILP-Greedy,2,10,2.0,5,51,0.438235
A,Nam2023b,2,10,2.0,5,42,0.291445
A,Nam2023b,2,10,2.0,5,43,0.291402
A,Nam2023b,2,10,2.0,5,44,0.291288
A,Nam2023b,2,10,2.0,5,45,0.291153
A,Nam2023b,2,10,2.0,5,46,0.291536
A,Nam2023b,2,10,2.0,5,47,0.291384
A,Nam2023b,2,10,2.0,5,48,0.2915
A,Nam2023b,2,10,2.0,5,49,0.291436
A,Nam2023b,2,10,2.0,5,50,0.291341
A,Nam2023b,2,10,2.0,5,51,0.291282
A,Nam2025,2,10,2.0,5,42,0.438391
A,Nam2025,2,10,2.0,5,43,0.438274
A,Nam2025,2,10,2.0,5,44,0.4381
A,Nam2025,2,10,2.0,5,45,0.438247
A,Nam2025,2,10,2.0,5,46,0.438195
A,Nam2025,2,10,2.0,5,47,0.438199
A,Nam2025,2,10,2.0,5,48,0.438404
A,Nam2025,2,10,2.0,5,49,0.438367
A,Nam2025,2,10,2.0,5,50,0.438288
A,Nam2025,2,10,2.0,5,51,0.438235
A,Youn2026,2,10,2.0,5,42,0.438391
A,Youn2026,2,10,2.0,5,43,0.438274
A,Youn2026,2,10,2.0,5,44,0.4381
A,Youn2026,2,10,2.0,5,45,0.438247
A,Youn2026,2,10,2.0,5,46,0.438195
A,Youn2026,2,10,2.0,5,47,0.438199
A,Youn2026,2,10,2.0,5,48,0.438404
A,Youn2026,2,10,2.0,5,49,0.438367
A,Youn2026,2,10,2.0,5,50,0.438288
A,Youn2026,2,10,2.0,5,51,0.438235
A,V2I-Base,2,10,2.0,5,42,0.438391
A,V2I-Base,2,10,2.0,5,43,0.438274
A,V2I-Base,2,10,2.0,5,44,0.4381
A,V2I-Base,2,10,2.0,5,45,0.438247
A,V2I-Base,2,10,2.0,5,46,0.438195
A,V2I-Base,2,10,2.0,5,47,0.438199
A,V2I-Base,2,10,2.0,5,48,0.438404
A,V2I-Base,2,10,2.0,5,49,0.438367
A,V2I-Base,2,10,2.0,5,50,0.438288
A,V2I-Base,2,10,2.0,5,51,0.438235
A,V2V-Base,2,10,2.0,5,42,0.999446
A,V2V-Base,2,10,2.0,5,43,0.999435
A,V2V-Base,2,10,2.0,5,44,0.99943
A,V2V-Base,2,10,2.0,5,45,0.999391
A,V2V-Base,2,10,2.0,5,46,0.999419
A,V2V-Base,2,10,2.0,5,47,0.999388
A,V2V-Base,2,10,2.0,5,48,0.999399
A,V2V-Base,2,10,2.0,5,49,0.999443
A,V2V-Base,2,10,2.0,5,50,0.999397
A,V2V-Base,2,10,2.0,5,51,0.999442
A,Random-K,2,10,2.0,5,42,0.999313
A,Random-K,2,10,2.0,5,43,0.999273
A,Random-K,2,10,2.0,5,44,0.999326
A,Random-K,2,10,2.0,5,45,0.999333
A,Random-K,2,10,2.0,5,46,0.999339
A,Random-K,2,10,2.0,5,47,0.999294
A,Random-K,2,10,2.0,5,48,0.999271
A,Random-K,2,10,2.0,5,49,0.999342
A,Random-K,2,10,2.0,5,50,0.999301
A,Random-K,2,10,2.0,5,51,0.999348
A,RILP,2,10,3.0,5,42,0.438391
A,RILP,2,10,3.0,5,43,0.438274
A,RILP,2,10,3.0,5,44,0.4381
A,RILP,2,10,3.0,5,45,0.438247
A,RILP,2,10,3.0,5,46,0.438195
A,RILP,2,10,3.0,5,47,0.438199
A,RILP,2,10,3.0,5,48,0.438404
A,RILP,2,10,3.0,5,49,0.438367
A,RILP,2,10,3.0,5,50,0.438288
A,RILP,2,10,3.0,5,51,0.438235
A,RILP-Greedy,2,10,3.0,5,42,0.438391
A,RILP-Greedy,2,10,3.0,5,43,0.438274
A,RILP-Greedy,2,10,3.0,5,44,0.4381
A,RILP-Greedy,2,10,3.0,5,45,0.438247
A,RILP-Greedy,2,10,3.0,5,46,0.438195
A,RILP-Greedy,2,10,3.0,5,47,0.438199
A,RILP-Greedy,2,10,3.0,5,48,0.438404
A,RILP-Greedy,2,10,3.0,5,49,0.438367
A,RILP-Greedy,2,10,3.0,5,50,0.438288
A,RILP-Greedy,2,10,3.0,5,51,0.438235
A,Nam2023b,2,10,3.0,5,42,0.291445
A,Nam2023b,2,10,3.0,5,43,0.291402
A,Nam2023b,2,10,3.0,5,44,0.291288
A,Nam2023b,2,10,3.0,5,45,0.291153
A,Nam2023b,2,10,3.0,5,46,0.291536
A,Nam2023b,2,10,3.0,5,47,0.291384
A,Nam2023b,2,10,3.0,5,48,0.2915
A,Nam2023b,2,10,3.0,5,49,0.291436
A,Nam2023b,2,10,3.0,5,50,0.291341
A,Nam2023b,2,10,3.0,5,51,0.291282
A,Nam2025,2,10,3.0,5,42,0.438391
A,Nam2025,2,10,3.0,5,43,0.438274
A,Nam2025,2,10,3.0,5,44,0.4381
A,Nam2025,2,10,3.0,5,45,0.438247
A,Nam2025,2,10,3.0,5,46,0.438195
A,Nam2025,2,10,3.0,5,47,0.438199
A,Nam2025,2,10,3.0,5,48,0.438404
A,Nam2025,2,10,3.0,5,49,0.438367
A,Nam2025,2,10,3.0,5,50,0.438288
A,Nam2025,2,10,3.0,5,51,0.438235
A,Youn2026,2,10,3.0,5,42,0.438391
A,Youn2026,2,10,3.0,5,43,0.438274
A,Youn2026,2,10,3.0,5,44,0.4381
A,Youn2026,2,10,3.0,5,45,0.438247
A,Youn2026,2,10,3.0,5,46,0.438195
A,Youn2026,2,10,3.0,5,47,0.438199
A,Youn2026,2,10,3.0,5,48,0.438404
A,Youn2026,2,10,3.0,5,49,0.438367
A,Youn2026,2,10,3.0,5,50,0.438288
A,Youn2026,2,10,3.0,5,51,0.438235
A,V2I-Base,2,10,3.0,5,42,0.438391
A,V2I-Base,2,10,3.0,5,43,0.438274
A,V2I-Base,2,10,3.0,5,44,0.4381
A,V2I-Base,2,10,3.0,5,45,0.438247
A,V2I-Base,2,10,3.0,5,46,0.438195
A,V2I-Base,2,10,3.0,5,47,0.438199
A,V2I-Base,2,10,3.0,5,48,0.438404
A,V2I-Base,2,10,3.0,5,49,0.438367
A,V2I-Base,2,10,3.0,5,50,0.438288
A,V2I-Base,2,10,3.0,5,51,0.438235
A,V2V-Base,2,10,3.0,5,42,0.999446
A,V2V-Base,2,10,3.0,5,43,0.999435
A,V2V-Base,2,10,3.0,5,44,0.99943
A,V2V-Base,2,10,3.0,5,45,0.999391
A,V2V-Base,2,10,3.0,5,46,0.999419
A,V2V-Base,2,10,3.0,5,47,0.999388
A,V2V-Base,2,10,3.0,5,48,0.999399
A,V2V-Base,2,10,3.0,5,49,0.999443
A,V2V-Base,2,10,3.0,5,50,0.999397
A,V2V-Base,2,10,3.0,5,51,0.999442
A,Random-K,2,10,3.0,5,42,0.999313
A,Random-K,2,10,3.0,5,43,0.999273
A,Random-K,2,10,3.0,5,44,0.999326
A,Random-K,2,10,3.0,5,45,0.999333
A,Random-K,2,10,3.0,5,46,0.999339
A,Random-K,2,10,3.0,5,47,0.999294
A,Random-K,2,10,3.0,5,48,0.999271
A,Random-K,2,10,3.0,5,49,0.999342
A,Random-K,2,10,3.0,5,50,0.999301
A,Random-K,2,10,3.0,5,51,0.999348
A,RILP,2,20,0.0,5,42,0.438391
A,RILP,2,20,0.0,5,43,0.438274
A,RILP,2,20,0.0,5,44,0.4381
A,RILP,2,20,0.0,5,45,0.438247
A,RILP,2,20,0.0,5,46,0.438195
A,RILP,2,20,0.0,5,47,0.438199
A,RILP,2,20,0.0,5,48,0.438404
A,RILP,2,20,0.0,5,49,0.438367
A,RILP,2,20,0.0,5,50,0.438288
A,RILP,2,20,0.0,5,51,0.438235
A,RILP-Greedy,2,20,0.0,5,42,0.438391
A,RILP-Greedy,2,20,0.0,5,43,0.438274
A,RILP-Greedy,2,20,0.0,5,44,0.4381
A,RILP-Greedy,2,20,0.0,5,45,0.438247
A,RILP-Greedy,2,20,0.0,5,46,0.438195
A,RILP-Greedy,2,20,0.0,5,47,0.438199
A,RILP-Greedy,2,20,0.0,5,48,0.438404
A,RILP-Greedy,2,20,0.0,5,49,0.438367
A,RILP-Greedy,2,20,0.0,5,50,0.438288
A,RILP-Greedy,2,20,0.0,5,51,0.438235
A,Nam2023b,2,20,0.0,5,42,0.291445
A,Nam2023b,2,20,0.0,5,43,0.291402
A,Nam2023b,2,20,0.0,5,44,0.291288
A,Nam2023b,2,20,0.0,5,45,0.291153
A,Nam2023b,2,20,0.0,5,46,0.291536
A,Nam2023b,2,20,0.0,5,47,0.291384
A,Nam2023b,2,20,0.0,5,48,0.2915
A,Nam2023b,2,20,0.0,5,49,0.291436
A,Nam2023b,2,20,0.0,5,50,0.291341
A,Nam2023b,2,20,0.0,5,51,0.291282
A,Nam2025,2,20,0.0,5,42,0.438391
A,Nam2025,2,20,0.0,5,43,0.438274
A,Nam2025,2,20,0.0,5,44,0.4381
A,Nam2025,2,20,0.0,5,45,0.438247
A,Nam2025,2,20,0.0,5,46,0.438195
A,Nam2025,2,20,0.0,5,47,0.438199
A,Nam2025,2,20,0.0,5,48,0.438404
A,Nam2025,2,20,0.0,5,49,0.438367
A,Nam2025,2,20,0.0,5,50,0.438288
A,Nam2025,2,20,0.0,5,51,0.438235
A,Youn2026,2,20,0.0,5,42,0.438391
A,Youn2026,2,20,0.0,5,43,0.438274
A,Youn2026,2,20,0.0,5,44,0.4381
A,Youn2026,2,20,0.0,5,45,0.438247
A,Youn2026,2,20,0.0,5,46,0.438195
A,Youn2026,2,20,0.0,5,47,0.438199
A,Youn2026,2,20,0.0,5,48,0.438404
A,Youn2026,2,20,0.0,5,49,0.438367
A,Youn2026,2,20,0.0,5,50,0.438288
A,Youn2026,2,20,0.0,5,51,0.438235
A,V2I-Base,2,20,0.0,5,42,0.438391
A,V2I-Base,2,20,0.0,5,43,0.438274
A,V2I-Base,2,20,0.0,5,44,0.4381
A,V2I-Base,2,20,0.0,5,45,0.438247
A,V2I-Base,2,20,0.0,5,46,0.438195
A,V2I-Base,2,20,0.0,5,47,0.438199
A,V2I-Base,2,20,0.0,5,48,0.438404
A,V2I-Base,2,20,0.0,5,49,0.438367
A,V2I-Base,2,20,0.0,5,50,0.438288
A,V2I-Base,2,20,0.0,5,51,0.438235
A,V2V-Base,2,20,0.0,5,42,0.999446
A,V2V-Base,2,20,0.0,5,43,0.999435
A,V2V-Base,2,20,0.0,5,44,0.99943
A,V2V-Base,2,20,0.0,5,45,0.999391
A,V2V-Base,2,20,0.0,5,46,0.999419
A,V2V-Base,2,20,0.0,5,47,0.999388
A,V2V-Base,2,20,0.0,5,48,0.999399
A,V2V-Base,2,20,0.0,5,49,0.999443
A,V2V-Base,2,20,0.0,5,50,0.999397
A,V2V-Base,2,20,0.0,5,51,0.999442
A,Random-K,2,20,0.0,5,42,0.999313
A,Random-K,2,20,0.0,5,43,0.999273
A,Random-K,2,20,0.0,5,44,0.999326
A,Random-K,2,20,0.0,5,45,0.999333
A,Random-K,2,20,0.0,5,46,0.979545
A,Random-K,2,20,0.0,5,47,0.980892
A,Random-K,2,20,0.0,5,48,0.981103
A,Random-K,2,20,0.0,5,49,0.979714
A,Random-K,2,20,0.0,5,50,0.980349
A,Random-K,2,20,0.0,5,51,0.97679
A,RILP,2,20,1.0,5,42,0.438853
A,RILP,2,20,1.0,5,43,0.438109
A,RILP,2,20,1.0,5,44,0.438218
A,RILP,2,20,1.0,5,45,0.438185
A,RILP,2,20,1.0,5,46,0.437982
A,RILP,2,20,1.0,5,47,0.438115
A,RILP,2,20,1.0,5,48,0.438486
A,RILP,2,20,1.0,5,49,0.438706
A,RILP,2,20,1.0,5,50,0.438902
A,RILP,2,20,1.0,5,51,0.438889
A,RILP-Greedy,2,20,1.0,5,42,0.438853
A,RILP-Greedy,2,20,1.0,5,43,0.438109
A,RILP-Greedy,2,20,1.0,5,44,0.438218
A,RILP-Greedy,2,20,1.0,5,45,0.438185
A,RILP-Greedy,2,20,1.0,5,46,0.437982
A,RILP-Greedy,2,20,1.0,5,47,0.438115
A,RILP-Greedy,2,20,1.0,5,48,0.438486
A,RILP-Greedy,2,20,1.0,5,49,0.438706
A,RILP-Greedy,2,20,1.0,5,50,0.438902
A,RILP-Greedy,2,20,1.0,5,51,0.438889
A,Nam2023b,2,20,1.0,5,42,0.29164
A,Nam2023b,2,20,1.0,5,43,0.291272
A,Nam2023b,2,20,1.0,5,44,0.291071
A,Nam2023b,2,20,1.0,5,45,0.291583
A,Nam2023b,2,20,1.0,5,46,0.291077
A,Nam2023b,2,20,1.0,5,47,0.291247
A,Nam2023b,2,20,1.0,5,48,0.291175
A,Nam2023b,2,20,1.0,5,49,0.291316
A,Nam2023b,2,20,1.0,5,50,0.29116
A,Nam2023b,2,20,1.0,5,51,0.291988
A,Nam2025,2,20,1.0,5,42,0.438853
A,Nam2025,2,20,1.0,5,43,0.438109
A,Nam2025,2,20,1.0,5,44,0.438218
A,Nam2025,2,20,1.0,5,45,0.438185
A,Nam2025,2,20,1.0,5,46,0.437982
A,Nam2025,2,20,1.0,5,47,0.438115
A,Nam2025,2,20,1.0,5,48,0.438486
A,Nam2025,2,20,1.0,5,49,0.438706
A,Nam2025,2,20,1.0,5,50,0.438902
A,Nam2025,2,20,1.0,5,51,0.438889
A,Youn2026,2,20,1.0,5,42,0.438853
A,Youn2026,2,20,1.0,5,43,0.438109
A,Youn2026,2,20,1.0,5,44,0.438218
A,Youn2026,2,20,1.0,5,45,0.438185
A,Youn2026,2,20,1.0,5,46,0.437982
A,Youn2026,2,20,1.0,5,47,0.438115
A,Youn2026,2,20,1.0,5,48,0.438486
A,Youn2026,2,20,1.0,5,49,0.438706
A,Youn2026,2,20,1.0,5,50,0.438902
A,Youn2026,2,20,1.0,5,51,0.438889
A,V2I-Base,2,20,1.0,5,42,0.438853
A,V2I-Base,2,20,1.0,5,43,0.438109
A,V2I-Base,2,20,1.0,5,44,0.438218
A,V2I-Base,2,20,1.0,5,45,0.438185
A,V2I-Base,2,20,1.0,5,46,0.437982
A,V2I-Base,2,20,1.0,5,47,0.438115
A,V2I-Base,2,20,1.0,5,48,0.438486
A,V2I-Base,2,20,1.0,5,49,0.438706
A,V2I-Base,2,20,1.0,5,50,0.438902
A,V2I-Base,2,20,1.0,5,51,0.438889
A,V2V-Base,2,20,1.0,5,42,0.979449
A,V2V-Base,2,20,1.0,5,43,0.979787
A,V2V-Base,2,20,1.0,5,44,0.981458
A,V2V-Base,2,20,1.0,5,45,0.981137
A,V2V-Base,2,20,1.0,5,46,0.981081
A,V2V-Base,2,20,1.0,5,47,0.980594
A,V2V-Base,2,20,1.0,5,48,0.981128
A,V2V-Base,2,20,1.0,5,49,0.979731
A,V2V-Base,2,20,1.0,5,50,0.980834
A,V2V-Base,2,20,1.0,5,51,0.978032
A,Random-K,2,20,1.0,5,42,0.979139
A,Random-K,2,20,1.0,5,43,0.978656
A,Random-K,2,20,1.0,5,44,0.980102
A,Random-K,2,20,1.0,5,45,0.980534
A,Random-K,2,20,1.0,5,46,0.979545
A,Random-K,2,20,1.0,5,47,0.980892
A,Random-K,2,20,1.0,5,48,0.981103
A,Random-K,2,20,1.0,5,49,0.979714
A,Random-K,2,20,1.0,5,50,0.980349
A,Random-K,2,20,1.0,5,51,0.97679
A,RILP,2,20,2.0,5,42,0.438853
A,RILP,2,20,2.0,5,43,0.438109
A,RILP,2,20,2.0,5,44,0.438218
A,RILP,2,20,2.0,5,45,0.438185
A,RILP,2,20,2.0,5,46,0.437982
A,RILP,2,20,2.0,5,47,0.438115
A,RILP,2,20,2.0,5,48,0.438486
A,RILP,2,20,2.0,5,49,0.438706
A,RILP,2,20,2.0,5,50,0.438902
A,RILP,2,20,2.0,5,51,0.438889
A,RILP-Greedy,2,20,2.0,5,42,0.438853
A,RILP-Greedy,2,20,2.0,5,43,0.438109
A,RILP-Greedy,2,20,2.0,5,44,0.438218
A,RILP-Greedy,2,20,2.0,5,45,0.438185
A,RILP-Greedy,2,20,2.0,5,46,0.437982
A,RILP-Greedy,2,20,2.0,5,47,0.438115
A,RILP-Greedy,2,20,2.0,5,48,0.438486
A,RILP-Greedy,2,20,2.0,5,49,0.438706
A,RILP-Greedy,2,20,2.0,5,50,0.438902
A,RILP-Greedy,2,20,2.0,5,51,0.438889
A,Nam2023b,2,20,2.0,5,42,0.29164
A,Nam2023b,2,20,2.0,5,43,0.291272
A,Nam2023b,2,20,2.0,5,44,0.291071
A,Nam2023b,2,20,2.0,5,45,0.291583
A,Nam2023b,2,20,2.0,5,46,0.291077
A,Nam2023b,2,20,2.0,5,47,0.291247
A,Nam2023b,2,20,2.0,5,48,0.291175
A,Nam2023b,2,20,2.0,5,49,0.291316
A,Nam2023b,2,20,2.0,5,50,0.29116
A,Nam2023b,2,20,2.0,5,51,0.291988
A,Nam2025,2,20,2.0,5,42,0.438853
A,Nam2025,2,20,2.0,5,43,0.438109
A,Nam2025,2,20,2.0,5,44,0.438218
A,Nam2025,2,20,2.0,5,45,0.438185
A,Nam2025,2,20,2.0,5,46,0.437982
A,Nam2025,2,20,2.0,5,47,0.438115
A,Nam2025,2,20,2.0,5,48,0.438486
A,Nam2025,2,20,2.0,5,49,0.438706
A,Nam2025,2,20,2.0,5,50,0.438902
A,Nam2025,2,20,2.0,5,51,0.438889
A,Youn2026,2,20,2.0,5,42,0.438853
A,Youn2026,2,20,2.0,5,43,0.438109
A,Youn2026,2,20,2.0,5,44,0.438218
A,Youn2026,2,20,2.0,5,45,0.438185
A,Youn2026,2,20,2.0,5,46,0.437982
A,Youn2026,2,20,2.0,5,47,0.438115
A,Youn2026,2,20,2.0,5,48,0.438486
A,Youn2026,2,20,2.0,5,49,0.438706
A,Youn2026,2,20,2.0,5,50,0.438902
A,Youn2026,2,20,2.0,5,51,0.438889
