scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,RLBI
A,Random-K,2,0,3.0,5,43,0.98968
A,Random-K,2,0,3.0,5,44,0.989584
A,Random-K,2,0,3.0,5,45,0.989693
A,Random-K,2,0,3.0,5,46,0.989568
A,Random-K,2,0,3.0,5,47,0.989606
A,Random-K,2,0,3.0,5,48,0.989598
A,Random-K,2,0,3.0,5,49,0.98969
A,Random-K,2,0,3.0,5,50,0.989623
A,Random-K,2,0,3.0,5,51,0.989686
A,RILP,2,10,0.0,5,42,0.989532
A,RILP,2,10,0.0,5,43,0.98968
A,RILP,2,10,0.0,5,44,0.989584
A,RILP,2,10,0.0,5,45,0.989693
A,RILP,2,10,0.0,5,46,0.989568
A,RILP,2,10,0.0,5,47,0.989606
A,RILP,2,10,0.0,5,48,0.989598
A,RILP,2,10,0.0,5,49,0.98969
A,RILP,2,10,0.0,5,50,0.989623
A,RILP,2,10,0.0,5,51,0.989686
A,RILP-Greedy,2,10,0.0,5,42,0.989532
A,RILP-Greedy,2,10,0.0,5,43,0.98968
A,RILP-Greedy,2,10,0.0,5,44,0.989584
A,RILP-Greedy,2,10,0.0,5,45,0.989693
A,RILP-Greedy,2,10,0.0,5,46,0.989568
A,RILP-Greedy,2,10,0.0,5,47,0.989606
A,RILP-Greedy,2,10,0.0,5,48,0.989598
A,RILP-Greedy,2,10,0.0,5,49,0.98969
A,RILP-Greedy,2,10,0.0,5,50,0.989623
A,RILP-Greedy,2,10,0.0,5,51,0.989686
A,Nam2023b,2,10,0.0,5,42,0.989532
A,Nam2023b,2,10,0.0,5,43,0.98968
A,Nam2023b,2,10,0.0,5,44,0.989584
A,Nam2023b,2,10,0.0,5,45,0.989693
A,Nam2023b,2,10,0.0,5,46,0.989568
A,Nam2023b,2,10,0.0,5,47,0.989606
A,Nam2023b,2,10,0.0,5,48,0.989598
A,Nam2023b,2,10,0.0,5,49,0.98969
A,Nam2023b,2,10,0.0,5,50,0.989623
A,Nam2023b,2,10,0.0,5,51,0.989686
A,Nam2025,2,10,0.0,5,42,0.989532
A,Nam2025,2,10,0.0,5,43,0.98968
A,Nam2025,2,10,0.0,5,44,0.989584
A,Nam2025,2,10,0.0,5,45,0.989693
A,Nam2025,2,10,0.0,5,46,0.989568
A,Nam2025,2,10,0.0,5,47,0.989606
A,Nam2025,2,10,0.0,5,48,0.989598
A,Nam2025,2,10,0.0,5,49,0.98969
A,Nam2025,2,10,0.0,5,50,0.989623
A,Nam2025,2,10,0.0,5,51,0.989686
A,Youn2026,2,10,0.0,5,42,0.989532
A,Youn2026,2,10,0.0,5,43,0.98968
A,Youn2026,2,10,0.0,5,44,0.989584
A,Youn2026,2,10,0.0,5,45,0.989693
A,Youn2026,2,10,0.0,5,46,0.989568
A,Youn2026,2,10,0.0,5,47,0.989606
A,Youn2026,2,10,0.0,5,48,0.989598
A,Youn2026,2,10,0.0,5,49,0.98969
A,Youn2026,2,10,0.0,5,50,0.989623
A,Youn2026,2,10,0.0,5,51,0.989686
A,V2I-Base,2,10,0.0,5,42,0.989532
A,V2I-Base,2,10,0.0,5,43,0.98968
A,V2I-Base,2,10,0.0,5,44,0.989584
A,V2I-Base,2,10,0.0,5,45,0.989693
A,V2I-Base,2,10,0.0,5,46,0.989568
A,V2I-Base,2,10,0.0,5,47,0.989606
A,V2I-Base,2,10,0.0,5,48,0.989598
A,V2I-Base,2,10,0.0,5,49,0.98969
A,V2I-Base,2,10,0.0,5,50,0.989623
A,V2I-Base,2,10,0.0,5,51,0.989686
A,V2V-Base,2,10,0.0,5,42,0.989532
A,V2V-Base,2,10,0.0,5,43,0.98968
A,V2V-Base,2,10,0.0,5,44,0.989584
A,V2V-Base,2,10,0.0,5,45,0.989693
A,V2V-Base,2,10,0.0,5,46,0.989568
A,V2V-Base,2,10,0.0,5,47,0.989606
A,V2V-Base,2,10,0.0,5,48,0.989598
A,V2V-Base,2,10,0.0,5,49,0.98969
A,V2V-Base,2,10,0.0,5,50,0.989623
A,V2V-Base,2,10,0.0,5,51,0.989686
A,Random-K,2,10,0.0,5,42,0.989532
A,Random-K,2,10,0.0,5,43,0.98968
A,Random-K,2,10,0.0,5,44,0.989584
A,Random-K,2,10,0.0,5,45,0.989693
A,Random-K,2,10,0.0,5,46,0.989568
A,Random-K,2,10,0.0,5,47,0.989606
A,Random-K,2,10,0.0,5,48,0.989598
A,Random-K,2,10,0.0,5,49,0.98969
A,Random-K,2,10,0.0,5,50,0.989623
A,Random-K,2,10,0.0,5,51,0.989686
A,RILP,2,10,1.0,5,42,0.989532
A,RILP,2,10,1.0,5,43,0.98968
A,RILP,2,10,1.0,5,44,0.989584
A,RILP,2,10,1.0,5,45,0.989693
A,RILP,2,10,1.0,5,46,0.989568
A,RILP,2,10,1.0,5,47,0.989606
A,RILP,2,10,1.0,5,48,0.989598
A,RILP,2,10,1.0,5,49,0.98969
A,RILP,2,10,1.0,5,50,0.989623
A,RILP,2,10,1.0,5,51,0.989686
A,RILP-Greedy,2,10,1.0,5,42,0.989532
A,RILP-Greedy,2,10,1.0,5,43,0.98968
A,RILP-Greedy,2,10,1.0,5,44,0.989584
A,RILP-Greedy,2,10,1.0,5,45,0.989693
A,RILP-Greedy,2,10,1.0,5,46,0.989568
A,RILP-Greedy,2,10,1.0,5,47,0.989606
A,RILP-Greedy,2,10,1.0,5,48,0.989598
A,RILP-Greedy,2,10,1.0,5,49,0.98969
A,RILP-Greedy,2,10,1.0,5,50,0.989623
A,RILP-Greedy,2,10,1.0,5,51,0.989686
A,Nam2023b,2,10,1.0,5,42,0.989532
A,Nam2023b,2,10,1.0,5,43,0.98968
A,Nam2023b,2,10,1.0,5,44,0.989584
A,Nam2023b,2,10,1.0,5,45,0.989693
A,Nam2023b,2,10,1.0,5,46,0.989568
A,Nam2023b,2,10,1.0,5,47,0.989606
A,Nam2023b,2,10,1.0,5,48,0.989598
A,Nam2023b,2,10,1.0,5,49,0.98969
A,Nam2023b,2,10,1.0,5,50,0.989623
A,Nam2023b,2,10,1.0,5,51,0.989686
A,Nam2025,2,10,1.0,5,42,0.989532
A,Nam2025,2,10,1.0,5,43,0.98968
A,Nam2025,2,10,1.0,5,44,0.989584
A,Nam2025,2,10,1.0,5,45,0.989693
A,Nam2025,2,10,1.0,5,46,0.989568
A,Nam2025,2,10,1.0,5,47,0.989606
A,Nam2025,2,10,1.0,5,48,0.989598
A,Nam2025,2,10,1.0,5,49,0.98969
A,Nam2025,2,10,1.0,5,50,0.989623
A,Nam2025,2,10,1.0,5,51,0.989686
A,Youn2026,2,10,1.0,5,42,0.989532
A,Youn2026,2,10,1.0,5,43,0.98968
A,Youn2026,2,10,1.0,5,44,0.989584
A,Youn2026,2,10,1.0,5,45,0.989693
A,Youn2026,2,10,1.0,5,46,0.989568
A,Youn2026,2,10,1.0,5,47,0.989606
A,Youn2026,2,10,1.0,5,48,0.989598
A,Youn2026,2,10,1.0,5,49,0.98969
A,Youn2026,2,10,1.0,5,50,0.989623
A,Youn2026,2,10,1.0,5,51,0.989686
A,V2I-Base,2,10,1.0,5,42,0.989532
A,V2I-Base,2,10,1.0,5,43,0.98968
A,V2I-Base,2,10,1.0,5,44,0.989584
A,V2I-Base,2,10,1.0,5,45,0.989693
A,V2I-Base,2,10,1.0,5,46,0.989568
A,V2I-Base,2,10,1.0,5,47,0.989606
A,V2I-Base,2,10,1.0,5,48,0.989598
A,V2I-Base,2,10,1.0,5,49,0.98969
A,V2I-Base,2,10,1.0,5,50,0.989623
A,V2I-Base,2,10,1.0,5,51,0.989686
A,V2V-Base,2,10,1.0,5,42,0.989532
A,V2V-Base,2,10,1.0,5,43,0.98968
A,V2V-Base,2,10,1.0,5,44,0.989584
A,V2V-Base,2,10,1.0,5,45,0.989693
A,V2V-Base,2,10,1.0,5,46,0.989568
A,V2V-Base,2,10,1.0,5,47,0.989606
A,V2V-Base,2,10,1.0,5,48,0.989598
A,V2V-Base,2,10,1.0,5,49,0.98969
A,V2V-Base,2,10,1.0,5,50,0.989623
A,V2V-Base,2,10,1.0,5,51,0.989686
A,Random-K,2,10,1.0,5,42,0.989532
A,Random-K,2,10,1.0,5,43,0.98968
A,Random-K,2,10,1.0,5,44,0.989584
A,Random-K,2,10,1.0,5,45,0.989693
A,Random-K,2,10,1.0,5,46,0.989568
A,Random-K,2,10,1.0,5,47,0.989606
A,Random-K,2,10,1.0,5,48,0.989598
A,Random-K,2,10,1.0,5,49,0.98969
A,Random-K,2,10,1.0,5,50,0.989623
A,Random-K,2,10,1.0,5,51,0.989686
A,RILP,2,10,2.0,5,42,0.989532
A,RILP,2,10,2.0,5,43,0.98968
A,RILP,2,10,2.0,5,44,0.989584
A,RILP,2,10,2.0,5,45,0.989693
A,RILP,2,10,2.0,5,46,0.989568
A,RILP,2,10,2.0,5,47,0.989606
A,RILP,2,10,2.0,5,48,0.989598
A,RILP,2,10,2.0,5,49,0.98969
A,RILP,2,10,2.0,5,50,0.989623
A,RILP,2,10,2.0,5,51,0.989686
A,RILP-Greedy,2,10,2.0,5,42,0.989532
A,RILP-Greedy,2,10,2.0,5,43,0.98968
A,RILP-Greedy,2,10,2.0,5,44,0.989584
A,RILP-Greedy,2,10,2.0,5,45,0.989693
A,RILP-Greedy,2,10,2.0,5,46,0.989568
A,RILP-Greedy,2,10,2.0,5,47,0.989606
A,RILP-Greedy,2,10,2.0,5,48,0.989598
A,RILP-Greedy,2,10,2.0,5,49,0.98969
A,RILP-Greedy,2,10,2.0,5,50,0.989623
A,RILP-Greedy,2,10,2.0,5,51,0.989686
A,Nam2023b,2,10,2.0,5,42,0.989532
A,Nam2023b,2,10,2.0,5,43,0.98968
A,Nam2023b,2,10,2.0,5,44,0.989584
A,Nam2023b,2,10,2.0,5,45,0.989693
A,Nam2023b,2,10,2.0,5,46,0.989568
A,Nam2023b,2,10,2.0,5,47,0.989606
A,Nam2023b,2,10,2.0,5,48,0.989598
A,Nam2023b,2,10,2.0,5,49,0.98969
A,Nam2023b,2,10,2.0,5,50,0.989623
A,Nam2023b,2,10,2.0,5,51,0.989686
A,Nam2025,2,10,2.0,5,42,0.989532
A,Nam2025,2,10,2.0,5,43,0.98968
A,Nam2025,2,10,2.0,5,44,0.989584
A,Nam2025,2,10,2.0,5,45,0.989693
A,Nam2025,2,10,2.0,5,46,0.989568
A,Nam2025,2,10,2.0,5,47,0.989606
A,Nam2025,2,10,2.0,5,48,0.989598
A,Nam2025,2,10,2.0,5,49,0.98969
A,Nam2025,2,10,2.0,5,50,0.989623
A,Nam2025,2,10,2.0,5,51,0.989686
A,Youn2026,2,10,2.0,5,42,0.989532
A,Youn2026,2,10,2.0,5,43,0.98968
A,Youn2026,2,10,2.0,5,44,0.989584
A,Youn2026,2,10,2.0,5,45,0.989693
A,Youn2026,2,10,2.0,5,46,0.989568
A,Youn2026,2,10,2.0,5,47,0.989606
A,Youn2026,2,10,2.0,5,48,0.989598
A,Youn2026,2,10,2.0,5,49,0.98969
A,Youn2026,2,10,2.0,5,50,0.989623
A,Youn2026,2,10,2.0,5,51,0.989686
A,V2I-Base,2,10,2.0,5,42,0.989532
A,V2I-Base,2,10,2.0,5,43,0.98968
A,V2I-Base,2,10,2.0,5,44,0.989584
A,V2I-Base,2,10,2.0,5,45,0.989693
A,V2I-Base,2,10,2.0,5,46,0.989568
A,V2I-Base,2,10,2.0,5,47,0.989606
A,V2I-Base,2,10,2.0,5,48,0.989598
A,V2I-Base,2,10,2.0,5,49,0.98969
A,V2I-Base,2,10,2.0,5,50,0.989623
A,V2I-Base,2,10,2.0,5,51,0.989686
A,V2V-Base,2,10,2.0,5,42,0.989532
A,V2V-Base,2,10,2.0,5,43,0.98968
A,V2V-Base,2,10,2.0,5,44,0.989584
A,V2V-Base,2,10,2.0,5,45,0.989693
A,V2V-Base,2,10,2.0,5,46,0.989568
A,V2V-Base,2,10,2.0,5,47,0.989606
A,V2V-Base,2,10,2.0,5,48,0.989598
A,V2V-Base,2,10,2.0,5,49,0.98969
A,V2V-Base,2,10,2.0,5,50,0.989623
A,V2V-Base,2,10,2.0,5,51,0.989686
A,Random-K,2,10,2.0,5,42,0.989532
A,Random-K,2,10,2.0,5,43,0.98968
A,Random-K,2,10,2.0,5,44,0.989584
A,Random-K,2,10,2.0,5,45,0.989693
A,Random-K,2,10,2.0,5,46,0.989568
A,Random-K,2,10,2.0,5,47,0.989606
A,Random-K,2,10,2.0,5,48,0.989598
A,Random-K,2,10,2.0,5,49,0.98969
A,Random-K,2,10,2.0,5,50,0.989623
A,Random-K,2,10,2.0,5,51,0.989686
A,RILP,2,10,3.0,5,42,0.989532
A,RILP,2,10,3.0,5,43,0.98968
A,RILP,2,10,3.0,5,44,0.989584
A,RILP,2,10,3.0,5,45,0.989693
A,RILP,2,10,3.0,5,46,0.989568
A,RILP,2,10,3.0,5,47,0.989606
A,RILP,2,10,3.0,5,48,0.989598
A,RILP,2,10,3.0,5,49,0.98969
A,RILP,2,10,3.0,5,50,0.989623
A,RILP,2,10,3.0,5,51,0.989686
A,RILP-Greedy,2,10,3.0,5,42,0.989532
A,RILP-Greedy,2,10,3.0,5,43,0.98968
A,RILP-Greedy,2,10,3.0,5,44,0.989584
A,RILP-Greedy,2,10,3.0,5,45,0.989693
A,RILP-Greedy,2,10,3.0,5,46,0.989568
A,RILP-Greedy,2,10,3.0,5,47,0.989606
A,RILP-Greedy,2,10,3.0,5,48,0.989598
A,RILP-Greedy,2,10,3.0,5,49,0.98969
A,RILP-Greedy,2,10,3.0,5,50,0.989623
A,RILP-Greedy,2,10,3.0,5,51,0.989686
A,Nam2023b,2,10,3.0,5,42,0.989532
A,Nam2023b,2,10,3.0,5,43,0.98968
A,Nam2023b,2,10,3.0,5,44,0.989584
A,Nam2023b,2,10,3.0,5,45,0.989693
A,Nam2023b,2,10,3.0,5,46,0.989568
A,Nam2023b,2,10,3.0,5,47,0.989606
A,Nam2023b,2,10,3.0,5,48,0.989598
A,Nam2023b,2,10,3.0,5,49,0.98969
A,Nam2023b,2,10,3.0,5,50,0.989623
A,Nam2023b,2,10,3.0,5,51,0.989686
A,Nam2025,2,10,3.0,5,42,0.989532
A,Nam2025,2,10,3.0,5,43,0.98968
A,Nam2025,2,10,3.0,5,44,0.989584
A,Nam2025,2,10,3.0,5,45,0.989693
A,Nam2025,2,10,3.0,5,46,0.989568
A,Nam2025,2,10,3.0,5,47,0.989606
A,Nam2025,2,10,3.0,5,48,0.989598
A,Nam2025,2,10,3.0,5,49,0.98969
A,Nam2025,2,10,3.0,5,50,0.989623
A,Nam2025,2,10,3.0,5,51,0.989686
A,Youn2026,2,10,3.0,5,42,0.989532
A,Youn2026,2,10,3.0,5,43,0.98968
A,Youn2026,2,10,3.0,5,44,0.989584
A,Youn2026,2,10,3.0,5,45,0.989693
A,Youn2026,2,10,3.0,5,46,0.989568
A,Youn2026,2,10,3.0,5,47,0.989606
A,Youn2026,2,10,3.0,5,48,0.989598
A,Youn2026,2,10,3.0,5,49,0.98969
A,Youn2026,2,10,3.0,5,50,0.989623
A,Youn2026,2,10,3.0,5,51,0.989686
A,V2I-Base,2,10,3.0,5,42,0.989532
A,V2I-Base,2,10,3.0,5,43,0.98968
A,V2I-Base,2,10,3.0,5,44,0.989584
A,V2I-Base,2,10,3.0,5,45,0.989693
A,V2I-Base,2,10,3.0,5,46,0.989568
A,V2I-Base,2,10,3.0,5,47,0.989606
A,V2I-Base,2,10,3.0,5,48,0.989598
A,V2I-Base,2,10,3.0,5,49,0.98969
A,V2I-Base,2,10,3.0,5,50,0.989623
A,V2I-Base,2,10,3.0,5,51,0.989686
A,V2V-Base,2,10,3.0,5,42,0.989532
A,V2V-Base,2,10,3.0,5,43,0.98968
A,V2V-Base,2,10,3.0,5,44,0.989584
A,V2V-Base,2,10,3.0,5,45,0.989693
A,V2V-Base,2,10,3.0,5,46,0.989568
A,V2V-Base,2,10,3.0,5,47,0.989606
A,V2V-Base,2,10,3.0,5,48,0.989598
A,V2V-Base,2,10,3.0,5,49,0.98969
A,V2V-Base,2,10,3.0,5,50,0.989623
A,V2V-Base,2,10,3.0,5,51,0.989686
A,Random-K,2,10,3.0,5,42,0.989532
A,Random-K,2,10,3.0,5,43,0.98968
A,Random-K,2,10,3.0,5,44,0.989584
A,Random-K,2,10,3.0,5,45,0.989693
A,Random-K,2,10,3.0,5,46,0.989568
A,Random-K,2,10,3.0,5,47,0.989606
A,Random-K,2,10,3.0,5,48,0.989598
A,Random-K,2,10,3.0,5,49,0.98969
A,Random-K,2,10,3.0,5,50,0.989623
A,Random-K,2,10,3.0,5,51,0.989686
A,RILP,2,20,0.0,5,42,0.989532
A,RILP,2,20,0.0,5,43,0.98968
A,RILP,2,20,0.0,5,44,0.989584
A,RILP,2,20,0.0,5,45,0.989693
A,RILP,2,20,0.0,5,46,0.989568
A,RILP,2,20,0.0,5,47,0.989606
A,RILP,2,20,0.0,5,48,0.989598
A,RILP,2,20,0.0,5,49,0.98969
A,RILP,2,20,0.0,5,50,0.989623
A,RILP,2,20,0.0,5,51,0.989686
A,RILP-Greedy,2,20,0.0,5,42,0.989532
A,RILP-Greedy,2,20,0.0,5,43,0.98968
A,RILP-Greedy,2,20,0.0,5,44,0.989584
A,RILP-Greedy,2,20,0.0,5,45,0.989693
A,RILP-Greedy,2,20,0.0,5,46,0.989568
A,RILP-Greedy,2,20,0.0,5,47,0.989606
A,RILP-Greedy,2,20,0.0,5,48,0.989598
A,RILP-Greedy,2,20,0.0,5,49,0.98969
A,RILP-Greedy,2,20,0.0,5,50,0.989623
A,RILP-Greedy,2,20,0.0,5,51,0.989686
A,Nam2023b,2,20,0.0,5,42,0.989532
A,Nam2023b,2,20,0.0,5,43,0.98968
A,Nam2023b,2,20,0.0,5,44,0.989584
A,Nam2023b,2,20,0.0,5,45,0.989693
A,Nam2023b,2,20,0.0,5,46,0.989568
A,Nam2023b,2,20,0.0,5,47,0.989606
A,Nam2023b,2,20,0.0,5,48,0.989598
A,Nam2023b,2,20,0.0,5,49,0.98969
A,Nam2023b,2,20,0.0,5,50,0.989623
A,Nam2023b,2,20,0.0,5,51,0.989686
A,Nam2025,2,20,0.0,5,42,0.989532
A,Nam2025,2,20,0.0,5,43,0.98968
A,Nam2025,2,20,0.0,5,44,0.989584
A,Nam2025,2,20,0.0,5,45,0.989693
A,Nam2025,2,20,0.0,5,46,0.989568
A,Nam2025,2,20,0.0,5,47,0.989606
A,Nam2025,2,20,0.0,5,48,0.989598
A,Nam2025,2,20,0.0,5,49,0.98969
A,Nam2025,2,20,0.0,5,50,0.989623
A,Nam2025,2,20,0.0,5,51,0.989686
A,Youn2026,2,20,0.0,5,42,0.989532
A,Youn2026,2,20,0.0,5,43,0.98968
A,Youn2026,2,20,0.0,5,44,0.989584
A,Youn2026,2,20,0.0,5,45,0.989693
A,Youn2026,2,20,0.0,5,46,0.989568
A,Youn2026,2,20,0.0,5,47,0.989606
A,Youn2026,2,20,0.0,5,48,0.989598
A,Youn2026,2,20,0.0,5,49,0.98969
A,Youn2026,2,20,0.0,5,50,0.989623
A,Youn2026,2,20,0.0,5,51,0.989686
A,V2I-Base,2,20,0.0,5,42,0.989532
A,V2I-Base,2,20,0.0,5,43,0.98968
A,V2I-Base,2,20,0.0,5,44,0.989584
A,V2I-Base,2,20,0.0,5,45,0.989693
A,V2I-Base,2,20,0.0,5,46,0.989568
A,V2I-Base,2,20,0.0,5,47,0.989606
A,V2I-Base,2,20,0.0,5,48,0.989598
A,V2I-Base,2,20,0.0,5,49,0.98969
A,V2I-Base,2,20,0.0,5,50,0.989623
A,V2I-Base,2,20,0.0,5,51,0.989686
A,V2V-Base,2,20,0.0,5,42,0.989532
A,V2V-Base,2,20,0.0,5,43,0.98968
A,V2V-Base,2,20,0.0,5,44,0.989584
A,V2V-Base,2,20,0.0,5,45,0.989693
A,V2V-Base,2,20,0.0,5,46,0.989568
A,V2V-Base,2,20,0.0,5,47,0.989606
A,V2V-Base,2,20,0.0,5,48,0.989598
A,V2V-Base,2,20,0.0,5,49,0.98969
A,V2V-Base,2,20,0.0,5,50,0.989623
A,V2V-Base,2,20,0.0,5,51,0.989686
A,Random-K,2,20,0.0,5,42,0.989532
A,Random-K,2,20,0.0,5,43,0.98968
A,Random-K,2,20,0.0,5,44,0.989584
A,Random-K,2,20,0.0,5,45,0.989693
A,Random-K,2,20,0.0,5,46,0.989164
A,Random-K,2,20,0.0,5,47,0.988892
A,Random-K,2,20,0.0,5,48,0.988892
A,Random-K,2,20,0.0,5,49,0.989034
A,Random-K,2,20,0.0,5,50,0.988938
A,Random-K,2,20,0.0,5,51,0.988919
A,RILP,2,20,1.0,5,42,0.988846
A,RILP,2,20,1.0,5,43,0.989154
A,RILP,2,20,1.0,5,44,0.989105
A,RILP,2,20,1.0,5,45,0.989082
A,RILP,2,20,1.0,5,46,0.989164
A,RILP,2,20,1.0,5,47,0.988892
A,RILP,2,20,1.0,5,48,0.988892
A,RILP,2,20,1.0,5,49,0.989034
A,RILP,2,20,1.0,5,50,0.988938
A,RILP,2,20,1.0,5,51,0.988919
A,RILP-Greedy,2,20,1.0,5,42,0.988846
A,RILP-Greedy,2,20,1.0,5,43,0.989154
A,RILP-Greedy,2,20,1.0,5,44,0.989105
A,RILP-Greedy,2,20,1.0,5,45,0.989082
A,RILP-Greedy,2,20,1.0,5,46,0.989164
A,RILP-Greedy,2,20,1.0,5,47,0.988892
A,RILP-Greedy,2,20,1.0,5,48,0.988892
A,RILP-Greedy,2,20,1.0,5,49,0.989034
A,RILP-Greedy,2,20,1.0,5,50,0.988938
A,RILP-Greedy,2,20,1.0,5,51,0.988919
A,Nam2023b,2,20,1.0,5,42,0.988846
A,Nam2023b,2,20,1.0,5,43,0.989154
A,Nam2023b,2,20,1.0,5,44,0.989105
A,Nam2023b,2,20,1.0,5,45,0.989082
A,Nam2023b,2,20,1.0,5,46,0.989164
A,Nam2023b,2,20,1.0,5,47,0.988892
A,Nam2023b,2,20,1.0,5,48,0.988892
A,Nam2023b,2,20,1.0,5,49,0.989034
A,Nam2023b,2,20,1.0,5,50,0.988938
A,Nam2023b,2,20,1.0,5,51,0.988919
A,Nam2025,2,20,1.0,5,42,0.988846
A,Nam2025,2,20,1.0,5,43,0.989154
A,Nam2025,2,20,1.0,5,44,0.989105
A,Nam2025,2,20,1.0,5,45,0.989082
A,Nam2025,2,20,1.0,5,46,0.989164
A,Nam2025,2,20,1.0,5,47,0.988892
A,Nam2025,2,20,1.0,5,48,0.988892
A,Nam2025,2,20,1.0,5,49,0.989034
A,Nam2025,2,20,1.0,5,50,0.988938
A,Nam2025,2,20,1.0,5,51,0.988919
A,Youn2026,2,20,1.0,5,42,0.988846
A,Youn2026,2,20,1.0,5,43,0.989154
A,Youn2026,2,20,1.0,5,44,0.989105
A,Youn2026,2,20,1.0,5,45,0.989082
A,Youn2026,2,20,1.0,5,46,0.989164
A,Youn2026,2,20,1.0,5,47,0.988892
A,Youn2026,2,20,1.0,5,48,0.988892
A,Youn2026,2,20,1.0,5,49,0.989034
A,Youn2026,2,20,1.0,5,50,0.988938
A,Youn2026,2,20,1.0,5,51,0.988919
A,V2I-Base,2,20,1.0,5,42,0.988846
A,V2I-Base,2,20,1.0,5,43,0.989154
A,V2I-Base,2,20,1.0,5,44,0.989105
A,V2I-Base,2,20,1.0,5,45,0.989082
A,V2I-Base,2,20,1.0,5,46,0.989164
A,V2I-Base,2,20,1.0,5,47,0.988892
A,V2I-Base,2,20,1.0,5,48,0.988892
A,V2I-Base,2,20,1.0,5,49,0.989034
A,V2I-Base,2,20,1.0,5,50,0.988938
A,V2I-Base,2,20,1.0,5,51,0.988919
A,V2V-Base,2,20,1.0,5,42,0.988846
A,V2V-Base,2,20,1.0,5,43,0.989154
A,V2V-Base,2,20,1.0,5,44,0.989105
A,V2V-Base,2,20,1.0,5,45,0.989082
A,V2V-Base,2,20,1.0,5,46,0.989164
A,V2V-Base,2,20,1.0,5,47,0.988892
A,V2V-Base,2,20,1.0,5,48,0.988892
A,V2V-Base,2,20,1.0,5,49,0.989034
A,V2V-Base,2,20,1.0,5,50,0.988938
A,V2V-Base,2,20,1.0,5,51,0.988919
A,Random-K,2,20,1.0,5,42,0.988846
A,Random-K,2,20,1.0,5,43,0.989154
A,Random-K,2,20,1.0,5,44,0.989105
A,Random-K,2,20,1.0,5,45,0.989082
A,Random-K,2,20,1.0,5,46,0.989164
A,Random-K,2,20,1.0,5,47,0.988892
A,Random-K,2,20,1.0,5,48,0.988892
A,Random-K,2,20,1.0,5,49,0.989034
A,Random-K,2,20,1.0,5,50,0.988938
A,Random-K,2,20,1.0,5,51,0.988919
A,RILP,2,20,2.0,5,42,0.988846
A,RILP,2,20,2.0,5,43,0.989154
A,RILP,2,20,2.0,5,44,0.989105
A,RILP,2,20,2.0,5,45,0.989082
A,RILP,2,20,2.0,5,46,0.989164
A,RILP,2,20,2.0,5,47,0.988892
A,RILP,2,20,2.0,5,48,0.988892
A,RILP,2,20,2.0,5,49,0.989034
A,RILP,2,20,2.0,5,50,0.988938
A,RILP,2,20,2.0,5,51,0.988919
A,RILP-Greedy,2,20,2.0,5,42,0.988846
A,RILP-Greedy,2,20,2.0,5,43,0.989154
A,RILP-Greedy,2,20,2.0,5,44,0.989105
A,RILP-Greedy,2,20,2.0,5,45,0.989082
A,RILP-Greedy,2,20,2.0,5,46,0.989164
A,RILP-Greedy,2,20,2.0,5,47,0.988892
A,RILP-Greedy,2,20,2.0,5,48,0.988892
A,RILP-Greedy,2,20,2.0,5,49,0.989034
A,RILP-Greedy,2,20,2.0,5,50,0.988938
A,RILP-Greedy,2,20,2.0,5,51,0.988919
A,Nam2023b,2,20,2.0,5,42,0.988846
A,Nam2023b,2,20,2.0,5,43,0.989154
A,Nam2023b,2,20,2.0,5,44,0.989105
A,Nam2023b,2,20,2.0,5,45,0.989082
A,Nam2023b,2,20,2.0,5,46,0.989164
A,Nam2023b,2,20,2.0,5,47,0.988892
A,Nam2023b,2,20,2.0,5,48,0.988892
A,Nam2023b,2,20,2.0,5,49,0.989034
A,Nam2023b,2,20,2.0,5,50,0.988938
A,Nam2023b,2,20,2.0,5,51,0.988919
A,Nam2025,2,20,2.0,5,42,0.988846
A,Nam2025,2,20,2.0,5,43,0.989154
A,Nam2025,2,20,2.0,5,44,0.989105
A,Nam2025,2,20,2.0,5,45,0.989082
A,Nam2025,2,20,2.0,5,46,0.989164
A,Nam2025,2,20,2.0,5,47,0.988892
A,Nam2025,2,20,2.0,5,48,0.988892
A,Nam2025,2,20,2.0,5,49,0.989034
A,Nam2025,2,20,2.0,5,50,0.988938
A,Nam2025,2,20,2.0,5,51,0.988919
A,Youn2026,2,20,2.0,5,42,0.988846
A,Youn2026,2,20,2.0,5,43,0.989154
A,Youn2026,2,20,2.0,5,44,0.989105
A,Youn2026,2,20,2.0,5,45,0.989082
A,Youn2026,2,20,2.0,5,46,0.989164
A,Youn2026,2,20,2.0,5,47,0.988892
A,Youn2026,2,20,2.0,5,48,0.988892
A,Youn2026,2,20,2.0,5,49,0.989034
A,Youn2026,2,20,2.0,5,50,0.988938
A,Youn2026,2,20,2.0,5,51,0.988919
A,V2I-Base,2,20,2.0,5,42,0.988846
A,V2I-Base,2,20,2.0,5,43,0.989154
A,V2I-Base,2,20,2.0,5,44,0.989105
A,V2I-Base,2,20,2.0,5,45,0.989082
A,V2I-Base,2,20,2.0,5,46,0.989164
A,V2I-Base,2,20,2.0,5,47,0.988892
A,V2I-Base,2,20,2.0,5,48,0.988892
A,V2I-Base,2,20,2.0,5,49,0.989034
A,V2I-Base,2,20,2.0,5,50,0.988938
A,V2I-Base,2,20,2.0,5,51,0.988919
A,V2V-Base,2,20,2.0,5,42,0.988846
