Episode,Global_Step,Reward,AoI_mean,CBR_mean,PDR_mean,Loss,Epsilon,Density
1,2000,-198268.41499851714,553.022,0.0822,63.82,0.08762847635706156,0.95,100
2,4000,-200785.24999903972,550.73,0.0829,64.53,0.0013757776912909493,0.9025,100
3,6000,-182134.79999970534,549.293,0.0811,64.23,0.000843930851540152,0.8573749999999999,100
4,8000,-128018.64000037454,529.492,0.0662,64.49,0.0008477168426446003,0.8145062499999999,30
5,10000,-182198.8700009647,591.939,0.0804,62.45,0.0018508190847283021,0.7737809374999999,100
6,12000,-176706.31000138936,591.809,0.0796,61.67,0.002066824582348597,0.7350918906249998,50
