Episode,Reward,Loss,AoI_mean,CBR_mean,PDR_mean
1,-1541.2270941515592,1.041052005474774,498.528,0.0105,100.0
2,-1497.8218746345779,0.2982340708765532,660.661,0.0082,100.0
3,-1254.640288863527,0.02582970174288879,211.678,0.0079,100.0
4,-376.7074021505375,0.0938898972333448,0.0,0.0061,100.0
5,-569.2896356182777,0.04424683717650637,834.806,0.0087,100.0
