epoch,train_loss,train_acc,val_loss,val_acc
61,0.5522487657538012,0.6725795971410007,0.5524012446403503,0.6796621084213257
62,0.5522788295194342,0.6657569850552306,0.5523325204849243,0.6731643676757812
63,0.5521409472565592,0.6705977907732293,0.5523515343666077,0.6781026721000671
64,0.5522488482204484,0.6698180636777128,0.552914023399353,0.6621182560920715
65,0.5520194305159041,0.6712150747238467,0.5529179573059082,0.6639376282691956
66,0.5521253994721108,0.6716374269005848,0.5531822443008423,0.6591293215751648
67,0.552111356455138,0.6699155295646524,0.5525674819946289,0.6730344295501709
68,0.552236736850974,0.6684535412605588,0.552324652671814,0.677582859992981
69,0.5519661480455603,0.6700779727095516,0.5525314211845398,0.6857699751853943
70,0.5520938987233098,0.6736517218973359,0.552261233329773,0.6745938658714294
71,0.5520759683138678,0.6709876543209876,0.5521913766860962,0.6718648672103882
72,0.5521235505120177,0.6705977907732293,0.5525416135787964,0.6782326102256775
73,0.5520162577672466,0.6694931773879143,0.5546311736106873,0.6591293215751648
74,0.5522372089476458,0.6692332683560753,0.5525107383728027,0.6669265627861023
75,0.551981017293676,0.6701754385964912,0.552130937576294,0.669525682926178
76,0.5519320872404732,0.6750812215724497,0.552753210067749,0.6647173762321472
77,0.5520273295914375,0.6730344379467187,0.5522052645683289,0.6730344295501709
78,0.5518864177743517,0.6740415854450942,0.5521857738494873,0.6808317303657532
79,0.5519895170554471,0.6698505523066927,0.5523720979690552,0.6818713545799255
80,0.5521470340836583,0.6713775178687459,0.5524513125419617,0.6760233640670776
81,0.5520523930695864,0.6731968810916179,0.5522716045379639,0.6864197254180908
82,0.5520833707072659,0.6730019493177388,0.5522392988204956,0.6730344295501709
83,0.5518710950274527,0.6708252111760884,0.55201256275177,0.6747238636016846
84,0.5518890983567291,0.6702404158544509,0.5524938106536865,0.6757634878158569
85,0.551933989600751,0.6715399610136452,0.5519644618034363,0.6755035519599915
86,0.5518320484971597,0.6720922677063028,0.5522687435150146,0.6830409169197083
87,0.5518419160557847,0.6702404158544509,0.5521612763404846,0.6870695352554321
88,0.5519622510869135,0.6712800519818064,0.5523877739906311,0.6736842393875122
89,0.5520395570718444,0.6723846653671215,0.5521117448806763,0.6781026721000671
90,0.5519740972563847,0.6733918128654971,0.5522267818450928,0.6753736138343811
91,0.551692272247317,0.6725795971410007,0.5524994730949402,0.677582859992981
92,0.551909090529176,0.673164392462638,0.5519258379936218,0.671345055103302
93,0.5517538721023867,0.6725795971410007,0.5528517365455627,0.6601689457893372
94,0.5520537833721317,0.6706627680311891,0.5522235631942749,0.687459409236908
95,0.5519538142450294,0.6721247563352827,0.5520455241203308,0.6804418563842773
96,0.5519523903098178,0.6744639376218323,0.5522348880767822,0.6678362488746643
97,0.5518761765499871,0.6727420402858999,0.5518249273300171,0.6726445555686951
98,0.5521540959676107,0.6710201429499675,0.5520576238632202,0.6853801012039185
99,0.5518124325930723,0.6732618583495776,0.5522882342338562,0.6709551811218262
100,0.5518076013209682,0.6701754385964912,0.5522206425666809,0.6762832999229431
101,0.5518042935652729,0.6759909031838857,0.5518878102302551,0.6778427362442017
102,0.5517102832760108,0.673424301494477,0.5519977807998657,0.6813515424728394
103,0.5517640568785578,0.6726445743989604,0.5520430207252502,0.6744639277458191
104,0.5517718370972399,0.6734567901234568,0.5518946647644043,0.6801819205284119
105,0.551758266812102,0.6727420402858999,0.5518509745597839,0.6777127981185913
106,0.5517274889952181,0.672969460688759,0.5519616007804871,0.6781026721000671
107,0.5517531200691506,0.6727420402858999,0.5516672134399414,0.676673173904419
108,0.5517619781404288,0.6698180636777128,0.5520093441009521,0.6792722344398499
109,0.551757020366277,0.6717024041585445,0.5521271228790283,0.6734243035316467
110,0.5516096183198702,0.6734892787524367,0.5519530177116394,0.688758909702301
111,0.5516671739281425,0.6701429499675113,0.5517547726631165,0.6808317303657532
112,0.5517247000090715,0.6727420402858999,0.5520308613777161,0.6826510429382324
113,0.551639037313517,0.6732293697205978,0.5519654750823975,0.6846004128456116
114,0.5516850439893339,0.6710526315789473,0.55168217420578,0.6799220442771912
115,0.5515529112935144,0.6733918128654971,0.5517202615737915,0.6846004128456116
116,0.5515719320109481,0.6731319038336582,0.5517368912696838,0.6808317303657532
117,0.5516300419075603,0.6736517218973359,0.5516861081123352,0.6761533617973328
118,0.5515316093525692,0.6744964262508122,0.5516741871833801,0.6821312308311462
119,0.5515480686310749,0.6740090968161143,0.5515084266662598,0.6771929860115051
120,0.551680851780493,0.672514619883041,0.5515649318695068,0.678492546081543
121,0.5516693999311845,0.6727420402858999,0.5515697598457336,0.6760233640670776
122,0.5516996143544317,0.6754061078622482,0.5519073009490967,0.6682261228561401
123,0.5516029409846367,0.6728070175438596,0.5515699982643127,0.6816114187240601
124,0.5516388836737343,0.6712800519818064,0.5514729619026184,0.6790123581886292
125,0.5514884072592539,0.6720922677063028,0.5519248247146606,0.686549723148346
126,0.5515539417257551,0.6731319038336582,0.5514304041862488,0.6779727339744568
127,0.5515130586249244,0.6746913580246914,0.5516983270645142,0.6787524223327637
128,0.5514693696751387,0.674074074074074,0.5514654517173767,0.6730344295501709
129,0.5515310880965889,0.6723521767381416,0.5513757467269897,0.6787524223327637
130,0.5514664292800264,0.6731968810916179,0.5515915751457214,0.6847303509712219
131,0.5515225237650558,0.6740415854450942,0.5514587163925171,0.6742040514945984
132,0.5514310107283812,0.6753411306042885,0.552078127861023,0.6755035519599915
133,0.5514013528514017,0.6750162443144899,0.551782488822937,0.6730344295501709
134,0.5514707387229543,0.6709876543209876,0.5520434975624084,0.6753736138343811
135,0.5514238657077618,0.674788823911631,0.5517768263816833,0.6700454950332642
136,0.5515852773398684,0.6735217673814166,0.5513147115707397,0.6769330501556396
137,0.5513642002112529,0.6751786874593892,0.5516992211341858,0.6808317303657532
138,0.5516852728417355,0.6716699155295647,0.5515275597572327,0.6795321702957153
139,0.5517216582240959,0.6718648473034438,0.5512374043464661,0.6770630478858948
140,0.5513788620088688,0.6727420402858999,0.5513390302658081,0.6761533617973328
141,0.5514070670623296,0.6736517218973359,0.5514394640922546,0.6857699751853943
142,0.5513021463655357,0.6759584145549058,0.5515931844711304,0.686549723148346
143,0.5513101375668447,0.6764132553606238,0.5515886545181274,0.6680961847305298
144,0.5512428492365757,0.6797920727745289,0.551125168800354,0.6817414164543152
145,0.5512249693458463,0.6749837556855101,0.5512588620185852,0.6823911666870117
146,0.5513327002215493,0.6770630279402209,0.5512146353721619,0.6796621084213257
147,0.551300336735213,0.6744964262508122,0.5511631369590759,0.6740740537643433
148,0.551352714950036,0.6741715399610136,0.5510897636413574,0.6756335496902466
149,0.5512581422624843,0.6734892787524367,0.5511133670806885,0.6781026721000671
150,0.5512170263743386,0.6763482781026641,0.5513061881065369,0.6756335496902466
