Model,Epoch,Train_Loss,Val_Loss,MAE,RMSE,R2,Train Loss,Val Loss
MLP,55,,,83.89336395263672,167.4633122134517,0.4886325895786285,27327.12483772036,28044.192581682066
MLP,56,,,84.78975677490234,167.20041422085353,0.4902935624122619,27228.83916693868,27956.17607775428
MLP,57,,,86.69619750976562,166.92647263278823,0.4916040301322937,27123.677117056974,27864.539777728874
MLP,58,,,84.9908447265625,166.58675949036285,0.4935891330242157,27029.58579606686,27751.342629400915
MLP,59,,,85.08980560302734,166.33310892603433,0.4950385391712188,26953.220500921616,27666.98425111808
MLP,60,,,85.26969146728516,166.36039567757706,0.4948325455188751,26842.15556983477,27675.9680499102
MLP,61,,,84.02249908447266,165.86818232032928,0.4976005852222442,26753.01990507164,27512.51889159341
MLP,62,,,83.78436279296875,165.81153410951242,0.497736394405365,26650.234693774568,27493.725459378544
MLP,63,,,86.4517822265625,165.77172745978126,0.4979918897151947,26583.11849509112,27480.51817371828
MLP,64,,,83.71813201904297,165.65764418862474,0.4990223050117492,26500.90808509225,27442.70880842944
MLP,65,,,84.60858154296875,165.16636972307649,0.5014632940292358,26424.50255698126,27280.31637307943
MLP,66,,,84.63037872314453,164.99818299188934,0.5024166107177734,26313.71974857056,27224.59472308544
MLP,67,,,83.51605987548828,164.65013807692358,0.5042836666107178,26251.409792874685,27109.86890055377
MLP,68,,,83.51956939697266,164.5679297907858,0.5048346519470215,26165.61835250412,27082.835158268543
MLP,69,,,83.54689025878906,164.4022672250903,0.5058186054229736,26082.81158850782,27028.328271036666
MLP,70,,,83.94267272949219,164.05898805764954,0.5076509714126587,26003.39703423036,26915.575669762424
MLP,71,,,83.78103637695312,163.81603511065393,0.508981466293335,25939.51621147136,26835.8530656376
MLP,72,,,84.26298522949219,163.81812752638214,0.5088273286819458,25844.483816144493,26836.689091756565
MLP,73,,,82.15155029296875,163.8566565820565,0.5090954303741455,25747.196890064868,26849.30385540487
MLP,74,,,85.01469421386719,163.42483220505383,0.5110008120536804,25680.259182876784,26707.872630673584
MLP,75,,,83.24171447753906,163.35998400771226,0.5115771293640137,25631.38792195476,26686.58559114756
MLP,76,,,83.37480163574219,163.02628718246638,0.5133459568023682,25522.39872850487,26577.8012159137
MLP,77,,,81.33226776123047,162.97809477043225,0.513603925704956,25460.26916876701,26562.1352064428
MLP,78,,,82.06809997558594,162.6375259395875,0.5155408382415771,25399.38334538584,26451.28932404902
MLP,79,,,82.43500518798828,162.4372835704599,0.5167858600616455,25352.55756240966,26386.132335249964
MLP,80,,,82.78028869628906,162.26502241703233,0.5177066326141357,25235.95933298084,26330.195120492248
MLP,81,,,82.37310028076172,162.1113501385699,0.5184687376022339,25148.159931507776,26280.304127908177
MLP,82,,,81.699462890625,161.7823697324588,0.5203458070755005,25077.936769218537,26173.812535878373
MLP,83,,,81.41353607177734,161.77909803957988,0.520337700843811,25006.141933944986,26172.796775796
MLP,84,,,83.6456298828125,161.9255953748511,0.5194568634033203,24964.413537398905,26220.087896594472
MLP,85,,,83.06840515136719,161.38000452154844,0.522331953048706,24877.10372296693,26043.76791641557
MLP,86,,,81.11807250976562,161.3279608050012,0.5227117538452148,24809.58390517368,26026.89692642361
MLP,87,,,82.25621032714844,161.14405434269054,0.523740828037262,24760.114505378184,25967.60453923555
MLP,88,,,81.27452087402344,161.11640541468768,0.5242928266525269,24654.119324581927,25958.704647830706
MLP,89,,,81.96699523925781,160.75197437551117,0.5259125232696533,24617.321336747915,25841.41602165601
MLP,90,,,80.54042053222656,160.43421305553875,0.5276497602462769,24553.81067200017,25739.40547809192
MLP,91,,,79.42164611816406,160.38655696862503,0.5277702808380127,24443.396293525653,25724.03634694422
MLP,92,,,81.85891723632812,160.86851676913042,0.5256572961807251,24400.60473289153,25878.9171085922
MLP,93,,,80.31867218017578,159.92589226146276,0.5304574966430664,24327.69598526511,25576.55608983353
MLP,94,,,82.00035095214844,159.7881470983533,0.5310713052749634,24246.843267299613,25532.48558347956
MLP,95,,,81.22137451171875,159.58273838553154,0.5324720144271851,24167.022303557944,25466.864573732943
MLP,96,,,81.3330307006836,159.35507228356428,0.5335617065429688,24120.101797165466,25394.39457088237
MLP,97,,,79.38140869140625,159.53793142227963,0.5327733159065247,24031.29329838629,25452.586973664907
MLP,98,,,82.6007308959961,159.33177722719032,0.5336800813674927,23977.254725956027,25386.769265516195
MLP,99,,,80.75494384765625,159.16884951600926,0.5344834923744202,23936.721269242167,25334.979678441174
MLP,100,,,79.61356353759766,158.83123536674077,0.5364195108413696,23857.399145434927,25227.52622678184
MLP,101,,,81.55810546875,158.71183104135622,0.5368458032608032,23795.124421744167,25189.66077695198
MLP,102,,,80.49249267578125,158.53550346649484,0.5380831956863403,23728.40215663917,25133.696087177428
MLP,103,,,81.23345947265625,158.27284343421016,0.5396783351898193,23656.58387681936,25050.42522110431
MLP,104,,,80.33894348144531,158.27832240629164,0.5394349694252014,23581.678506464847,25052.265644877727
MLP,105,,,81.44367218017578,158.28387522502095,0.5391896367073059,23504.765143561173,25053.98612393214
MLP,106,,,80.24285125732422,157.95934999233188,0.5412306785583496,23456.53188617988,24951.39053865805
MLP,107,,,80.38986206054688,157.93159491335166,0.541358232498169,23405.563230119915,24942.63937159556
MLP,108,,,80.28246307373047,157.70495097649916,0.5424872636795044,23355.538946698063,24871.07331379039
MLP,109,,,79.15782165527344,157.47644293076027,0.543824315071106,23280.16306759104,24799.031524657243
MLP,110,,,78.26774597167969,157.51121611848788,0.5436760187149048,23210.860473541463,24809.91147458014
MLP,111,,,79.86283874511719,157.13996547664124,0.5455904603004456,23176.59594246747,24693.1842361144
MLP,112,,,78.86531829833984,157.07896352233166,0.5460347533226013,23098.563090579115,24674.031473393632
MLP,113,,,78.76029968261719,156.72057887766368,0.5478328466415405,23061.9543733132,24561.580513650275
MLP,114,,,80.4925537109375,157.2745037545819,0.5445796847343445,22978.084272964446,24735.46677699728
MLP,115,,,78.85504150390625,156.95202292420444,0.5463732481002808,22924.095934744262,24634.16481317646
MLP,116,,,78.75892639160156,156.5066517156699,0.5489336848258972,22859.062711326613,24494.480785193544
MLP,117,,,80.968994140625,157.0854415198939,0.5453949570655823,22827.119285273577,24676.06165621209
MLP,118,,,78.42445373535156,156.41510651748123,0.5495490431785583,22830.310153068407,24465.89546150294
MLP,119,,,77.63758087158203,156.39099888180905,0.5495742559432983,22728.185730585767,24458.25895568461
MLP,120,,,80.21967315673828,156.64654680202815,0.5479726791381836,22663.68359498079,24538.314575714565
MLP,121,,,77.92268371582031,156.05866409983457,0.5513630509376526,22628.02326982027,24354.51790983069
MLP,122,,,77.88024139404297,155.81005563666292,0.5527574419975281,22537.97786779877,24277.019378689994
MLP,123,,,78.90247344970703,156.23937463872542,0.5502808690071106,22492.891258102904,24410.9018608382
MLP,124,,,79.11074829101562,155.873414937811,0.5522165298461914,22446.302152888344,24296.688477454845
MLP,125,,,77.52963256835938,155.69823828884512,0.553382396697998,22400.96000185357,24242.06702301336
MLP,126,,,76.9063720703125,155.54290630923995,0.553997278213501,22369.17693893092,24193.773195767164
MLP,127,,,79.30535888671875,155.38342822072437,0.5548937320709229,22288.91233056332,24144.14944455604
MLP,128,,,76.7014389038086,156.0126071628508,0.5518183708190918,22219.2869657726,24340.080928374708
MLP,129,,,78.25996398925781,155.0611648471338,0.5570635795593262,22175.46700186305,24044.20182476289
MLP,130,,,78.85935974121094,155.4058949573664,0.555260419845581,22158.081342007696,24151.2054815259
MLP,131,,,78.09820556640625,154.84534244892546,0.5580251216888428,22128.66737370927,23977.166594725302
MLP,132,,,76.6659927368164,154.8159567639912,0.5583052635192871,22058.243151346906,23968.24008083034
MLP,133,,,78.053466796875,154.91390628144072,0.5575182437896729,21981.913788218484,23998.49567459462
MLP,134,,,78.6849136352539,155.01151670924324,0.5569626688957214,21964.927895654622,24028.760775081137
MLP,135,,,77.18864440917969,154.60899523071097,0.5596175193786621,21913.010783457423,23904.12190689052
MLP,136,,,77.06797790527344,154.06194218965953,0.5623055100440979,21866.446752462565,23735.276133793464
MLP,137,,,77.12115478515625,154.4008708079394,0.5601793527603149,21798.508882117905,23839.78158976756
MLP,138,,,76.39019775390625,154.63382907291015,0.5585496425628662,21707.11745827376,23911.87685102857
MLP,139,,,78.06651306152344,154.1156855457938,0.5615532398223877,21695.455269035887,23751.81688626938
MLP,140,,,76.89990234375,153.8292732626011,0.5634984374046326,21697.79663918067,23663.57422133472
MLP,141,,,78.12650299072266,153.95741218150232,0.5623359680175781,21613.10863266449,23703.075946388974
MLP,142,,,75.4767837524414,153.48065839056073,0.5651994943618774,21544.30819591257,23556.528219969987
MLP,143,,,77.63279724121094,153.58127174642746,0.5646100044250488,21552.0723157643,23587.37296828721
MLP,144,,,76.82438659667969,153.46233251192294,0.5650801658630371,21453.38145203108,23550.948461242497
MLP,145,,,76.55252075195312,153.45425061317135,0.5651735067367554,21418.022977384608,23548.43727297545
MLP,146,,,77.06575012207031,153.13021037053727,0.5669893622398376,21346.383776977684,23448.98201182768
MLP,147,,,76.20438385009766,152.68183319406404,0.5694904923439026,21315.41805812073,23311.94035999238
MLP,148,,,78.36994171142578,153.42059479173582,0.5653923749923706,21326.49259916843,23538.0389126478
MLP,149,,,75.84264373779297,152.64651005263764,0.5697271823883057,21219.79626855908,23301.07700341626
MLP,150,,,76.8284912109375,152.53120838454666,0.5705352425575256,21197.08737804719,23265.94235041119
MLP,151,,,77.16435241699219,152.5844924746614,0.5700323581695557,21134.62028596725,23282.29167811328
MLP,152,,,77.47250366210938,152.499180325666,0.5703504085540771,21056.02554858149,23256.21930786868
MLP,153,,,75.10008239746094,152.33292589752224,0.571496844291687,21057.88441428066,23205.4810764053
MLP,154,,,75.3048324584961,152.3394903250631,0.5713993310928345,21019.64205336237,23207.53018288
MLP,155,,,75.26817321777344,152.2472482817834,0.5720085501670837,20973.38427600142,23179.363584893028
MLP,156,,,74.66472625732422,152.96675496656127,0.568321704864502,20943.497866041205,23399.05465506792
MLP,157,,,75.1243667602539,151.93926109633415,0.5733354687690735,20913.91731993914,23085.695833567188
MLP,158,,,75.78333282470703,152.45418753473123,0.5710487365722656,20936.966412837803,23242.51381877324
MLP,159,,,74.43939971923828,152.11581987502154,0.5723507404327393,20884.012814445265,23139.42812971404
MLP,160,,,74.80245208740234,151.8207593471657,0.5741174817085266,20805.685532551684,23049.765127441453
MLP,161,,,77.01505279541016,152.109335676677,0.5723271369934082,20790.233146440973,23137.46000977024
MLP,162,,,75.03987884521484,151.32443932656747,0.5764809846878052,20687.82237274987,22899.22818871949
MLP,163,,,75.6765365600586,151.35568363543538,0.5763198137283325,20639.92593702184,22908.68808870069
MLP,164,,,75.80889129638672,151.21757787828437,0.5770496726036072,20685.696709169533,22866.9349861139
MLP,165,,,75.024658203125,151.47602558862243,0.5760913491249084,20589.19948170825,22945.175546102048
MLP,166,,,75.00874328613281,151.09087704093852,0.5777976512908936,20580.67767965101,22828.67128949944
MLP,167,,,74.77776336669922,151.14090848856904,0.5773683786392212,20510.577450250243,22843.777234514822
MLP,168,,,75.01118469238281,151.69432411514282,0.5746712684631348,20422.098424585936,23011.354022230065
MLP,169,,,73.98736572265625,150.9991721831613,0.5780757665634155,20467.21475697932,22800.92685021623
MLP,170,,,75.59488677978516,150.98710365044423,0.5781740546226501,20423.075864146773,22797.198508752102
MLP,171,,,76.10247802734375,151.22006418627126,0.5768805742263794,20377.619516785144,22867.630110113983
MLP,172,,,74.55951690673828,150.70660393211045,0.5797185897827148,20388.91335393429,22712.72464008393
MLP,173,,,74.72979736328125,152.00222294838323,0.5727903842926025,20405.427736190413,23104.8502204766
MLP,174,,,76.27528381347656,151.12403716608088,0.5773178339004517,20319.49394089858,22838.666917015235
MLP,175,,,74.81403350830078,150.46703334950152,0.5808799266815186,20232.572203977816,22640.486254522028
MLP,176,,,74.65057373046875,150.81848309723182,0.5789235234260559,20185.885206447765,22746.44123073522
MLP,177,,,74.05126190185547,150.62712654100525,0.5798429250717163,20172.1888492072,22688.66887395577
MLP,178,,,76.26094055175781,150.68793420717202,0.5800314545631409,20168.068070877864,22706.995422153657
MLP,179,,,74.206787109375,150.0526730435016,0.5829778909683228,20066.695186790203,22516.00704729988
MLP,180,,,74.05699157714844,150.0978717162572,0.5827971696853638,20107.536808000725,22529.496311481867
MLP,181,,,73.7265625,150.3250189693153,0.5818818807601929,20051.151489920325,22597.77732756473
MLP,182,,,75.66876220703125,150.45069011556578,0.5810702443122864,20020.90829298804,22635.523089609032
MLP,183,,,74.40034484863281,150.19530254388783,0.5819625854492188,19988.28248495913,22558.843279211764
MLP,184,,,74.46895599365234,149.87476542934104,0.5837456583976746,19948.00185870804,22462.655739517853
MLP,185,,,74.07267761230469,150.76899237741162,0.5786212682723999,19882.444188758112,22731.483521488623
MLP,186,,,75.92334747314453,150.2624916812243,0.5814712047576904,19892.48380819051,22579.04868331916
MLP,187,,,74.22982788085938,150.0945014815666,0.5830644965171814,19850.26885345404,22528.46386137188
MLP,188,,,72.94876098632812,149.6238643440611,0.5850937366485596,19891.1078598208,22387.441875438173
MLP,189,,,75.6173095703125,149.69616363237236,0.5845557451248169,19808.546790690896,22409.140812822967
MLP,190,,,74.96106719970703,149.5079951875484,0.585705578327179,19826.016822958514,22352.83716001089
MLP,191,,,75.45004272460938,149.86635973843497,0.5840429663658142,19738.16122468327,22460.10803396125
MLP,192,,,74.53335571289062,149.93767585441958,0.5830463171005249,19768.365515548936,22481.51429460783
MLP,193,,,72.30228424072266,149.93133845197275,0.5835119485855103,19711.081620166195,22479.601378184867
MLP,194,,,73.14106750488281,149.50695008928514,0.5858323574066162,19636.71637809876,22352.528373576188
MLP,195,,,74.44454956054688,150.29441809120857,0.5811967849731445,19619.61418078813,22588.59111807837
MLP,196,,,72.08821105957031,149.30786932961706,0.5866084098815918,19669.322404088856,22293.077524421908
MLP,197,,,73.43388366699219,149.26018730935922,0.5869183540344238,19633.67214254294,22278.785555343035
MLP,198,,,73.78055572509766,149.60824493698533,0.58492511510849,19606.555020751734,22382.78407546791
MLP,199,,,73.1148681640625,149.3159009658717,0.5865522027015686,19525.616106912683,22295.40792065206
MLP,200,,,75.14483642578125,149.72988700489958,0.5840823650360107,19453.54431003399,22419.20248614344
LSTM,1,,,279.0520935058594,370.7266091744697,-1.3254523277282717,134968.10673218654,137438.08080793908
LSTM,2,,,273.3553161621094,366.2329774201117,-1.2695380449295044,132793.9055867889,134126.85044393176
LSTM,3,,,266.9974060058594,361.78785651953547,-1.2139430046081543,129374.87851562808,130891.59165342303
LSTM,4,,,262.4294128417969,358.46136036538167,-1.1726828813552856,126616.06922823568,128494.68829584752
LSTM,5,,,258.5683288574219,355.6108301219185,-1.1377006769180298,124442.59513346932,126458.53773149244
LSTM,6,,,255.00857543945312,352.98343401284427,-1.1057475805282593,122520.0790071686,124596.314106711
LSTM,7,,,251.69952392578125,350.49237687858493,-1.075697898864746,120736.04058271006,122845.35319013492
LSTM,8,,,248.47994995117188,348.1020414332556,-1.0470728874206543,119044.98673030097,121176.05232482
LSTM,9,,,245.2640991210937,345.7893822473443,-1.019585371017456,117425.18468555289,119568.60269706888
LSTM,10,,,242.2810821533203,343.53440966663004,-0.992952048778534,115862.8903046254,118014.35662387357
LSTM,11,,,239.29058837890625,341.32847083125074,-0.9670894742012024,114350.01940789408,116506.01440058132
LSTM,12,,,236.35906982421875,339.17291404975134,-0.9419724345207214,112880.3729650121,115040.37115664483
LSTM,13,,,233.5047912597656,337.060848549635,-0.9175272583961488,111450.12758810486,113612.07881376626
LSTM,14,,,230.6925201416016,334.98633367646505,-0.8936722874641418,110056.15868524076,112217.12929875815
LSTM,15,,,227.9029235839844,332.95089258778086,-0.8704051971435547,108694.9762468024,110857.6131105354
LSTM,16,,,225.13619995117188,330.94343124996453,-0.8476016521453857,107366.16761148248,109526.28624023222
LSTM,17,,,222.4233245849609,328.9755642521189,-0.8253825306892395,106066.43513325269,108226.60790047894
LSTM,18,,,219.7313537597656,327.0374476837477,-0.8036347031593323,104795.635244233,106954.1486196612
LSTM,19,,,217.1108245849609,325.1264898081976,-0.7823229432106018,103552.4309213668,105706.9036101396
LSTM,20,,,214.5074157714844,323.24668888482057,-0.7614832520484924,102334.89838408372,104487.92354005184
LSTM,21,,,211.9336700439453,321.3943255566284,-0.7410683631896973,101143.28858212272,103293.40547089162
LSTM,22,,,209.4045562744141,319.56543979676525,-0.7210290431976318,99976.42963605298,102122.3037794018
LSTM,23,,,206.9161071777344,317.7648624572893,-0.7014036774635315,98833.30468596151,100975.74827045326
LSTM,24,,,204.36593627929688,315.99171765253595,-0.6821911931037903,97713.71016093316,99851.81301866708
LSTM,25,,,201.9144287109375,314.2456244723226,-0.6633835434913635,96616.8355670938,98750.7372004679
LSTM,26,,,199.47622680664065,312.52466152689453,-0.644954264163971,95542.29925602447,97671.64578828536
LSTM,27,,,197.0570373535156,310.82768789556053,-0.6268748641014099,94489.3912437796,96614.93448646295
LSTM,28,,,194.65756225585932,309.15661484108665,-0.609166145324707,93458.00863442144,95578.52437759947
LSTM,29,,,192.33062744140625,307.5128554223384,-0.5918521285057068,92447.1052925932,94563.96412359783
LSTM,30,,,189.96176147460932,305.8896476876915,-0.5748416781425476,91457.03515449612,93568.56317547342
LSTM,31,,,187.6737060546875,304.29118455847515,-0.5581782460212708,90486.67497917503,92594.1864675891
LSTM,32,,,185.40017700195312,302.7189032336765,-0.5418782830238342,89536.18252170128,91639.01822473572
LSTM,33,,,183.0800628662109,301.1685833964094,-0.5258896350860596,88605.0835970916,90702.76987132526
LSTM,34,,,180.85694885253903,299.6413350782899,-0.5102155208587646,87692.96091762274,89785.77232410121
LSTM,35,,,178.65939331054688,298.1405394272976,-0.4948975443840027,86799.71461405385,88887.19441941779
LSTM,36,,,176.46559143066406,296.66071213593483,-0.4798690676689148,85924.75155664144,88007.66570490476
LSTM,37,,,174.28868103027344,295.2043783550644,-0.465153694152832,85068.31445492503,87144.9280901432
LSTM,38,,,172.14492797851562,293.76928128209727,-0.4507263302803039,84229.51606316118,86301.12449807205
LSTM,39,,,170.00070190429688,292.3600760406591,-0.4366270303726196,83408.5721402229,85474.76298464726
LSTM,40,,,167.91748046875,290.9747358019249,-0.4228348135948181,82604.96305095076,84666.15100498826
LSTM,41,,,165.84959411621094,289.6098399139781,-0.4093110561370849,81818.65144530419,83874.13961745163
LSTM,42,,,163.80831909179688,288.2684024914975,-0.3960837721824646,81049.21159708027,83099.03375988593
LSTM,43,,,161.7871551513672,286.94785294979994,-0.3831229209899902,80296.69607048192,82339.8823169723
LSTM,44,,,159.79336547851562,285.6547440749059,-0.3704917430877685,79560.31910386439,81598.85719472737
LSTM,45,,,157.83480834960938,284.382335070236,-0.3581230044364929,78840.67210411152,80873.00320677561
LSTM,46,,,155.9502716064453,283.1312637276216,-0.3460115194320678,78136.77492700185,80163.80905296854
LSTM,47,,,154.05184936523438,281.8853379478968,-0.3340858221054077,77447.74814489203,79460.4239092975
LSTM,48,,,152.1210479736328,280.5773901706978,-0.3222758769989013,76723.8782291002,78722.56274616378
LSTM,49,,,150.27459716796875,279.34743991577943,-0.3106510043144226,76033.69831759646,78035.17042189519
LSTM,50,,,148.51104736328125,278.1451958959565,-0.2994089722633362,75367.846015761,77365.02277236545
LSTM,51,,,146.76596069335938,276.9634170337303,-0.2882483601570129,74717.4609170689,76709.09321607076
LSTM,52,,,145.07373046875,275.79607785916755,-0.2774301767349243,74081.34496823578,76064.28533041087
LSTM,53,,,143.49072265625,274.6544135363566,-0.2668452858924866,73457.62420435592,75435.49211192771
LSTM,54,,,141.9033660888672,273.5287062174645,-0.2564905285835266,72846.74498077753,74818.74273422976
LSTM,55,,,140.41207885742188,272.4211468480375,-0.2463734149932861,72247.52177119518,74214.20207092668
LSTM,56,,,138.99014282226562,271.3292510954173,-0.2363234162330627,71660.35469849095,73620.59122977518
LSTM,57,,,137.62266540527344,270.25768952982634,-0.2265653610229492,71085.07338104366,73040.13091753119
LSTM,58,,,136.32606506347656,269.20685007072166,-0.2170286774635315,70522.33131902269,72473.26963106942
LSTM,59,,,135.06866455078125,268.1698534744351,-0.2076724171638488,69972.15195355886,71916.19800380865
LSTM,60,,,133.9154815673828,267.15007778868414,-0.1985695362091064,69432.78861553867,71369.96166676021
LSTM,61,,,132.78689575195312,266.1504068426348,-0.1896282434463501,68905.32550430998,70837.01378455648
LSTM,62,,,131.76864624023438,265.1690203907689,-0.1809457540512085,68388.4336664589,70315.19860198665
LSTM,63,,,130.78369140625,264.2015092689669,-0.1722573041915893,67882.96809958911,69803.110192633
LSTM,64,,,129.85227966308594,263.2484271083115,-0.1638576984405517,67387.33627910572,69300.8347792994
LSTM,65,,,128.94387817382812,262.3101396724877,-0.1558199524879455,66901.38982652509,68807.09215128931
LSTM,66,,,128.1571044921875,261.38662695325485,-0.1476826071739196,66426.13657271679,68323.90993347178
LSTM,67,,,127.40240478515624,260.48109036454065,-0.1397210359573364,65959.6803252953,67851.20440677482
LSTM,68,,,126.719482421875,259.59015172960625,-0.1320490837097168,65502.50800078007,67387.75169939168
LSTM,69,,,126.06108856201172,258.70983987857903,-0.1244016885757446,65053.92819919816,66931.77454351388
LSTM,70,,,125.329345703125,257.8445358883915,-0.1171201467514038,64613.17207857264,66484.7979652594
LSTM,71,,,124.80917358398438,256.9947561478638,-0.1097866296768188,64181.83536604428,66047.15483861994
LSTM,72,,,124.25685119628906,256.15975545057813,-0.1027338504791259,63758.34450908963,65618.63992158699
LSTM,73,,,123.68650817871094,255.33911275008376,-0.0958073735237121,63342.606922897416,65199.1110511292
LSTM,74,,,123.29226684570312,254.5264751700695,-0.0889397263526916,62933.634992844185,64783.92824768803
LSTM,75,,,122.9621124267578,253.73633737848823,-0.0820651054382324,62533.349253815206,64382.66078162909
LSTM,76,,,122.51979064941406,252.9484029031415,-0.0755090117454528,62140.21371797731,63983.54599557988
LSTM,77,,,122.32936096191406,252.17731546969088,-0.0691199898719787,61753.890614230586,63594.02170192225
LSTM,78,,,121.94865417480467,251.4201538262197,-0.0628157258033752,61376.529071532765,63212.53618029134
LSTM,79,,,121.67717742919922,250.6701798429562,-0.0566775798797607,61006.371127873645,62836.30293604468
LSTM,80,,,121.46273040771484,249.9356635966544,-0.0507640838623046,60641.87823654648,62468.386320457
LSTM,81,,,120.99365234375,249.20942968465292,-0.0448684692382812,60284.399894416696,62105.989822973774
LSTM,82,,,120.95562744140624,248.49676965958733,-0.0388907790184021,59935.23135768795,61751.10030768011
LSTM,83,,,120.6943588256836,247.7956725055948,-0.0330534279346466,59591.43029049471,61403.13956403409
LSTM,84,,,120.38955688476562,247.1047664959136,-0.0275110006332397,59253.31423378287,61061.23282293735
LSTM,85,,,120.33597564697266,246.42164068928687,-0.0220834612846374,58922.91764717539,60723.945608265785
LSTM,86,,,120.32763671875,245.75620700452308,-0.016614407300949,58598.18490131035,60396.54991807669
LSTM,87,,,119.9253387451172,245.0887913083746,-0.0114160180091857,58278.44082190176,60069.42747116437
LSTM,88,,,119.97604370117188,244.43913800269385,-0.006119281053543,57964.70296392038,59751.06219303376
LSTM,89,,,119.81982421875,243.8027987688,-0.0009964406490325,57656.38830748429,59440.51378431031
LSTM,90,,,119.54866027832033,243.175235812572,0.0039701163768768,57353.09654395446,59134.631823906246
LSTM,91,,,119.5558090209961,242.55362648031053,0.0089377760887146,57054.87309230653,58832.689510050375
LSTM,92,,,119.3589324951172,241.94449905918503,0.0137591063976287,56763.78305018398,58537.64234211548
LSTM,93,,,119.0117645263672,241.3382529640712,0.0183872282505035,56475.12312039931,58244.61163466045
LSTM,94,,,118.912841796875,240.75075447701093,0.022980511188507,56192.24177543156,57961.06450697333
LSTM,95,,,118.76547241210938,240.15512564798613,0.0275315046310424,55912.38924402304,57675.03145382361
LSTM,96,,,118.74231719970705,239.5802563208204,0.0320824086666107,55639.32785318007,57399.148834316016
LSTM,97,,,118.38160705566406,239.00992068845176,0.036607027053833,55369.07561668109,57126.38094522462
LSTM,98,,,118.23965454101562,238.44206253826107,0.0407930016517639,55102.77851552346,56854.81229346859
LSTM,99,,,118.42897033691406,237.88467203142787,0.0452585220336914,54841.03152588154,56589.05607894079
LSTM,100,,,118.36748504638672,237.3369999863064,0.0494658350944519,54583.345265933065,56329.36374576106
LSTM,101,,,118.27867126464844,236.8028419117896,0.0536643266677856,54330.25020449573,56076.21188116886
LSTM,102,,,117.56983184814452,236.26456634988668,0.057384967803955,54078.8128867757,55821.31431398092
LSTM,103,,,118.09658813476562,235.75180606413176,0.0616621971130371,53834.17498126738,55579.46106144346
LSTM,104,,,117.52533721923828,235.22464329338456,0.0654219090938568,53591.69914422568,55331.09287488775
LSTM,105,,,117.63204956054688,234.71278159433496,0.0691860914230346,53354.20368227087,55090.36463502773
LSTM,106,,,117.48250579833984,234.2045797081048,0.0730480849742889,53117.22416018287,54851.83200761828
LSTM,107,,,117.07046508789062,233.71278112781937,0.0768629014492034,52887.72903943377,54622.11462185797
LSTM,108,,,117.07489013671876,233.2252214196612,0.0804986953735351,52659.16498630008,54394.45395752592
LSTM,109,,,116.95252227783205,232.74019850468463,0.0839774906635284,52434.013217605854,54168.574976934455
LSTM,110,,,116.30923461914062,232.27125844580945,0.0872635245323181,52214.447126653446,53950.36357578497
LSTM,111,,,116.69290161132812,231.79253924576605,0.0909592807292938,51992.4184850048,53728.17460729492
LSTM,112,,,116.88707733154295,231.3409111841224,0.0943676829338073,51779.65899432286,53519.11757065393
LSTM,113,,,116.72136688232422,230.86809681071136,0.0976923108100891,51567.47105493089,53300.52746818579
LSTM,114,,,116.5888442993164,230.4173014608495,0.1009542047977447,51356.81064919979,53092.541866428575
LSTM,115,,,116.1094741821289,229.9679495331904,0.1042077839374542,51150.9974270954,52885.70901397619
LSTM,116,,,116.07735443115234,229.5322179183132,0.1073753237724304,50949.04561134808,52685.55466374519
LSTM,117,,,115.97079467773438,229.08825741949323,0.1105992496013641,50749.98822432597,52481.714967570384
LSTM,118,,,115.82975769042967,228.6604759927916,0.1135266125202179,50549.98709184548,52286.12189538236
LSTM,119,,,115.11680603027344,228.23545271276328,0.1165177822113037,50357.06450461817,52091.88121366622
LSTM,120,,,115.3897933959961,227.80083131981763,0.1197783946990966,50163.21560216269,51893.66030530217
LSTM,121,,,115.20901489257812,227.38001643724104,0.1227436065673828,49971.76956528134,51702.20281655678
LSTM,122,,,115.30489349365234,226.96227660120084,0.1257082223892212,49784.43284629133,51512.28829533057
LSTM,123,,,114.61065673828124,226.5611293061985,0.1282973289489746,49602.10939906194,51330.30393042328
LSTM,124,,,114.66255950927734,226.14398413953,0.1312480270862579,49417.558190050935,51141.411334020624
LSTM,125,,,114.86092376708984,225.7336822729386,0.1342059075832367,49235.64965982815,50956.12414371928
LSTM,126,,,114.5212860107422,225.3417716769352,0.1372217535972595,49055.87869861576,50779.12296434859
LSTM,127,,,114.40847778320312,224.93809912395892,0.1400433182716369,48874.18727464238,50597.67700849954
LSTM,128,,,114.32222747802734,224.52757695325533,0.1425599157810211,48696.70150189591,50412.914115179046
LSTM,129,,,114.04421997070312,224.14075516291092,0.1452628672122955,48523.40966984186,50239.42057340899
LSTM,130,,,113.93058776855467,223.75996835336744,0.1479957103729248,48351.11784249558,50068.83191419912
LSTM,131,,,113.765869140625,223.3584038322713,0.1506062150001526,48178.27355633276,49889.24264819552
LSTM,132,,,113.1355438232422,222.98496130625043,0.1530376076698303,48007.3287488566,49722.69927598308
LSTM,133,,,113.23347473144533,222.59832799237284,0.1557282209396362,47837.35826959688,49550.51151308016
LSTM,134,,,113.14060974121094,222.2301031588655,0.1583532094955444,47671.45583061452,49386.37219939463
LSTM,135,,,113.15792846679688,221.85492866961508,0.1608890295028686,47505.95587218445,49219.927853949055
