Model,Epoch,MAE
Early Fusion,88,21.059817941650586
Early Fusion,89,21.141567139052555
Early Fusion,90,20.86586439398357
Early Fusion,91,20.800356735752537
Early Fusion,92,20.856127451029337
Early Fusion,93,20.872182606828016
Early Fusion,94,20.755622642031295
Early Fusion,95,21.37615983802657
Early Fusion,96,21.135030865276164
Early Fusion,97,20.84428083002895
Early Fusion,98,20.835484128968456
Early Fusion,99,20.887532294136303
Early Fusion,100,21.039274532460187
Early Fusion,101,21.24924030022638
Early Fusion,102,20.915939776091324
Early Fusion,103,21.358422151985188
Early Fusion,104,21.07704798793327
Early Fusion,105,21.254738977906687
Early Fusion,106,20.98828254805603
Early Fusion,107,21.23370311870942
Early Fusion,108,21.096383780650097
Early Fusion,109,21.242716233169205
Early Fusion,110,21.011758340708955
Early Fusion,111,20.98617003675296
Early Fusion,112,20.977614224936733
Early Fusion,113,21.093229017723058
Early Fusion,114,20.986540369642423
Early Fusion,115,20.978675036265688
Early Fusion,116,21.58035413664496
Early Fusion,117,21.00226831547075
Early Fusion,118,21.061207036342374
Early Fusion,119,21.045604852173383
Early Fusion,120,21.040780252493864
Early Fusion,121,21.591231571598374
Early Fusion,122,21.18662630844048
Early Fusion,123,21.240915529902416
Early Fusion,124,21.118078340876703
Early Fusion,125,21.106669976043875
Early Fusion,126,21.51471671025472
Early Fusion,127,21.226671436856165
Early Fusion,128,21.735078171929718
Early Fusion,129,21.453991951653204
Early Fusion,130,21.14580838735909
Early Fusion,131,21.24302636871022
Early Fusion,132,21.50862643105685
Early Fusion,133,21.16112647199554
Early Fusion,134,21.25099011720048
Early Fusion,135,21.163093226583868
Early Fusion,136,21.28893269439687
Early Fusion,137,21.27111568964319
Early Fusion,138,21.537758265721255
Early Fusion,139,21.211747474482216
Early Fusion,140,21.308091015395345
Early Fusion,141,21.278779524783683
Early Fusion,142,21.442081014472727
Early Fusion,143,21.255555105673743
Early Fusion,144,21.903862475556608
Early Fusion,145,21.730087545891273
Early Fusion,146,21.28117803277811
Early Fusion,147,21.58556696740961
Early Fusion,148,21.64907354745533
Early Fusion,149,21.763539236139955
Early Fusion,150,21.6857034904527
Early Fusion,151,21.48566906201273
Early Fusion,152,21.625580343377756
Early Fusion,153,21.639674822985096
Early Fusion,154,21.337209694761125
Early Fusion,155,21.58418717129227
Early Fusion,156,21.95739675262327
Early Fusion,157,21.498191745541877
Early Fusion,158,21.540313676238465
Early Fusion,159,21.780117695738863
Early Fusion,160,21.768626105544335
Early Fusion,161,21.81668947584098
Early Fusion,162,21.364922167561858
Early Fusion,163,21.348408623245827
Early Fusion,164,21.520323201473474
Early Fusion,165,21.494954381318536
Early Fusion,166,21.705068826425546
Early Fusion,167,21.792299227676633
Early Fusion,168,21.74089780644507
Early Fusion,169,21.436264425396526
Early Fusion,170,21.689907656793185
Early Fusion,171,21.879469369172728
Early Fusion,172,21.54435871838335
Early Fusion,173,21.525647690019426
Early Fusion,174,21.559854249775537
Early Fusion,175,21.475746434639483
Early Fusion,176,21.50341590933418
Early Fusion,177,21.537624503543494
Early Fusion,178,21.48580203786809
Early Fusion,179,21.577597315260665
Early Fusion,180,21.622726916669595
Early Fusion,181,21.78364234222828
Early Fusion,182,21.988346327539876
Early Fusion,183,21.8128172998118
Early Fusion,184,21.866327038626952
Early Fusion,185,21.53811726558306
Early Fusion,186,21.588037829546472
