Model,Epoch,MAE
w/o Hybrid,167,38.94848841874409
w/o Hybrid,168,40.90528110102311
w/o Hybrid,169,41.118070827129294
w/o Hybrid,170,40.8104133749297
w/o Hybrid,171,39.8486515594246
w/o Hybrid,172,36.40944167015478
w/o Hybrid,173,36.55279148946538
w/o Hybrid,174,36.74093882002313
w/o Hybrid,175,36.33716326429539
w/o Hybrid,176,36.89450279261778
w/o Hybrid,177,40.65804281508014
w/o Hybrid,178,40.210952277868664
w/o Hybrid,179,36.6345798032866
w/o Hybrid,180,36.51992795589325
w/o Hybrid,181,36.44250787520609
w/o Hybrid,182,38.49406334074091
w/o Hybrid,183,36.515398089820685
w/o Hybrid,184,37.43474699789595
w/o Hybrid,185,38.914502840546
w/o Hybrid,186,38.79053554396935
w/o Hybrid,187,36.48942621030744
w/o Hybrid,188,37.722576843918546
w/o Hybrid,189,36.484408175316645
w/o Hybrid,190,36.62744850811425
w/o Hybrid,191,36.15753727218118
w/o Hybrid,192,40.5004316036304
w/o Hybrid,193,36.301015798739805
w/o Hybrid,194,36.45550583446231
w/o Hybrid,195,37.254674050142505
w/o Hybrid,196,36.38857820278351
w/o Hybrid,197,36.328363480351825
w/o Hybrid,198,36.50860940655274
w/o Hybrid,199,36.71858941549136
w/o Hybrid,200,36.003621551364674
