Model,Epoch,Train_Loss,Val_Loss,MAE,RMSE,R2
ST_MBAN_Global,44,10970.574140714123,11311.864130422577,48.49510955810547,106.35405290966818,0.6955737471580505
ST_MBAN_Global,45,10944.352558054552,11553.732351698232,49.48088073730469,107.48511888280164,0.6901347637176514
ST_MBAN_Global,46,10780.164142356867,11035.155540491063,48.921836853027344,105.0454049893426,0.7025752067565918
ST_MBAN_Global,47,10772.95244473758,10930.39860143832,47.53955459594727,104.54557543841824,0.705569863319397
ST_MBAN_Global,48,10682.014469567264,10896.993971584669,47.36809158325195,104.38546448290823,0.7077467441558838
ST_MBAN_Global,49,10661.911443165094,11416.665819077109,48.35368347167969,106.84527181571956,0.6940688490867615
ST_MBAN_Global,50,10606.35403202632,11341.629425051084,49.250244140625,106.49400749719442,0.694823145866394
ST_MBAN_Global,51,10512.060666970148,11972.085074802271,49.74656295776367,109.4133771957296,0.6830897331237793
ST_MBAN_Global,52,10509.298550766836,10606.681948390396,47.493934631347656,102.9855164649986,0.7153158187866211
ST_MBAN_Global,53,10410.568229284456,10740.320845756793,47.99159240722656,103.63241642640106,0.710882306098938
ST_MBAN_Global,54,10300.967365708022,10757.813021552642,47.10472869873047,103.71683393078,0.7106461524963379
ST_MBAN_Global,55,10274.279478013452,11001.539671565028,48.52706527709961,104.88593134329312,0.7050768136978149
ST_MBAN_Global,56,10234.909227171642,10865.214545370389,48.6571159362793,104.23344161814144,0.7070884108543396
ST_MBAN_Global,57,10328.57158875588,10905.604595326811,48.15699768066406,104.42686772629446,0.7075982093811035
ST_MBAN_Global,58,10094.508624320986,10664.25832647182,47.2714958190918,103.2648341719605,0.7123368978500366
ST_MBAN_Global,59,9116.156977963155,10174.715709704671,45.21595764160156,100.86701776813618,0.7247248888015747
ST_MBAN_Global,60,8859.679098777468,10131.486288111086,44.49193572998047,100.6518209596826,0.7257952690124512
ST_MBAN_Global,61,8801.661948961348,10268.635153105362,45.38810729980469,101.33117405782636,0.7219995260238647
ST_MBAN_Global,62,8724.282306589834,10157.45723790566,46.031028747558594,100.78124031007704,0.725886344909668
ST_MBAN_Global,63,8693.646941429666,10196.558347409333,45.36503601074219,100.9750800785768,0.724200963973999
ST_MBAN_Global,64,8582.779740819735,10245.005414537083,45.46043395996094,101.2145240704737,0.7223285436630249
ST_MBAN_Global,65,8484.672847393073,10035.685120062595,44.84846115112305,100.17529070178684,0.7280447483062744
ST_MBAN_Global,66,8503.247824710104,10157.085742965635,45.14750671386719,100.77943312315765,0.7245422601699829
ST_MBAN_Global,67,8469.070238364815,10473.762618790302,45.570106506347656,102.3383681791072,0.7163845300674438
ST_MBAN_Global,68,8383.31042944315,10111.070883315962,45.50583267211914,100.55089954066796,0.7262345552444458
ST_MBAN_Global,69,8236.769803472089,10290.528805035978,45.3365364074707,101.43939654727347,0.7212010622024536
ST_MBAN_Global,70,8270.724470009034,9881.38762681234,44.49317932128906,99.4019666634544,0.7322264313697815
ST_MBAN_Global,71,8301.101278868642,10020.605724011171,44.662899017333984,100.0998573690917,0.7276650667190552
ST_MBAN_Global,72,8253.313118053922,10157.486509535313,45.240604400634766,100.78122093022836,0.7244648933410645
ST_MBAN_Global,73,8103.504998000199,10178.135543457613,44.67584609985352,100.88354304747875,0.7242368459701538
ST_MBAN_Global,74,8169.347573776963,9873.519613981252,44.2010498046875,99.36222893565996,0.7326663136482239
ST_MBAN_Global,75,8076.010193032411,9763.233930250326,44.50527572631836,98.80555695879409,0.7348405122756958
ST_MBAN_Global,76,8126.502049083998,10254.21434455477,44.7110481262207,101.2598133747416,0.7214107513427734
ST_MBAN_Global,77,7994.305216188997,10139.705330522303,44.54611206054688,100.6930815879994,0.7249722480773926
ST_MBAN_Global,78,7963.815659747032,9857.61523374126,44.28133773803711,99.28254346812436,0.7327456474304199
ST_MBAN_Global,79,7950.557782446431,10054.275555108818,44.45964813232422,100.2675717143883,0.7275559902191162
ST_MBAN_Global,80,7887.098621339054,10396.089267318612,45.26718521118164,101.9579752198792,0.7176544666290283
ST_MBAN_Global,81,7840.621811598433,9757.021932806789,43.95104217529297,98.77431464897644,0.7352564334869385
ST_MBAN_Global,82,7862.238837853503,9551.073659557967,44.06372833251953,97.72651472188856,0.7409557104110718
ST_MBAN_Global,83,7818.220337643311,9864.750102529635,44.59394073486328,99.31827685369647,0.733291745185852
ST_MBAN_Global,84,7766.895203452329,9852.338512060009,43.77156829833984,99.25573129705155,0.7319939136505127
ST_MBAN_Global,85,7759.10395011783,10090.530144354923,44.41969299316406,100.4486225950859,0.7269493341445923
ST_MBAN_Global,86,7716.668396595612,10103.203449507382,44.01038360595703,100.51140229937845,0.725618839263916
ST_MBAN_Global,87,7642.784696746622,10389.80377320454,44.66204833984375,101.92717222360288,0.7189874649047852
ST_MBAN_Global,88,7653.231123491473,9549.677354635902,43.45175552368164,97.71930964022668,0.741277813911438
ST_MBAN_Global,89,7668.3608746852415,9952.656021002971,43.7067985534668,99.76026928655014,0.7295935153961182
ST_MBAN_Global,90,7612.116317230822,9689.154161455015,43.71251678466797,98.43040152977382,0.7368224859237671
ST_MBAN_Global,91,7521.534570426412,9914.793634899834,43.98774337768555,99.57023373133408,0.7306788563728333
ST_MBAN_Global,92,7577.552918954885,10199.919843587955,44.11022567749024,100.99188743718476,0.7220743894577026
ST_MBAN_Global,93,7464.770048521706,9682.034065453714,43.05770111083984,98.39444494927038,0.7369787693023682
ST_MBAN_Global,94,7498.614179690388,9937.259746893547,43.74497985839844,99.68274381287114,0.7293800711631775
ST_MBAN_Global,95,7003.974839031428,9791.329579146366,42.85114288330078,98.9476315485242,0.7337275743484497
ST_MBAN_Global,96,6840.920837555639,9961.540836027669,43.23968505859375,99.80370382343033,0.7289152145385742
ST_MBAN_Global,97,6738.0338568506895,9765.313606110352,42.8474235534668,98.81621593265956,0.7338423728942871
ST_MBAN_Global,98,6730.85260720125,9560.73641273341,42.61200714111328,97.77565200498536,0.7400456666946411
ST_MBAN_Global,99,6756.004716931865,9768.272816634557,42.83518600463867,98.8314932726406,0.7338976860046387
ST_MBAN_Global,100,6676.705259370747,9695.478075528106,43.06891632080078,98.46248194902716,0.7366649508476257
ST_MBAN_Global,101,6465.292592000429,9518.52288265591,42.12556076049805,97.55968225431292,0.7406728267669678
ST_MBAN_Global,102,6346.719533430175,9606.508424581314,42.27350234985352,98.00952600385332,0.738296389579773
ST_MBAN_Global,103,6322.856792083909,9778.487633061504,42.647911071777344,98.8833059880433,0.7333187460899353
ST_MBAN_Global,104,6309.460686167163,9583.10084552255,42.351261138916016,97.88996034291516,0.7389103174209595
ST_MBAN_Global,105,6306.931311075793,9592.567372592426,42.37873840332031,97.93853202232256,0.7385404109954834
ST_MBAN_Global,106,6241.974605090257,9624.557166950754,42.41276168823242,98.10141535835506,0.7379723787307739
ST_MBAN_Global,107,6242.285402955154,9562.018113708184,41.916969299316406,97.78222374874689,0.739192008972168
ST_MBAN_Global,108,6150.906895799967,9653.56074923887,42.15496826171875,98.24923962014924,0.7366354465484619
ST_MBAN_Global,109,6106.166859273217,9614.720534967091,42.15156555175781,98.05122624806891,0.7378822565078735
ST_MBAN_Global,110,6076.186083609046,9650.896923565404,42.165157318115234,98.23551201226825,0.736936092376709
ST_MBAN_Global,111,6051.345518799813,9565.80844076176,42.08208084106445,97.8014969849644,0.739168643951416
ST_MBAN_Global,112,6078.925831227976,9483.548142698217,42.104522705078125,97.38043048881792,0.7414552569389343
ST_MBAN_Global,113,6000.268670870928,9804.644236672832,42.44607162475586,99.0149136494094,0.7324721813201904
ST_MBAN_Global,114,6022.481047356809,9692.4368161696,42.30802536010742,98.44667119975414,0.7353788614273071
ST_MBAN_Global,115,6040.572387481978,9513.107768234408,42.00829315185547,97.5319008308948,0.7404371500015259
ST_MBAN_Global,116,6039.968192852004,9585.98103391845,42.16374588012695,97.9048984506138,0.7386355996131897
ST_MBAN_Global,117,6008.273481745265,9560.358127661711,42.09525680541992,97.77417380116285,0.7391699552536011
ST_MBAN_Global,118,5979.263782647598,9576.553402939466,42.02141952514648,97.8565845143417,0.73874831199646
ST_MBAN_Global,119,5909.817257047812,9639.017013919194,42.13801574707031,98.17538017974516,0.7369651794433594
ST_MBAN_Global,120,5937.094256622519,9617.74850539851,42.11479187011719,98.0666227622834,0.7375341653823853
ST_MBAN_Global,121,5908.675178710599,9586.8974685825,42.00371551513672,97.90916250056732,0.7383931875228882
ST_MBAN_Global,122,5879.762741834004,9605.756000121612,41.90026473999024,98.00572966349978,0.7376784086227417
ST_MBAN_Global,123,5885.432678472466,9628.658916067368,41.94568634033203,98.12263631707263,0.7370744943618774
ST_MBAN_Global,124,5877.931190468239,9592.19951073605,41.89666366577149,97.93666240867104,0.7380529046058655
ST_MBAN_Global,125,5867.340478425478,9581.699552611077,41.841922760009766,97.88297181775286,0.738411545753479
ST_MBAN_Global,126,5895.29336347985,9588.900554226391,41.85288238525391,97.9195749789719,0.7382128834724426
ST_MBAN_Global,127,5872.026482949774,9671.10173184517,42.07540130615234,98.33843229188167,0.7359325885772705
ST_MBAN_Global,128,5834.9386042093465,9567.605038215372,41.88299560546875,97.81090254286585,0.738839864730835
ST_MBAN_Global,129,5835.885167185572,9603.538448397134,41.92803192138672,97.99411055326232,0.7378624677658081
ST_MBAN_Global,130,5830.487350993412,9560.698654351663,41.85310363769531,97.77519256565031,0.7389799952507019
ST_MBAN_Global,131,5815.90440183567,9573.96170366055,41.84401321411133,97.84351545005424,0.7386273741722107
ST_MBAN_Global,132,5820.869545640039,9567.3271684605,41.78597259521485,97.80928509093604,0.7388056516647339
ST_MBAN_Global,133,5805.963477050237,9571.815939977205,41.84403991699219,97.83242608537314,0.7387048006057739
ST_MBAN_Global,134,5783.247213746615,9598.25387480362,41.87955474853516,97.96742423345374,0.7379330396652222
ST_MBAN_Global,135,5777.081094587857,9611.182088286672,41.85952758789063,98.0331975021727,0.7375195026397705
ST_MBAN_Global,136,5754.263759064965,9600.296584562202,41.91210174560547,97.97774081551636,0.737925112247467
ST_MBAN_Global,137,5797.769055999464,9589.785995362943,41.854637145996094,97.9241275969564,0.7382055521011353
ST_MBAN_Global,138,5798.002413970055,9587.367361080804,41.86051177978516,97.91150640214612,0.7382733821868896
ST_MBAN_Global,139,5783.55597477107,9614.272027089772,41.88775634765625,98.04882592680546,0.737506091594696
ST_MBAN_Global,140,5815.12401586274,9592.623493878866,41.83217239379883,97.9384821664217,0.7380768060684204
ST_MBAN_Global,141,5798.526920160052,9597.31975001091,41.85034942626953,97.9624150663151,0.738006591796875
ST_MBAN_Global,142,5795.635907955827,9594.643500322163,41.84578704833984,97.9488915279928,0.7381185293197632
ST_MBAN_Global,143,5800.087722699761,9595.75494609834,41.857688903808594,97.95464412005948,0.7380689382553101
ST_MBAN_Global,144,5780.695649802457,9603.381323112832,41.85435104370117,97.99332825663438,0.737830638885498
ST_MBAN_Global,145,5785.633905146656,9607.26569392533,41.87257385253906,98.0133221971636,0.73769211769104
ST_MBAN_Global,146,5808.599201379793,9596.569869154182,41.84516906738281,97.95862686933194,0.7379964590072632
ST_MBAN_Global,147,5775.834573131627,9598.39477065963,41.82314300537109,97.9678678189946,0.7379305362701416
ST_MBAN_Global,148,5779.194388002195,9600.39996641976,41.84830474853516,97.97813451862616,0.7378798723220825
ST_MBAN_Global,149,5799.7699689125175,9595.227059874229,41.82740783691406,97.95175291150996,0.7380285263061523
ST_MBAN_Global,150,5789.650547600228,9594.654989513596,41.83237457275391,97.94883669230074,0.738051176071167
ST_MBAN_Global,151,5789.9383879125335,9598.11111921515,41.84185028076172,97.96659686629162,0.737958550453186
ST_MBAN_Global,152,5749.126152078543,9603.122492969487,41.85784912109375,97.99220213714712,0.7378298044204712
ST_MBAN_Global,153,5740.4733113895645,9599.175735781102,41.843727111816406,97.97181015954284,0.7379356622695923
ST_MBAN_Global,154,5775.224689117554,9598.41575327235,41.84967041015625,97.96804724628332,0.7379655838012695
ST_MBAN_Global,155,5777.855230256352,9596.70256819051,41.84565734863281,97.959504149036,0.7380074262619019
ST_MBAN_Global,156,5765.18449082665,9597.467419529356,41.84503555297852,97.9633670769972,0.7379809021949768
ST_MBAN_Global,157,5768.818282730939,9598.605453604398,41.84772872924805,97.96921849967724,0.7379494905471802
ST_MBAN_Global,158,5741.220419265015,9599.43563636883,41.83818435668945,97.97313088291097,0.7379197478294373
ST_MBAN_Global,159,5786.969113147291,9595.554568132113,41.8383903503418,97.95357737373608,0.7380391359329224
ST_MBAN_Global,160,5738.203887273189,9593.335365801611,41.82640838623047,97.9420866826412,0.7380900382995605
ST_MBAN_Global,161,5762.430487826484,9593.705949807409,41.82878112792969,97.94391132492616,0.7380787134170532
ST_MBAN_Global,162,5797.312810899092,9593.516383724123,41.832279205322266,97.94289431538664,0.7380833625793457
ST_MBAN_Global,163,5801.472670810907,9592.299920260966,41.83114242553711,97.9368119790766,0.7381167411804199
ST_MBAN_Global,164,5749.942628696403,9592.50063142244,41.82941818237305,97.93789885049608,0.7381072044372559
ST_MBAN_Global,165,5762.8907726246,9593.49166193634,41.828216552734375,97.94291425685168,0.7380810379981995
ST_MBAN_Global,166,5793.224195669141,9593.595251484398,41.82997894287109,97.94344270419536,0.7380799651145935
ST_MBAN_Global,167,5769.374522446151,9593.592577755986,41.83064270019531,97.94338288011087,0.7380828857421875
ST_MBAN_Global,168,5746.527254497382,9593.778728626088,41.830997467041016,97.94434006107754,0.7380779981613159
ST_MBAN_Global,169,5773.8022828394605,9594.184319343118,41.832366943359375,97.94642887664408,0.7380671501159668
ST_MBAN_Global,170,5784.132752257892,9593.740817224016,41.83075714111328,97.94409079610163,0.7380787134170532
ST_MBAN_Global,171,5784.5787379599615,9593.805391241092,41.83123779296875,97.944449737466,0.7380765080451965
ST_MBAN_Global,172,5778.856974871883,9593.305227334862,41.82947540283203,97.94189225154116,0.7380886673927307
ST_MBAN_Global,173,5798.745308283243,9593.29693782056,41.83000564575195,97.94184239735078,0.7380895614624023
ST_MBAN_Global,174,5793.381930467582,9594.0328182518,41.83283615112305,97.9456063173586,0.7380691766738892
ST_MBAN_Global,175,5777.126308257589,9593.800948533508,41.83159637451172,97.94441982573586,0.7380750179290771
ST_MBAN_Global,176,5778.891797938715,9594.075229181532,41.83193206787109,97.9459004454117,0.7380658388137817
ST_MBAN_Global,177,5774.603682824249,9593.967208220918,41.83097076416016,97.9453969375284,0.738067626953125
ST_MBAN_Global,178,5766.88501451414,9594.37630937269,41.83211898803711,97.9475505372646,0.7380567789077759
ST_MBAN_Global,179,5783.799438122843,9594.42121138513,41.832427978515625,97.94773997201264,0.7380560636520386
ST_MBAN_Global,180,5756.9520722376565,9594.5267381906,41.832763671875,97.9483132591496,0.7380535006523132
ST_MBAN_Global,181,5762.348714644781,9594.853300072904,41.83355331420898,97.94987856520038,0.7380449175834656
ST_MBAN_Global,182,5794.1399323616615,9594.849379944782,41.83338165283203,97.94986361016538,0.738045334815979
ST_MBAN_Global,183,5759.781574405109,9594.915856291327,41.83373641967773,97.95012781544747,0.7380436658859253
ST_MBAN_Global,184,5811.742516317201,9594.934251789557,41.83383941650391,97.95029232026316,0.7380431890487671
ST_MBAN_Global,185,5754.411065727638,9594.954605915898,41.83375549316406,97.95030229024309,0.7380430698394775
ST_MBAN_Global,186,5777.544751578262,9594.97822730502,41.83400344848633,97.95041195995552,0.7380425930023193
ST_MBAN_Global,187,5762.842406189971,9594.954063794756,41.833831787109375,97.95025742532532,0.7380433082580566
ST_MBAN_Global,188,5809.611637666371,9594.94454236052,41.83388519287109,97.9501726804246,0.7380437254905701
ST_MBAN_Global,189,5799.208422166134,9594.924486902582,41.83377456665039,97.95009790545132,0.7380441427230835
ST_MBAN_Global,190,5793.284094652441,9594.815986633364,41.83376693725586,97.94953459881778,0.7380472421646118
ST_MBAN_Global,191,5774.52019587456,9594.73489011897,41.83350372314453,97.94914576580032,0.7380495071411133
ST_MBAN_Global,192,5800.895074155962,9594.786755779716,41.83372497558594,97.94946979342204,0.7380475997924805
ST_MBAN_Global,193,5762.226878835993,9594.721524084076,41.83342361450195,97.9491657059926,0.7380490303039551
ST_MBAN_Global,194,5755.500147151303,9594.68562888427,41.83308792114258,97.94896630388703,0.738050103187561
ST_MBAN_Global,195,5787.497111880427,9594.610028739744,41.83282470703125,97.94852761782587,0.7380526065826416
ST_MBAN_Global,196,5780.720543892586,9594.561839425482,41.83265686035156,97.94822352747138,0.7380542159080505
ST_MBAN_Global,197,5730.785267397627,9594.580811796308,41.83270263671875,97.9484029907456,0.7380532026290894
ST_MBAN_Global,198,5763.137294355583,9594.607118088536,41.83288192749024,97.94849770734108,0.7380526661872864
ST_MBAN_Global,199,5772.515476004644,9594.585543120687,41.83269882202149,97.94835313986908,0.7380533814430237
ST_MBAN_Global,200,5771.909193764081,9594.619706611698,41.83279037475586,97.9485076775037,0.7380526065826416
